,total,locked,free,currency,account_id,account_type,margins,reported,info,base_currency
2026-01-04 23:25:10+00:00,100000.00000000,0.00000000,100000.00000000,USDT,BINANCE-001,MARGIN,[],True,{},USDT
2026-01-05 00:35:00+00:00,99561.59362084,2922.70919440,96638.88442644,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2922.70919440', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2026-01-05 00:35:00+00:00,99561.59362084,2922.70919440,96638.88442644,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2922.70919440', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2026-01-05 00:35:00+00:00,99561.59362084,2922.70919440,96638.88442644,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2922.70919440', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2026-01-05 01:07:20+00:00,106941.20761328,0.00000000,106941.20761328,USDT,BINANCE-001,MARGIN,[],False,{},USDT
2026-01-05 01:07:20+00:00,106941.20761328,0.00000000,106941.20761328,USDT,BINANCE-001,MARGIN,[],False,{},USDT
2026-01-05 08:35:00+00:00,106158.21153427,5219.97386008,100938.23767419,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '5219.97386008', 'currency': 'USDT', 'instrument_id': 'XRPUSDT-PERP.BINANCE'}]",False,{},USDT
2026-01-05 08:35:00+00:00,106158.21153427,5219.97386008,100938.23767419,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '5219.97386008', 'currency': 'USDT', 'instrument_id': 'XRPUSDT-PERP.BINANCE'}]",False,{},USDT
2026-01-05 08:35:00+00:00,106158.21153427,5219.97386008,100938.23767419,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '5219.97386008', 'currency': 'USDT', 'instrument_id': 'XRPUSDT-PERP.BINANCE'}]",False,{},USDT
2026-01-05 08:35:00+00:00,106158.21153427,5219.97386008,100938.23767419,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '5219.97386008', 'currency': 'USDT', 'instrument_id': 'XRPUSDT-PERP.BINANCE'}]",False,{},USDT
2026-01-05 08:35:00+00:00,106158.21153427,5219.97386008,100938.23767419,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '5219.97386008', 'currency': 'USDT', 'instrument_id': 'XRPUSDT-PERP.BINANCE'}]",False,{},USDT
2026-01-05 08:35:10+00:00,105132.01738171,0.00000000,105132.01738171,USDT,BINANCE-001,MARGIN,[],False,{},USDT
2026-01-05 15:05:00+00:00,104774.43203214,2383.90233048,102390.52970166,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2383.90233048', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{},USDT
2026-01-05 15:05:00+00:00,104774.43203214,2383.90233048,102390.52970166,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2383.90233048', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{},USDT
2026-01-05 15:05:00+00:00,104774.43203214,2383.90233048,102390.52970166,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2383.90233048', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{},USDT
2026-01-05 15:06:50+00:00,102798.80066303,0.00000000,102798.80066303,USDT,BINANCE-001,MARGIN,[],False,{},USDT
2026-01-05 15:06:50+00:00,102798.80066303,0.00000000,102798.80066303,USDT,BINANCE-001,MARGIN,[],False,{},USDT
2026-01-06 00:35:00+00:00,102376.12112250,2817.86360352,99558.25751898,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2817.86360352', 'currency': 'USDT', 'instrument_id': 'XRPUSDT-PERP.BINANCE'}]",False,{},USDT
