client_order_id,trader_id,strategy_id,instrument_id,side,type,quantity,status,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,init_id,ts_init,ts_last,commissions,venue_order_id,emulation_trigger,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,account_id,slippage,position_id,liquidity_side,last_trade_id,avg_px,trigger_price,trigger_type,expire_time_ns,display_qty,trigger_instrument_id,price,is_post_only
O-20260106-150500-001-140724825183112-20,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,SELL,LIMIT,232890.9,CANCELED,GTC,True,False,0.0,eac07d59-694e-491f-ac1a-b7dd85948fd2,1767711900000000000,1767711900000000000,,BINANCE-4-11,NO_TRIGGER,OUO,OL-20260106-150500-001-140724825183112-6,['O-20260106-150500-001-140724825183112-19'],O-20260106-150500-001-140724825183112-18,,,,"['opening-pullback-direct-diagnostic-xrpusdt-new_york-2026-01-06-00050', 'ACTIVE_COMPLETED_EXTERNAL_TARGET']",BINANCE-001,,P-20260106-150500-001-140724825183112-6,MAKER,,,,,,,,2.4280,False
O-20260106-150510-001-140724825183112-21,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,SELL,MARKET,232890.9,FILLED,GTC,True,False,232890.9,00896ad8-2c3b-4429-88f5-172e5901572f,1767711910000000000,1767711910000000000,['332.42847066 USDT'],BINANCE-4-12,NO_TRIGGER,NO_CONTINGENCY,,,,,,,,BINANCE-001,,P-20260106-150500-001-140724825183112-6,TAKER,T-b69427361afcf4ac-40949,2.379,,,,,,,
O-20260107-150500-001-140724825183112-22,TRADER-001,DataActor-140724825183112,ETHUSDT-PERP.BINANCE,SELL,MARKET,82.442,FILLED,GTC,False,False,82.442,ff8ccf92-b23d-47ff-872d-2fdd45f4f1e3,1767798300000000000,1767798300000000000,['156.72405572 USDT'],BINANCE-2-7,NO_TRIGGER,OTO,OL-20260107-150500-001-140724825183112-7,"['O-20260107-150500-001-140724825183112-23', 'O-20260107-150500-001-140724825183112-24']",,,,,"['opening-pullback-direct-diagnostic-ethusdt-new_york-2026-01-07-00053', 'BREAKOUT_ACCEPTANCE_CONTINUATION', 'SHORT', 'TEN_SECOND_MARKET_ENTRY']",BINANCE-001,,P-20260107-150500-001-140724825183112-7,TAKER,T-1b77df89804bf8ac-62841,3168.37,,,,,,,
O-20260107-150500-001-140724825183112-23,TRADER-001,DataActor-140724825183112,ETHUSDT-PERP.BINANCE,BUY,STOP_MARKET,82.442,CANCELED,GTC,True,False,0.000,b86f4026-87b0-49f3-a0a7-d1cb9ef4a9c2,1767798300000000000,1767812700000000000,,BINANCE-2-8,NO_TRIGGER,OUO,OL-20260107-150500-001-140724825183112-7,['O-20260107-150500-001-140724825183112-24'],O-20260107-150500-001-140724825183112-22,,,,"['opening-pullback-direct-diagnostic-ethusdt-new_york-2026-01-07-00053', 'OBSERVED_RETEST_INVALIDATION']",BINANCE-001,,P-20260107-150500-001-140724825183112-7,NO_LIQUIDITY_SIDE,,,3192.49,DEFAULT,,,,,
O-20260107-150500-001-140724825183112-24,TRADER-001,DataActor-140724825183112,ETHUSDT-PERP.BINANCE,BUY,LIMIT,82.442,CANCELED,GTC,True,False,0.000,c6e65eda-e7b5-4eaf-9108-c9a63127b109,1767798300000000000,1767812700000000000,,BINANCE-2-9,NO_TRIGGER,OUO,OL-20260107-150500-001-140724825183112-7,['O-20260107-150500-001-140724825183112-23'],O-20260107-150500-001-140724825183112-22,,,,"['opening-pullback-direct-diagnostic-ethusdt-new_york-2026-01-07-00053', 'ACTIVE_COMPLETED_EXTERNAL_TARGET']",BINANCE-001,,P-20260107-150500-001-140724825183112-7,MAKER,,,,,,,,3107.64,False
O-20260107-190500-001-140724825183112-25,TRADER-001,DataActor-140724825183112,ETHUSDT-PERP.BINANCE,BUY,MARKET,82.442,FILLED,GTC,True,False,82.442,d32cd08a-4eb3-44d1-9e9f-2ade72153fac,1767812700000000000,1767812700000000000,['156.01818732 USDT'],BINANCE-2-10,NO_TRIGGER,NO_CONTINGENCY,,,,,,,,BINANCE-001,,P-20260107-150500-001-140724825183112-7,TAKER,T-6ce721924656b915-67070,3154.1,,,,,,,
O-20260108-003500-001-140724825183112-26,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,SELL,MARKET,341534.5,FILLED,GTC,False,False,341534.5,c0bcea5f-c137-4be5-9189-f2263cb38b3a,1767832500000000000,1767832500000000000,['440.86639398 USDT'],BINANCE-4-13,NO_TRIGGER,OTO,OL-20260108-003500-001-140724825183112-8,"['O-20260108-003500-001-140724825183112-27', 'O-20260108-003500-001-140724825183112-28']",,,,,"['opening-pullback-direct-diagnostic-xrpusdt-asia-2026-01-08-00054', 'BREAKOUT_ACCEPTANCE_CONTINUATION', 'SHORT', 'TEN_SECOND_MARKET_ENTRY']",BINANCE-001,,P-20260108-003500-001-140724825183112-8,TAKER,T-29785862c25b194f-74398,2.1514,,,,,,,
O-20260108-003500-001-140724825183112-27,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,BUY,STOP_MARKET,341534.5,FILLED,GTC,True,False,341534.5,b3161729-e102-43d2-b5b3-59b7c18ccdac,1767832500000000000,1767833000000000000,['441.68607678 USDT'],BINANCE-4-14,NO_TRIGGER,OUO,OL-20260108-003500-001-140724825183112-8,['O-20260108-003500-001-140724825183112-28'],O-20260108-003500-001-140724825183112-26,,,,"['opening-pullback-direct-diagnostic-xrpusdt-asia-2026-01-08-00054', 'OBSERVED_RETEST_INVALIDATION']",BINANCE-001,0.00020000000000042206,P-20260108-003500-001-140724825183112-8,TAKER,T-5b71f9c459a627b1-74538,2.1554,2.1552,DEFAULT,,,,,
O-20260108-003500-001-140724825183112-28,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,BUY,LIMIT,341534.5,CANCELED,GTC,True,False,0.0,c0fd26ac-32fa-41b9-a77f-47a03bba900a,1767832500000000000,1767833000000000000,,BINANCE-4-15,NO_TRIGGER,OUO,OL-20260108-003500-001-140724825183112-8,['O-20260108-003500-001-140724825183112-27'],O-20260108-003500-001-140724825183112-26,,,,"['opening-pullback-direct-diagnostic-xrpusdt-asia-2026-01-08-00054', 'ACTIVE_COMPLETED_EXTERNAL_TARGET']",BINANCE-001,,P-20260108-003500-001-140724825183112-8,MAKER,,,,,,,,2.1227,False
O-20260108-150500-001-140724825183112-29,TRADER-001,DataActor-140724825183112,BTCUSDT-PERP.BINANCE,SELL,MARKET,8.251,FILLED,GTC,False,False,8.251,56f51f14-1077-4b78-966e-d9ede8648024,1767884700000000000,1767884700000000000,['444.81735072 USDT'],BINANCE-1-4,NO_TRIGGER,OTO,OL-20260108-150500-001-140724825183112-9,"['O-20260108-150500-001-140724825183112-30', 'O-20260108-150500-001-140724825183112-31']",,,,,"['opening-pullback-direct-diagnostic-btcusdt-new_york-2026-01-08-00056', 'BREAKOUT_ACCEPTANCE_CONTINUATION', 'SHORT', 'TEN_SECOND_MARKET_ENTRY']",BINANCE-001,,P-20260108-150500-001-140724825183112-9,TAKER,T-1ac25abf05302773-80854,89851.2,,,,,,,
O-20260108-150500-001-140724825183112-30,TRADER-001,DataActor-140724825183112,BTCUSDT-PERP.BINANCE,BUY,STOP_MARKET,8.251,FILLED,GTC,True,False,8.251,6690ee0f-f9c1-4cf4-9b91-134b03a4bbe0,1767884700000000000,1767884740000000000,['445.69162668 USDT'],BINANCE-1-5,NO_TRIGGER,OUO,OL-20260108-150500-001-140724825183112-9,['O-20260108-150500-001-140724825183112-31'],O-20260108-150500-001-140724825183112-29,,,,"['opening-pullback-direct-diagnostic-btcusdt-new_york-2026-01-08-00056', 'OBSERVED_RETEST_INVALIDATION']",BINANCE-001,37.5,P-20260108-150500-001-140724825183112-9,TAKER,T-c1269183c3ef90e3-80868,90027.8,89990.3,DEFAULT,,,,,
O-20260108-150500-001-140724825183112-31,TRADER-001,DataActor-140724825183112,BTCUSDT-PERP.BINANCE,BUY,LIMIT,8.251,CANCELED,GTC,True,False,0.000,8e651fd7-4948-45f7-9e0c-bd6dfc905cf9,1767884700000000000,1767884740000000000,,BINANCE-1-6,NO_TRIGGER,OUO,OL-20260108-150500-001-140724825183112-9,['O-20260108-150500-001-140724825183112-30'],O-20260108-150500-001-140724825183112-29,,,,"['opening-pullback-direct-diagnostic-btcusdt-new_york-2026-01-08-00056', 'ACTIVE_COMPLETED_EXTERNAL_TARGET']",BINANCE-001,,P-20260108-150500-001-140724825183112-9,MAKER,,,,,,,,88349.8,False
O-20260109-083500-001-140724825183112-32,TRADER-001,DataActor-140724825183112,SOLUSDT-PERP.BINANCE,BUY,MARKET,4754.6,FILLED,GTC,False,False,4754.6,b4c52b57-507b-4ea3-9c64-45409c44bae1,1767947700000000000,1767947700000000000,['395.48382432 USDT'],BINANCE-3-1,NO_TRIGGER,OTO,OL-20260109-083500-001-140724825183112-10,"['O-20260109-083500-001-140724825183112-33', 'O-20260109-083500-001-140724825183112-34']",,,,,"['opening-pullback-direct-diagnostic-solusdt-london-2026-01-09-00058', 'BREAKOUT_ACCEPTANCE_CONTINUATION', 'LONG', 'TEN_SECOND_MARKET_ENTRY']",BINANCE-001,,P-20260109-083500-001-140724825183112-10,TAKER,T-65ccb1bbb7a18f9f-99327,138.632,,,,,,,
O-20260109-083500-001-140724825183112-33,TRADER-001,DataActor-140724825183112,SOLUSDT-PERP.BINANCE,SELL,STOP_MARKET,4754.6,FILLED,GTC,True,False,4754.6,4103aad9-584b-4817-92bf-b09681766ba0,1767947700000000000,1767947890000000000,['394.55953008 USDT'],BINANCE-3-2,NO_TRIGGER,OUO,OL-20260109-083500-001-140724825183112-10,['O-20260109-083500-001-140724825183112-34'],O-20260109-083500-001-140724825183112-32,,,,"['opening-pullback-direct-diagnostic-solusdt-london-2026-01-09-00058', 'OBSERVED_RETEST_INVALIDATION']",BINANCE-001,0.036000000000001364,P-20260109-083500-001-140724825183112-10,TAKER,T-780410f882d0da9a-99381,138.308,138.344,DEFAULT,,,,,
O-20260109-083500-001-140724825183112-34,TRADER-001,DataActor-140724825183112,SOLUSDT-PERP.BINANCE,SELL,LIMIT,4754.6,CANCELED,GTC,True,False,0.0,5ca6b872-4ecd-444d-a53c-d2439f875e1c,1767947700000000000,1767947890000000000,,BINANCE-3-3,NO_TRIGGER,OUO,OL-20260109-083500-001-140724825183112-10,['O-20260109-083500-001-140724825183112-33'],O-20260109-083500-001-140724825183112-32,,,,"['opening-pullback-direct-diagnostic-solusdt-london-2026-01-09-00058', 'ACTIVE_COMPLETED_EXTERNAL_TARGET']",BINANCE-001,,P-20260109-083500-001-140724825183112-10,MAKER,,,,,,,,140.709,False
O-20260110-003500-001-140724825183112-35,TRADER-001,DataActor-140724825183112,SOLUSDT-PERP.BINANCE,SELL,MARKET,7469.0,FILLED,GTC,False,False,7469.0,a54f7daa-ebf0-4011-838d-1115aad2094b,1768005300000000000,1768005300000000000,['609.23736720 USDT'],BINANCE-3-4,NO_TRIGGER,OTO,OL-20260110-003500-001-140724825183112-11,"['O-20260110-003500-001-140724825183112-36', 'O-20260110-003500-001-140724825183112-37']",,,,,"['opening-pullback-direct-diagnostic-solusdt-asia-2026-01-10-00060', 'BREAKOUT_ACCEPTANCE_CONTINUATION', 'SHORT', 'TEN_SECOND_MARKET_ENTRY']",BINANCE-001,,P-20260110-003500-001-140724825183112-11,TAKER,T-3a56223bd1c6aaca-114322,135.948,,,,,,,
O-20260110-003500-001-140724825183112-36,TRADER-001,DataActor-140724825183112,SOLUSDT-PERP.BINANCE,BUY,STOP_MARKET,7469.0,FILLED,GTC,True,False,7469.0,5acfdddc-63e4-4717-9249-0bd369509576,1768005300000000000,1768005690000000000,['609.74824680 USDT'],BINANCE-3-5,NO_TRIGGER,OUO,OL-20260110-003500-001-140724825183112-11,['O-20260110-003500-001-140724825183112-37'],O-20260110-003500-001-140724825183112-35,,,,"['opening-pullback-direct-diagnostic-solusdt-asia-2026-01-10-00060', 'OBSERVED_RETEST_INVALIDATION']",BINANCE-001,0.009000000000014552,P-20260110-003500-001-140724825183112-11,TAKER,T-21180e85c658f15a-114407,136.062,136.053,DEFAULT,,,,,
O-20260110-003500-001-140724825183112-37,TRADER-001,DataActor-140724825183112,SOLUSDT-PERP.BINANCE,BUY,LIMIT,7469.0,CANCELED,GTC,True,False,0.0,ce471097-3151-4368-b727-618c3e65d18c,1768005300000000000,1768005690000000000,,BINANCE-3-6,NO_TRIGGER,OUO,OL-20260110-003500-001-140724825183112-11,['O-20260110-003500-001-140724825183112-36'],O-20260110-003500-001-140724825183112-35,,,,"['opening-pullback-direct-diagnostic-solusdt-asia-2026-01-10-00060', 'ACTIVE_COMPLETED_EXTERNAL_TARGET']",BINANCE-001,,P-20260110-003500-001-140724825183112-11,MAKER,,,,,,,,135.220,False
O-20260110-150500-001-140724825183112-38,TRADER-001,DataActor-140724825183112,SOLUSDT-PERP.BINANCE,SELL,MARKET,11116.3,FILLED,GTC,False,False,11116.3,954e0c88-a19c-4b74-9e50-3e5e3062cc0d,1768057500000000000,1768057500000000000,['908.47739424 USDT'],BINANCE-3-7,NO_TRIGGER,OTO,OL-20260110-150500-001-140724825183112-12,"['O-20260110-150500-001-140724825183112-39', 'O-20260110-150500-001-140724825183112-40']",,,,,"['opening-pullback-direct-diagnostic-solusdt-new_york-2026-01-10-00062', 'BREAKOUT_ACCEPTANCE_CONTINUATION', 'SHORT', 'TEN_SECOND_MARKET_ENTRY']",BINANCE-001,,P-20260110-150500-001-140724825183112-12,TAKER,T-70a2199430d1d7fc-125563,136.208,,,,,,,
