client_order_id,trader_id,strategy_id,instrument_id,side,type,quantity,status,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,init_id,ts_init,ts_last,commissions,venue_order_id,emulation_trigger,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,account_id,slippage,position_id,liquidity_side,last_trade_id,avg_px,trigger_price,trigger_type,expire_time_ns,display_qty,trigger_instrument_id,price,is_post_only
O-20260105-003500-001-140724825183112-1,TRADER-001,DataActor-140724825183112,BTCUSDT-PERP.BINANCE,BUY,MARKET,7.958,FILLED,GTC,False,False,7.958,92ba3b52-6ae1-44ed-b83c-4a1d69f65979,1767573300000000000,1767573300000000000,['438.40637916 USDT'],BINANCE-1-1,NO_TRIGGER,OTO,OL-20260105-003500-001-140724825183112-1,"['O-20260105-003500-001-140724825183112-2', 'O-20260105-003500-001-140724825183112-3']",,,,,"['opening-pullback-direct-diagnostic-btcusdt-asia-2026-01-05-00045', 'BREAKOUT_ACCEPTANCE_CONTINUATION', 'LONG', 'TEN_SECOND_MARKET_ENTRY']",BINANCE-001,,P-20260105-003500-001-140724825183112-1,TAKER,T-d76359f754f6e8e7-1113,91816.7,,,,,,,
O-20260105-003500-001-140724825183112-2,TRADER-001,DataActor-140724825183112,BTCUSDT-PERP.BINANCE,SELL,STOP_MARKET,7.958,CANCELED,GTC,True,False,0.000,bb6af311-117d-4220-ac0c-ebad76772556,1767573300000000000,1767575240000000000,,BINANCE-1-2,NO_TRIGGER,OUO,OL-20260105-003500-001-140724825183112-1,['O-20260105-003500-001-140724825183112-3'],O-20260105-003500-001-140724825183112-1,,,,"['opening-pullback-direct-diagnostic-btcusdt-asia-2026-01-05-00045', 'OBSERVED_RETEST_INVALIDATION']",BINANCE-001,,P-20260105-003500-001-140724825183112-1,NO_LIQUIDITY_SIDE,,,91672.7,DEFAULT,,,,,
O-20260105-003500-001-140724825183112-3,TRADER-001,DataActor-140724825183112,BTCUSDT-PERP.BINANCE,SELL,LIMIT,7.958,FILLED,GTC,True,False,7.958,2858b7ac-0a01-4386-979e-025b25fa361d,1767573300000000000,1767575240000000000,['443.10000756 USDT'],BINANCE-1-3,NO_TRIGGER,OUO,OL-20260105-003500-001-140724825183112-1,['O-20260105-003500-001-140724825183112-2'],O-20260105-003500-001-140724825183112-1,,,,"['opening-pullback-direct-diagnostic-btcusdt-asia-2026-01-05-00045', 'ACTIVE_COMPLETED_EXTERNAL_TARGET']",BINANCE-001,,P-20260105-003500-001-140724825183112-1,MAKER,T-dd42571bdb0551e9-1694,92799.7,,,,,,92740.5,False
O-20260105-083500-001-140724825183112-4,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,BUY,MARKET,608360.2,FILLED,GTC,False,False,608360.2,c879c456-f0f8-47fe-adf1-9be6bba0384f,1767602100000000000,1767602100000000000,['782.99607901 USDT'],BINANCE-4-1,NO_TRIGGER,OTO,OL-20260105-083500-001-140724825183112-2,"['O-20260105-083500-001-140724825183112-5', 'O-20260105-083500-001-140724825183112-6']",,,,,"['opening-pullback-direct-diagnostic-xrpusdt-london-2026-01-05-00046', 'BREAKOUT_ACCEPTANCE_CONTINUATION', 'LONG', 'TEN_SECOND_MARKET_ENTRY']",BINANCE-001,,P-20260105-083500-001-140724825183112-2,TAKER,T-656893744c7699b4-9036,2.1451,,,,,,,
O-20260105-083500-001-140724825183112-5,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,SELL,STOP_MARKET,608360.2,CANCELED,GTC,True,False,0.0,61df4645-0de9-42f3-89d4-e9d1cb52a83e,1767602100000000000,1767602100000000000,,BINANCE-4-2,NO_TRIGGER,OUO,OL-20260105-083500-001-140724825183112-2,['O-20260105-083500-001-140724825183112-6'],O-20260105-083500-001-140724825183112-4,,,,"['opening-pullback-direct-diagnostic-xrpusdt-london-2026-01-05-00046', 'OBSERVED_RETEST_INVALIDATION']",BINANCE-001,,P-20260105-083500-001-140724825183112-2,NO_LIQUIDITY_SIDE,,,2.1444,DEFAULT,,,,,
O-20260105-083500-001-140724825183112-6,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,SELL,LIMIT,608360.2,CANCELED,GTC,True,False,0.0,965e4411-afbd-4d58-a3aa-98e9efa2bc74,1767602100000000000,1767602100000000000,,BINANCE-4-3,NO_TRIGGER,OUO,OL-20260105-083500-001-140724825183112-2,['O-20260105-083500-001-140724825183112-5'],O-20260105-083500-001-140724825183112-4,,,,"['opening-pullback-direct-diagnostic-xrpusdt-london-2026-01-05-00046', 'ACTIVE_COMPLETED_EXTERNAL_TARGET']",BINANCE-001,,P-20260105-083500-001-140724825183112-2,MAKER,,,,,,,,2.1736,False
O-20260105-083510-001-140724825183112-7,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,SELL,MARKET,608360.2,FILLED,GTC,True,False,608360.2,c9559943-67c9-4a14-acae-ca2bdb013b65,1767602110000000000,1767602110000000000,['782.85007256 USDT'],BINANCE-4-4,NO_TRIGGER,NO_CONTINGENCY,,,,,,,,BINANCE-001,,P-20260105-083500-001-140724825183112-2,TAKER,T-3d566ba2eb9ab72d-9037,2.1447,,,,,,,
O-20260105-150500-001-140724825183112-10,TRADER-001,DataActor-140724825183112,ETHUSDT-PERP.BINANCE,SELL,LIMIT,188.477,CANCELED,GTC,True,False,0.000,dd62b168-51a9-4148-9da1-8e2f74369f77,1767625500000000000,1767625610000000000,,BINANCE-2-3,NO_TRIGGER,OUO,OL-20260105-150500-001-140724825183112-3,['O-20260105-150500-001-140724825183112-9'],O-20260105-150500-001-140724825183112-8,,,,"['opening-pullback-direct-diagnostic-ethusdt-new_york-2026-01-05-00047', 'ACTIVE_COMPLETED_EXTERNAL_TARGET']",BINANCE-001,,P-20260105-150500-001-140724825183112-3,MAKER,,,,,,,,3220.42,False
O-20260105-150500-001-140724825183112-8,TRADER-001,DataActor-140724825183112,ETHUSDT-PERP.BINANCE,BUY,MARKET,188.477,FILLED,GTC,False,False,188.477,ee7543a1-f4d7-4de3-9de3-83b21edf8aee,1767625500000000000,1767625500000000000,['357.58534957 USDT'],BINANCE-2-1,NO_TRIGGER,OTO,OL-20260105-150500-001-140724825183112-3,"['O-20260105-150500-001-140724825183112-9', 'O-20260105-150500-001-140724825183112-10']",,,,,"['opening-pullback-direct-diagnostic-ethusdt-new_york-2026-01-05-00047', 'BREAKOUT_ACCEPTANCE_CONTINUATION', 'LONG', 'TEN_SECOND_MARKET_ENTRY']",BINANCE-001,,P-20260105-150500-001-140724825183112-3,TAKER,T-cce29423f56a47ef-15379,3162.06,,,,,,,
O-20260105-150500-001-140724825183112-9,TRADER-001,DataActor-140724825183112,ETHUSDT-PERP.BINANCE,SELL,STOP_MARKET,188.477,FILLED,GTC,True,False,188.477,8ee4067f-d0ee-4fe7-9c75-78f4dbde7f8a,1767625500000000000,1767625610000000000,['356.61393911 USDT'],BINANCE-2-2,NO_TRIGGER,OUO,OL-20260105-150500-001-140724825183112-3,['O-20260105-150500-001-140724825183112-10'],O-20260105-150500-001-140724825183112-8,,,,"['opening-pullback-direct-diagnostic-ethusdt-new_york-2026-01-05-00047', 'OBSERVED_RETEST_INVALIDATION']",BINANCE-001,2.8400000000001455,P-20260105-150500-001-140724825183112-3,TAKER,T-deed98a0c46a0fa7-15419,3153.47,3156.31,DEFAULT,,,,,
O-20260106-003500-001-140724825183112-11,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,BUY,MARKET,300501.6,FILLED,GTC,False,False,300501.6,d9d2b107-b3a4-48fd-94a2-ce9fc279682f,1767659700000000000,1767659700000000000,['422.67954053 USDT'],BINANCE-4-5,NO_TRIGGER,OTO,OL-20260106-003500-001-140724825183112-4,"['O-20260106-003500-001-140724825183112-12', 'O-20260106-003500-001-140724825183112-13']",,,,,"['opening-pullback-direct-diagnostic-xrpusdt-asia-2026-01-06-00048', 'BREAKOUT_ACCEPTANCE_CONTINUATION', 'LONG', 'TEN_SECOND_MARKET_ENTRY']",BINANCE-001,,P-20260106-003500-001-140724825183112-4,TAKER,T-ba7864c3ae265026-25827,2.3443,,,,,,,
O-20260106-003500-001-140724825183112-12,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,SELL,STOP_MARKET,300501.6,CANCELED,GTC,True,False,0.0,e2b75a9e-fbb7-4aa8-9349-e9cbd7e1c6f3,1767659700000000000,1767659700000000000,,BINANCE-4-6,NO_TRIGGER,OUO,OL-20260106-003500-001-140724825183112-4,['O-20260106-003500-001-140724825183112-13'],O-20260106-003500-001-140724825183112-11,,,,"['opening-pullback-direct-diagnostic-xrpusdt-asia-2026-01-06-00048', 'OBSERVED_RETEST_INVALIDATION']",BINANCE-001,,P-20260106-003500-001-140724825183112-4,NO_LIQUIDITY_SIDE,,,2.3421,DEFAULT,,,,,
O-20260106-003500-001-140724825183112-13,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,SELL,LIMIT,300501.6,CANCELED,GTC,True,False,0.0,ede1493a-8713-4bb5-b901-64661f4f1c0f,1767659700000000000,1767659700000000000,,BINANCE-4-7,NO_TRIGGER,OUO,OL-20260106-003500-001-140724825183112-4,['O-20260106-003500-001-140724825183112-12'],O-20260106-003500-001-140724825183112-11,,,,"['opening-pullback-direct-diagnostic-xrpusdt-asia-2026-01-06-00048', 'ACTIVE_COMPLETED_EXTERNAL_TARGET']",BINANCE-001,,P-20260106-003500-001-140724825183112-4,MAKER,,,,,,,,2.4038,False
O-20260106-003510-001-140724825183112-14,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,SELL,MARKET,300501.6,FILLED,GTC,True,False,300501.6,3a31fe89-03a7-4a89-aa7c-ff829f2dd29f,1767659710000000000,1767659710000000000,['422.60742014 USDT'],BINANCE-4-8,NO_TRIGGER,NO_CONTINGENCY,,,,,,,,BINANCE-001,,P-20260106-003500-001-140724825183112-4,TAKER,T-863073181935ce0c-25828,2.3439,,,,,,,
O-20260106-083500-001-140724825183112-15,TRADER-001,DataActor-140724825183112,ETHUSDT-PERP.BINANCE,BUY,MARKET,321.655,FILLED,GTC,False,False,321.655,0a334aca-610c-4ea7-b168-fb105e0f1720,1767688500000000000,1767688500000000000,['620.83725177 USDT'],BINANCE-2-4,NO_TRIGGER,OTO,OL-20260106-083500-001-140724825183112-5,"['O-20260106-083500-001-140724825183112-16', 'O-20260106-083500-001-140724825183112-17']",,,,,"['opening-pullback-direct-diagnostic-ethusdt-london-2026-01-06-00049', 'BREAKOUT_ACCEPTANCE_CONTINUATION', 'LONG', 'TEN_SECOND_MARKET_ENTRY']",BINANCE-001,,P-20260106-083500-001-140724825183112-5,TAKER,T-180b4f61e609f74c-32828,3216.89,,,,,,,
O-20260106-083500-001-140724825183112-16,TRADER-001,DataActor-140724825183112,ETHUSDT-PERP.BINANCE,SELL,STOP_MARKET,321.655,CANCELED,GTC,True,False,0.000,dccc5672-b652-4d61-a0c5-5cf61c2af33b,1767688500000000000,1767701220000000000,,BINANCE-2-5,NO_TRIGGER,OUO,OL-20260106-083500-001-140724825183112-5,['O-20260106-083500-001-140724825183112-17'],O-20260106-083500-001-140724825183112-15,,,,"['opening-pullback-direct-diagnostic-ethusdt-london-2026-01-06-00049', 'OBSERVED_RETEST_INVALIDATION']",BINANCE-001,,P-20260106-083500-001-140724825183112-5,NO_LIQUIDITY_SIDE,,,3214.02,DEFAULT,,,,,
O-20260106-083500-001-140724825183112-17,TRADER-001,DataActor-140724825183112,ETHUSDT-PERP.BINANCE,SELL,LIMIT,321.655,FILLED,GTC,True,False,321.655,014bc014-c894-4384-a1d3-4fb960f4fa58,1767688500000000000,1767701220000000000,['626.16192864 USDT'],BINANCE-2-6,NO_TRIGGER,OUO,OL-20260106-083500-001-140724825183112-5,['O-20260106-083500-001-140724825183112-16'],O-20260106-083500-001-140724825183112-15,,,,"['opening-pullback-direct-diagnostic-ethusdt-london-2026-01-06-00049', 'ACTIVE_COMPLETED_EXTERNAL_TARGET']",BINANCE-001,,P-20260106-083500-001-140724825183112-5,MAKER,T-7de1de5878de49f5-35962,3244.48,,,,,,3244.38,False
O-20260106-150500-001-140724825183112-18,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,BUY,MARKET,232890.9,FILLED,GTC,False,False,232890.9,d3c45a2a-92de-47eb-8396-8f769dce42cc,1767711900000000000,1767711900000000000,['332.48436448 USDT'],BINANCE-4-9,NO_TRIGGER,OTO,OL-20260106-150500-001-140724825183112-6,"['O-20260106-150500-001-140724825183112-19', 'O-20260106-150500-001-140724825183112-20']",,,,,"['opening-pullback-direct-diagnostic-xrpusdt-new_york-2026-01-06-00050', 'BREAKOUT_ACCEPTANCE_CONTINUATION', 'LONG', 'TEN_SECOND_MARKET_ENTRY']",BINANCE-001,,P-20260106-150500-001-140724825183112-6,TAKER,T-7f001cda1aea228f-40948,2.3794,,,,,,,
O-20260106-150500-001-140724825183112-19,TRADER-001,DataActor-140724825183112,XRPUSDT-PERP.BINANCE,SELL,STOP_MARKET,232890.9,CANCELED,GTC,True,False,0.0,18f22991-11dd-4df4-82e0-bffd1f12b1f5,1767711900000000000,1767711900000000000,,BINANCE-4-10,NO_TRIGGER,OUO,OL-20260106-150500-001-140724825183112-6,['O-20260106-150500-001-140724825183112-20'],O-20260106-150500-001-140724825183112-18,,,,"['opening-pullback-direct-diagnostic-xrpusdt-new_york-2026-01-06-00050', 'OBSERVED_RETEST_INVALIDATION']",BINANCE-001,,P-20260106-150500-001-140724825183112-6,NO_LIQUIDITY_SIDE,,,2.3747,DEFAULT,,,,,
