variant,scenario_id,ts_event_ns,client_order_id,order_side,last_price,last_quantity,native_commission,extra_cost_to_composite_model,composite_cost_rate
baseline,opening-drive-2c0664b1d987a4067d,1675701300000000000,O-20230206-161600-09-000-164,2,23047.6,21.616,89.67544589,283.97224530999995,0.00075
baseline,opening-drive-f7053b7f21e61684fe,1675763700000000000,O-20230207-095500-09-000-166,1,23000.5,27.639,114.42794751,362.355167115,0.00075
baseline,opening-drive-f7053b7f21e61684fe,1675764420000000000,O-20230207-095500-09-000-167,2,22975.8,27.639,114.30506452,361.96603762999996,0.00075
baseline,opening-drive-81c809377c29a171d4,1676220900000000000,O-20230212-165500-09-000-169,1,22025.8,26.202,103.88160209,328.95840661,0.00075
baseline,opening-drive-81c809377c29a171d4,1676221200000000000,O-20230212-165500-09-000-170,2,21998.3,26.202,103.75190219,328.54769026,0.00075
baseline,opening-drive-70486bf87e6e15da3d,1676855340000000000,O-20230220-010900-09-000-172,2,24109.8,13.574,58.90795654,186.54186236,0.00075
baseline,opening-drive-70486bf87e6e15da3d,1676857680000000000,O-20230220-010900-09-000-173,1,24186.9,13.574,59.09633651,187.13839894,0.00075
baseline,opening-drive-4082df7dd519b6a6e6,1678411020000000000,O-20230310-011700-09-000-175,2,19889.5,8.796,31.49064756,99.72038393999999,0.00075
baseline,opening-drive-4082df7dd519b6a6e6,1678411980000000000,O-20230310-011700-09-000-176,1,20029.1,8.796,31.71167345,100.42029925,0.00075
baseline,opening-drive-46c902b0c722cd3aaf,1679245680000000000,O-20230319-170800-09-000-178,1,27923.9,7.646,38.43110509,121.69849946000002,0.00075
baseline,opening-drive-46c902b0c722cd3aaf,1679256480000000000,O-20230319-200800-09-000-181,2,28279.8,7.646,38.92092314,123.24958996,0.00075
baseline,opening-drive-3c1bb732bcc4ff0697,1679303100000000000,O-20230320-090500-09-000-182,1,28448.2,6.011,30.78038344,97.47121421000001,0.00075
baseline,opening-drive-3c1bb732bcc4ff0697,1679303280000000000,O-20230320-090500-09-000-183,2,28238.1,6.011,30.55305944,96.75135488499998,0.00075
baseline,opening-drive-3f38e1ad6d96be5ec5,1679417580000000000,O-20230321-165300-09-000-185,1,28405.0,7.333,37.4928957,118.72750305000001,0.00075
baseline,opening-drive-3f38e1ad6d96be5ec5,1679418420000000000,O-20230321-165300-09-000-186,2,28246.6,7.333,37.2838172,118.06542115,0.00075
baseline,opening-drive-c21057cad2528a7cb8,1679735820000000000,O-20230325-091700-09-000-188,2,27310.4,14.714,72.33214061,229.05177859,0.00075
baseline,opening-drive-c21057cad2528a7cb8,1679735940000000000,O-20230325-091700-09-000-189,1,27366.5,14.714,72.48072258,229.52228816999997,0.00075
baseline,opening-drive-4da801e8b423dabbf0,1679824800000000000,O-20230326-100000-09-000-191,1,27675.6,17.699,88.16947999,279.20335331,0.00075
baseline,opening-drive-4da801e8b423dabbf0,1679826660000000000,O-20230326-100000-09-000-192,2,27638.8,17.699,88.05224182,278.83209908000003,0.00075
baseline,opening-drive-76a5347fb5d72de48d,1681176900000000000,O-20230411-013500-09-000-194,1,29874.2,16.529,88.88231732,281.46067153,0.00075
baseline,opening-drive-76a5347fb5d72de48d,1681177080000000000,O-20230411-013500-09-000-195,2,29837.6,16.529,88.77342427,281.11584352999995,0.00075
baseline,opening-drive-f1dfe95f757beef5ff,1681177800000000000,O-20230411-015000-09-000-197,1,29955.100000000002,8.023,43.25935811,136.987967365,0.00075
baseline,opening-drive-f1dfe95f757beef5ff,1681188600000000000,O-20230411-045000-09-000-200,2,30090.0,8.023,43.4541726,137.6048799,0.00075
baseline,opening-drive-5d1cdb75b5e5f3150a,1681377360000000000,O-20230413-091600-09-000-201,1,30338.4,11.262,61.50079094,194.75250466000003,0.00075
baseline,opening-drive-5d1cdb75b5e5f3150a,1681378140000000000,O-20230413-091600-09-000-202,2,30266.099999999995,11.262,61.35422728,194.28838637,0.00075
baseline,opening-drive-7c542f7de473f0d02d,1682300700000000000,O-20230424-014500-09-000-204,1,27777.3,9.017,45.08422454,142.766711035,0.00075
baseline,opening-drive-7c542f7de473f0d02d,1682304240000000000,O-20230424-014500-09-000-205,2,27676.3,9.017,44.92029548,142.247602345,0.00075
baseline,opening-drive-0915662dddfdf601df,1683102960000000000,O-20230503-083600-09-000-207,1,28756.5,10.354,53.59406418,169.71453656999998,0.00075
baseline,opening-drive-0915662dddfdf601df,1683103140000000000,O-20230503-083600-09-000-208,2,28679.1,10.354,53.44981225,169.25773879999997,0.00075
baseline,opening-drive-e4610b3ab8e2d7220d,1684026480000000000,O-20230514-010800-09-000-210,2,26675.7,12.352,59.30968435,187.81400045,0.00075
baseline,opening-drive-e4610b3ab8e2d7220d,1684030380000000000,O-20230514-010800-09-000-211,1,26733.6,12.352,59.4384169,188.22165349999997,0.00075
baseline,opening-drive-7cb27f688c1f89198d,1685927640000000000,O-20230605-011400-09-000-213,2,26977.2,12.328,59.86348589,189.56770531,0.00075
baseline,opening-drive-7cb27f688c1f89198d,1685928300000000000,O-20230605-011400-09-000-214,1,27031.9,12.328,59.98486738,189.95208002,0.00075
baseline,opening-drive-1162bc40473a0aeeb6,1686935040000000000,O-20230616-170400-09-000-216,1,25992.3,8.25,38.5985655,122.22879075,0.00075
baseline,opening-drive-1162bc40473a0aeeb6,1686945840000000000,O-20230616-200400-09-000-219,2,26376.3,8.25,39.1688055,124.03455075,0.00075
baseline,opening-drive-58769a66a109943789,1687370340000000000,O-20230621-175900-09-000-220,1,30083.500000000004,10.203,55.24955109,174.95691178500005,0.00075
baseline,opening-drive-58769a66a109943789,1687373220000000000,O-20230621-175900-09-000-221,2,30008.6,10.203,55.11199424,174.52131511,0.00075
baseline,opening-drive-205d8dabad3690558f,1688031660000000000,O-20230629-094100-09-000-223,1,30439.4,17.178,94.11984238,298.0461675200001,0.00075
baseline,opening-drive-205d8dabad3690558f,1688031900000000000,O-20230629-094100-09-000-224,2,30415.900000000005,17.178,94.04717944,297.8160682100001,0.00075
