variant,scenario_id,branch,side,signal_observed_ns,opened_ns,closed_ns,entry_reference,stop_price,target_price,planned_loss,gross_realized_pnl,native_net_realized_pnl,native_commissions,extra_composite_cost,net_pnl,realized_r,nav_before,nav_after,net_reward_to_risk_at_signal,reason_code
baseline,opening-drive-461a4e5421fdca3bb8,CONTINUATION,BUY,1649405580000000000,1649405580000000000,1649406660000000000,43839.2,43751.594000000005,44250.7,2157.37817097143,-1232.7948000000001,-1454.67455911,221.87975911,702.61923719,-2157.2937963,-0.9999608901802358,71912.87489442497,69755.58109812497,2.2533242865742604,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-a0ed881a95af58b779,CONTINUATION,SELL,1650218280000000000,1650218280000000000,1650224520000000000,40054.0,40168.29666666667,39753.9,2092.51388966504,-1370.9142,-1544.10772792,173.19352792,548.4461717300001,-2092.55389965,-1.0000191205349496,69755.58109812497,67663.02719847497,1.3770457867838841,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-9f610240c7bc625f08,CONTINUATION,SELL,1650820980000000000,1650820980000000000,1650821700000000000,39230.1,39341.708333333336,38709.4,2029.733630420865,-1328.2631999999999,-1496.59228145,168.32908145,533.04209125,-2029.6343726999999,-0.9999510981542713,67663.02719847497,65633.39282577496,2.7105253471654605,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-0ba878593d28be3e21,CONTINUATION,SELL,1651223820000000000,1651223820000000000,1651224660000000000,39092.1,39266.61,38574.399999999994,1968.8750343,-1472.78,-1591.82253704,119.04253704,376.96803395999996,-1968.790571,-0.9999571007308597,65633.39282577496,63664.60225477497,1.9695303091588414,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-a5087519d6b21d7172,CONTINUATION,SELL,1652115000000000000,1652115000000000000,1652125800000000000,31798.0,32059.123333333333,30298.800000000003,1909.719966649998,7930.175999999999,7860.859241279999,69.31675872,219.50306927999998,7641.356171999999,4.001296685086427,63664.60225477497,71305.95842677496,4.700813464158159,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-106b0343d36d794d48,CONTINUATION,SELL,1653612480000000000,1653612480000000000,1653623280000000000,29088.2,29184.66866666667,28540.199999999997,2139.0448352233843,869.8199999999999,710.17763208,159.64236792,505.53416508,204.643467,0.0956704897579338,71305.95842677496,71510.60189377496,3.601104023233697,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-ba263cb1fb46df3645,CONTINUATION,SELL,1654421700000000000,1654421700000000000,1654422180000000000,29585.2,29632.800666666666,29375.699999999997,2145.3103074908176,-1109.794,-1358.3141806,248.5201806,786.9805719000001,-2145.2947525,-0.9999927493049544,71510.60189377496,69365.30714127496,1.7962377978233834,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-cf491be8cb6dfe8c85,CONTINUATION,BUY,1654765020000000000,1654765020000000000,1654765380000000000,30539.8,30475.486,30904.100000000002,2080.866580908,-1215.5272,-1423.14518162,207.61798162,657.4569417800001,-2080.6021234,-0.9998729099162694,69365.30714127496,67284.70501787495,2.8908992248677476,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-6df673e3c716527f23,CONTINUATION,SELL,1655112540000000000,1655112540000000000,1655123340000000000,24215.1,24588.309666666668,22227.0,2018.3252027895899,541.7500000000001,498.91414270000007,42.8358573,135.64688145,363.26726125000005,0.17998450435436128,67284.70501787495,67647.97227912495,4.76625222725707,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-1947c5200447b6a870,CONTINUATION,SELL,1655862960000000000,1655862960000000000,1655867460000000000,20397.2,20539.199333333334,19530.4,2029.4168874245079,-1668.6419999999998,-1755.22985456,86.58785456,274.19487274,-2029.4247272999999,-1.0000038631173025,67647.97227912495,65618.54755182496,4.845665245143402,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-f1c026221b9850df2f,CONTINUATION,SELL,1657330500000000000,1657330500000000000,1657331640000000000,21419.5,21519.076666666668,20982.0,1968.5385903516867,-1487.8248,-1603.27982522,115.45502522,365.60757988,-1968.8874051,-1.0001771947728244,65618.54755182496,63649.66014672496,3.0785933404878345,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-8a8245ad82b86ffe83,CONTINUATION,SELL,1657414140000000000,1657414140000000000,1657424940000000000,21446.8,21506.267333333333,21006.199999999997,1909.4638013468264,3242.2328,3082.0143006000003,160.21849939999998,507.35858139999993,2574.6557192000005,1.3483658173482973,63649.66014672496,66224.31586592496,4.45845044077044,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-a32070870f30f1a3b1,CONTINUATION,SELL,1657587240000000000,1657587240000000000,1657588020000000000,19811.0,19873.369666666666,19006.2,1986.6626696750689,-1345.5312000000001,-1499.5598491,154.0286491,487.75738879999994,-1987.3172379,-1.0003294813130195,66224.31586592496,64236.99862802496,8.419215397063722,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-130493ff3b63d24d01,CONTINUATION,BUY,1657819620000000000,1657819620000000000,1657830420000000000,20582.6,20459.235,21326.6,1926.98384950125,310.0248,217.3398858,92.68491420000001,293.5022283,-76.16234250000002,-0.03952412082732955,64236.99862802496,64160.83628552496,4.622671757423227,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-0d813045a8c62cb00c,CONTINUATION,BUY,1658248020000000000,1658248020000000000,1658248140000000000,23276.5,23190.827666666668,24713.7,1924.749580460812,-1368.629,-1502.20390058,133.57490058,422.98718517,-1925.19108575,-1.000229383237004,64160.83628552496,62235.64519977496,11.626074169161564,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-d37d67b493ac8ce59c,CONTINUATION,SELL,1658794560000000000,1658794560000000000,1658805360000000000,21121.1,21256.364666666665,20211.4,1866.925823502648,311.81039999999996,226.88873697,84.92166302999999,268.91859957,-42.02986260000003,-0.02251287226888606,62235.64519977496,62193.61533717496,5.260175879176262,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-d2d0bb74b6e2a76341,CONTINUATION,BUY,1659514380000000000,1659514380000000000,1659524820000000000,23134.4,23063.231,23465.3,1865.769280344,5834.428800000001,5678.25773274,156.17106726,460.0633655400001,5218.194367200001,2.796805812044402,62193.61533717496,67411.80970437496,2.7968058120443366,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-50c27b40b27671dde5,CONTINUATION,SELL,1659833880000000000,1659833880000000000,1659834180000000000,22843.1,22885.376999999997,22517.199999999997,2022.3023781774207,-1117.143,-1334.5271433,217.3841433,688.38312045,-2022.91026375,-1.0003005908409834,67411.80970437496,65388.899440624955,3.8117666976672218,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-febe2e0f9a86d45eac,CONTINUATION,SELL,1660038900000000000,1660038900000000000,1660044720000000000,23535.1,23620.530666666666,23321.799999999996,1961.6288107969892,3463.7787,3319.24058996,144.53811004,426.143789285,2893.096800675,1.4748441625403967,65388.899440624955,68281.99624129996,1.4748441625404074,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-7be4a5154f712a23c3,CONTINUATION,SELL,1660496400000000000,1660496400000000000,1660507200000000000,24303.3,24383.563666666665,23886.0,2048.417183682721,517.4594999999999,364.08313601,153.37636399000002,485.691819335,-121.60868332500002,-0.059367146640689365,68281.99624129996,68160.38755797496,3.263931278151452,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-b90736b1dd594b4c10,CONTINUATION,SELL,1661155920000000000,1661155920000000000,1661157600000000000,20941.6,21051.195666666667,20556.699999999997,2044.6800974343382,-1588.3232,-1697.8639383700001,109.54073837,346.87900483,-2044.7429432000001,-1.000030736233869,68160.38755797496,66115.64461477495,2.507446413614162,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-3351265b4b8c0e564b,CONTINUATION,SELL,1661879820000000000,1661879820000000000,1661880780000000000,19577.0,19645.33033333333,18772.200000000004,1983.386022261849,-1385.8753,-1529.13004407,143.25474407000002,453.640022905,-1982.770066975,-0.9996894425593731,66115.64461477495,64132.874547799955,7.939245769788321,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-50a6a97fac01444268,CONTINUATION,BUY,1662573360000000000,1662573360000000000,1662574740000000000,19009.5,18958.871333333333,19256.4,1923.9113713985082,-1230.6426,-1396.85990215,166.21730215,526.3547901500001,-1923.2146923,-0.9996378839956636,64132.874547799955,62209.65985549995,2.7583683237536083,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-8e5f2802c0c3cb4851,CONTINUATION,BUY,1662743820000000000,1662743820000000000,1662744000000000000,21399.2,21336.887666666666,22071.5,1866.2447206710965,-1232.1071000000002,-1384.24163294,152.13453293999999,481.7593543350001,-1866.0009872750002,-0.999869399016433,62209.65985549995,60343.65886822495,6.779007562323052,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-e7a61df270ee85c3f6,CONTINUATION,BUY,1665908820000000000,1665908820000000000,1665909120000000000,19172.9,19159.183333333334,19261.4,1810.271568645805,-584.0173,-878.14793636,294.13063636000004,931.4136818150001,-1809.5616181750001,-0.9996078210125479,60343.65886822495,58534.09725004995,1.4052337301402194,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-03105c6585ae594b56,CONTINUATION,SELL,1667986800000000000,1667986800000000000,1667988780000000000,17842.4,17982.22466666667,17377.9,1755.9454858457018,4893.043,4822.59990879,70.44309121,207.81488894000003,4614.78501985,2.6280912801956484,58534.09725004995,63148.88226989995,2.62809128019569,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-9d90cca218b4c81939,CONTINUATION,SELL,1668331680000000000,1668331680000000000,1668332580000000000,16508.0,16559.464333333333,16150.0,1894.4209005299917,-1279.26,-1427.111406,147.851406,468.19611899999995,-1895.307525,-1.0004680187331971,63148.88226989995,61253.574744899954,4.372999399279384,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-4c5118e08b8fac74c1,CONTINUATION,SELL,1668589800000000000,1668589800000000000,1668590040000000000,16744.4,16758.457000000002,16506.0,1837.5795584040939,-663.1094999999999,-945.9171973699999,282.80769737,895.5577083550002,-1841.474905725,-1.002119825127076,61253.574744899954,59412.09983917495,5.447667985539829,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-7a72eea8fe585f7e37,CONTINUATION,SELL,1669652040000000000,1669652040000000000,1669652760000000000,16075.6,16103.387666666667,15903.2,1782.3233158919281,-954.2905999999999,-1153.12013594,198.82953594,629.6268638099999,-1782.7469997499998,-1.0002377143665764,59412.09983917495,57629.35283942495,2.858444679410174,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-119ada04384097a151,CONTINUATION,BUY,1669942680000000000,1669942680000000000,1669943520000000000,17008.8,16990.073,17132.2,1728.84461533225,-731.0017,-970.23087998,239.22917998,757.559069945,-1727.7899499250002,-0.9993899593995339,57629.35283942495,55901.56288949995,2.2112311267577196,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-a16382d1ded956a38e,CONTINUATION,SELL,1671069240000000000,1671069240000000000,1671070740000000000,17614.1,17666.014666666666,16918.800000000003,1676.9845828086525,-1110.5042999999998,-1246.3841939499998,135.87989395,430.28633082499994,-1676.6705247749996,-0.9998127245552092,55901.56288949995,54224.892364724954,8.541019935935179,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-adaa94b89eebae94c0,CONTINUATION,BUY,1673603400000000000,1673603400000000000,1673603520000000000,18912.0,18880.701666666668,19052.4,1626.699352275797,-853.6761999999999,-1039.21265796,185.53645796,587.53211689,-1626.7447748499999,-1.0000279231525722,54224.892364724954,52598.147589874956,1.8766152525537254,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-300fc40dcd918133ac,CONTINUATION,BUY,1673631420000000000,1673631420000000000,1673631600000000000,19352.0,19296.163666666667,19797.0,1577.8673280621604,-1037.9915999999998,-1167.39968695,129.40808694999998,409.79227535,-1577.1919623,-0.9995719755709817,52598.147589874956,51020.95562757496,4.900096851612756,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-376d99cd2e106e1036,CONTINUATION,BUY,1673655120000000000,1673655120000000000,1673656740000000000,20116.1,19969.268666666667,20942.6,1530.4986532779972,7150.878,7083.31091546,67.56708454,198.86281975999998,6884.4480957,4.498173246317466,51020.95562757496,57905.403723274954,4.498173246317499,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-7f6f4b39f086cbc3a4,CONTINUATION,BUY,1673832600000000000,1673832600000000000,1673832840000000000,21145.7,21067.568666666666,21477.6,1737.1177086330106,-1235.6981999999998,-1355.9199898699999,120.22178987000001,380.70233457999996,-1736.6223244499997,-0.9997148240556475,57905.403723274954,56168.781398824955,2.731842745581322,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-2c0664b1d987a4067d,CONTINUATION,BUY,1675700160000000000,1675700160000000000,1675701300000000000,23091.0,23047.649666666668,23375.9,1685.0605937293046,-938.1344000000001,-1117.6541559700001,179.51975597,568.4792272299999,-1686.1333832,-1.0006366474147503,56168.781398824955,54482.64801562495,3.2076454919865816,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-f7053b7f21e61684fe,CONTINUATION,BUY,1675763700000000000,1675763700000000000,1675764420000000000,23000.5,22975.847333333335,23213.199999999997,1634.430251959454,-682.6832999999999,-911.41631203,228.73301203,724.3212047449999,-1635.737516775,-1.0007998290621327,54482.64801562495,52846.91049884995,3.0107371993240557,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-81c809377c29a171d4,CONTINUATION,BUY,1676220900000000000,1676220900000000000,1676221200000000000,22025.8,21998.312,22251.0,1585.380412968,-720.5550000000001,-928.1885042800001,207.63350428,657.50609687,-1585.69460115,-1.0001981784178926,52846.91049884995,51261.215897699956,3.173109005038377,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-70486bf87e6e15da3d,CONTINUATION,SELL,1676855340000000000,1676855340000000000,1676857680000000000,24109.8,24186.865333333335,23158.800000000003,1537.7690360926892,-1046.5554000000002,-1164.55969305,118.00429305,373.6802613,-1538.23995435,-1.0003062347116232,51261.215897699956,49722.97594334996,8.081614160522602,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-4082df7dd519b6a6e6,CONTINUATION,SELL,1678411020000000000,1678411020000000000,1678411980000000000,19889.5,20029.137333333332,18340.6,1491.5932344879882,-1227.9216,-1291.12392101,63.20232101,200.14068319,-1491.2646042000001,-0.9997796783463551,49722.97594334996,48231.71133914996,8.964857255396515,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-46c902b0c722cd3aaf,CONTINUATION,BUY,1679245680000000000,1679245680000000000,1679256480000000000,27923.9,27776.437666666665,28731.100000000002,1446.9105870161793,2721.2114,2643.85937177,77.35202823,244.94808942000003,2398.91128235,1.6579540601033527,48231.71133914996,50630.62262149996,4.040998217144551,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-3c1bb732bcc4ff0697,CONTINUATION,BUY,1679303100000000000,1679303100000000000,1679303280000000000,28448.2,28238.059,29403.200000000004,1518.71337813675,-1262.9111,-1324.24454288,61.33344288,194.22256909499998,-1518.4671119749999,-0.9998378455307662,50630.62262149996,49112.155509524964,3.6081175716466363,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-3f38e1ad6d96be5ec5,CONTINUATION,BUY,1679417580000000000,1679417580000000000,1679418420000000000,28405.0,28246.567333333332,29122.5,1473.3562021081764,-1161.5472,-1236.3239128999999,74.7767129,236.79292420000002,-1473.1168370999999,-0.9998375375840316,49112.155509524964,47639.03867242496,3.3563103238709813,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-c21057cad2528a7cb8,CONTINUATION,SELL,1679735820000000000,1679735820000000000,1679735940000000000,27310.4,27366.519333333334,27071.6,1429.1270139696765,-825.4553999999999,-970.26826319,144.81286319,458.57406675999994,-1428.84232995,-0.9998007986575765,47639.03867242496,46210.19634247496,2.038706574377243,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-4da801e8b423dabbf0,CONTINUATION,BUY,1679824800000000000,1679824800000000000,1679826660000000000,27675.6,27638.761666666665,27880.0,1386.2583270204461,-651.3232,-827.54492181,176.22172181000002,558.03545239,-1385.5803742,-0.9995109477020035,46210.19634247496,44824.615968274964,2.0776911637318616,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-76a5347fb5d72de48d,CONTINUATION,BUY,1681176900000000000,1681176900000000000,1681177080000000000,29874.2,29837.630333333334,31311.1,1344.6926530180724,-604.9614000000001,-782.6171415900001,177.65574159,562.57651506,-1345.19365665,-1.0003725785448467,44824.615968274964,43479.42231162496,17.098346734192997,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-f1dfe95f757beef5ff,CONTINUATION,BUY,1681177800000000000,1681177800000000000,1681188600000000000,29955.1,29837.381333333335,31311.1,1304.2431709696532,1082.3027,995.58916929,86.71353071,274.592847265,720.9963220249999,0.5528082017780225,43479.42231162496,44200.41863364996,8.058722630869443,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-5d1cdb75b5e5f3150a,CONTINUATION,BUY,1681377360000000000,1681377360000000000,1681378140000000000,30338.4,30266.112,30703.3,1326.003466608,-814.2426,-937.0976182200001,122.85501822,389.04089103,-1326.13850925,-1.0001018418468735,44200.41863364996,42874.280124399964,2.7103361125770067,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-7c542f7de473f0d02d,CONTINUATION,BUY,1682300700000000000,1682300700000000000,1682304240000000000,27777.3,27676.252999999997,28052.199999999997,1286.159314550777,-910.717,-1000.72152002,90.00452002,285.01431338,-1285.7358334,-0.9996707397396373,42874.280124399964,41588.54429099996,1.633710789249224,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-0915662dddfdf601df,CONTINUATION,BUY,1683102960000000000,1683102960000000000,1683103140000000000,28756.5,28679.078333333335,29039.799999999996,1247.6399202141495,-801.3996000000001,-908.44347643,107.04387643,338.9722753699999,-1247.4157518,-0.9998203260327619,41588.54429099996,40341.12853919996,1.9913365964784984,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-e4610b3ab8e2d7220d,CONTINUATION,SELL,1684026480000000000,1684026480000000000,1684030380000000000,26675.7,26733.619,26408.5,1210.199419216,-715.1808,-833.92890125,118.74810124999999,376.03565395,-1209.9645552,-0.9998059294920566,40341.12853919996,39131.16398399996,2.3208426037913696,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-7cb27f688c1f89198d,CONTINUATION,SELL,1685927640000000000,1685927640000000000,1685928300000000000,26977.2,27031.914,26592.0,1173.882460044,-674.3416000000001,-794.18995327,119.84835326999999,379.51978533,-1173.7097386,-0.9998528630847815,39131.16398399996,37957.45424539996,3.6233992086742504,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-1162bc40473a0aeeb6,CONTINUATION,BUY,1686935040000000000,1686935040000000000,1686945840000000000,25992.3,25893.2,26649.9,1138.61653125,3168.0,3090.232629,77.767371,246.2633415,2843.9692875,2.4977410826609234,37957.45424539996,40801.423532899964,4.478660064685471,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-58769a66a109943789,CONTINUATION,BUY,1687370340000000000,1687370340000000000,1687373220000000000,30083.5,30008.610666666667,31253.6,1223.9357218489965,-764.2047,-874.56624533,110.36154533,349.47822689500003,-1224.044472225,-1.0000888530125087,40801.423532899964,39577.37906067496,9.370723700423241,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
baseline,opening-drive-205d8dabad3690558f,CONTINUATION,BUY,1688031660000000000,1688031660000000000,1688031900000000000,30439.4,30415.926333333337,30803.9,1187.260242815437,-403.68300000000005,-591.85002182,188.16702182,595.8622357300002,-1187.7122575500002,-1.0003807208548408,39577.37906067496,38389.66680312496,4.609227823103766,SESSION_OPENING_DRIVE_EDGE_HOLD_REEXPANSION
