plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,move_3,flow_3,efficiency_3,location_3,move_15,flow_15,efficiency_15,location_15,move_60,flow_60,efficiency_60,location_60,move_240,flow_240,efficiency_240,location_240,context_scale,context_age,source_strength,body,wick,activity,range_expansion,impact_residual,flow_change,basis,basis_change,basis_dislocation,market_5,market_15,market_60,relative_15,relative_60,context_15,context_60,channel_location,source_age,source_kind,event_age,penetration,event_flow,event_activity,return_depth,return_activity,origin_overlap,entry_distance,risk_range,risk_bps,cost_r,planned_rr,target_range,is_origin_return,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
SOLUSDT:OB:60:1724018400000000000:-1:1724114700000000000:0,SOLUSDT:OB:60:1724018400000000000:-1,SOLUSDT,-1,1724114700000000000,1724113800000000000,145.925,146.82999999999998,143.70999999999998,2.447513812154805,146.2,3.584962500721156,60:1724090400000000000:1,OBSERVED_OPPOSING_STRUCTURE,146.2,146.2,146.82,145.679,LIQUIDITY_RECLAIM,1.3708513708513868,0.1295703874783477,1.0,0.7625231910945472,1.240981240981208,0.10348385426482318,0.18052057094876664,0.5687992988606289,-5.62770562770581,-0.014146371488951353,-0.22585128561501128,-0.4811594202898639,-5.682539682539882,0.02242159928116497,-0.08084582221309945,-0.5690900337024638,3.584962500721156,3.3232358401924436,2.815829528158302,0.7798742138364881,0.2201257861635119,0.7905780959654685,0.48121292009768335,0.21502701695907905,0.07664161731470648,3.2197955772339526,3.2880470429352826,1.2235931941425495,1.7756998556999122,0.9668086567766283,-5.027585889288065,0.2741725842045797,-0.600119738417745,-0.0,-1.0,-2.4584293564970885,2.0149030205422647,0.0,2.772588722239781,1.7893217893218447,0.07621171301860985,3.899942042671936,0.472168905950126,0.0,0.0,0.7936507936507468,2.611832611832595,62.0181600137038,0.19409171270718814,2.447513812154805,6.392496392496636,0.0,100000.0,0.0050981667236767204,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724114700000000000,1724115240000000000,145.91,146.86,2699.12,-2959.2746812,9.0,False,0.0,-2959.2746812,-0.9864248937333333,0.4117647058823529
