group,policy,horizon_min,count,mean,median,win_rate,profit_factor,gross_profit,gross_loss,q10,q90
split:development,cont,60,55,0.005763742970695216,-0.0016320574162680273,0.4727272727272727,1.6548508395027965,0.8010945203241089,0.4840886569358719,-0.024250044078754116,0.04882497324073698
split:development,rev,60,55,-0.009563742970695217,-0.0021679425837319724,0.4727272727272727,0.418492291677409,0.37854940881193055,0.9045552722001675,-0.052624973240736936,0.020450044078754122
split:development,delayed_cont,60,55,0.005607922894135804,0.001267251954414585,0.5818181818181818,1.6252125691926707,0.8017651872402296,0.49332942806276037,-0.022858868221116144,0.04565696381744215
split:development,delayed_rev,60,55,-0.009407922894135806,-0.005067251954414585,0.38181818181818183,0.4422540639025495,0.4102908734860843,0.9277266326635536,-0.04945696381744214,0.019058868221116146
split:development,cont,120,55,0.006694555662051875,0.005707695499732392,0.5454545454545454,1.5900379337561221,0.992229187960515,0.6240286265476618,-0.02269518743494386,0.07268649905554528
split:development,rev,120,55,-0.010494555662051878,-0.009507695499732393,0.38181818181818183,0.4821398832462614,0.5373872254032015,1.1145877868160547,-0.07648649905554523,0.018895187434943863
split:development,delayed_cont,120,55,0.0004724528762880522,0.0001953498038456253,0.509090909090909,1.0370354971342213,0.727606601072554,0.7016216928767112,-0.03420921704658063,0.04327751559369492
split:development,delayed_rev,120,55,-0.004272452876288055,-0.003995349803845625,0.41818181818181815,0.7214234793803739,0.6085352408575512,0.8435201490533941,-0.04707751559369491,0.03040921704658063
split:development,cont,240,55,0.0013410983052113874,0.0030660410428685744,0.5272727272727272,1.1027316210601423,0.7917516739880311,0.7179912672014049,-0.029325669200174105,0.05712816782439763
split:development,rev,240,55,-0.005141098305211391,-0.006866041042868574,0.43636363636363634,0.6875659856322961,0.622263994474132,0.9050244012607584,-0.06092816782439761,0.02552566920017411
split:development,delayed_cont,240,55,0.00031991489970423757,-0.0001368608620625361,0.4909090909090909,1.0257794115440273,0.7001291102059447,0.6825337907222118,-0.02806822429906529,0.04507677257882366
split:development,delayed_rev,240,55,-0.00411991489970424,-0.0036631391379374637,0.45454545454545453,0.7205290533369452,0.5842056678436853,0.8108009873274185,-0.04887677257882364,0.02426822429906529
split:development,cont,480,55,0.005785608552104345,0.0037856947919036174,0.6,1.382045971102051,1.1511147026912207,0.8329062323254817,-0.054252456766401266,0.07054356551520548
split:development,rev,480,55,-0.00958560855210435,-0.007585694791903617,0.34545454545454546,0.5878230395209855,0.7518743530726205,1.2790828234383596,-0.07434356551520542,0.05045245676640133
split:development,delayed_cont,480,55,0.0027801374461973536,0.006213786604565299,0.5818181818181818,1.1900519717613198,0.957464113854777,0.8045565543139227,-0.043128228552537,0.0584874790788933
split:development,delayed_rev,480,55,-0.006580137446197356,-0.010013786604565299,0.34545454545454546,0.6666459385182133,0.7237476082172498,1.0856551677581043,-0.062287479078893274,0.03932822855253701
split:development,cont,720,55,0.006327385536665847,0.003156061611144358,0.5636363636363636,1.3255223429010778,1.4170763070944243,1.0690701025778024,-0.05003162563687116,0.07741489867404105
split:development,rev,720,55,-0.010127385536665852,-0.006956061611144358,0.34545454545454546,0.6389505956353668,0.9857361398360274,1.5427423443526491,-0.08121489867404096,0.046231625636871186
split:development,delayed_cont,720,55,0.0023316038580142025,0.00557796798300604,0.5818181818181818,1.1173622203101496,1.220908509769421,1.09267029757864,-0.05553469867954229,0.06956150414503715
split:development,delayed_rev,720,55,-0.006131603858014206,-0.00937796798300604,0.36363636363636365,0.750385609592846,1.0137985274807626,1.351036739671544,-0.0733615041450371,0.0517346986795423
split:post_publication,cont,15,103,-0.0005940693337039317,-0.0013894610167019966,0.34951456310679613,0.6179391739947807,0.09896635536259127,0.1601554967340963,-0.0038860695794755576,0.00339023780365565
split:post_publication,rev,15,103,-0.0032059306662960687,-0.002410538983298003,0.11650485436893204,0.035811951748696905,0.012264718855981169,0.34247557748447616,-0.00719023780365565,8.606957947555785e-05
split:post_publication,delayed_cont,15,103,-0.0002132511816429569,-0.0016891874229215547,0.2815533980582524,0.8853132526293849,0.1695557024879334,0.191520574197158,-0.00366012937856389,0.0031703079907799865
split:post_publication,delayed_rev,15,103,-0.0035867488183570426,-0.002110812577078445,0.06796116504854369,0.030301794603546827,0.011544362271172035,0.38097949056194735,-0.006970307990779987,-0.00013987062143610958
split:post_publication,cont,30,103,0.0010938230941041635,-0.0005142513310480862,0.4563106796116505,1.6411088163241028,0.28839647152747105,0.1757326928347423,-0.004864060763245735,0.006804427904629664
split:post_publication,rev,30,103,-0.004893823094104163,-0.0032857486689519136,0.20388349514563106,0.04856521368551832,0.025729525003146902,0.5297933036958756,-0.010604427904629664,0.001064060763245735
split:post_publication,delayed_cont,30,103,-0.0017069836567504767,-0.0023541326067213356,0.2912621359223301,0.33966120010315676,0.09043690920840691,0.26625622585370595,-0.006245257851089012,0.004250588348533215
split:post_publication,delayed_rev,30,103,-0.0020930163432495244,-0.0014458673932786642,0.30097087378640774,0.23780274406797133,0.06726038131311259,0.2828410646678135,-0.008050588348533215,0.0024452578510890124
split:post_publication,cont,60,103,-0.0009887290804727175,-0.00135416473872839,0.36893203883495146,0.6039780185950663,0.15531606293612382,0.25715515822481383,-0.00581418893488904,0.00548285369896019
split:post_publication,rev,60,103,-0.0028112709195272827,-0.0024458352612716098,0.22330097087378642,0.20400579646477116,0.07421172507077951,0.3637726297820896,-0.00928285369896019,0.0020141889348890404
split:post_publication,delayed_cont,60,103,-0.0020754082594745538,-0.001764901378006099,0.33980582524271846,0.3086693465365945,0.09544396090069342,0.3092110116265724,-0.0069892518040257515,0.0037896679208822134
split:post_publication,delayed_rev,60,103,-0.0017245917405254475,-0.0020350986219939008,0.3592233009708738,0.38673524373302687,0.11201837580021913,0.28965132507434016,-0.007589667920882213,0.003189251804025752
split:post_publication,cont,120,103,-0.00047706583887277657,-0.000902013126646049,0.46601941747572817,0.8289909480020092,0.23820245485724267,0.2873402362611387,-0.007054856603251434,0.008893484195232872
split:post_publication,rev,120,103,-0.003322934161127223,-0.0028979868733539508,0.36893203883495146,0.250570862360634,0.11443502121792165,0.45669723981402555,-0.012693484195232873,0.003254856603251434
split:post_publication,delayed_cont,120,103,-0.0013437559191951257,-0.0018270286047868828,0.42718446601941745,0.5690048864411916,0.18272638597445084,0.3211332456515488,-0.007328763860856711,0.006778170403469097
split:post_publication,delayed_rev,120,103,-0.002456244080804876,-0.001972971395213117,0.4077669902912621,0.32948870640753586,0.12432062417376422,0.3773137644966663,-0.010578170403469098,0.0035287638608567113
split:post_publication,cont,240,103,0.0002569342582378973,-0.0019,0.3786407766990291,1.079910585516828,0.3576372318663912,0.33117300326788784,-0.008015107913669205,0.009841631713257592
split:post_publication,rev,240,103,-0.004056934258237897,-0.0019,0.30097087378640774,0.25726526945458167,0.14473801876328327,0.5626022473617867,-0.013641631713257595,0.004215107913669205
split:post_publication,delayed_cont,240,103,-0.0015804579209901769,-0.0013786795259050782,0.3786407766990291,0.5987792738050914,0.24294253660335258,0.4057297024653408,-0.011430247053724406,0.006589675395334716
split:post_publication,delayed_rev,240,103,-0.002219542079009824,-0.0024213204740949216,0.3883495145631068,0.4871907143554919,0.21719195243227626,0.4458047865702881,-0.010389675395334717,0.007630247053724406
split:post_publication,cont,480,103,0.000309552541325633,-0.0004729951299867624,0.49514563106796117,1.0756803655960756,0.45318092195747295,0.4212970102009328,-0.013760573301058227,0.01366552763537752
split:post_publication,rev,480,103,-0.004109552541325633,-0.0033270048700132374,0.2621359223300971,0.3931180902141461,0.27418936093649715,0.6974732726930373,-0.017465527635377526,0.009960573301058219
split:post_publication,delayed_cont,480,103,-0.0003248549137315765,0.00017552456130311036,0.5339805825242718,0.9234544912011428,0.40366625788373234,0.43712631399808477,-0.013569203450025423,0.010252253841412718
split:post_publication,delayed_rev,480,103,-0.003475145086268423,-0.00397552456130311,0.30097087378640774,0.4427598731403613,0.28440422092323003,0.6423441648088777,-0.01405225384141272,0.009769203450025422
split:post_publication,cont,720,103,-0.0003981779222789034,0.005519554161319564,0.5728155339805825,0.9475891168797134,0.7415031279158848,0.782515453910612,-0.0371397446718781,0.021118158482771193
split:post_publication,rev,720,103,-0.003401822077721098,-0.009319554161319564,0.3106796116504854,0.6432096659002099,0.6316671646980468,0.9820548387033198,-0.024918158482771197,0.033339744671878065
split:post_publication,delayed_cont,720,103,-0.0015541694117518399,0.004466000179323872,0.5922330097087378,0.8007103518605804,0.6431707490065439,0.8032501984169835,-0.03436858106526818,0.017297728421204597
split:post_publication,delayed_rev,720,103,-0.002245830588248162,-0.008266000179323873,0.36893203883495146,0.7373357656673774,0.6493495991828282,0.8806701497723888,-0.021097728421204595,0.030568581065268156
split:untouched,cont,15,146,0.004675577178067567,0.0004116673366121998,0.5068493150684932,2.4996360024880975,1.1378342411015263,0.45519997310366167,-0.008882484046704208,0.02086865984825538
split:untouched,rev,15,146,-0.008475577178067566,-0.0042116673366122,0.2328767123287671,0.1655423998302152,0.24548621561458894,1.4829204836124539,-0.024668659848255378,0.005082484046704207
split:untouched,delayed_cont,15,146,0.0047971805682179075,-0.0009195030608891025,0.410958904109589,2.5394619655615727,1.1553449507988152,0.4549565878390007,-0.009272569986768718,0.02070812350929964
split:untouched,delayed_rev,15,146,-0.00859718056821791,-0.0028804969391108973,0.2465753424657534,0.14594878426140712,0.21449909820059598,1.469687461160411,-0.024508123509299637,0.005472569986768718
split:untouched,cont,30,146,0.01123352381215176,0.0012624500665778932,0.5342465753424658,4.6339864791968886,2.0914154944048615,0.45132101783070433,-0.01195253665804129,0.037101147484929445
split:untouched,rev,30,146,-0.015033523812151768,-0.005062450066577893,0.22602739726027396,0.10242443240966584,0.25046450580841284,2.4453589823825705,-0.04090114748492944,0.008152536658041288
split:untouched,delayed_cont,30,146,-0.0004757958436057651,-0.0006030969906169897,0.4520547945205479,0.9124898900737249,0.7243414391741554,0.7938076323405971,-0.01725061579199115,0.014714745586708057
split:untouched,delayed_rev,30,146,-0.0033242041563942342,-0.00319690300938301,0.3287671232876712,0.5366028666381106,0.562005013138246,1.047338819971804,-0.018514745586708056,0.01345061579199115
split:untouched,cont,60,146,0.005081672530402933,0.00045440664161701286,0.5547945205479452,2.3122993411449304,1.3072861965488278,0.5653620071099997,-0.012884410275236168,0.029352422540041626
split:untouched,rev,60,146,-0.008881672530402932,-0.004254406641617013,0.2602739726027397,0.21789056663492826,0.361258867816467,1.6579830572552954,-0.03315242254004162,0.009084410275236167
split:untouched,delayed_cont,60,146,-0.0003543437910460368,-0.0012308537191721852,0.4589041095890411,0.9388842357524667,0.794760882363414,0.8464950758561354,-0.016043210292254403,0.010755086848635255
split:untouched,delayed_rev,60,146,-0.003445656208953963,-0.0025691462808278146,0.3150684931506849,0.5460447524725225,0.6051178949639299,1.1081837014712086,-0.014555086848635256,0.012243210292254404
split:untouched,cont,120,146,0.006099264247748285,0.0027511548140429906,0.6301369863013698,2.1183695898708623,1.6867343487569584,0.7962417685857089,-0.0202320111505445,0.031419054084470446
split:untouched,rev,120,146,-0.009899264247748283,-0.00655115481404299,0.3150684931506849,0.29461895076915695,0.6036603676676752,2.0489529478389246,-0.035219054084470444,0.016432011150544504
split:untouched,delayed_cont,120,146,0.0007115443141255207,0.0018861193562368503,0.5205479452054794,1.0967189988859243,1.1779812634390863,1.0740957935767597,-0.023742759624307705,0.01901796469366558
split:untouched,delayed_rev,120,146,-0.004511544314125521,-0.00568611935623685,0.4041095890410959,0.5562152619301793,0.8255599612157818,1.484245431078108,-0.02281796469366558,0.019942759624307707
split:untouched,cont,240,146,0.0062254645466158715,0.0032272398190046478,0.589041095890411,1.9497564344796257,1.865918788273103,0.9570009644671857,-0.020486025996346954,0.040382409834704494
split:untouched,rev,240,146,-0.010025464546615872,-0.007027239819004647,0.2945205479452055,0.3421255728757636,0.7612019533683692,2.2249197771742866,-0.04418240983470449,0.016686025996346956
split:untouched,delayed_cont,240,146,0.00033202051236843824,0.00018939731187396394,0.5068493150684932,1.0390874163560173,1.2886438093488248,1.240168814543033,-0.030221263450759026,0.02477694980159552
split:untouched,delayed_rev,240,146,-0.004132020512368438,-0.003989397311873964,0.4452054794520548,0.6189448221466274,0.9798946611066859,1.583169655912478,-0.028576949801595516,0.026421263450759028
split:untouched,cont,480,146,0.012721396372075072,0.007825839211416231,0.6164383561643836,2.5983370512697372,3.0193590423459584,1.162035172022998,-0.02761189279731989,0.06110322061191621
split:untouched,rev,480,146,-0.016521396372075073,-0.011625839211416232,0.2945205479452055,0.2869586063753883,0.9707426671460394,3.382866537469,-0.06490322061191621,0.023811892797319892
split:untouched,delayed_cont,480,146,0.005637184040407255,0.000260904606164471,0.5,1.5505884000027708,2.317845814635885,1.4948169447364261,-0.029383443708609333,0.057290470745373204
split:untouched,delayed_rev,480,146,-0.009437184040407257,-0.004060904606164471,0.3972602739726027,0.47597987406319964,1.25151454975697,2.6293434196564296,-0.0610904707453732,0.025583443708609335
split:untouched,cont,720,146,0.014714258621523129,0.007328038189817323,0.636986301369863,2.1960033930051663,3.944498869251107,1.79621711050873,-0.05099464253042228,0.10064342286742868
split:untouched,rev,720,146,-0.018514258621523137,-0.011128038189817323,0.3493150684931507,0.3718422112799166,1.6001073559705046,4.303189114712882,-0.10444342286742868,0.047194642530422284
split:untouched,delayed_cont,720,146,0.008445835964399658,0.004065628344274776,0.5342465753424658,1.604850780682494,3.271763554889638,2.038671504087288,-0.053516569521840904,0.08546046954336108
split:untouched,delayed_rev,720,146,-0.012245835964399661,-0.007865628344274777,0.3835616438356164,0.502243147275993,1.8040063650968867,3.5918984158992378,-0.08926046954336107,0.049716569521840906
family:impulse_only_2atr,cont,15,224,0.0012049747239763903,-0.0014990030135549764,0.39732142857142855,1.3402755129519404,1.063137264584559,0.7932229264138476,-0.010166775889139277,0.016213617362908397
family:impulse_only_2atr,rev,15,224,-0.00500497472397639,-0.0023009969864450234,0.29464285714285715,0.26576739865814847,0.4058055181824547,1.526919856353166,-0.020013617362908395,0.006366775889139279
family:impulse_only_2atr,delayed_cont,15,224,0.0018432316673976975,-0.0009573885220904171,0.42410714285714285,1.6304966020027274,1.0677389588306452,0.654855065333561,-0.008273994848441766,0.01298531034073667
family:impulse_only_2atr,delayed_rev,15,224,-0.005643231667397697,-0.0028426114779095827,0.24553571428571427,0.186177237341857,0.2891829251506013,1.5532668186476855,-0.016785310340736666,0.004473994848441779
family:impulse_only_2atr,cont,30,224,0.004887756854460898,-0.0005066946310412362,0.45089285714285715,2.4202733596030384,1.865735569544196,0.770878034144955,-0.0113103481845072,0.021760121539978333
family:impulse_only_2atr,rev,30,224,-0.0086877568544609,-0.0032933053689587636,0.29464285714285715,0.1745699556071928,0.41157113176512927,2.3576286671643705,-0.025560121539978317,0.007510348184507201
family:impulse_only_2atr,delayed_cont,30,224,-0.0009356507276137809,-0.0017748545163002044,0.38839285714285715,0.7871992931580089,0.7753064683223189,0.9848922313078058,-0.012667663776564263,0.010891558892835001
family:impulse_only_2atr,delayed_rev,30,224,-0.0028643492723862173,-0.0020251454836997954,0.35714285714285715,0.4707539876805879,0.5707033281243321,1.212317565138845,-0.014691558892834999,0.008867663776564274
family:impulse_only_2atr,cont,60,224,0.0016924568709224626,-0.0011071724379494313,0.45089285714285715,1.3745646702386096,1.3912462109645802,1.0121358718779487,-0.01303906866354889,0.016020116435324736
family:impulse_only_2atr,rev,60,224,-0.005492456870922463,-0.0026928275620505685,0.32589285714285715,0.3366580502642342,0.6244047736492819,1.8547151127359136,-0.019820116435324726,0.00923906866354889
family:impulse_only_2atr,delayed_cont,60,224,-0.0007703533346966297,-0.0016134694285567669,0.41964285714285715,0.8609383447773785,1.0683231558870576,1.2408823028591027,-0.01600568911635811,0.013697216397127716
family:impulse_only_2atr,delayed_rev,60,224,-0.0030296466653033697,-0.002186530571443233,0.36160714285714285,0.551233067930003,0.8335936823858601,1.512234535413815,-0.017497216397127698,0.012205689116358113
family:impulse_only_2atr,cont,120,224,0.0025187855241151466,0.00063062728282899,0.53125,1.4380645948413229,1.8521640352175797,1.2879560778157875,-0.017651134443941115,0.020674851447309784
family:impulse_only_2atr,rev,120,224,-0.0063187855241151475,-0.00443062728282899,0.3482142857142857,0.39782722874023396,0.9350934683613004,2.3505014257630936,-0.02447485144730976,0.013851134443941121
family:impulse_only_2atr,delayed_cont,120,224,-0.00046641219996380103,-0.00036015087017142564,0.48660714285714285,0.9293507717893643,1.374327264048581,1.4788035968404725,-0.01562234928837479,0.01565741006642212
