scenario_id,family,source_family,source_direction,direction,signal_ts_ns,signal_day_utc,signal_hour_utc,submission_ts_ns,reference_entry_price,expected_entry_price,stop_price,target_price,target_reason,liquidity_level,atr_at_signal,quantity,equity_before_entry,planned_loss_budget,loss_per_unit,net_rr_at_submission,fee_rate_per_fill,sac_entry_confirmation,failed_acceptance_trap,favorable_drift_guard_enabled,actual_entry_price,opened_ts_ns,opened_bar_index,path_observations,mfe_price,mae_price,mfe_price_distance,mae_price_distance,mfe_stop_units,mae_stop_units,mfe_atr,mae_atr,mfe_close_net_r_after_cost,mfe_intrabar_net_r_after_cost,first_close_half_r_ts_ns,first_close_one_r_ts_ns,actual_exit_price,closed_ts_ns,closed_day_utc,closed_hour_utc,duration_minutes,realized_pnl_after_cost,realized_return,realized_r_multiple,outcome
DLVR-1708968420000000000-000053,DLVC,DLVC,SHORT,SHORT,1708968600000000000,2024-02-26,17,1708968660000000000,53260.8,53272.3,53374.8,52393.6,PRIOR_SLOW_SELLSIDE_LIQUIDITY,53368.6,51.39000000000051,16.918,100000.0,3000.0,177.31974676000198,4.53719275320713,0.0007,,False,True,53272.2,1708968660000000000,1050,4,53254.2,53404.9,18.0,132.70000000000437,0.17543859649121812,1.2933723196880784,0.3502626970227636,2.5822144386067922,-0.4222944785802998,-0.3201475359472218,,,53374.899999999994,1708968840000000000,2024-02-26,17,3.0,-3000.45754646,-0.001927834780617228,-1.0001525154866666,STOP
DLVR-1709038680000000000-000115,DLVC,DLVC,SHORT,SHORT,1709039400000000000,2024-02-27,13,1709039460000000000,56938.3,57009.1,57124.899999999994,56635.8,PASSIVE_LIQUIDITY_IMPULSE_PROJECTION,57110.9,116.33499999999913,14.857,96999.54245354,2909.9862736061996,195.85397214000423,1.4988134618487872,0.0007,,False,True,57009.0,1709039460000000000,2230,7,56873.7,57236.5,135.3000000000029,227.5,1.167385677308108,1.962899050906052,1.1630205870976398,1.9555593759401875,0.16576676819601802,0.2827724625386386,,,57125.0,1709039820000000000,2024-02-27,13,6.0,-2910.3941866,-0.0020347664403866056,-1.0001401769477403,STOP
DLVR-1709042700000000000-000119,DLVC,DLVC,SHORT,SHORT,1709042940000000000,2024-02-27,14,1709043000000000000,56800.1,56821.5,56940.3,56612.1,PRIOR_SLOW_SELLSIDE_LIQUIDITY,56915.8,78.2299999999992,14.21,94089.14826694,2822.6744480081998,198.62705565999943,0.6534682778673468,0.0007,,False,True,56821.4,1709043000000000000,2289,21,56690.0,56943.6,131.40000000000146,122.19999999999709,1.1051303616484427,1.0277544154751521,1.6796625335549382,1.562060590566258,0.09121869092706744,0.260498348666916,,,56940.4,1709044200000000000,2024-02-27,14,20.0,-2822.5786246,-0.0020942813799026423,-0.999966052263566,STOP
DLVR-1709137680000000000-000204,DLVC,DLVC,LONG,LONG,1709137860000000000,2024-02-28,16,1709137920000000000,61532.7,61403.8,61353.7,61956.0,PASSIVE_LIQUIDITY_IMPULSE_PROJECTION,61379.7,118.42000000000007,20.097,91266.56964234,2737.9970892701995,136.23544635999815,3.417966119988594,0.0007,,False,True,61403.9,1709137920000000000,3871,2,61625.7,61347.0,221.79999999999563,56.900000000001455,4.4183266932266205,1.1334661354580977,1.8729944266170875,0.48049315993921143,-0.4967753386380942,0.994449562282019,,,61353.6,1709137980000000000,2024-02-28,16,1.0,-2737.81933425,-0.0008191662093124852,-0.9999350784480757,STOP
DLVR-1709141520000000000-000208,DLVC,DLVC,SHORT,SHORT,1709141820000000000,2024-02-28,17,1709141880000000000,60388.0,60121.3,61468.700000000004,59000.0,PRIOR_SLOW_SELLSIDE_LIQUIDITY,61239.0,704.805,1.853,88528.75030809,2655.8625092427,1432.7012918099988,0.7243066617808439,0.0007,,False,True,60121.2,1709141880000000000,3937,8,59700.2,61514.1,421.0,1392.9000000000015,0.3124304267161393,1.0336920222634463,0.5973283390441328,1.9762913146189394,-0.058958381962014715,0.23516766678862056,,,61468.8,1709142300000000000,2024-02-28,17,7.0,-2654.817189,-0.02241472226103281,-0.9996064102569081,STOP
DLVR-1709146560000000000-000212,DLVC,DLVC,LONG,LONG,1709146680000000000,2024-02-28,18,1709146740000000000,61219.1,61262.9,61014.4,64300.0,PRIOR_SLOW_BUYSIDE_LIQUIDITY,61041.6,163.175,7.706,85873.93311909,2576.2179935727,334.28461665000714,8.821841697512452,0.0007,,False,True,61263.00000000001,1709146740000000000,4018,14,61581.2,60931.4,318.1999999999898,331.6000000000058,1.2799678197907578,1.333869670152848,1.9500536234103862,2.0321740462693785,0.6426293323120771,0.6940464755005497,1.70914698e+18,,61014.3,1709147520000000000,2024-02-28,19,13.0,-2576.07041166,-0.004059546545223125,-0.9999427137326623,STOP
DLVR-1709167800000000000-000227,DLVC,DLVC,SHORT,SHORT,1709168340000000000,2024-02-29,0,1709168400000000000,61355.7,61455.9,61536.8,60982.59999999999,PASSIVE_LIQUIDITY_IMPULSE_PROJECTION,61523.5,111.19999999999928,14.942,83297.86270743,2498.9358812228998,167.23892079999587,2.3164048664442976,0.0007,,False,True,61455.80000000001,1709168400000000000,4379,5,61242.3,61549.7,213.50000000000728,93.8999999999869,2.635802469136129,1.1592592592592017,1.9199640287770563,0.8444244604315424,0.2634136825882503,0.761852141777337,,,61536.899999999994,1709168640000000000,2024-02-29,1,4.0,-2498.22604638,-0.0013196476166608194,-0.9997159451556026,STOP
DLVR-1709178240000000000-000237,DLVC,DLVC,LONG,LONG,1709178600000000000,2024-02-29,3,1709178660000000000,61581.6,61596.2,61494.200000000004,61842.0,PRIOR_SLOW_BUYSIDE_LIQUIDITY,61510.6,61.169999999998616,12.87,80799.63666105,2423.9890998315,188.33350085999612,0.84527319501348,0.0007,,False,True,61596.3,1709178660000000000,4550,15,61647.6,61463.1,51.299999999995634,133.20000000000437,0.5024485798236666,1.3046033300686215,0.8386463952917573,2.177538008827977,-0.2345011896361203,-0.18674707282242728,,,61494.1,1709179500000000000,2024-02-29,4,14.0,-2424.2354136,-0.001659190568264723,-1.0001016150479047,STOP
DLVR-1709183220000000000-000241,DLVC,DLVC,SHORT,SHORT,1709183580000000000,2024-02-29,5,1709183640000000000,62123.9,62168.5,62288.5,61200.0,PRIOR_SLOW_SELLSIDE_LIQUIDITY,62251.7,104.18999999999906,11.343,78375.40124745,2351.2620374235003,207.27126597999808,4.2550135728177025,0.0007,,False,True,62168.4,1709183640000000000,4633,33,61853.3,62293.4,315.09999999999854,125.0,2.623646960865965,1.040799333888439,3.024282560706415,1.1997312601977266,0.8479139603313988,1.1004169290981654,1.709184e+18,,62288.600000000006,1709185560000000000,2024-02-29,5,32.0,-2351.6296257,-0.0019334581555903701,-1.0001563365846295,STOP
DLVR-1709191860000000000-000249,DLRR,DLRR,LONG,LONG,1709192640000000000,2024-02-29,7,1709192700000000000,62801.1,62766.3,62680.19999999999,63762.8,PRIOR_SLOW_BUYSIDE_LIQUIDITY,62690.0,81.79500000000007,13.097,76023.77162175,2280.7131486525,174.12793922000967,5.2130039215193875,0.0007,,False,True,62766.4,1709192700000000000,4784,3,62810.9,62618.6,44.5,147.8000000000029,0.5162412993038746,1.714617169373352,0.5440430344153061,1.80695641542885,-0.5063684230971838,-0.2504142080548398,,,62680.1,1709192820000000000,2024-02-29,7,2.0,-2280.35206735,-0.001374939458054037,-0.9998416805275521,STOP
