plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,control_scale,defeated_scale,impulse_efficiency,impulse_activity,impulse_flow,break_distance,control_age,pullback_depth,pullback_activity,pullback_flow,opponent_value_reclaim,response_flow,response_activity,risk_bps,risk_range,cost_r,planned_rr,market_move,relative_move,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
ETHUSDT:15:ORIGIN:1709999100000000000:-1:1710030660000000000,ETHUSDT:15:ORIGIN:1709999100000000000:-1,ETHUSDT,-1,1710030660000000000,1709998260000000000,3916.93,3925.61,3908.17,1.00921658986169,3920.44,15,ETHUSDT:15:ORIGIN:1709999100000000000:-1,OPPOSING_ORIGIN,3919.28,3921.6,3916.93,3871.46,AUCTION_CONTROL_SURVIVAL,1.0986122886681098,1.0986122886681098,0.4178082191780947,1.6359712266704416,0.04004627735908084,0.3809147875856981,33.06666666666667,0.8397045244690623,1.4217434783940823,0.05299228738625847,0.1403694618115781,0.2424230178614725,0.7025440173701789,22.160212207009806,0.8565648591306348,0.5415110599078158,1.00921658986169,-0.5186380479494983,-0.0965145224772993,10000.0,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1710030660000000000,1710031140000000000,3916.42,3908.17,21.402,117.92835871,8.0,False,0.0,117.92835871,0.3930945290333333,
SOLUSDT:15:ORIGIN:1710036900000000000:1:1710040020000000000,SOLUSDT:15:ORIGIN:1710036900000000000:1,SOLUSDT,1,1710040020000000000,1710036060000000000,147.304,146.749,147.982,1.2216216216216016,147.0865,15,SOLUSDT:15:ORIGIN:1710036900000000000:1,OPPOSING_ORIGIN,146.96,147.213,148.58,147.304,AUCTION_CONTROL_SURVIVAL,1.0986122886681098,3.871201010907891,0.36004217185028237,1.5189770587481393,0.03585280877290452,0.562121119343584,2.466666666666667,0.6968869470234835,1.142970330713173,-0.11410499931462588,0.043158185204482426,0.1228530534351145,0.7505953553331305,37.677184597838945,0.6796889351540104,0.3184951351351312,1.2216216216216016,-0.561923981234268,0.7657652099820306,10117.92835871,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1710040020000000000,1710041220000000000,147.32,146.73,400.77,-295.37750925,20.0,False,0.0,-295.37750925,-0.9731159013914307,
ETHUSDT:60:ORIGIN:1710050400000000000:1:1710062400000000000,ETHUSDT:60:ORIGIN:1710050400000000000:1,ETHUSDT,1,1710062400000000000,1710046860000000000,3944.01,3932.6,3970.2999999999997,2.3041191936896404,3943.755,60,ETHUSDT:60:ORIGIN:1710050400000000000:1,OPPOSING_ORIGIN,3942.49,3945.02,3970.84,3944.01,AUCTION_CONTROL_SURVIVAL,2.4849066497880004,1.0986122886681098,0.2505299417064103,0.7464644017774906,0.031066495817382064,0.33630515743143347,0.3333333333333333,0.7016213389121276,3.1376566134268256,-0.34122522182452725,0.05058824002730298,0.2939464595319234,0.8813768897282906,28.929946932184016,0.5150660196366247,0.41479509202452863,2.3041191936896404,-0.49591990962943244,0.38042074905356243,9822.55084946,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1710062400000000000,1710062580000000000,3944.48,3932.13,17.664,-287.71661952,3.0,False,0.0,-287.71661952,-0.9763811998516908,
ETHUSDT:15:ORIGIN:1710065700000000000:-1:1710073500000000000,ETHUSDT:15:ORIGIN:1710065700000000000:-1,ETHUSDT,-1,1710073500000000000,1710064860000000000,3947.36,3961.26,3930.0200000000004,1.2474820143884588,3952.36,15,ETHUSDT:15:ORIGIN:1710065700000000000:-1,IMPULSE_EXTERNAL_LIQUIDITY,3950.82,3953.9,3947.36,3930.01,AUCTION_CONTROL_SURVIVAL,1.0986122886681098,1.0986122886681098,0.2601792573623657,1.5152132779496392,0.18383829666177523,0.24807527801540538,6.666666666666667,0.5551999999999971,1.2289401001380016,0.010706292203169335,0.2652462985526957,0.42162522256271123,0.4478243086172192,35.2134084552716,1.1890504704876033,0.3407792805755373,1.2474820143884588,-0.18414686519015566,-0.23835073416255526,9534.83422994,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1710073500000000000,1710074220000000000,3946.87,3930.02,14.877,209.62527599,12.0,False,0.0,209.62527599,0.7328401345170149,
SOLUSDT:15:ORIGIN:1710081000000000000:-1:1710083040000000000,SOLUSDT:15:ORIGIN:1710081000000000000:-1,SOLUSDT,-1,1710083040000000000,1710080160000000000,143.663,144.39499999999998,142.902,1.039617486338872,143.851,15,SOLUSDT:15:ORIGIN:1710081000000000000:-1,OPPOSING_ORIGIN,143.798,143.904,143.663,141.297,AUCTION_CONTROL_SURVIVAL,1.0986122886681098,3.871201010907891,0.4382588095943102,3.857919961222697,0.20296565076836287,1.169807538091421,1.2666666666666666,0.7637185280826422,0.6421683000757167,-0.11234522269451118,0.2013414616972009,-0.16041601008509296,0.45187950829205303,50.952576515871925,0.7337610264634833,0.23551311475410774,1.039617486338872,0.08916780971762892,0.20745287902577889,9744.45950593,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1710083040000000000,1710083520000000000,143.64,142.9,315.54,201.819384,8.0,False,0.0,201.819384,0.6903731085244992,
BTCUSDT:15:ORIGIN:1710184500000000000:-1:1710206820000000000,BTCUSDT:15:ORIGIN:1710184500000000000:-1,BTCUSDT,-1,1710206820000000000,1710183660000000000,72363.5,72890.1,71800.1,1.0698822635776453,72637.55,15,BTCUSDT:15:ORIGIN:1710184500000000000:-1,IMPULSE_EXTERNAL_LIQUIDITY,72557.1,72718.0,72363.5,71800.0,AUCTION_CONTROL_SURVIVAL,1.0986122886681098,1.0986122886681098,0.27375013268230747,1.2431654586004866,0.10034346921931929,0.5362258450960812,21.8,0.5169250527474516,1.205522394412901,-0.0010857638272112077,0.22510038846622224,0.49254018442154873,0.748397669244382,72.77149391613256,1.3714255950830863,0.16489973414356063,1.0698822635776453,0.21653118612826888,-0.6190493919669879,9946.27888993,1.0,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1710206820000000000,1710213720000000000,72355.2,71800.09999999999,0.478,241.18081764,115.0,False,0.0,241.18081764,0.8082782191176402,
ETHUSDT:15:ORIGIN:1710230400000000000:-1:1710242100000000000,ETHUSDT:15:ORIGIN:1710230400000000000:-1,ETHUSDT,-1,1710242100000000000,1710229560000000000,4022.82,4037.7900000000004,4006.69,1.0774883099532289,4026.615,15,ETHUSDT:15:ORIGIN:1710230400000000000:-1,OPPOSING_ORIGIN,4023.14,4030.09,4022.82,3968.0,AUCTION_CONTROL_SURVIVAL,1.0986122886681098,2.4849066497880004,0.516811594202893,3.1607045615867966,0.2097416762285287,0.33565346429704024,12.0,0.7854993552084802,2.3211700780739504,-0.16248801797552606,0.13294986172179496,-0.017830361606399017,0.43478656819922334,37.2127015377279,1.0578383916899492,0.3224705410821588,1.0774883099532289,-0.434903167832685,-0.20846808790824967,10187.45970757,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1710242100000000000,1710242520000000000,4022.35,4038.26,15.02,-299.5033811,7.0,False,0.0,-299.5033811,-0.9799740389891568,
XRPUSDT:15:ORIGIN:1710246600000000000:1:1710253560000000000,XRPUSDT:15:ORIGIN:1710246600000000000:1,XRPUSDT,1,1710253560000000000,1710245760000000000,0.6976,0.6878,0.7122,1.4897959183673481,0.6934,15,XRPUSDT:15:ORIGIN:1710246600000000000:1,OPPOSING_ORIGIN,0.6909,0.6959,0.7145,0.6976,AUCTION_CONTROL_SURVIVAL,1.0986122886681098,1.0986122886681098,0.3828382838283833,2.2938115163322013,0.04810204216291292,0.24372759856631349,6.733333333333333,0.632958801498127,1.1222172114760738,-0.017120721770107566,0.06647090377567849,-0.02472148798600133,0.7795810061611501,140.48165137614723,1.4050179211469593,0.08542040816326503,1.4897959183673481,-0.26357576030857555,0.016244458083430224,9887.956326470001,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1710253560000000000,1710255660000000000,0.6977,0.6877,27670.2,-295.86914754,35.0,False,0.0,-295.86914754,-0.9974057927014369,
ETHUSDT:15:ORIGIN:1710257400000000000:-1:1710288660000000000,ETHUSDT:15:ORIGIN:1710257400000000000:-1,ETHUSDT,-1,1710288660000000000,1710256560000000000,3994.35,4010.4100000000003,3953.32,2.5547945205478655,4004.815,15,ETHUSDT:15:ORIGIN:1710257400000000000:-1,OPPOSING_ORIGIN,4003.44,4006.19,3994.35,3831.95,AUCTION_CONTROL_SURVIVAL,1.0986122886681098,2.4849066497880004,0.24767309875141452,0.3196442736158839,0.1040934521910421,0.12121832957726314,32.733333333333334,0.9100078448952126,3.311383647765231,0.025421110639970844,0.19483846224680595,0.2800492854011745,1.619072332213147,40.20679209383354,0.5483848938059279,0.2984570361145629,2.5547945205478655,-1.1207215984987022,-0.45114192483906423,9592.08717893,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1710288660000000000,1710293460000000000,3993.89,4010.9,13.454,-282.70076233,80.0,False,0.0,-282.70076233,-0.9824096224889098,
SOLUSDT:60:ORIGIN:1710324000000000000:1:1710334980000000000,SOLUSDT:60:ORIGIN:1710324000000000000:1,SOLUSDT,1,1710334980000000000,1710320460000000000,152.935,151.309,154.90900000000002,1.2140221402214098,152.3825,60,SOLUSDT:60:ORIGIN:1710324000000000000:1,IMPULSE_EXTERNAL_LIQUIDITY,152.204,152.561,154.919,152.935,AUCTION_CONTROL_SURVIVAL,2.4849066497880004,2.4849066497880004,0.25179326834651405,0.7836781207330096,-0.011198113822041075,0.22343324250681537,1.05,0.5495844875346264,2.3097755170463463,-0.24391744369790472,0.141488326072684,0.26251003478726254,0.8329579722514513,106.31967829470067,0.5907356948228902,0.11286715867158638,1.2140221402214098,-0.5158760800017257,0.02577958437902944,9309.3864166,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1710334980000000000,1710337800000000000,152.96,151.29,152.63,-278.11093875,47.0,False,0.0,-278.11093875,-0.9958083390404314,
