plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,source_prominence,effort_ratio,extension_noise,value_reclaim,event_minutes,first_effort,response_flow,risk_bps,risk_range,cost_r,planned_rr,market_move,relative_move,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:LOW:6626:s2:1724459340000000000:1724459700000000000,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:LOW:6626:s2:1724459340000000000,ETHUSDT,1,1724459700000000000,1724459340000000000,2753.36,2750.99,2768.43,6.358649789028486,2754.2,0.0,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:LOW:6626:s2:1724459340000000000,5M_OPPOSING_LIQUIDITY,2752.2549999999997,2756.145,2755.87,2751.0,DEFENDED_AUCTION_PROBE,1.5254087494476478,1.2719994199708011,0.7403598971722023,0.12282414547663667,6.0,1.3286244251500077,0.005749626076606213,8.607664816806903,1.0930053804767168,1.3941063291137208,6.358649789028486,-0.6035648528586564,-0.1284026889480261,10000.0,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724459700000000000,1724461560000000000,2753.75,2750.61,48.587,-286.28334966,31.0,False,0.0,-286.28334966,-0.9542778322,
SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:6695:s2:1724479980000000000:1724480820000000000,SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:6695:s2:1724479980000000000,SOLUSDT,-1,1724480820000000000,1724479980000000000,154.378,154.679,153.98999999999998,1.2890365448504466,154.544,0.0,SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:6695:s2:1724479980000000000,5M_OPPOSING_LIQUIDITY,154.40650000000002,154.6815,154.669,154.24,DEFENDED_AUCTION_PROBE,1.1924227318046292,2.061980198019802,-1.032727272727535,0.5105234340923048,14.0,0.37250449648579503,0.3014037985136251,19.497596807836363,1.7982674499652653,0.615460465116246,1.2890365448504466,-0.22207225048734086,1.0370749650465563,9713.71665034,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724480820000000000,1724481720000000000,154.35,154.71,555.95,-286.0529535,15.0,False,0.0,-286.0529535,-0.9816117551324963,
XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:LOW:6706:s2:1724483880000000000:1724486100000000000,XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:LOW:6706:s2:1724483880000000000,XRPUSDT,1,1724486100000000000,1724483880000000000,0.6096,0.6089,0.6121,3.571428571428322,0.6099,0.0,XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:LOW:6706:s2:1724483880000000000,5M_OPPOSING_LIQUIDITY,0.6095999999999999,0.6102000000000001,0.6102,0.609,DEFENDED_AUCTION_PROBE,1.4444444444444786,2.24294781956714,0.6666666666665433,1.036065470523709,37.0,3.4425287246351397,0.5853431188112468,11.482939632546486,1.9905213270143243,1.0450285714285208,3.571428571428322,0.2759868300536294,-0.6507916700091985,9427.66369684,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1724486100000000000,1724486220000000000,0.6098,0.6087,167362.80000000002,-286.0648659,2.0,False,0.0,-286.0648659,-1.0114378107479738,
ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:6737:s2:1724493360000000000:1724493660000000000,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:6737:s2:1724493360000000000,ETHUSDT,-1,1724493660000000000,1724493360000000000,2771.21,2775.3700000000003,2754.9700000000003,3.9038461538458114,2773.57,0.0,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:6737:s2:1724493360000000000,5M_OPPOSING_LIQUIDITY,2771.915,2775.2250000000004,2775.36,2771.12,DEFENDED_AUCTION_PROBE,1.4532374100719854,1.6876865027950185,-0.13293051359532224,1.3471927682804203,5.0,1.2273167459226657,0.3311396369726459,15.011493174462814,2.084690553746091,0.7993874999999405,3.9038461538458114,0.11943869170322785,0.6523727132090267,9141.59883094,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724493660000000000,1724495340000000000,2770.84,2775.78,34.51,-266.1863281,28.0,False,0.0,-266.1863281,-0.9706045701002356,
BTCUSDT:PROBE:BTCUSDT:5m:PIVOT:LOW:6746:s2:1724495520000000000:1724495940000000000,BTCUSDT:PROBE:BTCUSDT:5m:PIVOT:LOW:6746:s2:1724495520000000000,BTCUSDT,1,1724495940000000000,1724495520000000000,64239.7,64212.3,64358.700000000004,4.3430656934318455,64230.1,0.0,BTCUSDT:PROBE:BTCUSDT:5m:PIVOT:LOW:6746:s2:1724495520000000000,5M_OPPOSING_LIQUIDITY,64209.85,64250.35,64274.0,64212.4,DEFENDED_AUCTION_PROBE,0.9453965723395911,2.0538756491773045,0.32098765432098764,0.4120853095464933,7.0,0.6338248606211346,0.1494682078499654,4.265275211433767,1.1744534933559478,2.8134175182487726,4.3430656934318455,0.6690162008847961,-0.8868090270233175,8875.412502840001,1.0,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724495940000000000,1724496060000000000,64248.99999999999,64203.00000000001,2.283,-251.645958,2.0,False,0.0,-251.645958,-0.9451052103004679,
SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:6766:s2:1724501220000000000:1724503260000000000,SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:6766:s2:1724501220000000000,SOLUSDT,-1,1724503260000000000,1724501220000000000,157.698,158.24099999999999,154.91,5.134438305709253,157.852,0.0,SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:6766:s2:1724501220000000000,5M_OPPOSING_LIQUIDITY,157.692,158.012,158.231,157.35,DEFENDED_AUCTION_PROBE,1.2439261418853587,1.2869468089203866,-2.506249999999941,0.752251117938412,34.0,0.8398419493985764,0.36222596964586845,34.43290339763205,3.121885779992248,0.34850386740332906,5.134438305709253,-0.18486953641398984,0.12150022276092609,8623.76654484,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724503260000000000,1724509740000000000,157.68,158.26,339.9,-250.836003,108.0,False,0.0,-250.836003,-0.9695531594605717,
XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:LOW:6807:s2:1724514060000000000:1724515020000000000,XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:LOW:6807:s2:1724514060000000000,XRPUSDT,1,1724515020000000000,1724514060000000000,0.6191,0.6179,0.6297,8.833333333333535,0.619,0.0,XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:LOW:6807:s2:1724514060000000000,5M_OPPOSING_LIQUIDITY,0.6183,0.6197,0.6201,0.618,DEFENDED_AUCTION_PROBE,1.7464788732394059,1.102439327584122,0.7142857142857596,0.3490237591240414,16.0,1.406055731663578,0.6522650545470711,19.38297528670617,1.460446247464477,0.6191000000000109,8.833333333333535,-0.3672180852156809,-0.48051646695847605,8372.93054184,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1724515020000000000,1724523000000000000,0.6192,0.6178,118393.0,-238.9762705,133.0,False,-7.337473422224001,-246.313743922224,-0.9805955142841188,
BTCUSDT:PROBE:BTCUSDT:5m:PIVOT:LOW:6867:s2:1724532360000000000:1724532780000000000,BTCUSDT:PROBE:BTCUSDT:5m:PIVOT:LOW:6867:s2:1724532360000000000,BTCUSDT,1,1724532780000000000,1724532360000000000,64159.4,64118.8,64306.1,3.6133004926108954,64137.0,0.0,BTCUSDT:PROBE:BTCUSDT:5m:PIVOT:LOW:6867:s2:1724532360000000000,5M_OPPOSING_LIQUIDITY,64116.2,64157.8,64163.2,64118.9,DEFENDED_AUCTION_PROBE,1.1317567567567428,1.4636331170763643,-0.5336538461537949,0.8924608132311153,7.0,1.1324722712469146,0.1994148303922466,6.32798935152114,1.8942457231725283,1.8963369458128756,3.6133004926108954,-0.07102199633536739,-0.2292736783782195,8126.616797920001,1.0,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724532780000000000,1724533080000000000,64169.100000000006,64108.99999999999,1.868,-232.0785454,5.0,False,0.0,-232.0785454,-0.9519276847547854,
SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:LOW:6877:s2:1724534820000000000:1724535000000000000,SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:LOW:6877:s2:1724534820000000000,SOLUSDT,1,1724535000000000000,1724534820000000000,159.245,158.993,161.03,7.0833333333330515,159.223,0.0,SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:LOW:6877:s2:1724534820000000000,5M_OPPOSING_LIQUIDITY,159.03500000000003,159.411,159.471,159.003,DEFENDED_AUCTION_PROBE,1.920697167755959,1.1157482326888681,0.1542553191490777,0.39353769941611216,3.0,1.2107056864291865,0.4055107322271274,15.824672674181894,1.2535234621124802,0.758309523809495,7.0833333333330515,-1.3358150285006838,0.30747740647920185,7894.538252520001,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724535000000000000,1724535420000000000,159.27,158.97,503.1,-230.983272,7.0,False,0.0,-230.983272,-0.9752872370391359,
ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:6903:s2:1724542380000000000:1724543340000000000,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:6903:s2:1724542380000000000,ETHUSDT,-1,1724543340000000000,1724542380000000000,2756.06,2760.0,2729.1600000000003,6.827411167512503,2757.91,0.0,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:6903:s2:1724542380000000000,5M_OPPOSING_LIQUIDITY,2756.375,2759.4449999999997,2759.99,2753.45,DEFENDED_AUCTION_PROBE,1.2106620808253865,1.0141421826097314,-2.0065146579803015,0.3884731636219579,16.0,0.7602109167683935,0.7525514596842384,14.295770048547762,2.4673833629058217,0.8394091370558259,6.827411167512503,-0.40924028029356585,0.044624955590120086,7663.55498052,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724543340000000000,1724543520000000000,2755.67,2760.39,29.635,-221.61141905,3.0,False,0.0,-221.61141905,-0.9639191368031953,
