run_id,scenario_id,ts_event_ns,client_order_id,order_side,last_price,last_quantity,native_commission,extra_cost_to_composite_model,composite_cost_rate
baseline:development-2023,QH-1672600560000000000-78,1672600560000000000,O-20230101-191600-09-000-1,2,16595.3,51.09,152.61369786,483.27670988999995,0.00075
baseline:development-2023,QH-1672600560000000000-78,1672600560000000000,O-20230101-191600-09-000-1,2,16595.2,53.059,158.49444902,501.89908858000007,0.00075
baseline:development-2023,QH-1672600560000000000-78,1672600680000000000,O-20230101-191600-09-000-2,1,16599.2,104.149,311.18221454,985.41034606,0.00075
baseline:development-2023,QH-1672668960000000000-154,1672668960000000000,O-20230102-141600-09-000-4,1,16701.6,44.959,135.15970219,428.00572361,0.00075
baseline:development-2023,QH-1672668960000000000-154,1672668960000000000,O-20230102-141600-09-000-4,1,16701.7,58.15,174.8166939,553.58619735,0.00075
baseline:development-2023,QH-1672668960000000000-154,1672669260000000000,O-20230102-141600-09-000-5,2,16698.4,17.976,54.03067891,171.09714988999997,0.00075
baseline:development-2023,QH-1672668960000000000-154,1672669260000000000,O-20230102-141600-09-000-5,2,16698.3,85.133,255.8837473,810.2985331249998,0.00075
baseline:development-2023,QH-1672838160000000000-342,1672838160000000000,O-20230104-131600-09-000-7,2,16814.4,15.224,46.07683661,145.90998259000003,0.00075
baseline:development-2023,QH-1672838160000000000-342,1672838160000000000,O-20230104-131600-09-000-7,2,16814.3,92.672,280.47866573,888.18244147,0.00075
baseline:development-2023,QH-1672838160000000000-342,1672838400000000000,O-20230104-131600-09-000-8,1,16815.3,18.829,56.99075107,180.47071170499999,0.00075
baseline:development-2023,QH-1672838160000000000-342,1672838400000000000,O-20230104-131600-09-000-8,1,16815.4,89.067,269.58550172,853.6874221300001,0.00075
baseline:development-2023,QH-1673224260000000000-771,1673224260000000000,O-20230109-003100-09-000-10,1,17108.2,74.36,228.98983536,725.13447864,0.00075
baseline:development-2023,QH-1673224260000000000-771,1673225340000000000,O-20230109-003100-09-000-12,2,17181.1,74.36,255.5173192,702.6726278,0.00075
baseline:development-2023,QH-1673226960000000000-774,1673226960000000000,O-20230109-011600-09-000-13,2,17142.3,54.051,166.78052231,528.138320665,0.00075
baseline:development-2023,QH-1673226960000000000-774,1673226960000000000,O-20230109-011600-09-000-13,2,17142.2,27.697,85.46175241,270.62888264000003,0.00075
baseline:development-2023,QH-1673226960000000000-774,1673227320000000000,O-20230109-011600-09-000-14,1,17151.3,29.874,92.22802852,292.05542362999995,0.00075
baseline:development-2023,QH-1673226960000000000-774,1673227320000000000,O-20230109-011600-09-000-14,1,17151.4,51.874,160.14811025,507.1356824500001,0.00075
baseline:development-2023,QH-1673227860000000000-775,1673227860000000000,O-20230109-013100-09-000-16,2,17155.6,33.338,102.9480107,326.00203389999996,0.00075
baseline:development-2023,QH-1673227860000000000-775,1673227860000000000,O-20230109-013100-09-000-16,2,17155.5,46.723,144.28015677,456.88716310499996,0.00075
baseline:development-2023,QH-1673227860000000000-775,1673228340000000000,O-20230109-013100-09-000-17,1,17164.3,77.481,239.38328308999996,758.0470631349999,0.00075
baseline:development-2023,QH-1673227860000000000-775,1673228340000000000,O-20230109-013100-09-000-17,1,17164.4,2.58,7.97114736,25.24196664,0.00075
baseline:development-2023,QH-1673228760000000000-776,1673228760000000000,O-20230109-014600-09-000-19,2,17167.7,73.705,227.76215913,721.246837245,0.00075
baseline:development-2023,QH-1673228760000000000-776,1673228760000000000,O-20230109-014600-09-000-19,2,17167.6,6.527,20.16952654,63.87016736,0.00075
baseline:development-2023,QH-1673228760000000000-776,1673228880000000000,O-20230109-014600-09-000-20,1,17175.3,80.232,248.04156052999997,785.46494167,0.00075
baseline:development-2023,QH-1673252160000000000-802,1673252160000000000,O-20230109-081600-09-000-22,1,17185.2,27.085,83.78300556,265.31285094000003,0.00075
baseline:development-2023,QH-1673252160000000000-802,1673252160000000000,O-20230109-081600-09-000-22,1,17185.3,69.79,215.88517566,683.63638959,0.00075
baseline:development-2023,QH-1673252160000000000-802,1673252220000000000,O-20230109-081600-09-000-23,2,17184.2,20.48,63.34783488,200.60147712,0.00075
baseline:development-2023,QH-1673252160000000000-802,1673252220000000000,O-20230109-081600-09-000-23,2,17184.1,76.395,236.30027751000003,748.2842121149998,0.00075
baseline:development-2023,QH-1673276460000000000-829,1673276460000000000,O-20230109-150100-09-000-25,2,17253.8,79.109,245.68755556,778.01059259,0.00075
baseline:development-2023,QH-1673276460000000000-829,1673276460000000000,O-20230109-150100-09-000-25,2,17253.7,3.293,10.22695814,32.385367435000006,0.00075
baseline:development-2023,QH-1673276460000000000-829,1673276520000000000,O-20230109-150100-09-000-26,1,17258.4,82.402,255.98280182,810.6122057800002,0.00075
baseline:development-2023,QH-1673288160000000000-842,1673288160000000000,O-20230109-181600-09-000-28,2,17371.1,76.15,238.1056677,754.0012810499999,0.00075
baseline:development-2023,QH-1673288160000000000-842,1673288220000000000,O-20230109-181600-09-000-29,1,17377.1,67.862,212.26405684,672.1695133099998,0.00075
baseline:development-2023,QH-1673288160000000000-842,1673288220000000000,O-20230109-181600-09-000-29,1,17377.2,8.288,25.92400205,82.09267315000001,0.00075
baseline:development-2023,QH-1673316060000000000-873,1673316060000000000,O-20230110-020100-09-000-31,1,17187.2,4.54,14.04537984,44.477036160000004,0.00075
baseline:development-2023,QH-1673316060000000000-873,1673316060000000000,O-20230110-020100-09-000-31,1,17187.3,85.632,264.92091725,838.9162379500001,0.00075
baseline:development-2023,QH-1673316060000000000-873,1673316120000000000,O-20230110-020100-09-000-32,2,17186.7,9.833,30.4194278,96.328188025,0.00075
baseline:development-2023,QH-1673316060000000000-873,1673316120000000000,O-20230110-020100-09-000-32,2,17186.6,80.339,248.53576632999997,787.0299267199998,0.00075
baseline:development-2023,QH-1673343960000000000-904,1673343960000000000,O-20230110-094600-09-000-34,2,17245.1,16.73,51.93189414,164.45099810999997,0.00075
baseline:development-2023,QH-1673343960000000000-904,1673343960000000000,O-20230110-094600-09-000-34,2,17245.0,69.365,215.3158965,681.8336722499998,0.00075
baseline:development-2023,QH-1673343960000000000-904,1673344020000000000,O-20230110-094600-09-000-35,1,17245.9,27.467,85.26476435,270.005087125,0.00075
baseline:development-2023,QH-1673343960000000000-904,1673344020000000000,O-20230110-094600-09-000-35,1,17246.0,58.628,181.99772784,576.32613816,0.00075
baseline:development-2023,QH-1673481660000000000-1057,1673481660000000000,O-20230112-000100-09-000-37,1,17937.5,70.692,228.246795,722.7815174999998,0.00075
baseline:development-2023,QH-1673481660000000000-1057,1673481720000000000,O-20230112-000100-09-000-38,2,17932.9,70.692,228.18826202,722.59616308,0.00075
baseline:development-2023,QH-1673492460000000000-1069,1673492460000000000,O-20230112-030100-09-000-40,2,18198.7,65.535,214.67732481,679.811528565,0.00075
baseline:development-2023,QH-1673492460000000000-1069,1673492520000000000,O-20230112-030100-09-000-41,1,18204.3,65.535,214.74338409,680.0207162849999,0.00075
baseline:development-2023,QH-1673498760000000000-1076,1673498760000000000,O-20230112-044600-09-000-43,1,18223.0,58.776,192.79350864,610.51277736,0.00075
baseline:development-2023,QH-1673498760000000000-1076,1673498820000000000,O-20230112-044600-09-000-44,2,18214.7,41.838,137.17199135,434.3779726,0.00075
baseline:development-2023,QH-1673498760000000000-1076,1673498820000000000,O-20230112-044600-09-000-44,2,18214.6,16.938,55.53340106,175.85577003999995,0.00075
baseline:development-2023,QH-1673499660000000000-1077,1673499660000000000,O-20230112-050100-09-000-46,1,18207.6,24.366,79.85634869,252.87843750999997,0.00075
baseline:development-2023,QH-1673499660000000000-1077,1673499660000000000,O-20230112-050100-09-000-46,1,18207.7,45.227,148.22633662,469.38339930499995,0.00075
baseline:development-2023,QH-1673499660000000000-1077,1673500860000000000,O-20230112-050100-09-000-47,2,18205.7,34.141,111.88094467,354.289658105,0.00075
baseline:development-2023,QH-1673499660000000000-1077,1673500860000000000,O-20230112-050100-09-000-47,2,18205.6,35.452,116.17648762,367.89221077999986,0.00075
baseline:development-2023,QH-1673502360000000000-1080,1673502360000000000,O-20230112-054600-09-000-49,1,18152.4,50.428,164.7700609,521.7718595000001,0.00075
baseline:development-2023,QH-1673502360000000000-1080,1673502540000000000,O-20230112-054600-09-000-50,2,18140.5,50.428,164.66204412,521.42980638,0.00075
baseline:development-2023,QH-1673503260000000000-1081,1673503260000000000,O-20230112-060100-09-000-52,1,18097.4,40.872,133.1418479,421.6158517,0.00075
baseline:development-2023,QH-1673503260000000000-1081,1673511180000000000,O-20230112-060100-09-000-53,2,18077.8,40.872,132.99765149,421.1592297099999,0.00075
baseline:development-2023,QH-1673517660000000000-1097,1673517660000000000,O-20230112-100100-09-000-55,2,18151.7,51.943,169.71367556,537.4266392650001,0.00075
baseline:development-2023,QH-1673517660000000000-1097,1673518920000000000,O-20230112-100100-09-000-56,1,18160.2,36.626,119.72438734,379.12722655999994,0.00075
baseline:development-2023,QH-1673517660000000000-1097,1673518920000000000,O-20230112-100100-09-000-56,1,18160.3,15.317,50.06903672,158.55194960500003,0.00075
baseline:development-2023,QH-1673535660000000000-1117,1673535660000000000,O-20230112-150100-09-000-58,1,18013.9,28.724,93.13762745,294.93582025000006,0.00075
baseline:development-2023,QH-1673535660000000000-1117,1673544540000000000,O-20230112-150100-09-000-60,2,18220.0,28.724,104.670256,287.843204,0.00075
baseline:development-2023,QH-1673555460000000000-1139,1673555460000000000,O-20230112-203100-09-000-61,2,18936.1,55.13,187.91049474,595.04990001,0.00075
baseline:development-2023,QH-1673555460000000000-1139,1673555640000000000,O-20230112-203100-09-000-62,1,18943.1,55.13,187.97995854,595.26986871,0.00075
baseline:development-2023,QH-1673556360000000000-1140,1673556360000000000,O-20230112-204600-09-000-64,2,18920.8,34.974,119.11249066,377.18955373999995,0.00075
baseline:development-2023,QH-1673556360000000000-1140,1673556720000000000,O-20230112-204600-09-000-65,1,18946.5,34.974,119.27428038,377.70188786999995,0.00075
