plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,move_3,flow_3,efficiency_3,location_3,move_15,flow_15,efficiency_15,location_15,move_60,flow_60,efficiency_60,location_60,move_240,flow_240,efficiency_240,location_240,context_scale,context_age,source_strength,body,wick,activity,range_expansion,impact_residual,flow_change,basis,basis_change,basis_dislocation,market_5,market_15,market_60,relative_15,relative_60,context_15,context_60,channel_location,source_age,source_kind,event_age,penetration,event_flow,event_activity,return_depth,return_activity,origin_overlap,entry_distance,risk_range,risk_bps,cost_r,planned_rr,target_range,is_origin_return,controller_age,controller_progress,controller_distance,controller_scale,context_240,pullback_depth,pullback_effort,initiative_effort,defense_frame,defense_body,return_effort,return_progress,peer_direction,peer_flow,m_opponent_markout_1,m_own_markout_1,m_trapped_opponent_1,m_trapped_self_1,m_extreme_flow_1,m_extreme_share_1,m_late_flow_1,m_late_progress_1,m_flow_price_alignment_1,m_opponent_markout_5,m_own_markout_5,m_trapped_opponent_5,m_trapped_self_5,m_extreme_flow_5,m_extreme_share_5,m_late_flow_5,m_late_progress_5,m_flow_price_alignment_5,x_spot_move_15,x_relative_move_15,x_spot_flow_15,x_relative_flow_15,x_oi_change_15,x_spot_move_60,x_relative_move_60,x_spot_flow_60,x_relative_flow_60,x_oi_change_60,x_index_basis,x_premium,x_premium_change,x_spot_activity,x_futures_activity,label_closed,label_net_r,label_win,label_target,label_hold,label_ambiguous,month,forecast,utility
XRPUSDT:60:1723500000000000000:-1:PULLBACK:1723746600000000000:1723767780000000000:1,XRPUSDT:60:1723500000000000000:-1:PULLBACK:1723746600000000000,XRPUSDT,-1,1723767780000000000,1723746600000000000,0.5612,0.5623,0.5594,1.636363636363673,0.5596,3.584962500721156,60:1723500000000000000:-1,OBSERVED_OPPOSING_STRUCTURE,0.5612,0.5613,0.5612,0.5505,DIRECTED_RENEWED_DEFENSE,-0.47619047619053156,-0.2269453446219198,-0.4545454545455096,-0.7777777777778052,-1.0476190476190426,0.10514302545540752,-0.3333333333333109,-0.9090909090909183,-0.7619047619047871,0.11885155255433204,-0.05882352941176663,-0.5000000000000397,-8.285714285714361,0.025336634179038853,-0.12663755458515286,-0.8541666666666818,0.0,0.0,1.8923076923076871,-0.8571428571428799,0.1428571428571202,0.7687636861062128,1.0142599825710354,-0.5541825170840203,0.03597426353773198,1.8189848211858095,-0.03008371389001674,0.7395539817510687,-1.0120959612929445,-0.9488945635373729,-0.587796911172444,-0.09872448408166967,-0.17410785073234303,-1.0,-0.0,-0.4063371356147605,4.241326752570746,0.0,5.869296913133774,2.4761904761904256,-0.14538332891532268,3.939408783477754,1.175824175824181,0.7529442455721497,1.0,-1.5238095238095741,1.0476190476190426,19.600855310049713,0.6128181818181874,1.636363636363673,1.7142857142857444,1.0,1.929103030738932,8.666666666666702,7.333333333333298,3.584962500721156,1.0,8.952380952380958,0.9856701514138244,0.8726453364502849,5.0,1.3333333333334039,0.3677731066351222,-1.2380952380953187,-0.9412673879443069,-0.1256740919839397,,,,,,,,,,,,,,,,,,,-1.238426804181228,0.1897797014900121,-0.06842323443655546,0.17356625989196234,-12.898885099552615,-0.9523812043773888,0.18993287183188387,-0.011832365984087649,0.1306839185384199,-13.576204587728569,6.9426107368142365,4.1682999999999995,-3.7187000000000006,0.7659315247538572,0.4049861871516717,1723770180000000000,0.7383965097092363,1,1,40.0,False,2024-08,0.5,0.38718181818181263
XRPUSDT:60:1723500000000000000:-1:PULLBACK:1723746600000000000:1723768440000000000:1,XRPUSDT:60:1723500000000000000:-1:PULLBACK:1723746600000000000,XRPUSDT,-1,1723768440000000000,1723746600000000000,0.5612,0.5623,0.5594,1.636363636363673,0.5596,3.584962500721156,60:1723500000000000000:-1,OBSERVED_OPPOSING_STRUCTURE,0.5612,0.5613,0.5612,0.5505,DIRECTED_RENEWED_DEFENSE,-0.7619047619047871,-0.30305097188561114,-1.0,-0.8181818181818366,-0.7619047619047871,-0.0699208340469859,-0.19047619047620182,-0.8461538461538594,0.4761904761904258,0.15393061244133918,0.03546099290779751,-0.5000000000000397,-7.80952380952383,0.02147036001335663,-0.11849710982658875,-0.849462365591414,0.0,0.0,1.8923076923076871,-0.7500000000000346,-0.0,0.6151621527446661,1.0876231670925431,-0.4684869657022153,-0.14972582976334375,1.7815784785313316,3.006826762698145,0.6559340451100841,-0.5554722638680609,0.45408880780740746,1.7334951026408483,-1.2159935697121944,-1.2573046264504224,-1.0,-0.0,-0.3115335868187785,4.241326752570746,0.0,5.8998973535824915,2.4761904761904256,-0.14538332891532268,3.939408783477754,1.175824175824181,0.7185388148543238,1.0,-1.5238095238095741,1.0476190476190426,19.600855310049713,0.6128181818181874,1.636363636363673,1.7142857142857444,1.0,1.955388893009857,8.666666666666702,7.333333333333298,3.584962500721156,1.0,8.952380952380958,0.9856701514138244,0.8726453364502849,5.0,1.3333333333334039,0.3561684038592563,-1.2380952380953187,0.6812164579606231,0.04962339901192859,,,,,,,,,,,,,,,,,,,-0.8570666806337055,0.09461834808820065,0.03044053504417532,-0.10036136909116225,4.583594966263149,0.3804778167269596,0.09550065490876364,0.08823664406636521,0.06569396837497422,-5.342289211789364,4.898703869387067,5.686000000000001,2.5677000000000008,0.8346679059327899,0.31562380300360865,1723770180000000000,0.7383965097092363,1,1,29.0,False,2024-08,0.5,0.38718181818181263
XRPUSDT:60:1723500000000000000:-1:PULLBACK:1723746600000000000:1723768740000000000:1,XRPUSDT:60:1723500000000000000:-1:PULLBACK:1723746600000000000,XRPUSDT,-1,1723768740000000000,1723746600000000000,0.5612,0.5623,0.5573,3.545454545454591,0.5596,3.584962500721156,60:1723500000000000000:-1,OBSERVED_OPPOSING_STRUCTURE,0.5612,0.5613,0.5612,0.5505,DIRECTED_RENEWED_DEFENSE,0.7619047619047871,0.19919487886882484,1.0,1.0,-0.28571428571436125,-0.010019733281855927,-0.0731707317073382,-0.1428571428571277,-0.19047619047617034,0.12936364085070517,-0.013513513513511892,-0.3999999999999926,-7.333333333333404,0.021780469214603422,-0.1104734576757533,-0.8085106382978713,0.0,0.0,1.8923076923076871,0.75,0.25,0.5469015695242254,0.665201250169335,0.07046451892391925,0.5440418270087777,2.4129956517071616,0.63141717317583,0.9502848897170779,0.035344827586204254,0.21667354945282036,0.9454760767030224,-0.5023878351671816,-1.1359522671791926,-1.0,-0.0,-0.26844106463881734,4.241326752570746,0.0,5.91350300563827,2.4761904761904256,-0.14538332891532268,3.939408783477754,1.175824175824181,0.7407781779117004,1.0,-1.5238095238095741,1.0476190476190426,19.600855310049713,0.6128181818181874,3.545454545454591,3.7142857142857446,1.0,1.9671123567059163,8.666666666666702,7.333333333333298,3.584962500721156,1.0,8.952380952380958,0.9856701514138244,0.8726453364502849,5.0,1.3333333333334039,0.35906244829752426,-1.2380952380953187,0.4258620689654938,0.11809271831642733,,,,,,,,,,,,,,,,,,,-0.2854853751536883,-0.0003053047559146004,0.07984177470451378,-0.08986150798637053,-3.8008451442550495,-0.47589371007669784,0.28538357065949044,0.06737643174519384,0.06198720910551156,-22.96489669955548,10.461069376580534,6.6811,0.5486999999999994,0.8770597089570558,0.39295335627194566,1723773780000000000,-0.9693370496442958,0,0,84.0,False,2024-08,0.5,0.38718181818181263
XRPUSDT:60:1723500000000000000:-1:PULLBACK:1723746600000000000:1723768800000000000:1,XRPUSDT:60:1723500000000000000:-1:PULLBACK:1723746600000000000,XRPUSDT,-1,1723768800000000000,1723746600000000000,0.5613,0.5623,0.5573,4.0,0.5596,3.584962500721156,60:1723500000000000000:-1,OBSERVED_OPPOSING_STRUCTURE,0.5612,0.5613,0.5612,0.5505,DIRECTED_RENEWED_DEFENSE,0.2857142857142555,0.08909684024629004,0.6,0.6,-1.1428571428571277,-0.07564512104332978,-0.3529411764705863,-0.23809523809521282,-0.19047619047617034,0.13413177343100957,-0.013513513513511892,-0.4666666666666519,-6.952380952380957,0.022304172651998758,-0.10533910533910457,-0.8297872340425496,0.0,0.0,1.8923076923076871,-0.9999999999998899,-0.0,0.24016939225165737,0.21281370181263393,0.16592423871130318,-0.6105389256190199,-1.270783239373241,-1.270783239373241,-1.1860264960414038,0.17672413793102504,-0.42713194301055496,0.8733480669583503,-0.7157251998465728,-1.0638242574345207,-1.0,-0.0,-0.2978453738910505,4.241326752570746,0.0,5.916202062607435,2.4761904761904256,-0.14538332891532268,3.939408783477754,1.1868131868131906,0.7389796344372509,1.0,-1.6190476190476593,0.9523809523809574,17.81578478531981,0.6741599999999994,4.0,3.8095238095238297,1.0,1.9694406464655074,8.666666666666702,7.238095238095213,3.584962500721156,1.0,8.952380952380958,0.9856701514138244,0.8726453364502849,5.0,1.3333333333334039,0.35719791011263174,-1.3333333333334039,-0.09827586206899404,0.1124255481552415,,,,,,,,,,,,,,,,,,,-1.1430612236345754,-0.0010193170107255555,-0.010673988095134465,-0.06497113294819619,-12.862160282978152,-0.28553624567670216,0.09502611230917747,0.07520458888782797,0.058927184543181826,-29.96392540094206,7.061107115081677,7.3568999999999996,0.4297000000000003,0.817788916740435,0.3759654718683332,1723773780000000000,-0.9675603800519184,0,0,83.0,False,2024-08,0.5,0.3258400000000006
BTCUSDT:240:1723449600000000000:-1:PULLBACK:1723755600000000000:1723775340000000000:1,BTCUSDT:240:1723449600000000000:-1:PULLBACK:1723755600000000000,BTCUSDT,-1,1723775340000000000,1723755900000000000,57715.3,57789.1,57342.1,5.05691056910605,57615.0,5.584962500721156,240:1723449600000000000:-1,OBSERVED_OPPOSING_STRUCTURE,57691.2,57718.3,57752.6,57062.1,DIRECTED_RENEWED_DEFENSE,-0.668417596848348,-0.4168847473903226,-0.7485294117647273,-0.4902564102564402,-2.305975049244951,-0.3968273647900846,-0.6189636940430093,-0.7755194218608998,-3.198292843072936,-0.22169547167376455,-0.24962845282632726,-0.8442494515825845,-0.5541694024950877,0.013457709764269209,-0.01191282746160826,-0.6580784363497987,0.0,0.0,2.600801295712211,-0.6696113074205089,0.25500588928147755,2.185628794867457,1.4814938143225043,-0.49149552152428705,-0.1292747432257625,0.13860950410671258,0.13860950410671258,-0.431901138589333,-1.0274705196137837,-2.041160100633906,-3.1665558628619968,-0.2648149486110447,-0.03173698021093907,1.0,1.0,-3.522538007287321,3.1032779001171544,0.0,5.783825182329737,5.92317793827973,-0.11066900999544448,4.039174706162884,1.181407126062584,2.185628794867457,1.0,-0.658568614576516,0.4845699277741037,12.786903992528087,0.9390601626016816,5.05691056910605,2.4504267892318197,1.0,1.943526357700037,10.807616546290268,1.7380170715692604,5.584962500721156,-0.0,12.350623768877275,0.31616973677422466,0.20970900814959134,5.0,0.5167432698620976,1.0021470642964374,-0.7465528562048911,-1.8954635108481326,-0.2459814749935264,,,,,,,,,,,,,,,,,,,-2.304638984748158,-0.008380633722438897,-0.17405185125362116,-0.22277551353646308,-7.651098113026222,-3.2445052213052428,0.03263963656006041,-0.13746488490259845,-0.08423058677116599,-52.93812277869847,3.987701141640043,3.777,0.030100000000000134,0.7530971050203756,0.9118985652075571,1723775400000000000,-0.9612321848041127,0,0,1.0,False,2024-08,0.5,0.06093983739831843
XRPUSDT:60:1723500000000000000:-1:PULLBACK:1723753200000000000:1723776420000000000:1,XRPUSDT:60:1723500000000000000:-1:PULLBACK:1723753200000000000,XRPUSDT,-1,1723776420000000000,1723773600000000000,0.5658,0.5667,0.5646,1.3333333333332922,0.5596,3.584962500721156,60:1723500000000000000:-1,OBSERVED_OPPOSING_STRUCTURE,0.5656,0.566,0.5663,0.5645,DIRECTED_RENEWED_DEFENSE,-1.1428571428571277,-0.12868767326129968,-1.0,-0.8571428571428685,-0.0,0.09430382638474236,-0.0,-0.23809523809521282,-6.285714285714255,-0.1846953537551755,-0.34374999999999495,-0.7999999999999945,-4.952380952380957,-0.008484793123278187,-0.08580858085808507,-0.8181818181818137,0.0,0.0,1.8923076923076871,-0.3333333333333333,-0.3333333333333333,0.3119014627991504,0.7407752295491398,-0.3497370492067427,0.4753550834976333,0.5789696588098803,0.13369911800564793,-0.19663883719832514,-0.15283690069347697,0.7262879315460485,-5.483737294761492,-0.7262879315460485,-0.8019769909527632,-0.0,-0.0,-4.303787878787787,4.343805421853684,0.0,3.8712010109078907,0.2857142857142555,-0.217027838753517,3.785700826914826,0.26530612244897217,0.3519111512769064,1.0,-5.904761904761915,0.8571428571428722,15.906680805938706,0.7549999999999899,1.3333333333332922,1.1428571428571277,1.0,2.2282206777051834,8.666666666666702,2.9523809523809574,3.584962500721156,1.0,15.333333333333403,0.7307625524607249,0.5849699062713212,5.0,1.2380952380953187,0.30556615171383333,-0.8571428571428722,0.913214990138046,0.08966313309776207,,,,,,,,,,,,,,,,,,,-0.09517921827397381,0.09517921827397381,0.1849766188511238,-0.09067279246638173,-35.58169088218932,-6.414471865741577,0.09180885154849106,-0.10638972482814575,-0.07830562892702965,-47.612635427647376,4.577613730524233,3.7609,3.7609,0.6922918827854572,1.089900549509466,1723776780000000000,0.45696316194807135,1,1,6.0,False,2024-08,0.5,0.2450000000000101
ETHUSDT:60:1723762800000000000:1:PULLBACK:1723778700000000000:1723780740000000000:1,ETHUSDT:60:1723762800000000000:1:PULLBACK:1723778700000000000,ETHUSDT,-1,1723780740000000000,1723778700000000000,2578.55,2581.44,2575.25,1.1418685121108398,2588.42,3.584962500721156,60:1723762800000000000:1,OBSERVED_OPPOSING_STRUCTURE,2578.32,2579.93,2581.43,2575.24,DIRECTED_RENEWED_DEFENSE,-0.19952494061761003,-0.205623368014337,-1.0,-0.8159999999999854,-0.15993665874904348,-0.1414071864368552,-0.06675479180437213,-0.10419906687411262,2.129849564528852,0.054933889652172156,0.17228128602536216,0.6055555555555354,-1.5360253365004257,0.03829053158976858,-0.025143864378662343,0.0506547208821434,0.0,0.0,2.63460183227624,-0.7669902912619516,0.21359223300947297,0.21501060174617107,0.3806962750056306,0.006506167407136554,-0.4379814306108805,-0.0,-0.6629141793368376,-0.16918575145524503,-0.062006133622070775,0.06056507516604559,2.2878334173236894,-0.22050173391508907,-0.15798385279483718,-0.0,1.0,1.8516514157797381,1.6894806201076369,0.0,3.5553480614894135,-0.9627870150435273,-0.21638408572168133,3.0742884942517454,0.2511380880121644,0.21501060174617107,1.0,1.5629453681709906,0.4576405384006093,11.207849372708974,1.0712782006920887,1.1418685121108398,0.5225653206651074,1.0,0.550046336919272,2.1250989707046646,4.828186856690343,3.584962500721156,1.0,1.0720506730007797,0.6017878202259155,0.4298967347354109,5.0,0.6492478226444772,0.2192650052994617,-0.12509897070466458,0.2854914196567814,0.15463898225196132,,,,,,,,,,,,,,,,,,,-0.1408799226997665,-0.01908806726621536,-0.04451280718756489,-0.09689437924929345,6.947801465226888,2.162490542104894,-0.03817650127758924,0.09775810438706169,-0.042824214734889524,43.48541785478943,4.69652278826449,4.6823999999999995,-0.3630000000000007,0.38246779234554296,0.3396303847897702,1723781040000000000,-0.9587025798509434,0,0,5.0,False,2024-08,0.5,-0.07127820069208868
ETHUSDT:60:1723762800000000000:1:PULLBACK:1723778700000000000:1723780800000000000:1,ETHUSDT:60:1723762800000000000:1:PULLBACK:1723778700000000000,ETHUSDT,-1,1723780800000000000,1723778700000000000,2578.62,2581.44,2575.25,1.1950354609927998,2588.42,3.584962500721156,60:1723762800000000000:1,OBSERVED_OPPOSING_STRUCTURE,2578.32,2579.93,2581.43,2575.24,DIRECTED_RENEWED_DEFENSE,-0.1900237529690907,-0.1412275450268234,-1.0,-0.8352941176470126,-0.047505938242236666,-0.12496036756774086,-0.020804438280146755,-0.1259720062208345,2.275534441805189,0.05692283951523123,0.18626053143227644,0.5975541967759939,-1.566112430720473,0.0377111171421282,-0.025639696160526703,0.04824259131633668,0.0,0.0,2.63460183227624,-0.17073170731642393,0.19512195121940398,0.12447432605594562,0.16985200077044338,0.035706677044917354,-0.11029747264539212,0.021476092277872283,0.060298680812920225,-0.14665458470836504,-0.3648008887514874,0.23393852246780694,2.486182537071852,-0.2814444607100436,-0.2106480952666634,-0.0,1.0,1.8636845619133557,1.6894806201076369,0.0,3.58351893845611,-0.9627870150435273,-0.21638408572168133,3.0742884942517454,0.25644916540212703,0.17116471848459167,1.0,1.551860649247838,0.44655581947745676,10.936082090421094,1.0978851063829147,1.1950354609927998,0.53365003958826,1.0,0.5596157879354227,2.1250989707046646,4.817102137767191,3.584962500721156,1.0,1.0720506730007797,0.6017878202259155,0.4298967347354109,5.0,0.6492478226444772,0.17399698428633542,-0.13618368962781713,0.2925117004680254,0.1848532774092521,,,,,,,,,,,,,,,,,,,-0.05223030173519162,0.0047215998271913666,-0.07194370043870092,-0.053016667129043196,11.774163784394887,2.228588247597359,0.0406291619132319,0.09722955087654554,-0.0403067113613143,39.616747901103366,4.684067691256288,4.6638,0.1458000000000004,0.3690416101188304,0.33031455863873954,1723781040000000000,-0.9582335407873341,0,0,4.0,False,2024-08,0.5,-0.0978851063829147
ETHUSDT:60:1723762800000000000:1:PULLBACK:1723778700000000000:1723780920000000000:1,ETHUSDT:60:1723762800000000000:1:PULLBACK:1723778700000000000,ETHUSDT,-1,1723780920000000000,1723778700000000000,2579.26,2581.44,2575.25,1.8394495412846419,2588.42,3.584962500721156,60:1723762800000000000:1,OBSERVED_OPPOSING_STRUCTURE,2578.32,2579.93,2581.43,2575.24,DIRECTED_RENEWED_DEFENSE,-0.11243072050673479,-0.12866089217731297,-0.25088339222616773,-0.8720538720541329,-0.11401425178151202,-0.12051043184028618,-0.04793608521972262,-0.32503888024893524,1.5391923990498362,0.04626806924515523,0.1280632411067181,0.4674999999999727,-1.6943784639746922,0.037716552773420495,-0.027861681074888976,0.026188835286001466,0.0,0.0,2.63460183227624,-0.5796610169492006,-0.30508474576291567,0.6999916464461835,0.8564407812198479,-0.2017797234720326,-0.005004216304788978,-0.0,-0.16915265079187058,-0.17920328979068326,-0.0002849800839497679,0.5431370281951324,2.3726025032651044,-0.6571512799766445,-0.8334101042152682,-0.0,-0.0,1.8602599850763504,1.6894806201076369,0.0,3.6375861597263857,-0.9627870150435273,-0.21638408572168133,3.0742884942517454,0.3050075872534406,0.3809911118273557,1.0,1.4505146476642559,0.3452098178938745,8.452036630660873,1.4203761467890976,1.8394495412846419,0.6349960411718423,1.0,0.5784842722398055,2.1250989707046646,4.715756136183608,3.584962500721156,1.0,1.0720506730007797,0.6017878202259155,0.4298967347354109,5.0,0.6492478226444772,0.3785140168591099,-0.23752969121139939,0.5998439937597754,0.14609721230153194,,,,,,,,,,,,,,,,,,,-0.11871812804193208,0.00468795976859468,-0.06034140774660467,-0.060169024093684534,11.774163784394887,1.570160287456302,-0.033860863313050736,0.0895349955463684,-0.04326692630121316,39.616747901103366,5.079918886871093,5.1366,0.28990000000000005,0.40655751922318295,0.35079117233768675,1723781040000000000,-0.9533954163689196,0,0,2.0,False,2024-08,0.5,-0.4203761467890976
BTCUSDT:60:1723791600000000000:1:PULLBACK:1723803300000000000:1723806420000000000:1,BTCUSDT:60:1723791600000000000:1:PULLBACK:1723803300000000000,BTCUSDT,-1,1723806420000000000,1723803300000000000,58404.9,58420.1,58333.9,4.671052631579842,58619.9,3.584962500721156,60:1723791600000000000:1,OBSERVED_OPPOSING_STRUCTURE,58390.4,58405.7,58413.9,58333.8,DIRECTED_RENEWED_DEFENSE,-0.5617114646187992,0.19048699457094231,-1.0,-0.9969135802469586,-0.17663192539767733,0.1177863684894225,-0.07301587301586883,-0.6496519721577945,0.8239166209544415,0.07820465943582858,0.054773539493837224,-0.22167487684728782,0.5046626439934094,0.014404746415799512,0.008019525801952601,0.1726551563228954,0.0,0.0,1.6525021779111408,-0.7500000000001197,-0.2456140350876633,0.40158551136948595,0.7888882297696118,-0.32109591793166564,-0.3519005474592535,0.01712182176150101,-0.3188299568579467,-0.54532992416985,-0.08971146618352015,0.23538859870607848,0.9444635769421976,-0.4120205241037558,-0.12054695598775611,-1.0,-1.0,0.42472570080349925,1.4469189829363254,0.0,3.970291913552122,-1.6884256719692705,0.037684767091355695,3.223609180197788,0.2485145054176823,0.40158551136948595,1.0,2.358749314317022,0.16675809105865988,2.6025213637891835,4.61151315789562,4.671052631579842,0.7789358200767841,1.0,0.6241543090729939,3.8551837630279304,2.758091058694352,3.584962500721156,1.0,1.7849698299505703,0.42916158799377496,0.34474281525264416,5.0,0.3993417443774095,0.2604345487332592,-0.3752057048821044,0.28402366863905726,0.21525065613528271,,,,,,,,,,,,,,,,,,,-0.13643506982651693,-0.04022120538394726,0.416172832892963,-0.2983864644035376,5.707324897663568,0.950947931667032,-0.12756057407063245,0.2602838833335574,-0.18207922389772865,8.453983492984207,2.577157837263533,2.5615,-1.6427,0.4456819204835635,0.3281316332618299,1723806660000000000,0.26656136094729344,1,1,4.0,False,2024-08,0.5,-3.6115131578956197
