index,total,locked,free,currency,account_id,account_type,base_currency,margins,reported,info
2024-06-24 00:00:00+00:00,100000.00000000,0.00000000,100000.00000000,USDT,BINANCE-001,MARGIN,USDT,[],True,{}
2024-07-03 00:41:59.999000+00:00,99841.81851951,6.74907650,99835.06944301,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '6.74907650', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{}
2024-07-03 00:41:59.999000+00:00,99841.81851951,6.74907650,99835.06944301,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '6.74907650', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{}
2024-07-03 00:41:59.999000+00:00,99841.81851951,6.74907650,99835.06944301,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '42.67946050', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{}
2024-07-03 00:41:59.999000+00:00,98999.70060573,42.67946050,98957.02114523,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '25.59158952', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{}
2024-07-03 00:50:59.999000+00:00,98460.96035650,25.59158952,98435.36876698,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '25.59158952', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{}
2024-07-03 00:50:59.999000+00:00,98460.96035650,25.59158952,98435.36876698,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '25.59158952', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{}
2024-07-03 00:50:59.999000+00:00,97651.78749743,0.00000000,97651.78749743,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2024-07-03 00:50:59.999000+00:00,97651.78749743,0.00000000,97651.78749743,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2024-07-03 23:07:59.999000+00:00,97192.80605633,19.58320815,97173.22284818,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '19.58320815', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{}
2024-07-03 23:07:59.999000+00:00,97192.80605633,19.58320815,97173.22284818,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '19.58320815', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{}
2024-07-03 23:07:59.999000+00:00,97192.80605633,19.58320815,97173.22284818,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '35.36940061', 'currency': 'USDT', 'instrument_id': 'ETHUSDT-PERP.BINANCE'}]",False,{}
