plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,move_3,flow_3,efficiency_3,location_3,move_15,flow_15,efficiency_15,location_15,move_60,flow_60,efficiency_60,location_60,move_240,flow_240,efficiency_240,location_240,context_scale,context_age,source_strength,body,wick,activity,range_expansion,impact_residual,flow_change,basis,basis_change,basis_dislocation,market_5,market_15,market_60,relative_15,relative_60,context_15,context_60,channel_location,source_age,source_kind,event_age,penetration,event_flow,event_activity,return_depth,return_activity,origin_overlap,entry_distance,risk_range,risk_bps,cost_r,planned_rr,target_range,is_origin_return,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
BTCUSDT:FVG:60:1723780800000000000:1:1723782000000000000:0,BTCUSDT:FVG:60:1723780800000000000:1,BTCUSDT,1,1723782000000000000,1723781760000000000,57925.9,57766.200000000004,58187.9,1.6405760801503118,57770.0,0.0,5:1723780200000000000:-1,OBSERVED_OPPOSING_STRUCTURE,57770.0,57770.0,57950.0,57766.3,LIQUIDITY_RECLAIM,0.5706625813864452,0.5441793914752145,0.7688338493292516,0.5111561866125984,0.18307162006895128,0.07199907410500796,0.054479142922274924,0.622775800711753,-1.9854461891995292,-0.10000885242922258,-0.16212159119339145,-0.23782234957019954,2.8341631558789895,0.027434737154158634,0.04630904403113969,0.20575097710776258,3.584962500721156,0.2876820724517809,1.8346333853354324,-0.2647754137114969,0.12529550827429187,0.5758263785583113,0.658480628378367,-0.16892794178110213,-0.16046856981463126,-0.7786968278589157,-0.7959898177989366,-0.4537708530715838,0.6277307722165049,-0.04975939602105919,-1.7110775249795394,0.23283101609001047,-0.27436866421998984,-1.0,0.0,7.425078527453129,1.8245492920510458,0.0,1.6094379124341003,0.0283416315587676,0.3169817878198362,1.5530422391690568,0.1338888888888808,0.0,0.0,1.194178475679834,1.2232860972807198,27.56970543401088,0.43466036318097223,1.6405760801503118,2.0068939103791763,0.0,100000.0,0.5653396368190278,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1723782000000000000,1723784040000000000,57935.5,58187.9,12.365,2618.84109455,34.0,False,0.0,2618.84109455,0.8729470315166666,0.5
SOLUSDT:FVG:60:1723795200000000000:1:1723797900000000000:0,SOLUSDT:FVG:60:1723795200000000000:1,SOLUSDT,1,1723797900000000000,1723796640000000000,143.873,143.38,144.853,1.9878296146045196,143.76,1.584962500721156,15:1723793400000000000:-1,OBSERVED_OPPOSING_STRUCTURE,143.76,143.76,144.148,143.39,LIQUIDITY_RECLAIM,0.3014416775884251,0.34401519949335024,0.5348837209299928,0.5190839694655229,0.6107470511140529,0.0971563006407989,0.19020408163265287,0.7692307692307172,-1.7169069462647997,-0.02168924616501103,-0.10984403823578871,-0.3441955193482692,4.550458715596442,0.00048362650273234975,0.0740298507462679,0.37361594432141176,3.584962500721156,0.5596157879354227,1.2049763033175391,-0.030000000000144952,-0.23000000000025864,0.33645244915543515,0.4528178499283462,-0.2070270564694504,-0.11180509867712668,-2.5172277831475576,-1.821299658603115,-1.547441421066727,0.6101389900937084,0.5887215107383319,-0.09937372992488122,0.02202554037572102,-1.6175332163399185,1.0,0.0,-2.100807590218543,1.5260563034950494,0.0,3.091042453358316,0.9698558322411948,-0.010237418160174592,3.529994144383354,0.7087628865979433,0.0,0.0,0.2961992136304141,1.2922673656618873,34.26633211234874,0.34959797160243755,1.9878296146045196,2.568807339449667,0.0,102618.84109454999,0.6504020283975624,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1723797900000000000,1723802940000000000,143.91,143.35,4267.15,-3002.4947545,84.0,False,0.0,-3002.4947545,-0.9752902821336644,0.5
BTCUSDT:FVG:15:1723804200000000000:-1:1723808100000000000:0,BTCUSDT:FVG:15:1723804200000000000:-1,BTCUSDT,-1,1723808100000000000,1723807320000000000,58372.9,58600.1,58024.7,1.53257042253525,58466.0,0.0,5:1723803900000000000:1,OBSERVED_OPPOSING_STRUCTURE,58466.0,58466.0,58600.0,58369.4,LIQUIDITY_RECLAIM,0.9706411024565523,0.28448773545641287,1.0,0.9172576832151286,-0.2037147992810048,0.06578850294535851,-0.032894736842106004,0.8277665995975738,-0.8987417615338448,0.057526814447922174,-0.05210504376823803,0.07097382692760823,-0.34991012582389586,0.010433872551997209,-0.005057152753724377,0.1796793670622453,1.584962500721156,1.6739764335716716,2.2178551375630944,0.8398692810456965,-0.06862745098034786,0.38190003170242437,0.5479819389281154,0.12052775381424369,-0.03742010114651473,0.6028276921954401,-0.06868073511911987,0.2114472971847885,0.5702048417131822,-0.39077955532909786,-0.20507978456491494,0.18706475604809306,-0.6936619769689298,-1.0,-1.0,0.6586975531686804,2.517696472610991,0.0,2.639057329615259,1.6057519472738027,0.0682389949751435,3.5897873145454104,0.03623188405797156,0.0,0.0,1.1156381066506618,2.722588376273159,38.922171075961124,0.30890757042253914,1.53257042253525,4.172558418214516,0.0,99616.34634005,0.6910924295774609,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1723808100000000000,1723811040000000000,58364.5,58024.700000000004,9.693,2898.33116733,49.0,False,0.0,2898.33116733,0.9698311819348293,0.5
SOLUSDT:OB:60:1723867200000000000:-1:1723887900000000000:0,SOLUSDT:OB:60:1723867200000000000:-1,SOLUSDT,-1,1723887900000000000,1723869780000000000,139.601,140.119,138.995,1.1698841698841578,139.70066666666668,3.584962500721156,CHANNEL:60:60:1723863600000000000:1:1,OBSERVED_OPPOSING_STRUCTURE,139.70066666666668,139.70066666666668,140.109,139.509,LIQUIDITY_RECLAIM,1.0271317829458113,0.5364456785838251,1.0,0.9932885906039949,0.5387596899225287,0.06470700280800497,0.13100848256362427,0.996070726915502,-2.2945736434109425,-0.037894037093664824,-0.14361960213488764,-0.1596360628618554,-0.3953488372093241,0.01998997974538276,-0.006444275966641546,-0.3573687539531889,3.584962500721156,1.9095425048844383,1.0,0.9921259842519315,-0.007874015748068501,0.6583462063973753,0.7063977257658419,0.12575703712668157,0.3076390220808793,0.41876599583878793,-7.751375984952347,-0.149922145340976,1.3562724014335326,0.6496768813842277,-1.4583644347609792,-0.1109171914616991,-0.8362092086499633,-0.0,-0.0,-0.256308100929598,2.0082140323914683,1.0,2.9444389791664403,1.5826873385013118,-0.008086812275366326,3.949678826981378,0.4800000000000059,0.0,0.0,0.3863049095607754,2.0077519379845334,37.10575139146573,0.32399999999999957,1.1698841698841578,2.348837209302345,0.0,102514.67750738001,0.6760000000000004,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1723887900000000000,1723888320000000000,139.57,139.0,4187.05,1978.0252257500001,7.0,False,0.0,1978.0252257500001,0.6431681374300776,0.5
SOLUSDT:OB:15:1723905900000000000:1:1723918500000000000:0,SOLUSDT:OB:15:1723905900000000000:1,SOLUSDT,1,1723918500000000000,1723918140000000000,140.598,140.02,141.286,1.1903114186850945,140.056,1.584962500721156,15:1723910400000000000:-1,OBSERVED_OPPOSING_STRUCTURE,140.056,140.056,140.608,140.03,LIQUIDITY_RECLAIM,0.8498659517426362,0.37251184834123224,1.0,0.9459459459459958,0.6273458445040374,0.15630020339917952,0.18281250000000676,0.9653979238754642,-1.4450402144771597,-0.0298601909750472,-0.11421911421910753,-0.10268562401261294,1.5120643431635772,-0.010537830633062156,0.02511801906119252,-0.06898086337337417,1.584962500721156,2.70805020110221,2.4734042553190854,0.9456521739130922,-0.05434782608690783,0.9258763705375126,0.8343298436383284,0.29599971238625544,0.007881105242374009,0.07112527294461657,0.14245500174703274,0.39161936313561274,1.0664589924240833,0.36059827538907707,-1.1623530591515352,0.26674756911496034,-0.2826871553256245,0.0,0.0,-0.055354993983126266,2.2617630984737906,0.0,1.9459101490553132,0.06970509383380732,0.28248766960902605,2.1267775077331628,0.018115942028969278,0.0,0.0,1.4530831099195571,1.5495978552278706,41.11011536437238,0.2912989619377148,1.1903114186850945,1.8445040214476665,0.0,104492.70273313,0.7087010380622851,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1723918500000000000,1723925760000000000,140.63,141.29,3936.79,2210.22019933,121.0,False,0.0,2210.22019933,0.7050636524590016,0.5
ETHUSDT:FVG:60:1723989600000000000:1:1724001120000000000:1,ETHUSDT:FVG:60:1723989600000000000:1,ETHUSDT,1,1724001120000000000,1723990020000000000,2660.64,2655.66,2674.22,2.7269076305220636,2661.7400000000002,1.584962500721156,CHANNEL:15:15:1723986000000000000:1:-1,OBSERVED_OPPOSING_STRUCTURE,2658.57,2660.47,2677.33,2658.07,LIQUIDITY_ORIGIN_RETURN,-0.07399794450156766,-0.17428389351376938,-0.08108108108110876,0.41683778234081936,-0.9660842754368477,-0.17782854467336592,-0.2719907407407677,-0.4390243902439196,-1.4511819116135523,-0.10852444704680678,-0.12256944444444369,-0.6206706981858375,-3.5005138746146285,-0.11966364673757943,-0.06581133825404947,-0.5884057971014673,3.584962500721156,1.4350845252893227,1.0,0.3823529411763919,0.3655462184873323,0.8586775670004752,0.8929314386841107,0.05728258897023239,0.43967526304684335,0.0,0.0,0.6835531017939498,-0.3116579965319527,-1.319374524373877,-0.4769902307212931,0.3532902489370293,-0.9741916808922592,0.0,0.0,-0.011086142322107806,2.0104486701928845,1.0,5.049856007249537,1.2476875642343581,-0.11929025507161586,2.8335560630046386,1.0705580500320966,1.4961848592767784,1.0,-0.22610483042145155,1.0236382322713276,18.71730110048717,0.6405180722891541,2.7269076305220636,2.7913669064748,1.0,106702.92293246,0.35948192771084586,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724001120000000000,1724001840000000000,2661.2,2655.12,354.394,-3096.75147504,12.0,False,0.0,-3096.75147504,-0.9674060122358468,0.5
SOLUSDT:OB:15:1723984200000000000:1:1724003700000000000:1,SOLUSDT:OB:15:1723984200000000000:1,SOLUSDT,1,1724003700000000000,1724001960000000000,144.466,144.012,145.187,1.5881057268722276,144.651,1.584962500721156,15:1723994100000000000:-1,OBSERVED_OPPOSING_STRUCTURE,144.947,144.971,145.21,144.971,LIQUIDITY_ORIGIN_RETURN,-0.03878116343485158,0.030200481977131724,-0.04487179487173823,0.5123966942149343,-1.6952908587257276,-0.13485721991841138,-0.4118438761776495,-0.6051779935274714,-4.673130193905717,-0.12088789747872314,-0.31896388731329106,-0.5858208955223734,-1.4764542936287557,-0.04775648190183413,-0.025501172192717175,-0.6485951721408674,1.584962500721156,3.120895416507997,2.0672993960310397,0.9673202614379364,-0.032679738562063576,0.3870789611575725,0.5996474414552866,0.1103686905271592,0.6490860072411841,0.8999466954651147,0.8999466954651147,1.0643702795147851,-0.3171771416435454,-1.2713633398565283,-4.88083860495458,-0.4239275188691993,0.20770841104886362,1.0,0.0,-3.230453630592952,2.2755564206061263,0.0,3.4011973816621555,1.7423822714681767,-0.11227161280492028,3.486103260422887,1.3309481216458017,0.575485054537817,1.0,-0.5124653739612192,1.2576177285318628,31.426079492753153,0.3812484581497732,1.5881057268722276,1.9972299168974936,1.0,103606.17145742,0.6187515418502267,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724003700000000000,1724005920000000000,144.51,145.19,4536.35,2625.21749945,37.0,False,0.0,2625.21749945,0.8446142613968739,0.5
SOLUSDT:FVG:15:1723973400000000000:1:1724026500000000000:0,SOLUSDT:FVG:15:1723973400000000000:1,SOLUSDT,1,1724026500000000000,1724025840000000000,143.328,141.714,145.107,1.1022304832713703,141.934,0.0,5:1723974000000000000:-1,OBSERVED_OPPOSING_STRUCTURE,141.934,141.934,143.328,141.724,LIQUIDITY_RECLAIM,3.533607681755795,0.5615671809635194,1.0,1.0,2.67215363511652,0.12503125300509665,0.3053291536050126,1.0,-3.017832647462206,0.025458059241089678,-0.13249819320645662,0.12285614280714996,-8.518518518518334,0.007871122204151811,-0.13745628403205143,-0.3919636087945374,1.584962500721156,4.0943445622221,2.752642706131211,0.9813084112149777,0.018691588785022258,1.528478287032331,1.3323443969981168,1.6184308055634293,0.32911609691775606,2.924375124464529,2.3607992297680624,1.54591286872794,2.8885505549995063,2.6023911990396043,-4.569855432572821,0.06976243607691579,1.5520227851106148,0.0,1.0,0.2786631595234583,5.157905212831292,0.0,2.4849066497880004,0.5761316872428096,0.19810672372430785,2.842830505279419,0.0,0.0,0.0,3.8244170096021395,4.427983539094581,100.0,0.10596356877323393,1.1022304832713703,4.880658436213892,0.0,106231.38895687,0.8940364312267661,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724026500000000000,1724029860000000000,143.35,141.69,1757.09,-3167.1898668000003,56.0,False,0.0,-3167.1898668000003,-0.993802270653382,0.5
SOLUSDT:OB:15:1724029200000000000:-1:1724032200000000000:0,SOLUSDT:OB:15:1724029200000000000:-1,SOLUSDT,-1,1724032200000000000,1724031180000000000,142.313,142.83499999999998,141.56,1.4425287356321808,142.43057142857143,1.584962500721156,CHANNEL:15:15:1724027400000000000:1:1,OBSERVED_OPPOSING_STRUCTURE,142.43057142857143,142.43057142857143,142.825,142.213,LIQUIDITY_RECLAIM,-0.01978021978018937,-0.10582893770448021,-0.04663212435225683,0.0054644808744985784,0.635164835164872,-0.1870944234306139,0.16355404640635032,0.6981757877280838,1.4461538461538856,-0.043101867358584074,0.09756820877817672,-0.0836820083681844,6.9098901098901475,-0.01951794322442421,0.11306912177228055,0.6174298375184715,1.584962500721156,1.4663370687934272,1.0,0.5789473684212495,0.1842105263159371,0.2811927584854005,0.31775998339852246,-0.09630542021995074,0.43102728986228783,1.138391117255777,0.1289234374646231,0.4377388793380456,0.4270995059986116,0.30269583627383556,-0.6706015717064417,0.3324689988910364,2.116755417860327,1.0,-1.0,-0.0024495948746787732,1.6486586255873816,1.0,2.8903717578961645,0.8668759811616795,-0.24245850019480478,2.6393181274425648,0.4596191726854556,0.0,0.0,0.258398744113051,1.1472527472527325,36.67971302691893,0.3277563218390858,1.4425287356321808,1.6549450549450302,0.0,103064.19909007,0.6722436781609142,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724032200000000000,1724033820000000000,142.27,141.56,4127.63,2520.13687939,27.0,False,0.0,2520.13687939,0.8150702512413642,0.5
BTCUSDT:OB:60:1724043600000000000:-1:1724050800000000000:0,BTCUSDT:OB:60:1724043600000000000:-1,BTCUSDT,-1,1724050800000000000,1724050200000000000,58539.9,58634.4,58350.1,2.0084656084656394,58621.6,0.0,5:1724042400000000000:1,OBSERVED_OPPOSING_STRUCTURE,58621.6,58621.6,58634.3,58524.2,LIQUIDITY_RECLAIM,0.6088765603329035,0.6106795539622492,0.8491295938104013,0.4722689075628784,0.4174757281553281,-0.08477132951230978,0.1072319201994944,0.7148047229790457,-1.2884882108183542,-0.10866342721193749,-0.08806521945207837,-0.3359127682025995,1.2690707350901782,-0.017034902395658972,0.020953078843115352,-0.008568548387100527,3.584962500721156,1.0986122886681096,1.9531335149863442,-0.3653846153848441,0.6153846153846692,0.44025510980005367,0.3220676136718156,-0.09211255907697082,-0.20127635353284534,0.01708233686392724,-0.6112178039052729,-0.373812005110494,0.6809165492870741,0.5446822631491823,-1.6587725801270867,-0.12720653499385426,0.37028436930873254,-0.0,1.0,0.0,3.295836866004329,0.0,2.3978952727983707,0.17614424410547325,-0.005153198645087018,2.6981451918718133,0.16119096509244488,0.0,0.0,1.1331484049930476,1.310679611650512,16.14283591191649,0.7439638095238096,2.0084656084656394,2.632454923717153,0.0,105584.33596946001,0.2560361904761904,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724050800000000000,1724051340000000000,58528.4,58646.3,17.401,-3071.05637735,9.0,False,0.0,-3071.05637735,-0.9695429248262403,0.5
