plan_id,ts,score,reason
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:2644:s2:1739164740000000000,1739164740000000000,-0.009741636250600396,decision_declined
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:2644:s2:1739164740000000000,1739164740000000000,-0.008069868525996443,decision_declined
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:HIGH:2655:s2:1739167680000000000,1739167680000000000,-0.004966577107505582,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:HIGH:2668:s2:1739172780000000000,1739172780000000000,-0.008541992871937859,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:HIGH:2701:s2:1739179980000000000,1739179980000000000,-0.009359078957144596,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:2740:s2:1739193300000000000,1739193300000000000,-0.007024277015578961,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:2762:s2:1739200380000000000,1739200380000000000,-0.008876530567481234,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:HIGH:2779:s2:1739205660000000000,1739205660000000000,0.0003918846805733081,candidate
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:HIGH:2779:s2:1739205660000000000,1739205660000000000,0.0003918846805733081,selected
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:2787:s2:1739206500000000000,1739206500000000000,-0.007966772617467345,decision_declined
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:HIGH:2797:s2:1739209740000000000,1739209740000000000,-0.010525979084284811,same_overlapping_causal_episode
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:HIGH:2802:s2:1739211660000000000,1739211660000000000,-0.006695579791159914,decision_declined
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:LOW:2817:s2:1739218680000000000,1739218680000000000,-0.008777740359475395,decision_declined
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:2836:s2:1739220600000000000,1739220600000000000,-0.014478120604693851,decision_declined
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:HIGH:2835:s2:1739220960000000000,1739220960000000000,-0.012130307101163152,decision_declined
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:HIGH:2835:s2:1739221200000000000,1739221200000000000,-0.014726234500808014,decision_declined
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:2847:s2:1739226840000000000,1739226840000000000,-0.005177967794398299,decision_declined
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:HIGH:2857:s2:1739227260000000000,1739227260000000000,-0.015928764061738872,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:2917:s2:1739245860000000000,1739245860000000000,-0.0091380326481599,decision_declined
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:2937:s2:1739251620000000000,1739251620000000000,-0.010898951520664876,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:HIGH:2947:s2:1739254080000000000,1739254080000000000,-0.008293888395588497,decision_declined
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:2941:s2:1739254140000000000,1739254140000000000,-0.006095805471421684,decision_declined
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:HIGH:2956:s2:1739256600000000000,1739256600000000000,-0.01520567593293439,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:HIGH:2956:s2:1739260440000000000,1739260440000000000,-0.008790227074673826,decision_declined
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:2979:s2:1739263800000000000,1739263800000000000,-0.008309202716807233,decision_declined
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:HIGH:2979:s2:1739264220000000000,1739264220000000000,-0.008579903548023295,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:2985:s2:1739266380000000000,1739266380000000000,-0.009426266384408513,decision_declined
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:2992:s2:1739268900000000000,1739268900000000000,-0.012883492183773493,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:3001:s2:1739271120000000000,1739271120000000000,-0.00996043173715769,decision_declined
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:LOW:3020:s2:1739279460000000000,1739279460000000000,-0.005635741014150902,decision_declined
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:3042:s2:1739286300000000000,1739286300000000000,-0.008043128571768112,decision_declined
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:3068:s2:1739290620000000000,1739290620000000000,-0.009238027053347107,decision_declined
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:3078:s2:1739294520000000000,1739294520000000000,-9.050735966268167e-05,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:HIGH:3081:s2:1739295420000000000,1739295420000000000,-0.010487634797080586,decision_declined
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:3087:s2:1739297220000000000,1739297220000000000,-0.0054305404143419455,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:3092:s2:1739299200000000000,1739299200000000000,0.0010330718060196538,candidate
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:3092:s2:1739299200000000000,1739299200000000000,0.0010330718060196538,selected
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:3106:s2:1739304720000000000,1739304720000000000,-0.002450019044844598,decision_declined
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:3141:s2:1739313600000000000,1739313600000000000,-0.005330750775460167,decision_declined
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:LOW:3151:s2:1739315760000000000,1739315760000000000,-0.0050463579121032415,decision_declined
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:3151:s2:1739316720000000000,1739316720000000000,-0.004374266212288185,decision_declined
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:3138:s2:1739317440000000000,1739317440000000000,-0.00940699108505317,decision_declined
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:3168:s2:1739320500000000000,1739320500000000000,-0.010614937981629232,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:3172:s2:1739321520000000000,1739321520000000000,-0.001140447185117497,decision_declined
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:HIGH:3174:s2:1739323200000000000,1739323200000000000,-0.009353663373022502,decision_declined
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:HIGH:3174:s2:1739323620000000000,1739323620000000000,-0.00909124178440289,decision_declined
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:HIGH:3185:s2:1739327040000000000,1739327040000000000,-0.009613325269142494,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:HIGH:3179:s2:1739327160000000000,1739327160000000000,-0.008875547660468518,decision_declined
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:3216:s2:1739335980000000000,1739335980000000000,-0.01006567557556007,decision_declined
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:HIGH:3225:s2:1739337060000000000,1739337060000000000,-0.011018565376508445,decision_declined
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:3242:s2:1739342820000000000,1739342820000000000,-0.01536366782814106,decision_declined
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:3246:s2:1739344380000000000,1739344380000000000,-0.006775096262142392,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:3272:s2:1739354340000000000,1739354340000000000,0.0063100909922838185,candidate
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:LOW:3268:s2:1739354340000000000,1739354340000000000,-0.0035588611035833224,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:3272:s2:1739354340000000000,1739354340000000000,0.0063100909922838185,selected
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:3291:s2:1739358360000000000,1739358360000000000,-0.010056581863365468,decision_declined
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:3292:s2:1739358420000000000,1739358420000000000,-0.010211949141424053,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:HIGH:3304:s2:1739361840000000000,1739361840000000000,-0.007847874615435322,decision_declined
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:3307:s2:1739363040000000000,1739363040000000000,-0.01222696814067784,decision_declined
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:3336:s2:1739371200000000000,1739371200000000000,0.017685608147104334,candidate
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:3336:s2:1739371200000000000,1739371200000000000,0.017685608147104334,selected
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:HIGH:3335:s2:1739372940000000000,1739372940000000000,-0.008960519618564724,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:3357:s2:1739378340000000000,1739378340000000000,-0.004846394624034047,decision_declined
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:HIGH:3378:s2:1739383200000000000,1739383200000000000,-0.007721157505340911,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:3385:s2:1739386260000000000,1739386260000000000,-0.010652147689997796,decision_declined
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:3385:s2:1739386680000000000,1739386680000000000,-0.008027074858214099,decision_declined
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:3390:s2:1739389320000000000,1739389320000000000,-0.004858321481785199,decision_declined
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:HIGH:3407:s2:1739392860000000000,1739392860000000000,-0.005342448187161071,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:HIGH:3406:s2:1739392860000000000,1739392860000000000,0.0013939838384382404,candidate
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:HIGH:3406:s2:1739392860000000000,1739392860000000000,0.0013939838384382404,selected
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:HIGH:3407:s2:1739394480000000000,1739394480000000000,-0.001533952245264248,same_overlapping_causal_episode
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:HIGH:3423:s2:1739398140000000000,1739398140000000000,-0.008461925036168737,decision_declined
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:3423:s2:1739398320000000000,1739398320000000000,-0.0085219824473789,decision_declined
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:HIGH:3423:s2:1739398320000000000,1739398320000000000,-0.009496672407198377,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:3443:s2:1739403480000000000,1739403480000000000,-0.006507744257517215,decision_declined
BTCUSDT:CONTROL:BTCUSDT:5m:PIVOT:LOW:3450:s2:1739407020000000000,1739407020000000000,-0.012863323315314949,decision_declined
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:3460:s2:1739407380000000000,1739407380000000000,-0.008793050567452894,decision_declined
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:LOW:3460:s2:1739408460000000000,1739408460000000000,-0.012249599202091337,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:3460:s2:1739408520000000000,1739408520000000000,-0.008814282665057644,decision_declined
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:HIGH:3472:s2:1739412780000000000,1739412780000000000,-0.009082684305138804,decision_declined
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:HIGH:3472:s2:1739413500000000000,1739413500000000000,-0.003854624320351493,decision_declined
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:3552:s2:1739436180000000000,1739436180000000000,-0.010490507220123417,decision_declined
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:3555:s2:1739438100000000000,1739438100000000000,-0.009686316696386497,decision_declined
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:3566:s2:1739441460000000000,1739441460000000000,-0.012392004028699485,decision_declined
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:HIGH:3575:s2:1739442300000000000,1739442300000000000,-0.01213634314782406,decision_declined
