plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,context_15,context_60,location_60,sweep_15,sweep_60,impulse_range,impulse_efficiency,impulse_activity,impulse_flow,opponent_reclaimed,footprint_gap,footprint_body,break_strength,source_age,pullback_depth,pullback_efficiency,pullback_activity,pullback_flow,pullback_duration,response_range,response_flow,response_activity,innovation_fast,innovation_slow,impact_slope,risk_range,cost_r,planned_rr,obstacle_distance,risk_bps,participation,market_15,market_60,relative_15,relative_60,market_dispersion,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:HIGH:2779:s2:1739205660000000000,ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:HIGH:2779:s2,ETHUSDT,1,1739205660000000000,1739202000000000000,2654.43,2646.89,2675.37,2.7771883289124877,2659.76,5,ETHUSDT:5m:PIVOT:HIGH:2779:s2,FIRST_IMPULSE_EXTREME,2651.15,2653.19,2675.38,2646.9,CONTROL_TRANSFER_FIRST_RETURN,1.0,1.0,0.8342151675484935,0.0,1.6849007765314878,0.737986140038617,0.1690258118234751,0.7420616786555196,0.19920582405137993,0.9274549945163713,0.0,0.18540538493580935,0.28356117696064476,3.0,0.7353457353457388,-0.16901976603469138,1.0222564538706966,-0.059048604554061544,7.2,0.617379225189067,0.5433697735647661,1.1934945262927708,-0.03697889591259389,-0.037198862685050745,1.0286805225727453,0.6852728443215788,0.42245570291777385,2.7771883289124877,1.9031317453705527,28.405345026992478,1.7243478195046908,-0.6301563396937209,0.08881218042150198,-0.1067619847769814,0.013951541890841648,0.18408362502468462,10000.0,0.0003918846805733081,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1739205660000000000,1739208360000000000,2654.75,2675.37,27.039,507.18542148,45.0,False,0.0,507.18542148,1.6906180716,0.3802190022127669
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:3092:s2:1739299200000000000,ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:3092:s2,ETHUSDT,-1,1739299200000000000,1739297100000000000,2633.5,2640.71,2612.57,2.902912621359186,2630.32,5,ETHUSDT:5m:PIVOT:LOW:3092:s2,FIRST_IMPULSE_EXTREME,2633.93,2639.62,2640.7,2612.56,CONTROL_TRANSFER_FIRST_RETURN,-0.0,1.0,0.48029957668511825,0.0,1.4683251374023667,1.180101480357805,0.303323652791228,1.3150509167482196,0.1865825323170122,0.7893060934937083,0.0,0.714338023748501,0.012554271067681774,4.0,0.7438721136767313,-0.20353810264385633,1.3488454083970567,0.04482625619236683,5.0,0.44626255113429447,0.2969711871997751,0.5296104375441051,-0.13612563118414736,-0.03241625492316411,1.2419609253836983,0.9051629439765675,0.4383079056865442,2.902912621359186,2.6276089344562155,27.378014049743825,0.776452425924784,-0.7328973379446406,0.4224577189740641,-0.33412631593845643,-0.21702596349747366,0.23228630742258008,10507.18542148,0.0010330718060196538,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1739299200000000000,1739299680000000000,2633.18,2612.57,29.338,550.70054685,8.0,False,0.0,550.70054685,1.7470601458572483,0.3803975131049323
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:3272:s2:1739354340000000000,ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:3272:s2,ETHUSDT,-1,1739354340000000000,1739350500000000000,2628.73,2633.01,2609.0800000000004,4.591121495326803,2623.14,5,ETHUSDT:5m:PIVOT:LOW:3272:s2,FIRST_IMPULSE_EXTREME,2629.0,2629.39,2633.0,2609.07,CONTROL_TRANSFER_FIRST_RETURN,-0.0,-0.0,0.7675872850442926,2.0523456790123196,1.3197655486812212,1.6316481084445538,0.36597170513775307,0.8863958360614936,0.08547216120021714,1.3578204345716747,0.0,0.06473476727295757,0.5942319662493821,3.0,0.8212197159565501,-0.18682885108809294,1.0504556486064236,-0.05479162286742286,9.8,0.4156000602319294,0.24156025529832983,1.0259411284056497,-0.21775844128780497,-0.03392799573780129,1.1025957282746128,0.7104225741752866,0.7370271028037039,4.591121495326803,3.2616363510615587,16.281626488837574,1.0683186966530487,-0.12595067792542045,-0.15082549887873778,-0.8825150163477056,0.09672705321979677,0.40416916371176,11057.88596833,0.0063100909922838185,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1739354340000000000,1739360520000000000,2628.4,2633.37,42.363,-321.99629126,103.0,False,0.0,-321.99629126,-0.9706384872666247,0.37906632565403664
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:3336:s2:1739371200000000000,SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:LOW:3336:s2,SOLUSDT,-1,1739371200000000000,1739369400000000000,191.59,192.29,188.31,4.685714285714363,190.74,5,SOLUSDT:5m:PIVOT:LOW:3336:s2,FIRST_IMPULSE_EXTREME,191.88,191.97,192.28,188.3,CONTROL_TRANSFER_FIRST_RETURN,-0.0,1.0,0.7021739130434779,0.0,0.0,1.0184347826086917,0.32795698924731415,0.5876883205650328,0.06607545249691066,1.0026829555618475,0.0,0.07513043478261132,0.06678260869566241,2.0,0.8245614035087739,-0.2963963963963958,1.0517699933220042,0.025411272044075815,3.0,0.21925550574937522,0.09347158604721398,0.5524153166625962,-0.12434266866019761,0.03851559181648006,1.7550154878986592,0.5843478260869452,0.3284400000000053,4.685714285714363,2.7380869565217316,36.53635367190295,0.8786124239972918,-0.26359253232274255,-0.43942792076210124,-0.060900666954097626,0.20324717180482582,0.18269615711754358,10735.88967707,0.017685608147104334,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1739371200000000000,1739371320000000000,191.57,192.31,336.63,-313.7189622,2.0,False,0.0,-313.7189622,-0.9740505029904489,0.3854996720412714
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:HIGH:3406:s2:1739392860000000000,ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:HIGH:3406:s2,ETHUSDT,1,1739392860000000000,1739391000000000000,2674.8,2668.27,2694.97,3.088820826952374,2680.47,5,ETHUSDT:5m:PIVOT:HIGH:3406:s2,FIRST_IMPULSE_EXTREME,2672.83,2675.22,2694.98,2668.28,CONTROL_TRANSFER_FIRST_RETURN,1.0,0.0,0.765735920492201,0.0,0.0,2.102796597218709,0.5966007630940102,1.8551406957581733,0.3200256428949423,1.7626050838912146,0.0,0.29219092252048645,1.168763690082057,2.0,0.7555222763010037,-0.2342969929176816,0.8947447674981243,-0.10071564589157726,5.2,0.6467995400536625,0.5678790514019789,0.796349026612255,-0.07084017167245633,-0.01753519080160511,1.1459437143730684,0.798329173246417,0.4915405819295408,3.088820826952374,2.4658957770872023,24.413040227307462,0.7988882774882353,-0.7933644299499412,0.5619283872845737,-0.33976591217969543,-0.3542091083914173,0.20354975632342057,10422.170714869999,0.0013939838384382404,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1739392860000000000,1739398800000000000,2675.13,2694.97,30.846,554.10030109,99.0,False,0.0,554.10030109,1.7721845613199325,0.3811428146967729
ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:3588:s2:1739448360000000000,ETHUSDT:CONTROL:ETHUSDT:5m:PIVOT:LOW:3588:s2,ETHUSDT,-1,1739448360000000000,1739445000000000000,2653.22,2678.15,2582.01,2.8563979141595968,2670.68,5,ETHUSDT:5m:PIVOT:LOW:3588:s2,UNTAKEN_15M_PIVOT,2673.29,2677.59,2678.14,2643.48,CONTROL_TRANSFER_FIRST_RETURN,-0.0,-0.0,0.6398390342052325,0.0,1.497649429147073,0.6504320502748989,0.17459514170040177,1.0129983566715537,0.2006195458375622,1.0450651840039282,0.0,0.8106834249803858,0.15836606441470805,1.0,-1.0967199327166155,0.07780429594272309,1.1769279310241811,0.08600130848467716,9.2,0.40921491361029416,-0.287364870507952,0.5220601940253,0.11528717648795811,0.015645789302521897,1.424116898918058,4.700078554595442,0.12771215403128608,2.8563979141595968,13.425294579732672,93.9612998545175,0.5786191400734795,-0.3923591122445028,0.34848762418363594,0.5134471751766158,0.4805212546382949,0.42849801056759673,10976.27101596,0.008139852289871099,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1739448360000000000,1739490180000000000,2652.93,2678.49,11.575,-326.71259326,697.0,False,0.3146663530075,-326.3979269069925,-0.9912228735132208,0.3812587010622954
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:3783:s2:1739508480000000000,SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:3783:s2,SOLUSDT,1,1739508480000000000,1739503500000000000,195.76,195.51000000000002,197.29000000000002,6.120000000000814,196.03,5,SOLUSDT:5m:PIVOT:HIGH:3783:s2,FIRST_IMPULSE_EXTREME,195.58,195.79,197.3,195.52,CONTROL_TRANSFER_FIRST_RETURN,1.0,0.0,0.025641025641026882,1.4707520891364811,1.7616161616161603,0.710760118460051,0.22900763358779952,0.47482643353047055,0.030087728798873607,0.6730551713317906,0.0,0.4975320829219684,0.14215202369201022,2.0,0.8603351955307416,-0.14547515586624252,0.9648107103580762,0.005339622395663674,13.6,0.3819223424570556,0.19907192575406032,0.7368801985530249,-0.1372768956735778,-0.08938742819467538,1.110182044884214,0.5923000987166194,0.9396480000001067,6.120000000000814,3.624876604146193,12.770739681240887,0.9849678862656128,-0.3948729413574578,-0.28766724129439253,-0.32315206102936017,-0.41076685291219867,0.16589692245003457,10649.87308905,0.009910066052269424,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1739508480000000000,1739508540000000000,195.79,195.48,600.11,-303.43661985,1.0,False,0.0,-303.43661985,-0.9497346973457924,0.3804838546279399
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:3931:s2:1739550180000000000,SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:3931:s2,SOLUSDT,1,1739550180000000000,1739548200000000000,199.26,198.64000000000001,201.98000000000002,4.387096774193761,199.8,5,SOLUSDT:5m:PIVOT:HIGH:3931:s2,FIRST_IMPULSE_EXTREME,199.0,199.07,201.99,198.65,CONTROL_TRANSFER_FIRST_RETURN,1.0,1.0,0.3236714975845407,0.0,1.8741633199464527,1.621230398069968,0.6222222222222273,0.5088818669586178,0.10161106475986792,1.4494633791206222,0.0,0.06755126658624182,0.8492159227985469,1.0,0.8149253731343352,-0.19569892473118347,1.2797508074786812,-0.06986163083447189,5.6,0.6404879908501723,0.29730870712401053,0.6882333286522975,-0.11756838884180772,-0.008713347474683178,1.521428991977499,0.5983112183353199,0.38566451612904706,4.387096774193761,2.624849215922821,31.115125966073283,0.7275736425815186,-0.9209783541686861,0.22464409609992494,-0.48981751848027366,-0.03937610003989081,0.2533834076860386,10346.4364692,0.013082561170560628,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1739550180000000000,1739553600000000000,199.29,201.98,348.61,888.9412069900001,57.0,False,0.0,888.9412069900001,2.863920699125935,0.38148579937987404
SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:4051:s2:1739586720000000000,SOLUSDT:CONTROL:SOLUSDT:5m:PIVOT:HIGH:4051:s2,SOLUSDT,1,1739586720000000000,1739583600000000000,198.65,198.21,200.20000000000002,3.522727272727317,198.93,5,SOLUSDT:5m:PIVOT:HIGH:4051:s2,FIRST_IMPULSE_EXTREME,198.43,198.72,200.21,198.22,CONTROL_TRANSFER_FIRST_RETURN,-1.0,1.0,0.9857142857142989,0.0,0.0,1.4047109207709072,0.40196078431373766,0.6257459845004454,0.14382188708060897,1.017621043118579,0.0,0.49678800856529415,0.3083511777302027,1.0,0.7800000000000011,-0.20259740259740394,1.213822461933385,-3.7527676661537886e-05,7.4,0.40506329113930695,0.20305537873965626,0.5295594869576453,0.04805414964734653,0.019783379938416827,1.4011218785979114,0.753747323340463,0.5417727272727301,3.522727272727317,2.6552462526766645,22.149509187012217,0.8365779038009468,-0.6366928831884177,0.3120130361639375,-0.5084749500755338,0.03049569513332656,0.571656869446578,11235.37767619,0.0028296688755497616,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1739586720000000000,1739590440000000000,198.68,198.18,468.12,-326.9490516,62.0,False,0.0,-326.9490516,-0.9699986982276233,0.37936627850460813
XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:LOW:4410:s2:1739694240000000000,XRPUSDT:CONTROL:XRPUSDT:5m:PIVOT:LOW:4410:s2,XRPUSDT,-1,1739694240000000000,1739691600000000000,2.7708,2.7751,2.7502000000000004,4.790697674418276,2.768,5,XRPUSDT:5m:PIVOT:LOW:4410:s2,FIRST_IMPULSE_EXTREME,2.7702,2.7722,2.775,2.7501,CONTROL_TRANSFER_FIRST_RETURN,-1.0,1.0,0.9553571428571284,0.0,0.0,0.8230251071647652,0.4117647058823779,0.6768267772805753,0.028306666859927013,0.7680598907781641,0.0,0.29393753827314906,0.20575627679115865,1.0,0.8279999999999916,-0.18205804749339816,1.1622675195014263,0.0027631679942453197,6.8,0.6734366648850771,-0.10251069885351838,0.9567371571701307,0.017531955422444713,0.07385342953429978,1.0763543442069707,0.6319657072872281,0.7732465116278723,4.790697674418276,3.0275566442130244,15.518983687022494,1.0839809758270724,-0.6285104553056126,-0.2450847080031345,0.0419769197020986,0.38112350568790065,0.5713955981754988,10908.428624589998,0.0060069544896762285,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1739694240000000000,1739694900000000000,2.7703,2.7756,39546.700000000004,-319.25853177,11.0,False,0.0,-319.25853177,-0.9755714067753718,0.37963796792374344
