client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,account_id,trade_id,position_id,order_side,order_type,last_qty,last_px,currency,commission,liquidity_side,event_id,ts_event,ts_init,info,reconciliation
O-20241230-211500-001-000-1,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-001,BINANCE-001,T-5bf7f96721b299e4-14739,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,9.046,94121.9,USDT,723.71270129 USDT,TAKER,d5013a66-cee3-4a59-be68-222fa7bc0153,2024-12-30 21:15:00+00:00,2024-12-30 21:15:00+00:00,{},False
O-20241230-211500-001-000-2,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-002,BINANCE-001,T-f116c73f86d17279-14774,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,STOP_MARKET,9.046,93940.7,USDT,722.31943637 USDT,TAKER,b2a2cf5d-1130-4791-8c08-d82efaf0c7d1,2024-12-30 21:25:00+00:00,2024-12-30 21:25:00+00:00,{},False
