plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,rejection,scale,higher_direction,context_location,impulse_progress,impulse_efficiency,impulse_pressure,return_depth,return_pressure,return_effort,response_progress,response_pressure,peer_progress,source_penetration,source_distance,risk_range,cost_r,planned_rr,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
XRPUSDT:CONTROL:15:1724443200000000000:-1:1724462940000000000,XRPUSDT:CONTROL:15:1724443200000000000:-1,XRPUSDT,1,1724462940000000000,1724446020000000000,0.6069,0.605,0.6156,4.578947368421043,0.6058,15,15:1724443200000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,0.6072,0.6073,0.6157,0.6065,REJECTED_CONTROL_RETURN,1.0,1.584962500721156,0.0,-0.5999999999999873,0.9268292682926909,0.8636363636363774,-0.04647429705747538,0.8224299065420556,0.14353293777484377,0.712448566641145,0.19512195121949105,0.8692338776866365,-0.26900584795315596,0.3414634146341635,0.5365853658536546,0.9268292682926909,0.3827052631578921,4.578947368421043,100000.0,0.6172947368421079,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1724462940000000000,1724463360000000000,0.6072,0.6047,974379.4999999999,-3026.37400803,7.0,False,0.0,-3026.37400803,-1.00879133601,0.5
BTCUSDT:CONTROL:15:1724458500000000000:1:1724483400000000000,BTCUSDT:CONTROL:15:1724458500000000000:1,BTCUSDT,-1,1724483400000000000,1724481720000000000,64157.5,64266.1,64018.299999999996,1.2817679558011623,64168.0,15,15:1724458500000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,64129.4,64160.5,64182.0,64018.2,REJECTED_CONTROL_RETURN,1.0,0.0,-1.0,-0.42939784380752477,1.5349264705881942,0.5734890109890167,0.028759795096132548,0.5619201290843167,-0.15791766924627687,0.40679716609702626,0.4136029411764595,0.5263171588395993,-0.5813586097946815,1.801470588235246,0.1930147058823478,1.9963235294116846,0.7095226519337111,1.2817679558011623,96973.62599197001,0.2904773480662889,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724483400000000000,1724486100000000000,64145.100000000006,64278.0,14.262,-2811.2049260999997,45.0,False,0.0,-2811.2049260999997,-0.9663125402545995,0.5
ETHUSDT:CONTROL:15:1724481900000000000:1:1724491260000000000,ETHUSDT:CONTROL:15:1724481900000000000:1,ETHUSDT,1,1724491260000000000,1724489340000000000,2768.94,2759.5,2785.77,1.7828389830508296,2764.2,15,15:1724481900000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2764.06,2768.35,2785.78,2767.74,ACCEPTED_CONTROL_RETURN,0.0,0.0,0.0,-0.09279688513952344,2.7280701754385173,0.704150943396221,0.2588333527977594,0.6407914764079155,-0.15803117323483273,0.3292297927421978,0.34795321637427756,0.23398860937384422,-0.2857142857144443,4.532163742689962,1.3859649122807414,2.760233918128612,0.35138389830508276,1.7828389830508296,94162.42106587,0.6486161016949172,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724491260000000000,1724499960000000000,2769.46,2758.99,209.087,-2767.10440258,145.0,False,0.0,-2767.10440258,-0.979550147237722,0.5
BTCUSDT:CONTROL:15:1724494500000000000:1:1724518320000000000,BTCUSDT:CONTROL:15:1724494500000000000:1,BTCUSDT,-1,1724518320000000000,1724517420000000000,64246.3,64400.1,64077.5,1.0975292587776833,64358.8,15,15:1724494500000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,64248.7,64280.1,64272.7,64077.4,REJECTED_CONTROL_RETURN,1.0,0.0,-0.0,-0.40884615384616496,1.2920478536241602,0.5941747572815251,-0.0464612043432532,0.5233963433529686,-0.10380539499036606,0.5462276005225329,0.13511611541166282,0.039255158530447934,1.2727272727272956,0.5798733286417666,1.5833919774806637,2.164672765657948,0.5018715214564511,1.0975292587776833,91395.31666329,0.4981284785435489,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724518320000000000,1724520360000000000,64236.8,64077.5,11.256,1287.3048216,34.0,False,0.0,1287.3048216,0.46950065152775355,0.5
ETHUSDT:CONTROL:15:1724544000000000000:-1:1724548380000000000,ETHUSDT:CONTROL:15:1724544000000000000:-1,ETHUSDT,1,1724548380000000000,1724547300000000000,2757.49,2751.47,2764.93,1.235880398671109,2753.45,15,15:1724544000000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2757.97,2759.56,2764.94,2755.36,REJECTED_CONTROL_RETURN,1.0,0.0,-1.0,-0.6140012845215294,0.6071118820468238,0.6108202443280958,0.20174297686192544,0.5530809205642265,-0.11503122293088731,0.5493039826535049,0.33998265394614874,-0.008554693665862473,0.8657921291624542,0.34171725932346325,0.700780572419756,1.0442324371205338,0.5490657807308985,1.235880398671109,92682.62148489,0.4509342192691015,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724548380000000000,1724548860000000000,2758.05,2764.93,273.689,1354.21016142,8.0,False,0.0,1354.21016142,0.48704210121375574,0.5
XRPUSDT:CONTROL:15:1724547600000000000:-1:1724551200000000000,XRPUSDT:CONTROL:15:1724547600000000000:-1,XRPUSDT,-1,1724551200000000000,1724549520000000000,0.6073,0.6099,0.6038,1.3461538461538018,0.6076,15,15:1724547600000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,0.6076,0.6085,0.6078,0.6037,ACCEPTED_CONTROL_RETURN,0.0,0.0,1.0,0.027027027027039185,3.071428571428523,1.0238095238095213,0.20015858438780104,0.580645161290314,-0.18459155207658526,0.3830962429042427,0.2142857142857681,0.0719241608188715,-0.8245770258237046,1.7857142857143111,0.2142857142857681,1.857142857142874,0.28089230769230267,1.3461538461538018,94036.83164630999,0.7191076923076973,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1724551200000000000,1724569440000000000,0.6071,0.6038,775930.6,2231.33586711,304.0,False,0.0,2231.33586711,0.7909439411649786,0.5
ETHUSDT:CONTROL:60:1724551200000000000:-1:1724571000000000000,ETHUSDT:CONTROL:60:1724551200000000000:-1,ETHUSDT,-1,1724571000000000000,1724569740000000000,2745.95,2752.2400000000002,2735.9100000000003,1.5961844197136472,2747.0,60,60:1724551200000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2743.99,2745.35,2746.18,2735.9,ACCEPTED_CONTROL_RETURN,0.0,0.0,-0.0,0.18259455063034946,4.684474123539318,1.0,0.22962611010354175,0.6150550795593414,-0.13658553318532393,0.9058207374184465,0.0767946577629471,0.4729339388397691,-0.6363636363635722,3.7061769616027758,0.35058430717870454,2.1001669449083966,0.5244696343401877,1.5961844197136472,96268.16751342,0.4755303656598123,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724571000000000000,1724571480000000000,2745.48,2735.91,281.621,2154.42261644,8.0,False,0.0,2154.42261644,0.7459795804740506,0.5
BTCUSDT:CONTROL:15:1724597100000000000:1:1724611560000000000,BTCUSDT:CONTROL:15:1724597100000000000:1,BTCUSDT,-1,1724611560000000000,1724599740000000000,64190.0,64270.1,63950.1,2.995006242197326,64237.7,15,15:1724597100000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,64191.0,64208.7,64222.9,63950.0,REJECTED_CONTROL_RETURN,1.0,0.0,-0.0,-0.6111707841031402,2.1926851025870304,0.7763739734681292,0.21104851797921104,0.7497656982193098,-0.18110150963040075,0.9272162737509272,0.5851917930419863,0.7087592660629768,-1.6666666666667078,0.5762711864407374,0.8510258697591028,1.429081177520064,0.9622479400749239,2.995006242197326,98422.59012986,0.03775205992507613,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724611560000000000,1724620140000000000,64176.600000000006,64285.7,16.632,-2882.8436868,143.0,False,0.0,-2882.8436868,-0.9763489198283781,0.5
ETHUSDT:CONTROL:15:1724650200000000000:-1:1724653320000000000,ETHUSDT:CONTROL:15:1724650200000000000:-1,ETHUSDT,-1,1724653320000000000,1724652660000000000,2737.4,2741.92,2732.01,1.1924778761061714,2739.13,15,15:1724650200000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2735.54,2739.5,2738.61,2732.0,ACCEPTED_CONTROL_RETURN,0.0,0.0,-0.0,0.3211816467630245,2.002853067047138,0.8087557603687191,0.06511810410923236,0.5443548387096826,-0.28693460897791817,0.7419216710818402,0.16833095577737822,-0.09207057600358351,0.5359661495063381,2.034236804565007,0.49358059914410174,1.2895863052782124,0.7273433628318613,1.1924778761061714,95539.74644306,0.2726566371681387,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724653320000000000,1724654100000000000,2736.85,2742.57,332.214,-2810.43409794,13.0,False,0.0,-2810.43409794,-0.9805462133378415,0.5
ETHUSDT:CONTROL:15:1724670900000000000:-1:1724678040000000000,ETHUSDT:CONTROL:15:1724670900000000000:-1,ETHUSDT,-1,1724678040000000000,1724675280000000000,2731.71,2736.1400000000003,2716.86,3.3521444695257188,2733.51,15,15:1724670900000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2729.04,2733.19,2733.74,2716.85,ACCEPTED_CONTROL_RETURN,0.0,0.0,1.0,-0.22153719687629847,2.222996515679448,0.9989561586638603,0.06249984125368694,0.7703473302229034,-0.269571395008264,0.9453737720770766,0.47154471544708837,0.4707473980085426,-0.8854064642507427,2.346109175377518,0.4181184668989908,1.0290360046458131,0.7405665914220733,3.3521444695257188,92729.31234512,0.25943340857792674,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724678040000000000,1724678400000000000,2731.19,2736.67,327.926,-2693.56120918,6.0,False,0.0,-2693.56120918,-0.9682523397258689,0.5
