scenario_id,family,source_family,source_direction,direction,signal_ts_ns,signal_day_utc,signal_hour_utc,submission_ts_ns,reference_entry_price,expected_entry_price,entry_execution_mode,entry_order_type,entry_expiry_ts_ns,entry_client_order_id,stop_price,target_price,target_reason,liquidity_level,atr_at_signal,quantity,equity_before_entry,planned_loss_budget,loss_per_unit,net_rr_at_submission,fee_rate_per_fill,sac_entry_confirmation,failed_acceptance_trap,favorable_drift_guard_enabled,causal_exit_reason_codes,causal_exit_open_position,actual_entry_price,opened_ts_ns,opened_bar_index,forced_exit_reason,causal_context_invalidation_reason,path_observations,mfe_price,mae_price,mfe_price_distance,mae_price_distance,mfe_stop_units,mae_stop_units,mfe_atr,mae_atr,mfe_close_net_r_after_cost,mfe_intrabar_net_r_after_cost,first_close_half_r_ts_ns,first_close_one_r_ts_ns,actual_exit_price,closed_ts_ns,closed_day_utc,closed_hour_utc,duration_minutes,realized_pnl_after_cost,realized_return,realized_r_multiple,outcome
OIDB-1708964700000000000-000010:ENTRY,OIDB_R,OIDB_R,LONG,LONG,1708964760000000000,2024-02-26,16,1708964760000000000,53315.8,53315.8,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-162600-001-000-1,53139.2,53688.5,PRE_SHOCK_FAST_RANGE_LIQUIDITY,53150.5,141.66000000000022,11.935,100000.0,3000.0,251.3512770399994,1.1839883747741544,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,53315.9,1708964760000000000,985,CAUSAL_CONTEXT_INVALIDATION_DELEVERAGING_REVERSAL_THESIS_INVALIDATED,DELEVERAGING_REVERSAL_THESIS_INVALIDATED,7,53387.1,53143.8,71.19999999999709,172.09999999999854,0.4029428409733748,0.9739671760044951,0.5026118876182195,1.2148807002682358,-0.10334735636081419,-0.014689004342776316,,,53146.0,1708965120000000000,2024-02-26,16,6.0,-2917.19244355,-0.003186666641658519,-0.9723974811833334,CAUSAL_CONTEXT_INVALIDATION_DELEVERAGING_REVERSAL_THESIS_INVALIDATED
OIDB-1708970700000000000-000013:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1708970760000000000,2024-02-26,18,1708970760000000000,53569.5,53569.5,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-180600-001-000-5,53678.1,53373.0,PRE_SHOCK_FAST_RANGE_LIQUIDITY,53674.0,51.21000000000058,15.839,97082.80755645,2912.4842266935,183.87011775999935,0.6604675706930947,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,53569.4,1708970760000000000,1085,,,32,53326.8,53674.0,242.59999999999854,104.59999999999854,2.2318307267709754,0.9622815087396628,4.737355985159066,2.0425698105838186,0.828639377926953,0.9113642936734645,1.70897262e+18,,53373.100000000006,1708972620000000000,2024-02-26,18,31.0,1923.49211975,0.0036644054254853634,0.6604300555933694,OTHER_EXIT
OIDB-1708999200000000000-000019:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1708999260000000000,2024-02-27,2,1708999260000000000,55712.7,55712.7,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-020100-001-000-8,55900.700000000004,55185.5,PRE_SHOCK_DEALING_RANGE_EQUILIBRIUM,55888.5,152.99000000000015,11.15,99006.2996762,2970.188990286,266.36860744000654,1.6870278533149135,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,55712.6,1708999260000000000,1560,,,6,55666.8,56049.0,45.799999999995634,336.40000000000146,0.24348750664537064,1.7884104199893198,0.299365971632104,2.1988365252630966,-0.29394496127939296,-0.12150673576387555,,,55900.8,1708999560000000000,2024-02-27,2,5.0,-2969.572587,-0.00337805092564347,-0.9997924700118357,STOP
OIDB-1709037900000000000-000022:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1709038140000000000,2024-02-27,12,1709038140000000000,57265.6,57265.6,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-124900-001-000-11,57505.0,56870.0,PRE_SHOCK_DEALING_RANGE_EQUILIBRIUM,57494.3,133.12999999999994,9.006,96036.7270892,2881.1018126759996,319.88978528000297,0.9862930750471873,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,57265.5,1709038140000000000,2208,,,11,56808.1,57342.8,457.40000000000146,77.30000000000291,1.909812108559505,0.3227557411273608,3.4357395027416935,0.5806354690903849,1.1264397820161558,1.1796202859985176,1.70903868e+18,1.70903874e+18,56870.1,1709038740000000000,2024-02-27,12,10.0,2841.43875048,0.006904680828771275,0.9862333701566902,TARGET
OIDB-1709050200000000000-000024:ENTRY,OIDB_R,OIDB_R,LONG,LONG,1709050560000000000,2024-02-27,16,1709050560000000000,56614.1,56614.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-161600-001-000-14,56223.6,56977.9,PRE_SHOCK_DEALING_RANGE_EQUILIBRIUM,56231.0,92.16499999999978,6.315,98878.16583968,2966.3449751904,469.6596087600003,0.6048755198473388,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,56614.2,1709050560000000000,2415,,,7,56985.8,56511.3,371.6000000000058,102.89999999999418,0.9513568868407762,0.2634408602150398,4.031899311018355,1.1164758856398245,0.4052959131456222,0.6214713689572542,,,56977.8,1709050920000000000,2024-02-27,16,6.0,1794.000564,0.0064224169907904,0.6047848712824944,TARGET
OIDB-1709055600000000000-000025:ENTRY,OIDB_R,OIDB_R,LONG,LONG,1709055720000000000,2024-02-27,17,1709055720000000000,56908.8,56908.8,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-174200-001-000-17,56684.899999999994,57255.8,PRE_SHOCK_FAST_RANGE_LIQUIDITY,56690.0,63.4650000000016,9.948,100672.16640368,3020.1649921104,303.59280596000264,0.8790879584780452,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,56908.899999999994,1709055720000000000,2501,TIMEOUT,,46,57126.9,56700.0,218.00000000000728,208.89999999999418,0.9732142857143182,0.9325892857142597,3.4349641534704447,3.2915780351373027,0.3251145879030088,0.4544736808361165,,,57010.1,1709058420000000000,2024-02-27,18,45.0,213.4512516,0.0017782807258619369,0.0706753611665589,TIMEOUT
OIDB-1709063700000000000-000026:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1709063820000000000,2024-02-27,19,1709063820000000000,57446.3,57446.3,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-195700-001-000-21,57686.8,57168.700000000004,PRE_SHOCK_FAST_RANGE_LIQUIDITY,57679.5,91.57500000000036,9.419,100885.61765528,3026.5685296584,321.319188199998,0.6136250408963503,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,57446.2,1709063820000000000,2636,,,8,57152.6,57542.2,293.59999999999854,96.0,1.2202826267663818,0.3990024937655764,3.206115206115178,1.0483210483210441,0.5986766027812243,0.6634550559965591,1.70906418e+18,,57168.8,1709064240000000000,2024-02-27,20,7.0,1857.1395205,0.004828865965024565,0.6136122484263093,TARGET
OIDB-1709121300000000000-000035:ENTRY,OIDB_R,OIDB_R,LONG,LONG,1709121540000000000,2024-02-28,11,1709121540000000000,59061.6,59061.6,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-115900-001-000-24,58545.8,59588.99999999999,PRE_SHOCK_FAST_RANGE_LIQUIDITY,58555.2,117.63999999999979,5.151,102742.75717578,3082.2827152734,598.3363721600037,0.7422991492170742,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,59061.7,1709121540000000000,3598,TIMEOUT,,46,59488.8,58893.8,427.1000000000058,167.89999999999418,0.8278736189184157,0.3254506687342432,3.6305678340701,1.4272356341380015,0.5181673627507566,0.5747847966495309,1.70912382e+18,,59410.8,1709124240000000000,2024-02-28,12,45.0,1371.03780675,0.005910767891882655,0.44481247614185465,TIMEOUT
OIDB-1709136300000000000-000041:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1709136600000000000,2024-02-28,16,1709136600000000000,61048.1,61048.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-161000-001-000-28,61395.5,60626.1,PRE_SHOCK_DEALING_RANGE_EQUILIBRIUM,61387.7,97.74499999999935,7.207,104113.79498253,3123.4138494759,433.3301337200011,0.7768397205847378,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,61048.0,1709136600000000000,3849,,,19,61022.2,61644.9,25.80000000000291,596.9000000000015,0.07424460431655514,1.7176978417266229,0.263952120313091,6.106706225382428,-0.19792593066102712,-0.13811441979862168,,,61395.6,1709137680000000000,2024-02-28,16,18.0,-3122.86891764,-0.005693880225396386,-0.9998255332587478,STOP
OIDB-1709139900000000000-000042:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1709140260000000000,2024-02-28,17,1709140260000000000,62643.7,62643.7,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-171100-001-000-31,63112.99999999999,61694.200000000004,PRE_SHOCK_DEALING_RANGE_EQUILIBRIUM,63100.0,162.81000000000057,5.433,100990.92606489,3029.7277819467,557.5545073600022,1.5465097288564347,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,62643.6,1709140260000000000,3910,,,3,62516.9,63400.0,126.69999999999709,756.4000000000015,0.2699190455901122,1.6114188325522174,0.7782077267980876,4.645906271113561,-0.15783409305877594,0.06974681306788914,,,63113.100000000006,1709140380000000000,2024-02-28,17,2.0,-3029.05880577,-0.007494779993487081,-0.9997791959460233,STOP
