plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,source_prominence,effort_ratio,extension_noise,value_reclaim,event_minutes,first_effort,response_flow,risk_bps,risk_range,cost_r,planned_rr,market_move,relative_move,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
BTCUSDT:PROBE:BTCUSDT:5m:PIVOT:LOW:2944:s2:1710135600000000000:1710136080000000000,BTCUSDT:PROBE:BTCUSDT:5m:PIVOT:LOW:2944:s2:1710135600000000000,BTCUSDT,1,1710136080000000000,1710135600000000000,68663.3,68587.9,68862.9,2.6472148541109837,68614.3,0.0,BTCUSDT:PROBE:BTCUSDT:5m:PIVOT:LOW:2944:s2:1710135600000000000,5M_OPPOSING_LIQUIDITY,68585.05,68643.55,68676.7,68588.0,DEFENDED_AUCTION_PROBE,1.1826189078097435,1.5119005479490844,0.41025641025641024,1.1740398334863489,8.0,0.7755981316621766,0.5100044588117267,10.981120919036622,2.0451155011077895,1.092784615384489,2.6472148541109837,0.2846633987161058,0.0020316628049655283,7998.24273745,1.0,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1710136080000000000,1710136440000000000,68672.3,68579.0,1.421,-230.09634865,6.0,False,0.0,-230.09634865,-0.9589454259022206,
ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:2980:s2:1710146760000000000:1710147780000000000,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:2980:s2:1710146760000000000,ETHUSDT,-1,1710147780000000000,1710146760000000000,4021.03,4029.9300000000003,3992.25,3.2337078651685287,4019.13,0.0,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:2980:s2:1710146760000000000,5M_OPPOSING_LIQUIDITY,4011.635,4026.625,4029.92,4005.0,DEFENDED_AUCTION_PROBE,1.476481368356744,1.4502251607399543,0.7498332221480951,0.03137049902684566,17.0,0.5990083835996207,0.26384038340098953,22.133632427512577,1.054877326063776,0.5421613483146012,3.2337078651685287,-0.23556139926955447,0.04706170977800819,7768.146388799999,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1710147780000000000,1710150960000000000,4020.56,4030.41,16.337,-226.68379844,53.0,False,0.0,-226.68379844,-0.9727065166486797,
SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:3025:s2:1710160200000000000:1710160680000000000,SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:3025:s2:1710160200000000000,SOLUSDT,-1,1710160680000000000,1710160200000000000,149.723,150.307,147.41,3.960616438356364,150.22,0.0,SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:3025:s2:1710160200000000000,5M_OPPOSING_LIQUIDITY,149.93249999999998,150.50750000000002,150.297,149.688,DEFENDED_AUCTION_PROBE,1.1967926689576256,1.089790249976056,-0.4313043478261351,0.8054131681054351,8.0,0.40873929315231516,0.23239059243822566,39.00536323744346,1.6605848064072009,0.3076500000000133,3.960616438356364,-0.35598741123919836,0.12963605005317974,7541.462590359999,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1710160680000000000,1710164880000000000,149.7,147.41,287.54,628.46697672,70.0,False,0.0,628.46697672,2.7778297608713576,
ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:3082:s2:1710177900000000000:1710178500000000000,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:3082:s2:1710177900000000000,ETHUSDT,-1,1710178500000000000,1710177900000000000,4048.8,4053.4900000000002,4020.4,6.055437100213169,4050.22,0.0,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:3082:s2:1710177900000000000,5M_OPPOSING_LIQUIDITY,4046.52,4053.9199999999996,4053.48,4043.1,DEFENDED_AUCTION_PROBE,1.4467771639042122,1.1987110126987122,0.6675675675675463,0.018328595764031178,10.0,2.821831204262828,0.3221440872786403,11.583679114799581,1.1835464333782226,1.0359402985074506,6.055437100213169,-0.04776866559509463,-0.39698956271545194,8169.929567080001,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1710178500000000000,1710178680000000000,4048.3,4053.99,24.152,-235.26813404,3.0,False,0.0,-235.26813404,-0.9598945829675687,
ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:LOW:3108:s2:1710184860000000000:1710185220000000000,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:LOW:3108:s2:1710184860000000000,ETHUSDT,1,1710185220000000000,1710184860000000000,4060.7,4053.5,4073.3199999999997,1.7527777777778069,4054.89,0.0,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:LOW:3108:s2:1710184860000000000,5M_OPPOSING_LIQUIDITY,4050.8499999999995,4058.9300000000003,4064.0,4053.51,DEFENDED_AUCTION_PROBE,1.4264952487423488,1.3566743794580778,-1.3316831683166832,0.33113080031290215,6.0,0.263309869083103,0.01568935365287839,17.73093309035343,1.4374604864738567,0.6767833333333503,1.7527777777778069,-0.45582718857003013,-0.0027072157994560975,7934.66143304,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1710185220000000000,1710185700000000000,4061.22,4052.98,18.747,-230.5337337,8.0,False,0.0,-230.5337337,-0.968467004527988,
SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:3127:s2:1710190800000000000:1710191100000000000,SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:3127:s2:1710190800000000000,SOLUSDT,-1,1710191100000000000,1710190800000000000,147.32,147.578,146.98,1.3178294573643043,147.55,0.0,SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:3127:s2:1710190800000000000,5M_OPPOSING_LIQUIDITY,147.428,147.67200000000003,147.568,147.13,DEFENDED_AUCTION_PROBE,1.5633587786259528,1.0204925737920663,-1.9098360655738058,0.2549220750428797,5.0,0.45975123819072894,0.07415565345080763,17.512897094760373,1.802725049493503,0.6852093023255553,1.3178294573643043,0.13987638887956885,-0.48713555220927385,7704.12769934,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1710191100000000000,1710191880000000000,147.29,146.98,491.42,101.70379178,13.0,False,0.0,101.70379178,0.4400402647735309,
ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:LOW:3160:s2:1710200820000000000:1710201660000000000,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:LOW:3160:s2:1710200820000000000,ETHUSDT,1,1710201660000000000,1710200820000000000,4076.89,4070.04,4088.08,1.633576642335796,4075.06,0.0,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:LOW:3160:s2:1710200820000000000,5M_OPPOSING_LIQUIDITY,4071.84,4078.2799999999997,4078.53,4070.05,DEFENDED_AUCTION_PROBE,1.5248683440608648,1.195087770035578,0.4285714285713479,0.8256930851696612,14.0,0.4282754345170619,0.10029936355445475,16.802023110753318,1.802552519626303,0.7141997080292065,1.633576642335796,-0.022513990346226698,0.2951652719081297,7805.8314911200005,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1710201660000000000,1710202140000000000,4077.41,4088.08,18.937,147.96763922,8.0,False,0.0,147.96763922,0.6318679369747674,
XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:HIGH:3185:s2:1710207900000000000:1710208500000000000,XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:HIGH:3185:s2:1710207900000000000,XRPUSDT,-1,1710208500000000000,1710207900000000000,0.7117,0.7152,0.7025,2.628571428571464,0.7147,0.0,XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:HIGH:3185:s2:1710207900000000000,5M_OPPOSING_LIQUIDITY,0.7130500000000001,0.7163499999999999,0.7151,0.7111,DEFENDED_AUCTION_PROBE,1.2758620689655482,1.4116041006294953,-0.6666666666666891,1.0697780696337758,10.0,0.4621883886239117,0.1681363400757155,49.178024448502846,1.8356643356643214,0.2440114285714322,2.628571428571464,-0.18201880836390483,0.24031394809986048,7953.7991303399995,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1710208500000000000,1710209760000000000,0.7116,0.7153,53135.299999999996,-234.50998979000002,21.0,False,0.0,-234.50998979000002,-0.9828007385613365,
XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:HIGH:3220:s2:1710219360000000000:1710219660000000000,XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:HIGH:3220:s2:1710219360000000000,XRPUSDT,-1,1710219660000000000,1710219360000000000,0.6964,0.6982,0.6918,2.5555555555555487,0.697,0.0,XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:HIGH:3220:s2:1710219360000000000,5M_OPPOSING_LIQUIDITY,0.6955499999999999,0.69845,0.6981,0.6957,DEFENDED_AUCTION_PROBE,1.4193548387096555,5.881949556670374,0.4137931034483049,0.693402422729092,5.0,0.246087766042221,0.05216273512124465,25.847214244687304,1.104294478527617,0.4642666666666605,2.5555555555555487,-0.3030168014876289,-0.0904013713776875,7719.28914055,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1710219660000000000,1710221940000000000,0.6963,0.6983,83520.5,-225.27984466,38.0,False,0.0,-225.27984466,-0.9728004766509231,
BTCUSDT:PROBE:BTCUSDT:5m:PIVOT:LOW:3253:s2:1710229020000000000:1710229320000000000,BTCUSDT:PROBE:BTCUSDT:5m:PIVOT:LOW:3253:s2:1710229020000000000,BTCUSDT,1,1710229320000000000,1710229020000000000,72155.5,72069.0,72424.9,3.1144508670519557,72110.0,0.0,BTCUSDT:PROBE:BTCUSDT:5m:PIVOT:LOW:3253:s2:1710229020000000000,5M_OPPOSING_LIQUIDITY,72041.25,72178.75,72173.7,72069.1,DEFENDED_AUCTION_PROBE,1.2592592592592895,1.190009648028613,0.03490909090900994,0.6499426828407585,5.0,1.1458172244857054,0.006241340996694124,11.987998142899709,1.217795297761521,1.0010011560693641,3.1144508670519557,0.7776739738675945,0.132045524205036,7494.0092958899995,1.0,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1710229320000000000,1710230820000000000,72164.09999999999,72060.5,1.228,-215.7747044,25.0,False,-40.150075842,-255.924780242,-1.1383527389998431,
BTCUSDT:PROBE:BTCUSDT:5m:PIVOT:HIGH:3323:s2:1710249240000000000:1710250320000000000,BTCUSDT:PROBE:BTCUSDT:5m:PIVOT:HIGH:3323:s2:1710249240000000000,BTCUSDT,-1,1710250320000000000,1710249240000000000,72322.5,72416.5,71501.70000000001,8.731914893616898,72319.7,0.0,BTCUSDT:PROBE:BTCUSDT:5m:PIVOT:HIGH:3323:s2:1710249240000000000,5M_OPPOSING_LIQUIDITY,72226.4,72413.0,72416.4,72101.4,DEFENDED_AUCTION_PROBE,1.4129733604109187,1.6926686773669668,0.3912111468381748,0.22587861585406074,18.0,0.40173188783399644,0.18296219292006352,12.997338311037367,0.8137823565059261,0.9232659574468084,8.731914893616898,-0.447142105268875,-0.00749163756207466,7238.08451565,1.0,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1710250320000000000,1710252180000000000,72314.3,72424.5,1.142,-208.4942548,31.0,False,0.0,-208.4942548,-0.9601723326532919,
BTCUSDT:PROBE:BTCUSDT:5m:PIVOT:HIGH:3369:s2:1710266040000000000:1710266340000000000,BTCUSDT:PROBE:BTCUSDT:5m:PIVOT:HIGH:3369:s2:1710266040000000000,BTCUSDT,-1,1710266340000000000,1710266040000000000,70789.5,70921.5,68600.1,16.586363636363593,70888.0,0.0,BTCUSDT:PROBE:BTCUSDT:5m:PIVOT:HIGH:3369:s2:1710266040000000000,5M_OPPOSING_LIQUIDITY,70656.55,71119.45,70921.4,70540.8,DEFENDED_AUCTION_PROBE,1.2934979165028848,1.0904972188284217,0.10628645495783788,0.02976539131668172,5.0,0.4770732884099929,0.1949269290674782,18.646833216790625,0.5144293536506982,0.643540909090909,16.586363636363593,-0.10534782018102379,0.014030794629419044,7029.59026085,1.0,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1710266340000000000,1710266400000000000,70782.0,70929.1,0.937,-204.22435035,1.0,False,0.0,-204.22435035,-0.9684032912861208,
ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:3384:s2:1710268320000000000:1710268920000000000,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:3384:s2:1710268320000000000,ETHUSDT,-1,1710268920000000000,1710268320000000000,3957.41,3976.8500000000004,3934.88,1.1589506172839072,3964.93,0.0,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:3384:s2:1710268320000000000,5M_OPPOSING_LIQUIDITY,3956.3849999999998,3973.475,3976.84,3952.5,DEFENDED_AUCTION_PROBE,1.3464313123560987,1.0863723732331685,-0.11351667641893408,0.4255047641219199,10.0,0.6263772127311468,0.5520824329278652,49.12303754223219,2.101280873371935,0.24428456790122816,1.1589506172839072,-0.6127278415032805,0.1944131496513784,6825.3659105,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1710268920000000000,1710270660000000000,3956.98,3977.3,8.298,-201.53468772,29.0,False,0.0,-201.53468772,-0.9842436306111357,
ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:3401:s2:1710272580000000000:1710273060000000000,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:3401:s2:1710272580000000000,ETHUSDT,-1,1710273060000000000,1710272580000000000,3988.67,3995.51,3966.6200000000003,3.223684210526207,3991.21,0.0,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:3401:s2:1710272580000000000,5M_OPPOSING_LIQUIDITY,3985.945,3996.475,3995.5,3982.73,DEFENDED_AUCTION_PROBE,1.0322303394929289,3.3512773589405396,0.6742640075973918,0.5655640415293213,8.0,0.4091357718787084,0.2545275126212047,17.14857333396883,1.2592047128129902,0.6997666666666518,3.223684210526207,-0.40265054218659524,-0.30354131274924934,6623.83122278,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1710273060000000000,1710274920000000000,3988.18,3966.62,16.282,305.65524524999995,31.0,False,0.0,305.65524524999995,1.538159387268312,
ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:3428:s2:1710281700000000000:1710281940000000000,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:3428:s2:1710281700000000000,ETHUSDT,-1,1710281940000000000,1710281700000000000,3957.86,3961.8100000000004,3933.8900000000003,6.068354430379277,3957.89,0.0,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:3428:s2:1710281700000000000,5M_OPPOSING_LIQUIDITY,3955.085,3960.6949999999997,3961.8,3955.12,DEFENDED_AUCTION_PROBE,0.8587469121940178,1.5029496215087446,-0.22459893048131724,0.06675966006930657,4.0,0.34758062671145407,0.11639037203578205,9.98014078315118,1.1311029446858023,1.2023878481011827,6.068354430379277,-0.4078789625360944,-0.17491755825293104,6929.486468030001,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1710281940000000000,1710285600000000000,3957.35,3962.32,22.286,-199.01030281,61.0,False,0.0,-199.01030281,-0.9573114531558119,
