plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,move_3,flow_3,efficiency_3,location_3,move_15,flow_15,efficiency_15,location_15,move_60,flow_60,efficiency_60,location_60,move_240,flow_240,efficiency_240,location_240,context_scale,context_age,source_strength,body,wick,activity,range_expansion,impact_residual,flow_change,basis,basis_change,basis_dislocation,market_5,market_15,market_60,relative_15,relative_60,context_15,context_60,channel_location,source_age,source_kind,event_age,penetration,event_flow,event_activity,return_depth,return_activity,origin_overlap,entry_distance,risk_range,risk_bps,cost_r,planned_rr,target_range,is_origin_return,acceptance,channel_width,channel_slope,channel_age,response_effort,m_opponent_markout_1,m_own_markout_1,m_trapped_opponent_1,m_trapped_self_1,m_extreme_flow_1,m_extreme_share_1,m_late_flow_1,m_late_progress_1,m_flow_price_alignment_1,m_opponent_markout_5,m_own_markout_5,m_trapped_opponent_5,m_trapped_self_5,m_extreme_flow_5,m_extreme_share_5,m_late_flow_5,m_late_progress_5,m_flow_price_alignment_5,x_spot_move_15,x_relative_move_15,x_spot_flow_15,x_relative_flow_15,x_oi_change_15,x_spot_move_60,x_relative_move_60,x_spot_flow_60,x_relative_flow_60,x_oi_change_60,x_index_basis,x_premium,x_premium_change,x_spot_activity,x_futures_activity,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
BTCUSDT:CORRIDOR:15:1723812300000000000:1723815000000000000:1723816800000000000:1723820220000000000:0,BTCUSDT:CORRIDOR:15:1723812300000000000:1723815000000000000:1723816800000000000,BTCUSDT,1,1723820220000000000,1723820100000000000,57948.9,57819.9,58908.4,7.437984496124031,57862.91199999999,1.584962500721156,CORRIDOR:15:1723812300000000000:1723815000000000000:1723816800000000000,OBSERVED_OPPOSING_STRUCTURE,57862.91199999999,57862.91199999999,57963.3,57820.0,CORRIDOR_REJECTION,0.13058791655377208,-0.22317529415725754,0.2957055214723484,0.7990230286112887,-1.0241127065835858,-0.09721872083987194,-0.26264591439688506,-0.48419367747098563,-0.5494445949607253,0.026177570808185557,-0.03133304492923826,-0.5890323609118417,-2.4334868599295603,-0.011981881064318928,-0.03636643372498827,-0.36258430954916376,0.0,0.0,6.961690598753746,0.9496402877698614,-0.05035971223013863,0.37710825251555147,0.40423985580694516,0.01226495640165881,0.4968801330163778,0.5004659510587928,-2.519837390950741,0.5510058741383559,-0.05233118634120463,-1.329936033768789,-0.9533902449247813,0.30582332718520333,0.403945649964056,1.0,1.0,-0.8661436199193446,1.5404450409471488,0.0,1.0986122886681096,0.2325223516661583,-0.22317529415725762,1.39672055195436,0.14344343945491006,0.0,0.0,0.46593335139535325,0.6989975616364157,22.26099201192775,0.5384595348837209,7.437984496124031,5.199133026280161,0.0,0.0,6.961690598753746,0.22346247629368507,1.8,0.30152002647197557,,,,,,,,,,,,,,,,,,,-1.0337256386962825,0.011279378507782233,-0.21389198543835555,0.11667326459848316,-0.46517770197596064,-0.5307238038029949,-0.018240637309965245,-0.16608989127084398,0.19226746207902948,13.058297224155524,-4.847446502991293,-4.7154,1.4968999999999997,0.5807071079138306,0.5434064922411896,100000.0,0.0034348133110012405,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1723820220000000000,1723822020000000000,57957.5,57810.3,14.295,-2931.6743505,30.0,False,0.0,-2931.6743505,-0.9772247835,0.21686848889084034
BTCUSDT:CORRIDOR:60:1723773600000000000:1723777200000000000:1723813200000000000:1723822620000000000:0,BTCUSDT:CORRIDOR:60:1723773600000000000:1723777200000000000:1723813200000000000,BTCUSDT,1,1723822620000000000,1723822560000000000,57722.0,57601.200000000004,58997.05803030304,10.555116144893068,57604.16712121212,3.584962500721156,CORRIDOR:60:1723773600000000000:1723777200000000000:1723813200000000000,OBSERVED_OPPOSING_STRUCTURE,57604.16712121212,57604.16712121212,57776.7,57601.3,CORRIDOR_REJECTION,-0.6009197751660609,-0.25122541405187465,-0.6901408450704081,-0.09145652992097542,-1.4328053142565171,-0.084146714483093,-0.4308543331284528,-0.4363763717020859,-2.3040367910066415,-0.042539882209945167,-0.1771778851821274,-0.6640222686151787,-3.328564128768518,-0.008877168025122242,-0.05031048225153686,-0.6847710330138446,0.0,0.0,7.117991359687829,0.335025380710666,0.25126903553293023,0.6674715832706749,0.6653760637425036,0.0900299108188487,0.026403309817584125,1.368816285796104,1.7791021029789356,1.0236356173676955,-0.5547615403805244,-1.6892403983720166,-2.6684042608832224,0.2564350841154994,0.36436746987658086,1.0,1.0,-0.8308203190431764,1.2809338454620645,0.0,0.6931471805599453,0.014650593827894404,-0.26138545503305155,1.8295313187692166,0.3170410207277034,0.0,0.0,0.6021097536427067,0.6172713336739662,20.927895776306368,0.5727973509933982,10.555116144893068,6.5153706198417565,0.0,0.0,7.117991359687829,0.20341896223347417,0.6166666666666667,0.059144115921273804,,,,,,,,,,,,,,,,,,,-1.4293806806273543,4.425373059036101e-05,-0.3034301384872316,0.2192834240041382,12.242768803840676,-2.2564636457452116,-0.038620653661825634,-0.1480585962376322,0.10551871402768695,-14.332646516042047,-4.7268881210449365,-8.33,-0.9482999999999996,0.6224370045819156,0.5864074602008725,97068.3256495,0.014911235585209928,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1723822620000000000,1723829640000000000,57730.4,58997.100000000006,14.488,17762.80058544,117.0,False,4.684162114819272,17767.48474755482,6.101367131062814,0.2235378597539006
ETHUSDT:CORRIDOR:15:1723823100000000000:1723826700000000000:1723829400000000000:1723831500000000000:0,ETHUSDT:CORRIDOR:15:1723823100000000000:1723826700000000000:1723829400000000000,ETHUSDT,-1,1723831500000000000,1723831440000000000,2617.93,2630.7400000000002,2572.76,3.526151444184091,2623.4457142857145,1.584962500721156,CORRIDOR:15:1723823100000000000:1723826700000000000:1723829400000000000,OBSERVED_OPPOSING_STRUCTURE,2623.4457142857145,2623.4457142857145,2630.73,2615.8,CORRIDOR_REJECTION,-0.8240040342914421,-0.2847739799780931,-0.3952588292210822,0.1770114942528903,-3.0519415027735626,-0.1635572854704484,-0.5921722113503005,-0.43475380878780334,-3.0761472516389423,-0.08765186788807378,-0.19506267587618584,-0.5992485911083232,-3.09631870902672,-0.033822832766818856,-0.056097650111464406,-0.6861975974503507,0.0,0.0,5.1130322022909445,0.43133195307109,0.3022774327122274,1.6412237452829934,1.4149945754454802,0.46229622649189006,0.29736648752373573,5.086008994467095,4.211757490251156,2.5448634105338384,-0.6967265725288858,-2.397977475139758,-3.1551256489408743,-0.6539640276338048,0.07897839730193201,-0.0,-0.0,-0.7823991884351866,1.1837700970084164,0.0,0.6931471805599453,0.7346732944312169,-0.28304371877229334,2.8332302975349566,0.2785874439461409,0.0,0.0,0.5562999783877675,1.291981845688396,48.931789620044846,0.2458393442622874,3.526151444184091,4.555723651033765,0.0,0.0,5.1130322022909445,-0.2550248541171369,0.3333333333333333,0.21431532360115169,,,,,,,,,,,,,,,,,,,-3.056275095255239,-0.013441830089136731,-0.03178063573877476,-0.13177664973167394,-38.39708546342635,-3.0878944375116255,-0.006312432441565613,0.21468219302458963,-0.3023340609126634,-24.222819844688104,6.4018970055568225,5.2079,2.5246000000000004,1.1904787784938986,1.2053336702542123,114835.81039705001,0.00015150591194267732,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1723831500000000000,1723950000000000000,2617.58,2631.15,210.036,-3401.39964714,1975.0,False,-14.9439080844415,-3416.3435552244414,-0.9916603376049914,0.2857420377454267
SOLUSDT:CORRIDOR:15:1724074200000000000:1724077800000000000:1724080500000000000:1724087040000000000:0,SOLUSDT:CORRIDOR:15:1724074200000000000:1724077800000000000:1724080500000000000,SOLUSDT,-1,1724087040000000000,1724086920000000000,144.338,144.481,141.594,19.188811188811094,144.34361904761903,1.584962500721156,CORRIDOR:15:1724074200000000000:1724077800000000000:1724080500000000000,OBSERVED_OPPOSING_STRUCTURE,144.34361904761903,144.34361904761903,144.471,144.142,CORRIDOR_REJECTION,-0.39121756487026277,-0.303715315880232,-0.5939393939393652,-0.1914893617020872,-2.0319361277445505,-0.23853719822073322,-0.7735562310030052,-0.7728437233133891,-0.4670658682634428,0.0029035114186645827,-0.037729764592063245,-0.8232558139534749,-2.6706586826347687,-0.01769480903520789,-0.04481811482548337,-0.8396793587174287,0.0,0.0,5.84488166524107,0.48701298701310924,0.2402597402597858,0.7057783471121212,0.5829411303781938,0.13760414821016984,0.12114932981469248,1.4563079983243021,0.5717153002859909,0.8999950943957471,-0.608424501208539,-1.626255174392366,-0.630803314065306,-0.40568095335218435,0.16373744580186317,-0.0,-1.0,-0.996162227209167,2.0959708436310467,0.0,1.0986122886681096,0.2542533979660219,-0.303715315880232,1.4254414074832704,0.9721303731696392,0.0,0.0,0.011215663910250112,0.28542914171657363,9.907300918677041,1.2118279720279659,19.188811188811094,5.477045908183736,0.0,0.0,5.84488166524107,0.032791559737670735,5.266666666666667,0.020289855072463767,,,,,,,,,,,,,,,,,,,-2.1225129948847754,0.08337748546712512,-0.217092726394606,-0.021444471826127215,40.85297961523793,-0.4991854185757363,0.031740538267716084,0.16281243373580992,-0.15990892231714535,10.02630292781248,4.704962195273277,3.5524,0.5654,0.6653906534278418,0.5705890885347349,111419.46684182,0.014955684753211344,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724087040000000000,1724087220000000000,144.3,144.52,8781.23,-3199.9680243000003,3.0,False,0.0,-3199.9680243000003,-0.9573336135365917,0.18586227623403387
SOLUSDT:CORRIDOR:60:1724065200000000000:1724076000000000000:1724079600000000000:1724088960000000000:0,SOLUSDT:CORRIDOR:60:1724065200000000000:1724076000000000000:1724079600000000000,SOLUSDT,-1,1724088960000000000,1724088900000000000,145.619,146.20999999999998,142.4598,5.345516074450265,145.7768,3.584962500721156,CORRIDOR:60:1724065200000000000:1724076000000000000:1724079600000000000,OBSERVED_OPPOSING_STRUCTURE,145.7768,145.7768,146.2,145.327,CORRIDOR_REJECTION,-1.8404907975460076,-0.05696811001947417,-0.5507955936352591,-0.2532133676092607,-2.832310838445764,-0.042897241201927915,-0.43430542489808144,-0.4258893280632523,-4.509202453987716,-0.026288321632445242,-0.2753152703208891,-0.6406926406926454,-2.6114519427402363,-9.120024605344976e-05,-0.040949174282506745,-0.7482668977469711,0.0,0.0,6.803680981595028,0.6166950596252155,0.36286201022146136,1.6252203686247555,1.2655848405142678,0.6374838759960065,0.14488041355205694,4.874731296943269,5.567602346711054,3.1103832078524984,-2.593022141860854,-2.877977625050942,-5.77283265033874,0.04566678660517809,1.2636301963510244,-0.0,-1.0,-0.9051397655545483,1.2762934659055623,0.0,0.6931471805599453,0.8654396728015875,0.07465543493306441,3.005154536428798,0.649177412183181,0.0,0.0,0.32269938650308266,1.2085889570551627,40.58536317376028,0.29627309644671057,5.345516074450265,6.4605316973414535,0.0,0.0,6.803680981595028,-0.6809815950920153,0.6,0.1733669486505779,,,,,,,,,,,,,,,,,,,-2.8754283171679096,0.029562233623421513,-0.19811440093417557,0.15521715973224764,-100.58427751932442,-4.593349146376656,0.0496583490731751,-0.04950873131194005,0.02322040967949481,-105.32609646935143,6.006071971015325,8.8804,5.6711,1.1224142095409424,1.2496567954503615,108219.49881752,0.0058992025903823395,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724088960000000000,1724113800000000000,145.6,146.24,4056.54,-3188.1159168,414.0,False,22.45917005305243,-3165.6567467469476,-0.9750728169251909,0.2577449855328944
SOLUSDT:CORRIDOR:60:1724227200000000000:1724248800000000000:1724252400000000000:1724261580000000000:0,SOLUSDT:CORRIDOR:60:1724227200000000000:1724248800000000000:1724252400000000000,SOLUSDT,-1,1724261580000000000,1724261580000000000,141.801,142.006,138.69899999999998,15.131707317072266,141.92821428571426,3.584962500721156,CORRIDOR:60:1724227200000000000:1724248800000000000:1724252400000000000,OBSERVED_OPPOSING_STRUCTURE,141.92821428571426,141.92821428571426,141.996,141.8,CORRIDOR_REJECTION,0.04081632653065548,0.18617784152025815,0.16546762589944533,0.25000000000009115,-1.4321206743566657,0.03149007277764341,-0.577666428060112,-0.6138613861385784,-2.619343389529701,0.006593218675086057,-0.29999999999999194,-0.7748267898383121,-2.9849157054125532,0.019179414375501778,-0.05263487295030631,-0.6681854730635215,0.0,0.0,6.963366713144829,0.42346938775509835,0.5663265306124898,1.3759836779586139,0.7569936913800037,0.111800286257396,0.057797784855823875,1.1282145299940094,1.6932501272381995,0.37371855295639267,-0.20668703033345523,-1.6949053914950913,-2.4972074294704103,0.26278471713842566,-0.12213596005929084,-0.0,1.0,-0.935158553901051,1.2669476034873244,0.0,0.0,0.12029408036512346,0.13560682046138414,1.3759836779586139,0.007799442896753654,0.0,0.0,0.22575738369879836,0.36379769299025866,14.456879711709545,0.8306546341462908,15.131707317072266,5.504880212954707,0.0,0.0,6.963366713144829,0.3422487007225279,0.55,0.13560682046138414,,,,,,,,,,,,,,,,,,,-1.387546104394479,-0.0486652500341507,-0.3137831193581588,0.3452731921358022,-52.93762267989166,-2.5855517886497856,-0.04751925594985835,-0.06740485945184163,0.07399807812692769,-72.16166012694814,5.6471191440532476,4.4601,-1.4326000000000003,0.5473258066697002,0.5165151318454102,105053.84207077,0.026849160221711847,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724261580000000000,1724264460000000000,141.77,142.05,7346.46,-3099.5449386,48.0,False,0.0,-3099.5449386,-0.983478210634117,0.24111603009496807
SOLUSDT:CORRIDOR:5:1724257200000000000:1724261700000000000:1724263500000000000:1724264880000000000:0,SOLUSDT:CORRIDOR:5:1724257200000000000:1724261700000000000:1724263500000000000,SOLUSDT,-1,1724264880000000000,1724264880000000000,142.651,142.81,141.45689523809526,7.51009284216865,142.77232380952384,0.0,CORRIDOR:5:1724257200000000000:1724261700000000000:1724263500000000000,OBSERVED_OPPOSING_STRUCTURE,142.77232380952384,142.77232380952384,142.8,142.494,CORRIDOR_REJECTION,-0.5023148148148423,-0.3010336691061098,-0.7068403908795488,-0.44506517690875524,-2.428240740740744,-0.1709476943156553,-0.7730287398673598,-0.7514595496246883,-2.4513888888888706,-0.04007584884408928,-0.1819900326516565,-0.823668639053253,-4.196759259259276,0.0124881144221488,-0.07456302693810465,-0.9210805084745759,0.0,0.0,3.0681216931216846,0.14379084967314068,-0.16993464052284485,1.4719923269792567,0.93718061845618,0.3055397346408007,-0.18882573013359782,0.49068401351326507,-3.379339488084332,-0.09376290868966554,-0.8689450691825845,-2.1232112794612696,-2.1543657731157664,-0.3050294612794744,-0.29702311577310425,-1.0,1.0,-0.8169289358338423,1.7227665977411035,0.0,0.0,0.06406525573187773,-0.352478887497669,1.4719923269792567,0.564091157952344,0.0,0.0,0.28084215167553006,0.36805555555553476,11.14608379892127,1.0772113207547724,7.51009284216865,2.7641313932980274,0.0,0.0,3.0681216931216846,-0.16953262786596157,2.6,-0.352478887497669,,,,,,,,,,,,,,,,,,,-2.415053480020132,-0.022159442299353193,-0.2965642188126397,0.12561652449698443,8.710910938880545,-2.461670357086036,0.0011369796521398497,-0.09506214176954388,0.054986292925454594,-35.61112186305948,4.838627554548669,4.883500000000001,-1.9213,0.7063125000837077,0.7462297881771811,101954.29713217,0.0017674684805095743,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724264880000000000,1724265000000000000,142.62,142.84,7984.41,-2896.1850393,2.0,False,0.0,-2896.1850393,-0.9468899695796986,0.26776814642383934
ETHUSDT:CORRIDOR:60:1724274000000000000:1724295600000000000:1724313600000000000:1724323620000000000:0,ETHUSDT:CORRIDOR:60:1724274000000000000:1724295600000000000:1724313600000000000,ETHUSDT,-1,1724323620000000000,1724323620000000000,2634.0,2636.82,2582.28,18.34042553191376,2636.4845454545452,3.584962500721156,CORRIDOR:60:1724274000000000000:1724295600000000000:1724313600000000000,OBSERVED_OPPOSING_STRUCTURE,2636.4845454545452,2636.4845454545452,2636.81,2633.57,CORRIDOR_REJECTION,0.28714107365795877,0.17989341053776114,0.4212454212454518,0.7345679012346511,-0.5942571785268862,0.008432155914006888,-0.15197956577266877,-0.25857519788918926,-1.9950062421972579,0.029762638737432796,-0.14270405429540886,-0.6953929539295423,-2.494382022471929,0.012459720316818487,-0.04642409033877005,-0.32598558711319003,0.0,0.0,17.352854386562765,0.5987654320988226,0.13580246913582847,1.0585591798103136,1.0480675373299735,0.2533492009769465,0.6608132390678589,0.8776064211657442,0.5179867628823942,0.4266670725650764,-0.10799001248440171,-1.1559696342305685,-3.0524499654935067,0.5617124557036823,1.0574437232962488,1.0,1.0,-0.9285004185851882,1.330605455259302,0.0,0.0,0.08126205879019072,0.5266506302673412,1.0585591798103136,0.14753587024325673,0.0,0.0,0.620360912495709,0.7041198501873276,10.706150341686271,1.121451063829722,18.34042553191376,12.913857677902953,0.0,0.0,17.352854386562765,0.49029622063332207,0.7833333333333333,0.5266506302673412,,,,,,,,,,,,,,,,,,,-0.5293484040428847,-0.06517741241614124,-0.08816598960682086,0.09659814552082649,2.658202576970581,-1.8971382962804584,-0.1008999141439894,0.010159985627955882,0.019602653109476804,8.923480523268523,5.445021410127593,6.9472000000000005,1.9968000000000004,0.7000940501342029,0.8940111229684589,99058.11209287001,0.02562674311199883,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724323620000000000,1724324280000000000,2633.41,2637.43,430.984,-2868.37953328,11.0,False,0.0,-2868.37953328,-0.9652177806467133,0.22963669707504952
SOLUSDT:CORRIDOR:5:1724339400000000000:1724342100000000000:1724343000000000000:1724343720000000000:0,SOLUSDT:CORRIDOR:5:1724339400000000000:1724342100000000000:1724343000000000000,SOLUSDT,-1,1724343720000000000,1724343720000000000,142.96,143.09,141.88899999999998,8.23846153846203,143.03640000000001,0.0,CORRIDOR:5:1724339400000000000:1724342100000000000:1724343000000000000,OBSERVED_OPPOSING_STRUCTURE,143.03640000000001,143.03640000000001,143.08,142.876,CORRIDOR_REJECTION,-0.9407008086253617,-0.17859803029049076,-0.7878103837471975,-0.4871794871794872,-0.5795148247978383,-0.03279117200983212,-0.16862745098039408,-0.5380029806259423,-0.7035040431266553,-0.0013916109296417277,-0.05367057371992477,-0.7491909385113287,2.4528301886791746,0.030529613026053875,0.038608400509121676,0.09159663865544598,0.0,0.0,3.5963611859838065,0.2549019607842673,-0.07843137254897317,0.670763597327396,0.8146930913845764,0.10331264387645481,0.20837718047807885,0.017710517038471707,-0.41302623356331836,-0.07871401794443894,-1.0775994897815155,-0.5012441010019815,-0.430723005709308,-0.07827072379585687,-0.27278103741734727,1.0,-0.0,-0.8854787333707999,1.2237754316221157,0.0,0.0,0.11752021563341447,0.05897703549060543,0.670763597327396,0.5236907730673193,0.0,0.0,0.20592991913747916,0.3504043126684426,9.093452714045569,1.3202307692308155,8.23846153846203,2.8867924528301874,0.0,0.0,3.5963611859838065,0.08827493261455319,0.4,0.05897703549060543,,,,,,,,,,,,,,,,,,,-0.5662160674316179,-0.013734965919190236,-0.271725018620187,0.23893384661035488,-6.4848820787766215,-0.6471720382935215,-0.0569749760955032,0.015485497749697395,-0.01687710867933912,-41.33690102248622,4.30492478336153,6.0542,1.2953999999999999,0.4395774005396134,0.4683026546173219,96189.73255959,0.0014273237196668308,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724343720000000000,1724344320000000000,142.91,143.14,7623.41,-2843.72251525,10.0,False,0.0,-2843.72251525,-0.9854560147530301,0.2715429279784063
SOLUSDT:CORRIDOR:15:1724334300000000000:1724336100000000000:1724339700000000000:1724345160000000000:0,SOLUSDT:CORRIDOR:15:1724334300000000000:1724336100000000000:1724339700000000000,SOLUSDT,-1,1724345160000000000,1724345100000000000,143.14,143.266,141.88899999999998,9.92857142857109,143.2370222222222,1.584962500721156,CORRIDOR:15:1724334300000000000:1724336100000000000:1724339700000000000,OBSERVED_OPPOSING_STRUCTURE,143.2370222222222,143.2370222222222,143.256,143.119,CORRIDOR_REJECTION,0.17260273972606857,-0.08114104595879557,0.26359832635989733,0.6934306569345035,-0.31232876712321384,-0.07326804970596289,-0.10754716981129779,-0.26813880126175893,-2.3917808219177226,-0.022123718129865036,-0.1921637684349525,-0.8315177923020871,0.01917808219179405,0.007336282183932917,0.00031515915537368866,-0.3294675803900713,0.0,0.0,4.448401826483942,0.7664233576643638,-0.07299270072986037,0.38844141084252376,0.6499627250556741,0.15507234959043492,0.3248955896565128,0.26086716419571054,-0.12419212439329641,0.053061361973712626,0.2668168651432339,-0.12141411655313986,-2.348618973391269,-0.19091465057007398,-0.04316184852645355,1.0,-0.0,-0.8804899746800807,1.9459101490553132,0.0,0.6931471805599453,0.05199391171997671,-0.3208736770997523,0.7734924583634929,0.17793259273197257,0.0,0.0,0.26581430745813556,0.34520547945205926,8.802570909599329,1.3638380952380431,9.92857142857109,3.4273972602739002,0.0,0.0,4.448401826483942,0.12237442922374155,4.066666666666666,0.23280721533258172,,,,,,,,,,,,,,,,,,,-0.24656673780615612,-0.06588646831219871,-0.291895729212998,0.2186276795070351,5.705614777014034,-2.3348909797506368,-0.0642132789587048,-0.11340553478111112,0.09128181665124609,-10.287565236950513,4.218252020461444,4.6887,1.4412999999999996,0.5030418330418804,0.40235789752067647,93346.01004434,0.004703976395357013,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724345160000000000,1724345340000000000,143.09,143.32,7353.01,-2744.1800970500003,3.0,False,0.0,-2744.1800970500003,-0.9799312242506834,0.26213629619690815
