trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,price,time_in_force,expire_time_ns,filled_qty,liquidity_side,avg_px,slippage,commissions,status,is_post_only,is_reduce_only,is_quote_quantity,display_qty,emulation_trigger,trigger_instrument_id,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last,trigger_price,trigger_type
BACKTESTER-001,PortfolioStrategy-000,SOLUSDT-PERP.BINANCE,BINANCE-3-001,SOLUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-eb82def6dcd9ee08-26693,LIMIT,BUY,1404.1,105.178,GTD,1.743988380000001e+18,1404.1,MAKER,105.179,0.0010000000000047748,['59.07273356 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20250407-010100-001-000-2,"['O-20250407-010100-001-000-5', 'O-20250407-010100-001-000-6']",,,,,['ENTRY'],99ea65e1-e1c8-481d-8ee4-fa878599b2ba,2025-04-07 01:01:00+00:00,2025-04-07 01:02:00+00:00,,
BACKTESTER-001,PortfolioStrategy-000,SOLUSDT-PERP.BINANCE,BINANCE-3-002,SOLUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-fd34ee3b14ca281e-27313,STOP_MARKET,SELL,1404.1,,GTC,,1404.1,TAKER,103.165,0.000999999999990564,['115.88318120 USDT'],FILLED,,True,False,,NO_TRIGGER,,OUO,OL-20250407-010100-001-000-2,['O-20250407-010100-001-000-6'],O-20250407-010100-001-000-4,,,,['STOP_LOSS'],44082e99-52e2-4abd-83e8-87620d6d42c4,2025-04-07 01:01:00+00:00,2025-04-07 03:45:00+00:00,103.166,DEFAULT
BACKTESTER-001,PortfolioStrategy-000,ETHUSDT-PERP.BINANCE,BINANCE-2-001,ETHUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-8999500daef64b13-35060,LIMIT,SELL,191.367,1579.73,GTD,1.744115640000001e+18,191.367,MAKER,1579.72,0.009999999999990905,['120.92251090 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20250408-122200-001-000-3,"['O-20250408-122200-001-000-8', 'O-20250408-122200-001-000-9']",,,,,['ENTRY'],06232086-c5a0-4997-ae52-678966bb2ee4,2025-04-08 12:22:00+00:00,2025-04-08 12:29:00+00:00,,
BACKTESTER-001,PortfolioStrategy-000,ETHUSDT-PERP.BINANCE,BINANCE-2-003,ETHUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-d8fb45407b6bbf71-35324,LIMIT,BUY,191.367,1553.48,GTC,,191.367,MAKER,1553.49,0.009999999999990905,['118.91468833 USDT'],FILLED,True,True,False,,NO_TRIGGER,,OUO,OL-20250408-122200-001-000-3,['O-20250408-122200-001-000-8'],O-20250408-122200-001-000-7,,,,['TAKE_PROFIT'],a54bf66e-6159-4baf-8b69-3d25a54a6038,2025-04-08 12:22:00+00:00,2025-04-08 13:38:00+00:00,,
BACKTESTER-001,PortfolioStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-004,BTCUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-b9df23795506e884-36058,LIMIT,SELL,8.120,76469.2,GTD,1.744141680000001e+18,8.120,MAKER,76469.1,0.09999999999126885,['248.37163680 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20250408-193600-001-000-4,"['O-20250408-193600-001-000-11', 'O-20250408-193600-001-000-12']",,,,,['ENTRY'],0887a4d6-7a32-450c-84f8-50208a38ef27,2025-04-08 19:36:00+00:00,2025-04-08 19:40:00+00:00,,
BACKTESTER-001,PortfolioStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-005,BTCUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-1582fbb91e8ed2cb-36063,STOP_MARKET,BUY,8.120,,GTC,,8.120,TAKER,76753.3,0.10000000000582077,['498.58943680 USDT'],FILLED,,True,False,,NO_TRIGGER,,OUO,OL-20250408-193600-001-000-4,['O-20250408-193600-001-000-12'],O-20250408-193600-001-000-10,,,,['STOP_LOSS'],485f47d0-20f9-4618-9ebe-66c40f5c77d0,2025-04-08 19:36:00+00:00,2025-04-08 19:41:00+00:00,76753.2,DEFAULT
BACKTESTER-001,PortfolioStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-007,BTCUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-7d748180c0517510-38587,LIMIT,SELL,5.533,76845.8,GTD,1.744182540000001e+18,5.533,MAKER,76845.7,0.09999999999126885,['170.07490324 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20250409-065700-001-000-5,"['O-20250409-065700-001-000-14', 'O-20250409-065700-001-000-15']",,,,,['ENTRY'],38ce2e96-6863-4ee7-85dd-e68b0f258b77,2025-04-09 06:57:00+00:00,2025-04-09 06:58:00+00:00,,
BACKTESTER-001,PortfolioStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-008,BTCUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-98641e5c5a6f961e-38607,STOP_MARKET,BUY,5.533,,GTC,,5.533,TAKER,77288.6,0.10000000000582077,['342.11025904 USDT'],FILLED,,True,False,,NO_TRIGGER,,OUO,OL-20250409-065700-001-000-5,['O-20250409-065700-001-000-15'],O-20250409-065700-001-000-13,,,,['STOP_LOSS'],29fa9201-247f-4889-a069-3ef02dcd442d,2025-04-09 06:57:00+00:00,2025-04-09 07:03:00+00:00,77288.5,DEFAULT
BACKTESTER-001,PortfolioStrategy-000,ETHUSDT-PERP.BINANCE,BINANCE-2-004,ETHUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-fbbd2bd1bb41b3ad-40906,LIMIT,BUY,255.111,1475.07,GTD,1.744206660000001e+18,255.111,MAKER,1475.08,0.009999999999990905,['150.52365355 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20250409-133900-001-000-6,"['O-20250409-133900-001-000-17', 'O-20250409-133900-001-000-18']",,,,,['ENTRY'],6622f3af-8141-4a5e-b015-66d9cfa4306a,2025-04-09 13:39:00+00:00,2025-04-09 13:45:00+00:00,,
BACKTESTER-001,PortfolioStrategy-000,ETHUSDT-PERP.BINANCE,BINANCE-2-006,ETHUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-d6ec2199e4cfb38d-40935,LIMIT,SELL,255.111,1496.00,GTC,,255.111,MAKER,1495.99,0.009999999999990905,['152.65740196 USDT'],FILLED,True,True,False,,NO_TRIGGER,,OUO,OL-20250409-133900-001-000-6,['O-20250409-133900-001-000-17'],O-20250409-133900-001-000-16,,,,['TAKE_PROFIT'],c47c1b77-2887-442f-99a8-96d4a0a65eea,2025-04-09 13:39:00+00:00,2025-04-09 13:52:00+00:00,,
BACKTESTER-001,PortfolioStrategy-000,XRPUSDT-PERP.BINANCE,BINANCE-4-001,XRPUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-2f73960b491a3075-43575,LIMIT,BUY,116158,2.0311,GTD,1.744247580000001e+18,116158,MAKER,2.0312,0.00010000000000021103,['94.37605184 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20250410-010100-001-000-7,"['O-20250410-010100-001-000-20', 'O-20250410-010100-001-000-21']",,,,,['ENTRY'],3bf68c23-4666-491f-8bdd-84ddf1575076,2025-04-10 01:01:00+00:00,2025-04-10 01:02:00+00:00,,
BACKTESTER-001,PortfolioStrategy-000,XRPUSDT-PERP.BINANCE,BINANCE-4-002,XRPUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-c391854f917edfa2-43997,STOP_MARKET,SELL,116158,,GTC,,116158,TAKER,2.0073,0.00010000000000021103,['186.53116272 USDT'],FILLED,,True,False,,NO_TRIGGER,,OUO,OL-20250410-010100-001-000-7,['O-20250410-010100-001-000-21'],O-20250410-010100-001-000-19,,,,['STOP_LOSS'],a9ee62ea-a8fa-4e0c-8816-ed0f5c28f9f2,2025-04-10 01:01:00+00:00,2025-04-10 02:54:00+00:00,2.0074,DEFAULT
