,total,locked,free,currency,account_id,account_type,margins,reported,info,base_currency
2024-04-07 23:25:10+00:00,100000.00000000,0.00000000,100000.00000000,USDT,BINANCE-001,MARGIN,[],True,{},USDT
2024-04-14 11:35:00+00:00,99884.43070606,770.46195960,99113.96874646,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '770.46195960', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-14 11:35:00+00:00,99884.43070606,770.46195960,99113.96874646,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '770.46195960', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-14 11:35:00+00:00,99884.43070606,770.46195960,99113.96874646,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '770.46195960', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-14 16:00:00+00:00,99903.72521177,770.46195960,99133.26325217,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '770.46195960', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",True,{},USDT
2024-04-14 16:00:00+00:00,99903.72521177,770.46195960,99133.26325217,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '770.46195960', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-14 17:35:00+00:00,99903.72521177,770.46195960,99133.26325217,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '770.46195960', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-14 17:35:00+00:00,99903.72521177,770.46195960,99133.26325217,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '770.46195960', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-14 17:35:00+00:00,100827.69776893,0.00000000,100827.69776893,USDT,BINANCE-001,MARGIN,[],False,{},USDT
