position_id,type,events,adjustments,trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,price_precision,size_precision,multiplier,is_inverse,ts_init,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,realized_return,realized_pnl,venue_order_ids,trade_ids,buy_qty,sell_qty,commissions,is_snapshot
P-20240414-063520-001-140731064146904-1,Position,"[{'type': 'OrderFilled', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140731064146904', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'client_order_id': 'O-20240414-063520-001-140731064146904-1', 'venue_order_id': 'BINANCE-1-1', 'account_id': 'BINANCE-001', 'trade_id': 'T-c500979dc0bf2531-154697', 'order_side': 'BUY', 'order_type': 'MARKET', 'last_qty': '4.014', 'last_px': '64675.7', 'currency': 'USDT', 'liquidity_side': 'TAKER', 'event_id': '36ad8c85-370d-4f86-931e-97161b09bb65', 'ts_event': 1713076520000000000, 'ts_init': 1713076520000000000, 'reconciliation': False, 'info': {}, 'position_id': 'P-20240414-063520-001-140731064146904-1', 'commission': '155.76495588 USDT', 'causation_id': None}, {'type': 'OrderFilled', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140731064146904', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'client_order_id': 'O-20240414-063520-001-140731064146904-2', 'venue_order_id': 'BINANCE-1-2', 'account_id': 'BINANCE-001', 'trade_id': 'T-398b74be80dc3553-157873', 'order_side': 'SELL', 'order_type': 'STOP_MARKET', 'last_qty': '4.014', 'last_px': '64059.8', 'currency': 'USDT', 'liquidity_side': 'TAKER', 'event_id': '24758e12-843f-46a6-882a-6aa2dbbedf27', 'ts_event': 1713087510000000000, 'ts_init': 1713087510000000000, 'reconciliation': False, 'info': {}, 'position_id': 'P-20240414-063520-001-140731064146904-1', 'commission': '154.28162232 USDT', 'causation_id': None}]","[{'type': 'PositionAdjusted', 'trader_id': 'TRADER-001', 'strategy_id': 'DataActor-140731064146904', 'instrument_id': 'BTCUSDT-PERP.BINANCE', 'position_id': 'P-20240414-063520-001-140731064146904-1', 'account_id': 'BINANCE-001', 'adjustment_type': 'FUNDING', 'quantity_change': None, 'pnl_change': '-25.87247784 USDT', 'reason': 'funding_settlement:4d1ebaa8-11ba-4d80-9fe3-9891edae460f', 'event_id': 'c94d84b7-36e1-4ec6-b050-09433d97db49', 'ts_event': 1713081600000000000, 'ts_init': 1713081600000000000}]",TRADER-001,DataActor-140731064146904,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20240414-063520-001-140731064146904-1,O-20240414-063520-001-140731064146904-2,BUY,FLAT,0.000,4.014,1,3,1,False,1713076520000000000,2024-04-14 06:35:20+00:00,1713087510000000000,2024-04-14 09:38:30+00:00,10990000000000,64675.7,64059.80000000001,-0.009522896543833108,-2808.14165604 USDT,"['BINANCE-1-1', 'BINANCE-1-2']","['T-398b74be80dc3553-157873', 'T-c500979dc0bf2531-154697']",4.014,4.014,['310.04657820 USDT'],False
