client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,account_id,trade_id,order_side,order_type,last_qty,last_px,currency,liquidity_side,event_id,ts_event,ts_init,reconciliation,info,position_id,commission,causation_id
O-20240414-063520-001-140731064146904-1,TRADER-001,DataActor-140731064146904,BTCUSDT-PERP.BINANCE,BINANCE-1-1,BINANCE-001,T-c500979dc0bf2531-154697,BUY,MARKET,4.014,64675.7,USDT,TAKER,36ad8c85-370d-4f86-931e-97161b09bb65,2024-04-14 06:35:20+00:00,2024-04-14 06:35:20+00:00,False,{},P-20240414-063520-001-140731064146904-1,155.76495588 USDT,
O-20240414-063520-001-140731064146904-2,TRADER-001,DataActor-140731064146904,BTCUSDT-PERP.BINANCE,BINANCE-1-2,BINANCE-001,T-398b74be80dc3553-157873,SELL,STOP_MARKET,4.014,64059.8,USDT,TAKER,24758e12-843f-46a6-882a-6aa2dbbedf27,2024-04-14 09:38:30+00:00,2024-04-14 09:38:30+00:00,False,{},P-20240414-063520-001-140731064146904-1,154.28162232 USDT,
