client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,account_id,trade_id,position_id,order_side,order_type,last_qty,last_px,currency,commission,liquidity_side,event_id,ts_event,ts_init,info,reconciliation
O-20250303-164500-001-000-1,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-001,BINANCE-001,T-b458527b6b75ae06-14352,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,8.027,90019.3,USDT,614.19718294 USDT,TAKER,2cb053ef-4320-4268-8379-1c96d3fdb313,2025-03-03 16:45:00+00:00,2025-03-03 16:45:00+00:00,{},False
O-20250303-164500-001-000-3,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-003,BINANCE-001,T-e3bfddd52c9c79e8-14433,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,LIMIT,8.027,90398.7,USDT,217.68910947 USDT,MAKER,cc8f7464-ce05-42df-b056-0c1cc2119343,2025-03-03 17:07:00+00:00,2025-03-03 17:07:00+00:00,{},False
O-20250303-204500-001-000-4,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-004,BINANCE-001,T-0cc60fc6f1b6b1f6-15281,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,7.706,85371.6,USDT,559.19251716 USDT,TAKER,5f3d33a0-53d0-41a3-941d-9ca5376b7344,2025-03-03 20:45:00+00:00,2025-03-03 20:45:00+00:00,{},False
O-20250303-204500-001-000-6,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-006,BINANCE-001,T-341bed130503cb5b-15293,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,LIMIT,7.706,85775.4,USDT,198.29556972 USDT,MAKER,3d43a2ea-2804-467e-8d00-383063714d23,2025-03-03 20:48:00+00:00,2025-03-03 20:48:00+00:00,{},False
O-20250304-033000-001-000-7,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-007,BINANCE-001,T-a5678f3fb00a2bd9-16846,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,MARKET,7.823,83981.1,USDT,558.43652351 USDT,TAKER,605a2a54-00a3-45e7-a32f-613b77b4554b,2025-03-04 03:30:00+00:00,2025-03-04 03:30:00+00:00,{},False
O-20250304-033000-001-000-9,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-009,BINANCE-001,T-696be9638f389850-16910,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,LIMIT,7.823,83557.2,USDT,196.10039268 USDT,MAKER,78ea4c0f-e98e-439d-9460-cd39b0d28248,2025-03-04 03:47:00+00:00,2025-03-04 03:47:00+00:00,{},False
O-20250307-154500-001-000-10,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-010,BINANCE-001,T-8e1945eb24f7a61f-36020,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,4.715,88482.6,USDT,354.61614015 USDT,TAKER,ea895b49-4ff4-449b-b506-2349c7a71d9d,2025-03-07 15:45:00+00:00,2025-03-07 15:45:00+00:00,{},False
O-20250307-154500-001-000-11,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-011,BINANCE-001,T-a8dd3912a9def5db-36167,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,STOP_MARKET,4.715,87942.2,USDT,352.45035205 USDT,TAKER,538bafb7-980f-4e6d-8c97-14fa3af59861,2025-03-07 16:22:00+00:00,2025-03-07 16:22:00+00:00,{},False
O-20250307-195500-001-000-13,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-013,BINANCE-001,T-cffbae17e9b32d0f-36995,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,7.130,87573.6,USDT,530.73980280 USDT,TAKER,34df0852-629f-48a6-a417-ad26ada7e0ed,2025-03-07 19:55:00+00:00,2025-03-07 19:55:00+00:00,{},False
O-20250307-195500-001-000-15,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-015,BINANCE-001,T-8ac41b381a2aa827-37048,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,LIMIT,7.130,88225.7,USDT,188.71477230 USDT,MAKER,f337fd07-d9aa-4dd4-a5d8-3e241ee7d2b3,2025-03-07 20:09:00+00:00,2025-03-07 20:09:00+00:00,{},False
O-20250309-191500-001-000-16,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-016,BINANCE-001,T-c8f60156e3082f11-47230,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,12.173,82413.4,USDT,852.73557047 USDT,TAKER,00cb9d65-5466-4a9b-ac08-b3b5f029cca5,2025-03-09 19:15:00+00:00,2025-03-09 19:15:00+00:00,{},False
O-20250309-191500-001-000-18,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-018,BINANCE-001,T-4a30dc197d0adb24-47284,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,LIMIT,12.173,82751.2,USDT,302.19910728 USDT,MAKER,63daedfa-f187-49e7-8308-4b4d8638a0d6,2025-03-09 19:29:00+00:00,2025-03-09 19:29:00+00:00,{},False
