trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
BACKTESTER-001,AdaptiveFlowImpactStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-001,BTCUSDT-PERP.BINANCE-AdaptiveFlowImpactStrategy-000,BINANCE-001,T-597728be3919f5da-1234,MARKET,SELL,35.834,GTC,False,False,35.834,TAKER,51596.76149466987,0.0,['1294.24284598 USDT'],NO_TRIGGER,FILLED,OTO,OL-20240226-060900-001-000-1,"['O-20240226-060900-001-000-2', 'O-20240226-060900-001-000-3']",,,,,"['scenario=AFIB-1708927680000000000-000001', 'family=AFIB_CONTINUATION']",1633da03-3f98-4d90-8f2f-ad0a6854510b,2024-02-26 06:09:00+00:00,2024-02-26 06:09:00+00:00
BACKTESTER-001,AdaptiveFlowImpactStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-004,BTCUSDT-PERP.BINANCE-AdaptiveFlowImpactStrategy-000,BINANCE-001,T-597728be3919f5da-1235,MARKET,BUY,22.036,GTC,True,False,22.036,TAKER,51597.0,0.0,['795.89404440 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,54680e28-bef4-4c01-9e61-e9d58383f106,2024-02-26 06:09:00+00:00,2024-02-26 06:09:00+00:00
BACKTESTER-001,AdaptiveFlowImpactStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-005,BTCUSDT-PERP.BINANCE-AdaptiveFlowImpactStrategy-000,BINANCE-001,T-597728be3919f5da-1236,MARKET,BUY,13.798,GTC,True,False,13.798,TAKER,51597.0,0.0,['498.35478420 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,a6fb9ef4-52c0-4545-94fa-d418c43801ee,2024-02-26 06:09:00+00:00,2024-02-26 06:09:00+00:00
