,total,locked,free,currency,account_id,account_type,margins,reported,info,base_currency
2024-04-07 23:25:10+00:00,100000.00000000,0.00000000,100000.00000000,USDT,BINANCE-001,MARGIN,[],True,{},USDT
2024-04-10 20:21:10+00:00,99460.64417320,3595.70551200,95864.93866120,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '3595.70551200', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-10 20:21:10+00:00,99460.64417320,3595.70551200,95864.93866120,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '3595.70551200', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-10 20:21:10+00:00,99460.64417320,3595.70551200,95864.93866120,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '3595.70551200', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-10 20:22:40+00:00,97911.18577180,0.00000000,97911.18577180,USDT,BINANCE-001,MARGIN,[],False,{},USDT
2024-04-10 20:22:40+00:00,97911.18577180,0.00000000,97911.18577180,USDT,BINANCE-001,MARGIN,[],False,{},USDT
2024-04-13 08:45:20+00:00,97466.35855468,2965.51478080,94500.84377388,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2965.51478080', 'currency': 'USDT', 'instrument_id': 'SOLUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-13 08:45:20+00:00,97466.35855468,2965.51478080,94500.84377388,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2965.51478080', 'currency': 'USDT', 'instrument_id': 'SOLUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-13 08:45:20+00:00,97466.35855468,2965.51478080,94500.84377388,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2965.51478080', 'currency': 'USDT', 'instrument_id': 'SOLUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-13 09:04:40+00:00,95719.70591068,0.00000000,95719.70591068,USDT,BINANCE-001,MARGIN,[],False,{},USDT
2024-04-13 09:04:40+00:00,95719.70591068,0.00000000,95719.70591068,USDT,BINANCE-001,MARGIN,[],False,{},USDT
2024-04-14 05:11:50+00:00,95256.66025372,3086.97104640,92169.68920732,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '3086.97104640', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-14 05:11:50+00:00,95256.66025372,3086.97104640,92169.68920732,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '3086.97104640', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-14 05:11:50+00:00,95256.66025372,3086.97104640,92169.68920732,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '3086.97104640', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-14 05:12:40+00:00,93949.88433884,0.00000000,93949.88433884,USDT,BINANCE-001,MARGIN,[],False,{},USDT
2024-04-14 05:12:40+00:00,93949.88433884,0.00000000,93949.88433884,USDT,BINANCE-001,MARGIN,[],False,{},USDT
