,total,locked,free,currency,account_id,account_type,base_currency,margins,reported,info
2025-02-15 00:01:00+00:00,100000.00000000,0.00000000,100000.00000000,USDT,BINANCE-001,MARGIN,USDT,[],True,{}
2025-02-17 04:10:00+00:00,99310.41370323,25.96089588,99284.45280735,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '25.96089588', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-02-17 04:10:00+00:00,99310.41370323,25.96089588,99284.45280735,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '25.96089588', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-02-17 04:10:00+00:00,99310.41370323,25.96089588,99284.45280735,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '25.96089588', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-02-17 05:12:00+00:00,96919.20245363,0.00000000,96919.20245363,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2025-02-17 05:12:00+00:00,96919.20245363,0.00000000,96919.20245363,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2025-02-17 07:50:00+00:00,96337.78563893,21.88863302,96315.89700591,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '21.88863302', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-02-17 07:50:00+00:00,96337.78563893,21.88863302,96315.89700591,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '21.88863302', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-02-17 07:50:00+00:00,96337.78563893,21.88863302,96315.89700591,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '21.88863302', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-02-17 08:14:00+00:00,93942.84153520,0.00000000,93942.84153520,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2025-02-17 08:14:00+00:00,93942.84153520,0.00000000,93942.84153520,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2025-02-17 08:40:00+00:00,93312.07670561,23.74644064,93288.33026497,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '23.74644064', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-02-17 08:40:00+00:00,93312.07670561,23.74644064,93288.33026497,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '23.74644064', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-02-17 08:40:00+00:00,93312.07670561,23.74644064,93288.33026497,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '23.74644064', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-02-17 08:50:00+00:00,91050.23183544,0.00000000,91050.23183544,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2025-02-17 08:50:00+00:00,91050.23183544,0.00000000,91050.23183544,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2025-02-18 01:45:00+00:00,90686.92834177,13.67730800,90673.25103377,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '13.67730800', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2025-02-18 01:45:00+00:00,90686.92834177,13.67730800,90673.25103377,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '13.67730800', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
