client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,account_id,trade_id,position_id,order_side,order_type,last_qty,last_px,currency,commission,liquidity_side,event_id,ts_event,ts_init,info,reconciliation
O-20250217-041000-001-000-1,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-001,BINANCE-001,T-f05175db58996f32-10321,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,MARKET,8.446,96054.7,USDT,689.58629677 USDT,TAKER,39c91866-5416-4b25-b12d-314992afe4b9,2025-02-17 04:10:00+00:00,2025-02-17 04:10:00+00:00,{},False
O-20250217-041000-001-000-2,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-002,BINANCE-001,T-146226661e799bd5-10529,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,STOP_MARKET,8.446,96256.0,USDT,691.03144960 USDT,TAKER,53a26031-e21a-4826-a7e1-5f7c6699cb82,2025-02-17 05:12:00+00:00,2025-02-17 05:12:00+00:00,{},False
O-20250217-075000-001-000-4,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-004,BINANCE-001,T-a4053fccb1c02435-11082,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,MARKET,7.131,95922.0,USDT,581.41681470 USDT,TAKER,c6674e37-9462-4d5a-a7ea-49d9f6290a87,2025-02-17 07:50:00+00:00,2025-02-17 07:50:00+00:00,{},False
O-20250217-075000-001-000-5,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-005,BINANCE-001,T-d74a4058019f4718-11163,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,STOP_MARKET,7.131,96176.1,USDT,582.95700373 USDT,TAKER,622c13eb-13ca-4df7-acae-7954c5f84d4f,2025-02-17 08:14:00+00:00,2025-02-17 08:14:00+00:00,{},False
O-20250217-084000-001-000-7,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-007,BINANCE-001,T-0dbc26071aae72bf-11252,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,MARKET,7.731,95987.1,USDT,630.76482959 USDT,TAKER,6f92c758-a4ff-44f9-9500-21e5cba735b3,2025-02-17 08:40:00+00:00,2025-02-17 08:40:00+00:00,{},False
O-20250217-084000-001-000-8,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-008,BINANCE-001,T-248cb891cd3e7c50-11290,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,STOP_MARKET,7.731,96197.9,USDT,632.15007017 USDT,TAKER,5007aa76-7171-4930-817c-f93f1e01a593,2025-02-17 08:50:00+00:00,2025-02-17 08:50:00+00:00,{},False
O-20250218-014500-001-000-10,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-010,BINANCE-001,T-9136a85821963ad5-14905,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,4.449,96070.1,USDT,363.30349367 USDT,TAKER,17d018fa-dfd9-4b6d-9dd4-8ca52622edf3,2025-02-18 01:45:00+00:00,2025-02-18 01:45:00+00:00,{},False
O-20250218-014500-001-000-10,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-010,BINANCE-001,T-9136a85821963ad5-14906,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,3.403,96070.2,USDT,277.88785701 USDT,TAKER,9041da13-a6b7-4a5d-8d86-761a659f2271,2025-02-18 01:45:00+00:00,2025-02-18 01:45:00+00:00,{},False
O-20250218-014500-001-000-11,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-011,BINANCE-001,T-6354ffbc1673ddfb-15614,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,STOP_MARKET,7.852,95875.8,USDT,639.89426436 USDT,TAKER,4f125931-2ddb-44b9-a043-d3145f0c00c3,2025-02-18 05:17:00+00:00,2025-02-18 05:17:00+00:00,{},False
O-20250218-183500-001-000-13,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-013,BINANCE-001,T-803cd9bf2ae79e10-18475,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,MARKET,4.724,93924.0,USDT,377.14242960 USDT,TAKER,b0631b94-47d7-483a-a679-359510466c16,2025-02-18 18:35:00+00:00,2025-02-18 18:35:00+00:00,{},False
