scenario_id,family,direction,signal_ts_ns,signal_day_utc,signal_hour_utc,submission_ts_ns,reference_entry_price,expected_entry_price,stop_price,target_price,target_reason,liquidity_level,atr_at_signal,quantity,equity_before_entry,planned_loss_budget,loss_per_unit,net_rr_at_submission,fee_rate_per_fill,actual_entry_price,opened_ts_ns,opened_bar_index,actual_exit_price,closed_ts_ns,closed_day_utc,closed_hour_utc,duration_minutes,realized_pnl_after_cost,realized_return,realized_r_multiple,outcome,forced_exit_reason
LRB-1708935480000000000-000019,SRR,LONG,1708935540000000000,2024-02-26,8,1708935600000000000,51373.6,51344.0,51290.6,51645.0,OPPOSING_EXTERNAL_LIQUIDITY,51320.0,19.15,23.908,100000.0,3000.0,125.4761976000007,1.8227178092301286,0.0007,51344.1,1708935600000000000,499,51290.5,1708937580000000000,2024-02-26,8,33.0,-2999.12041176,-0.0010439368885616564,-0.99970680392,STOP,
LRB-1708938840000000000-000021,SRR,LONG,1708938900000000000,2024-02-26,9,1708938960000000000,51343.0,51315.9,51220.8,51584.899999999994,OPPOSING_EXTERNAL_LIQUIDITY,51282.5,16.134999999999856,17.418,97000.87958824,2910.0263876472,167.06649644000538,1.1777911442026388,0.0007,51316.0,1708938960000000000,555,51220.700000000004,1708939140000000000,2024-02-26,9,3.0,-2910.12436842,-0.0018571205861718692,-1.0000336700633423,STOP,
LRB-1708939860000000000-000023,SRR,LONG,1708939920000000000,2024-02-26,9,1708939980000000000,51118.2,51094.2,51072.8,51345.6,OPPOSING_INTERNAL_LIQUIDITY,51080.0,51.94499999999971,30.328,94090.75521982,2822.7226565946,93.07253107999533,1.9285189509429908,0.0007,51094.30567132684,1708939980000000000,572,51072.700000000004,1708940040000000000,2024-02-26,9,1.0,-2824.2214636,-0.0004228586932136009,-1.000530979195529,STOP,
LRB-1708940220000000000-000024,SRR,LONG,1708940280000000000,2024-02-26,9,1708940340000000000,51063.1,51035.5,50979.2,51345.6,OPPOSING_INTERNAL_LIQUIDITY,51000.0,59.365000000000144,21.397,91266.53375622,2737.9960126866,127.95945555999693,1.8617868367554682,0.0007,51035.6,1708940340000000000,578,50979.100000000006,1708940460000000000,2024-02-26,9,2.0,-2736.89647513,-0.001107070358729842,-0.9995984152089685,STOP,
LRB-1708941240000000000-000025,SRR,LONG,1708941360000000000,2024-02-26,9,1708941420000000000,50990.4,50971.0,50946.2,51210.0,OPPOSING_INTERNAL_LIQUIDITY,50973.8,47.880000000000294,27.558,88529.63728109,2655.8891184327,96.37241871999892,1.7356968126533898,0.0007,50971.100000000006,1708941420000000000,596,50946.1,1708941480000000000,2024-02-26,9,1.0,-2654.99393832,-0.0004904740137059486,-0.9996629452236966,STOP,
LRB-1708943160000000000-000028,SRR,SHORT,1708943220000000000,2024-02-26,10,1708943280000000000,51204.3,51208.2,51272.3,50922.5,OPPOSING_INTERNAL_LIQUIDITY,51268.0,28.749999999999638,18.937,85874.64334277,2576.2393002831,136.03635000000583,1.573171508938515,0.0007,51208.1,1708943280000000000,627,51272.4,1708944000000000000,2024-02-26,10,12.0,-2576.12035995,-0.0012556607255493353,-0.9999538317992871,STOP,
LRB-1708944000000000000-000029,SRR,SHORT,1708944060000000000,2024-02-26,10,1708944120000000000,51212.6,51247.4,51280.5,51042.3,OPPOSING_INTERNAL_LIQUIDITY,51270.0,29.66999999999971,23.789,83298.52298282,2498.9556894845996,105.04311151999606,1.2689762143481824,0.0007,51247.299999999996,1708944120000000000,641,51280.6,1708944960000000000,2024-02-26,10,14.0,-2499.49904917,-0.0006497903304174642,-1.0002174347018984,STOP,
LRB-1708950660000000000-000036,SRR,SHORT,1708950720000000000,2024-02-26,12,1708950780000000000,51157.0,51179.0,51179.4,50990.0,OPPOSING_INTERNAL_LIQUIDITY,51169.8,32.8799999999992,33.535,80799.02393365,2423.9707180094997,72.28130128000474,1.6225731679299993,0.0007,51178.876245713436,1708950780000000000,752,51179.5,1708950840000000000,2024-02-26,12,1.0,-2423.72930318,-1.2187729241437265e-05,-0.9999004052203658,STOP,
LRB-1708959540000000000-000048,SRR,SHORT,1708959600000000000,2024-02-26,15,1708959660000000000,51720.0,51734.9,51755.9,51388.8,OPPOSING_INTERNAL_LIQUIDITY,51745.0,46.84999999999964,25.095,78375.29463047,2351.2588389141,93.69159359999523,2.921429762082865,0.0007,51734.8,1708959660000000000,900,51756.0,1708959720000000000,2024-02-26,15,1.0,-2349.9851382,-0.00040978219689642346,-0.9994582898773118,STOP,
LRB-1708962840000000000-000052,SRR,SHORT,1708962900000000000,2024-02-26,15,1708962960000000000,52770.4,52800.0,52844.2,52195.9,OPPOSING_INTERNAL_LIQUIDITY,52799.0,101.46499999999978,19.268,76025.30949227,2280.7592847681,118.36815203999915,4.480959285575092,0.0007,52799.9,1708962960000000000,955,52844.3,1708963020000000000,2024-02-26,15,1.0,-2280.38591192,-0.0008409106835429888,-0.9998362944960508,STOP,
