trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,price,time_in_force,expire_time_ns,filled_qty,liquidity_side,avg_px,slippage,commissions,status,is_post_only,is_reduce_only,is_quote_quantity,display_qty,emulation_trigger,trigger_instrument_id,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last,trigger_price,trigger_type
BACKTESTER-001,PortfolioStrategy-000,ETHUSDT-PERP.BINANCE,BINANCE-2-001,ETHUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-bf5b3b19f62f4a60-18165,LIMIT,SELL,405.127,1520.17,GTD,1.658735160000001e+18,405.127,MAKER,1520.16,0.009999999999990905,['246.34314413 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20220725-064600-001-000-1,"['O-20220725-064600-001-000-2', 'O-20220725-064600-001-000-3']",,,,,['ENTRY'],b35eb65d-044c-415a-94a8-00527e4b1829,2022-07-25 06:46:00+00:00,2022-07-25 06:58:00+00:00,,
BACKTESTER-001,PortfolioStrategy-000,ETHUSDT-PERP.BINANCE,BINANCE-2-002,ETHUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-2ddc7d81832388d1-18228,STOP_MARKET,BUY,405.127,,GTC,,405.127,TAKER,1525.76,0.009999999999990905,['494.50125722 USDT'],FILLED,,True,False,,NO_TRIGGER,,OUO,OL-20220725-064600-001-000-1,['O-20220725-064600-001-000-3'],O-20220725-064600-001-000-1,,,,['STOP_LOSS'],f44459d6-af9c-494c-b79d-ea932176ac4c,2022-07-25 06:46:00+00:00,2022-07-25 07:14:00+00:00,1525.75,DEFAULT
BACKTESTER-001,PortfolioStrategy-000,XRPUSDT-PERP.BINANCE,BINANCE-4-001,XRPUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-86314f14d1e48b91-16784,LIMIT,BUY,2582072,0.3466,GTD,1.658748360000001e+18,2582072,MAKER,0.34660973896157815,9.73896157813181e-06,['357.98852076 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20220725-102600-001-000-3,"['O-20220725-102600-001-000-8', 'O-20220725-102600-001-000-9']",,,,,['ENTRY'],7d1b5b06-cc37-4e97-a231-057619358546,2022-07-25 10:26:00+00:00,2022-07-25 11:18:00+00:00,,
BACKTESTER-001,PortfolioStrategy-000,XRPUSDT-PERP.BINANCE,BINANCE-4-002,XRPUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-391ef089c9de0677-16892,STOP_MARKET,SELL,2582072,,GTC,,2582072,TAKER,0.34560617287201906,0.00019382712798093893,['713.90401760 USDT'],FILLED,,True,False,,NO_TRIGGER,,OUO,OL-20220725-102600-001-000-3,['O-20220725-102600-001-000-9'],O-20220725-102600-001-000-7,,,,['STOP_LOSS'],7edc1bed-30d4-430f-b82e-9e6e4019c2a0,2022-07-25 10:26:00+00:00,2022-07-25 11:49:00+00:00,0.3458,DEFAULT
BACKTESTER-001,PortfolioStrategy-000,XRPUSDT-PERP.BINANCE,BINANCE-4-004,XRPUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-14d66c27dc9de9a2-16911,LIMIT,BUY,2252967,0.3466,GTD,1.658753460000001e+18,2252967,MAKER,0.3466020684279885,2.0684279884997103e-06,['312.35320892 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20220725-115100-001-000-4,"['O-20220725-115100-001-000-11', 'O-20220725-115100-001-000-12']",,,,,['ENTRY'],5d96110d-96ea-472f-a607-bdde60a1f0c4,2022-07-25 11:51:00+00:00,2022-07-25 11:54:00+00:00,,
BACKTESTER-001,PortfolioStrategy-000,XRPUSDT-PERP.BINANCE,BINANCE-4-005,XRPUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-0e351a7b33892208-16951,STOP_MARKET,SELL,2252967,,GTC,,2252967,TAKER,0.3456100326369627,0.00018996736303728,['622.91839872 USDT'],FILLED,,True,False,,NO_TRIGGER,,OUO,OL-20220725-115100-001-000-4,['O-20220725-115100-001-000-12'],O-20220725-115100-001-000-10,,,,['STOP_LOSS'],310f5f31-6db9-4388-9f5a-a88029716bcb,2022-07-25 11:51:00+00:00,2022-07-25 12:05:00+00:00,0.3458,DEFAULT
BACKTESTER-001,PortfolioStrategy-000,ETHUSDT-PERP.BINANCE,BINANCE-2-004,ETHUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-48da7fa2db9e0607-19549,LIMIT,SELL,272.899,1534.96,GTD,1.658754660000001e+18,272.899,MAKER,1534.95,0.009999999999990905,['167.55452802 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20220725-121100-001-000-5,"['O-20220725-121100-001-000-14', 'O-20220725-121100-001-000-15']",,,,,['ENTRY'],f8282ff5-f6ca-492d-aa3c-94fb4580fd14,2022-07-25 12:11:00+00:00,2022-07-25 12:58:00+00:00,,
BACKTESTER-001,PortfolioStrategy-000,ETHUSDT-PERP.BINANCE,BINANCE-2-006,ETHUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-b6868204bd8a18c1-20966,LIMIT,BUY,272.899,1485.53,GTC,,272.899,MAKER,1485.54,0.009999999999990905,['162.16095218 USDT'],FILLED,True,True,False,,NO_TRIGGER,,OUO,OL-20220725-121100-001-000-5,['O-20220725-121100-001-000-14'],O-20220725-121100-001-000-13,,,,['TAKE_PROFIT'],e72e6b33-60bc-43b9-9c7f-7fbb750e46d9,2022-07-25 12:11:00+00:00,2022-07-25 19:08:00+00:00,,
BACKTESTER-001,PortfolioStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-001,BTCUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-670bb90fe02f5272-24048,LIMIT,BUY,76.835,21119.8,GTD,1.658832660000001e+18,76.835,MAKER,21119.86622763064,0.06622763063933235,['649.09796864 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20220726-095100-001-000-7,"['O-20220726-095100-001-000-20', 'O-20220726-095100-001-000-21']",,,,,['ENTRY'],ad059415-bf39-47d5-89f7-a84c8f25de53,2022-07-26 09:51:00+00:00,2022-07-26 09:53:00+00:00,,
BACKTESTER-001,PortfolioStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-002,BTCUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-96f0c4af2dbcd7ba-24081,STOP_MARKET,SELL,76.835,,GTC,,76.835,TAKER,21104.574890349446,0.12510965055480483,['1297.25600936 USDT'],FILLED,,True,False,,NO_TRIGGER,,OUO,OL-20220726-095100-001-000-7,['O-20220726-095100-001-000-21'],O-20220726-095100-001-000-19,,,,['STOP_LOSS'],11d5942a-0511-43dd-a7fb-406effe58e65,2022-07-26 09:51:00+00:00,2022-07-26 10:01:00+00:00,21104.7,DEFAULT
BACKTESTER-001,PortfolioStrategy-000,SOLUSDT-PERP.BINANCE,BINANCE-3-004,SOLUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-fa298c92f49b86a6-24117,LIMIT,BUY,31697.4,35.300,GTD,1.658858760000001e+18,31697.4,MAKER,35.3002396789642,0.0002396789642062913,['447.57032688 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20220726-170600-001-000-8,"['O-20220726-170600-001-000-23', 'O-20220726-170600-001-000-24']",,,,,['ENTRY'],a8735c05-0464-47c4-aba8-934ec905c93c,2022-07-26 17:06:00+00:00,2022-07-26 17:17:00+00:00,,
