run_id,scenario_id,ts_event_ns,client_order_id,order_side,last_price,last_quantity,native_commission,extra_cost_to_composite_model,composite_cost_rate
baseline:week-a,resolution-0fcf27dfbc181733-up-1644244920000000000,1644245280000000000,O-20220207-144800-09-000-1,2,43179.8,11.317,87.95984339,278.53950406,0.00075
baseline:week-a,resolution-0fcf27dfbc181733-up-1644244920000000000,1644245460000000000,O-20220207-144800-09-000-2,1,43379.9,11.317,88.36745909,279.83028713500005,0.00075
baseline:week-a,resolution-5fc24243c60c62da-down-1644259740000000000,1644259980000000000,O-20220207-185300-09-000-4,1,43889.2,14.126,111.59619106,353.38793833999995,0.00075
baseline:week-a,resolution-5fc24243c60c62da-down-1644259740000000000,1644261480000000000,O-20220207-185300-09-000-6,2,44333.299999999996,14.126,125.25043916,344.4387076899999,0.00075
baseline:week-a,resolution-6ddd6423eb322edc-down-1644323340000000000,1644323460000000000,O-20220208-123100-09-000-7,1,43326.2,17.943,139.93236119,443.11914376000004,0.00075
baseline:week-a,resolution-6ddd6423eb322edc-down-1644323340000000000,1644323640000000000,O-20220208-123100-09-000-8,2,43220.0,17.943,139.5893628,442.03298220000005,0.00075
baseline:week-a,resolution-57433a3095ae4b05-up-1644342720000000000,1644343080000000000,O-20220208-175800-09-000-10,2,42968.4,16.822,130.10659646,412.00422214,0.00075
baseline:week-a,resolution-57433a3095ae4b05-up-1644342720000000000,1644343920000000000,O-20220208-175800-09-000-11,1,43080.899999999994,16.822,130.44724196,413.08293288999994,0.00075
baseline:week-a,resolution-8939263c6fef8a0c-down-1644437880000000000,1644438000000000000,O-20220209-202000-09-000-13,1,44407.2,18.152,145.09430899,459.46531181,0.00075
baseline:week-a,resolution-8939263c6fef8a0c-down-1644437880000000000,1644438960000000000,O-20220209-202000-09-000-15,2,44690.0,18.152,162.242576,446.16708400000005,0.00075
baseline:week-a,resolution-e8f51d1f7ab83e2b-down-1644516960000000000,1644517380000000000,O-20220210-182300-09-000-16,1,45111.100000000006,13.774,111.84485245,354.1753661,0.00075
baseline:week-a,resolution-e8f51d1f7ab83e2b-down-1644516960000000000,1644517680000000000,O-20220210-182300-09-000-17,2,44960.4,13.774,111.47121893,352.99219327000003,0.00075
baseline:week-a,resolution-9d9d7d881e613fc0-up-1644684900000000000,1644685260000000000,O-20220212-170100-09-000-19,2,42666.2,14.937,114.71490529,363.2638667599999,0.00075
baseline:week-a,resolution-9d9d7d881e613fc0-up-1644684900000000000,1644689040000000000,O-20220212-170100-09-000-20,1,42797.299999999996,14.937,115.06738862,364.38006395499997,0.00075
baseline:week-a,resolution-653f2ea0cbfb9cfa-down-1644717420000000000,1644717660000000000,O-20220213-020100-09-000-22,1,42242.0,21.946,166.86772776,528.41447124,0.00075
baseline:week-a,resolution-653f2ea0cbfb9cfa-down-1644717420000000000,1644717780000000000,O-20220213-020100-09-000-23,2,42176.4,21.946,166.60858939,527.5938664100001,0.00075
baseline:week-b,resolution-6f6e2e1cfbf57ba4-down-1686775800000000000,1686776160000000000,O-20230614-205600-09-000-1,1,25013.0,11.39,51.2816526,162.3918999,0.00075
baseline:week-b,resolution-6f6e2e1cfbf57ba4-down-1686775800000000000,1686786900000000000,O-20230614-235500-09-000-4,2,25109.1,11.39,51.47867682,163.01580993,0.00075
baseline:week-b,resolution-f4f456e824180b9e-up-1686935040000000000,1686935460000000000,O-20230616-171100-09-000-5,2,25979.9,22.462,105.04089248,332.6294928700001,0.00075
baseline:week-b,resolution-f4f456e824180b9e-up-1686935040000000000,1686936060000000000,O-20230616-171100-09-000-6,1,26075.3,22.462,105.42660995,333.85093149999994,0.00075
baseline:week-c,resolution-2df0bcbdcf2f40eb-up-1728892920000000000,1728893040000000000,O-20241014-080400-09-000-1,2,64646.5,9.602,111.73242474,353.81934500999995,0.00075
baseline:week-c,resolution-2df0bcbdcf2f40eb-up-1728892920000000000,1728899760000000000,O-20241014-080400-09-000-2,1,64861.799999999996,9.602,112.10454065,354.99771204999996,0.00075
baseline:week-c,resolution-a1a2c1777a3bb11a-up-1728901320000000000,1728901560000000000,O-20241014-102600-09-000-4,2,64863.5,12.102,141.29605386,447.43750389,0.00075
baseline:week-c,resolution-a1a2c1777a3bb11a-up-1728901320000000000,1728905460000000000,O-20241014-102600-09-000-5,1,65006.5,12.102,141.60755934,448.42393791,0.00075
baseline:week-c,resolution-1ef0e6f638f0cf2a-down-1728926520000000000,1728927120000000000,O-20241014-173200-09-000-7,1,65623.5,13.626,160.95344598,509.68591226999996,0.00075
baseline:week-c,resolution-1ef0e6f638f0cf2a-down-1728926520000000000,1728933360000000000,O-20241014-173200-09-000-9,2,66001.6,13.626,179.86756032,494.63579088000006,0.00075
baseline:week-c,resolution-4fea52fd3b40d6cd-down-1729004820000000000,1729005120000000000,O-20241015-151200-09-000-10,1,65200.1,5.355,62.84637639,199.013525235,0.00075
baseline:week-c,resolution-4fea52fd3b40d6cd-down-1729004820000000000,1729015920000000000,O-20241015-181200-09-000-13,2,66972.6,5.355,64.55488914,204.42381561000002,0.00075
baseline:week-c,resolution-8a922e495edb1b4a-up-1729029720000000000,1729029840000000000,O-20241015-220400-09-000-14,2,66492.6,13.816,165.35911709,523.6372041100001,0.00075
baseline:week-c,resolution-8a922e495edb1b4a-up-1729029720000000000,1729030680000000000,O-20241015-220400-09-000-15,1,66624.8,13.816,165.68788262,524.67829498,0.00075
baseline:week-c,resolution-8495638cfb1e1355-up-1729044060000000000,1729044180000000000,O-20241016-020300-09-000-17,2,67282.59999999999,12.881,156.00009071,494.00028724000003,0.00075
baseline:week-c,resolution-8495638cfb1e1355-up-1729044060000000000,1729044240000000000,O-20241016-020300-09-000-18,1,67423.0,12.881,156.32561934,495.03112791,0.00075
baseline:week-c,resolution-d015830c939daf8c-up-1729078320000000000,1729078440000000000,O-20241016-113400-09-000-20,2,68132.4,10.699,131.21073857,415.50067212999994,0.00075
baseline:week-c,resolution-d015830c939daf8c-up-1729078320000000000,1729079160000000000,O-20241016-113400-09-000-21,1,68312.0,10.699,131.55661584,416.59595016,0.00075
baseline:week-c,resolution-5dd235225139bba1-down-1729086600000000000,1729086900000000000,O-20241016-135500-09-000-23,1,67348.5,11.434,138.61129482,438.93576692999994,0.00075
baseline:week-c,resolution-5dd235225139bba1-down-1729086600000000000,1729087740000000000,O-20241016-135500-09-000-25,2,67816.7,11.434,155.08322956,426.4788812899999,0.00075
baseline:week-c,resolution-63259ad16a7f0daa-up-1729464420000000000,1729464540000000000,O-20241020-224900-09-000-26,2,69207.1,14.652,182.52403726,577.99278464,0.00075
baseline:week-c,resolution-63259ad16a7f0daa-up-1729464420000000000,1729464720000000000,O-20241020-224900-09-000-27,1,69311.5,14.652,182.79937764,578.86469586,0.00075
