client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,account_id,trade_id,position_id,order_side,order_type,last_qty,last_px,currency,commission,liquidity_side,event_id,ts_event,ts_init,info,reconciliation
O-20250303-164500-001-000-1,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-001,BINANCE-001,T-b458527b6b75ae06-14352,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,8.027,90019.3,USDT,614.19718294 USDT,TAKER,b690f411-cfe2-4852-a491-905c10215d9f,2025-03-03 16:45:00+00:00,2025-03-03 16:45:00+00:00,{},False
O-20250303-164500-001-000-3,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-003,BINANCE-001,T-e3bfddd52c9c79e8-14433,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,LIMIT,8.027,90398.7,USDT,217.68910947 USDT,MAKER,13722205-e396-48be-88d2-6330f3ed9149,2025-03-03 17:07:00+00:00,2025-03-03 17:07:00+00:00,{},False
O-20250303-204500-001-000-4,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-004,BINANCE-001,T-0cc60fc6f1b6b1f6-15281,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,7.706,85371.6,USDT,559.19251716 USDT,TAKER,044f56ad-6efe-4ee3-8310-026d5cd02b2b,2025-03-03 20:45:00+00:00,2025-03-03 20:45:00+00:00,{},False
O-20250303-204500-001-000-6,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-006,BINANCE-001,T-341bed130503cb5b-15293,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,LIMIT,7.706,85775.4,USDT,198.29556972 USDT,MAKER,727eddbc-e905-447a-ae54-7da4cc3d9339,2025-03-03 20:48:00+00:00,2025-03-03 20:48:00+00:00,{},False
O-20250304-033000-001-000-7,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-007,BINANCE-001,T-a5678f3fb00a2bd9-16846,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,MARKET,7.823,83981.1,USDT,558.43652351 USDT,TAKER,c12dd772-14d9-4200-859e-746c86d90453,2025-03-04 03:30:00+00:00,2025-03-04 03:30:00+00:00,{},False
O-20250304-033000-001-000-9,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-009,BINANCE-001,T-696be9638f389850-16910,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,LIMIT,7.823,83557.2,USDT,196.10039268 USDT,MAKER,6884e43f-228d-47cb-bb17-c7c7e0d86eac,2025-03-04 03:47:00+00:00,2025-03-04 03:47:00+00:00,{},False
O-20250304-102500-001-000-10,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-010,BINANCE-001,T-bf21ab85a2cf3e29-18438,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,14.063,83527.9,USDT,998.45492905 USDT,TAKER,3c55b691-905a-4271-8347-646e5024a19d,2025-03-04 10:25:00+00:00,2025-03-04 10:25:00+00:00,{},False
O-20250304-102500-001-000-12,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-012,BINANCE-001,T-06894af6c2caeea5-18487,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,LIMIT,14.063,83798.7,USDT,353.53833543 USDT,MAKER,eafa807e-7817-4c40-a063-31cf143a0250,2025-03-04 10:38:00+00:00,2025-03-04 10:38:00+00:00,{},False
O-20250307-154500-001-000-13,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-013,BINANCE-001,T-8e1945eb24f7a61f-36022,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,4.823,88482.6,USDT,362.73884283 USDT,TAKER,6eebde66-5bff-464f-ae4c-2b4c511a24d8,2025-03-07 15:45:00+00:00,2025-03-07 15:45:00+00:00,{},False
O-20250307-154500-001-000-14,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-014,BINANCE-001,T-a8dd3912a9def5db-36169,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,STOP_MARKET,4.823,87942.2,USDT,360.52344601 USDT,TAKER,48c72fe0-8c6e-4cfd-a841-4d7147c79c91,2025-03-07 16:22:00+00:00,2025-03-07 16:22:00+00:00,{},False
O-20250307-195500-001-000-16,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-016,BINANCE-001,T-cffbae17e9b32d0f-36997,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,7.294,87573.6,USDT,542.94756264 USDT,TAKER,c5777ade-9393-4e34-9af1-7041450232fe,2025-03-07 19:55:00+00:00,2025-03-07 19:55:00+00:00,{},False
O-20250307-195500-001-000-18,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-018,BINANCE-001,T-8ac41b381a2aa827-37050,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,LIMIT,7.294,88225.7,USDT,193.05547674 USDT,MAKER,13a64ef0-6df1-4261-ae88-6bfa972868ec,2025-03-07 20:09:00+00:00,2025-03-07 20:09:00+00:00,{},False
O-20250309-191500-001-000-19,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-019,BINANCE-001,T-c8f60156e3082f11-47232,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,12.452,82413.4,USDT,872.27990828 USDT,TAKER,bbf78c3f-8e81-4f81-915c-656571bbe24a,2025-03-09 19:15:00+00:00,2025-03-09 19:15:00+00:00,{},False
O-20250309-191500-001-000-21,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-021,BINANCE-001,T-4a30dc197d0adb24-47286,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,LIMIT,12.452,82751.2,USDT,309.12538272 USDT,MAKER,72ba7bd0-9a81-498b-baf7-e90de86aa7cb,2025-03-09 19:29:00+00:00,2025-03-09 19:29:00+00:00,{},False
