client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last,trigger_price,trigger_type,expire_time_ns,trigger_instrument_id,price,is_post_only,display_qty
O-20250303-164500-001-000-1,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-001,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BINANCE-001,T-b458527b6b75ae06-14352,MARKET,BUY,8.027,GTC,False,False,8.027,TAKER,90019.3,0.0,['614.19718294 USDT'],NO_TRIGGER,FILLED,OTO,OL-20250303-164500-001-000-1,"['O-20250303-164500-001-000-2', 'O-20250303-164500-001-000-3']",,,,,"['v107-regime-rotation-18-1741020300000000000', 'candidate-02-v53']",e24d24d9-c876-492a-a949-aee89b8935aa,1741020300000000000,1741020300000000000,,,,,,,
O-20250303-164500-001-000-2,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-002,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BINANCE-001,,STOP_MARKET,SELL,8.027,GTC,True,False,0.000,NO_LIQUIDITY_SIDE,,,,NO_TRIGGER,CANCELED,OUO,OL-20250303-164500-001-000-1,['O-20250303-164500-001-000-3'],O-20250303-164500-001-000-1,,,,"['v107-regime-rotation-18-1741020300000000000', 'auction-rotation-invalidation']",8a269d71-78ec-4605-bc28-41da2545e8aa,1741020300000000000,1741021620000000000,89789.4,DEFAULT,,,,,
O-20250303-164500-001-000-3,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-003,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BINANCE-001,T-e3bfddd52c9c79e8-14433,LIMIT,SELL,8.027,GTC,True,False,8.027,MAKER,90398.7,0.0,['217.68910947 USDT'],NO_TRIGGER,FILLED,OUO,OL-20250303-164500-001-000-1,['O-20250303-164500-001-000-2'],O-20250303-164500-001-000-1,,,,"['v107-regime-rotation-18-1741020300000000000', 'opposite-auction-liquidity']",95a44c81-2b3d-4260-8b5a-4650eeedf5a0,1741020300000000000,1741021620000000000,,,,,90398.7,True,
O-20250303-204500-001-000-4,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-004,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BINANCE-001,T-0cc60fc6f1b6b1f6-15281,MARKET,BUY,7.706,GTC,False,False,7.706,TAKER,85371.6,0.0,['559.19251716 USDT'],NO_TRIGGER,FILLED,OTO,OL-20250303-204500-001-000-2,"['O-20250303-204500-001-000-5', 'O-20250303-204500-001-000-6']",,,,,"['v107-regime-rotation-6-1741034700000000000', 'candidate-02-v53']",138b0772-d98b-491b-aa0e-e74764cd8403,1741034700000000000,1741034700000000000,,,,,,,
O-20250303-204500-001-000-5,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-005,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BINANCE-001,,STOP_MARKET,SELL,7.706,GTC,True,False,0.000,NO_LIQUIDITY_SIDE,,,,NO_TRIGGER,CANCELED,OUO,OL-20250303-204500-001-000-2,['O-20250303-204500-001-000-6'],O-20250303-204500-001-000-4,,,,"['v107-regime-rotation-6-1741034700000000000', 'auction-rotation-invalidation']",321a01b4-a2bd-4eb6-bf01-30be0b944271,1741034700000000000,1741034880000000000,85110.1,DEFAULT,,,,,
O-20250303-204500-001-000-6,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-006,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BINANCE-001,T-341bed130503cb5b-15293,LIMIT,SELL,7.706,GTC,True,False,7.706,MAKER,85775.4,0.0,['198.29556972 USDT'],NO_TRIGGER,FILLED,OUO,OL-20250303-204500-001-000-2,['O-20250303-204500-001-000-5'],O-20250303-204500-001-000-4,,,,"['v107-regime-rotation-6-1741034700000000000', 'opposite-auction-liquidity']",49c8979c-6987-495e-b883-5fc0d6caceab,1741034700000000000,1741034880000000000,,,,,85775.4,True,
O-20250304-033000-001-000-7,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-007,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BINANCE-001,T-a5678f3fb00a2bd9-16846,MARKET,SELL,7.823,GTC,False,False,7.823,TAKER,83981.1,0.0,['558.43652351 USDT'],NO_TRIGGER,FILLED,OTO,OL-20250304-033000-001-000-3,"['O-20250304-033000-001-000-8', 'O-20250304-033000-001-000-9']",,,,,"['v107-regime-rotation-15-1741059000000000000', 'candidate-02-v53']",662109d8-488f-46bd-9466-fce7a48d87ab,1741059000000000000,1741059000000000000,,,,,,,
O-20250304-033000-001-000-8,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-008,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BINANCE-001,,STOP_MARKET,BUY,7.823,GTC,True,False,0.000,NO_LIQUIDITY_SIDE,,,,NO_TRIGGER,CANCELED,OUO,OL-20250304-033000-001-000-3,['O-20250304-033000-001-000-9'],O-20250304-033000-001-000-7,,,,"['v107-regime-rotation-15-1741059000000000000', 'auction-rotation-invalidation']",e472c3e5-0c5a-4ce7-923e-86b1fac5c415,1741059000000000000,1741060020000000000,84247.5,DEFAULT,,,,,
O-20250304-033000-001-000-9,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-009,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BINANCE-001,T-696be9638f389850-16910,LIMIT,BUY,7.823,GTC,True,False,7.823,MAKER,83557.2,0.0,['196.10039268 USDT'],NO_TRIGGER,FILLED,OUO,OL-20250304-033000-001-000-3,['O-20250304-033000-001-000-8'],O-20250304-033000-001-000-7,,,,"['v107-regime-rotation-15-1741059000000000000', 'opposite-auction-liquidity']",c836d82f-5590-440d-8d50-cb5070cab2a4,1741059000000000000,1741060020000000000,,,,,83557.2,True,
O-20250304-102500-001-000-10,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-010,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BINANCE-001,T-bf21ab85a2cf3e29-18438,MARKET,BUY,14.063,GTC,False,False,14.063,TAKER,83527.90000000001,0.0,['998.45492905 USDT'],NO_TRIGGER,FILLED,OTO,OL-20250304-102500-001-000-4,"['O-20250304-102500-001-000-11', 'O-20250304-102500-001-000-12']",,,,,"['v107-regime-rotation-15-1741083900000000000', 'candidate-02-v53']",c38b87e3-0a27-47aa-a461-582443c5d0fc,1741083900000000000,1741083900000000000,,,,,,,
