end_time_ns,entry_kind,legs,native_account_pnl,native_equity_after,native_equity_before,return,scenario_id,scenario_kind,signal_time_ns
1704681449185000000,REVERSAL,"[{""break_even_price"": 43749.727517884305, ""direction"": ""LONG"", ""duration_ns"": 869174000000, ""entry_price"": 43705.99965429822, ""entry_time_ns"": 1704680580011000000, ""exit_price"": 43518.102281631705, ""exit_reason"": ""INITIAL_STOP"", ""exit_time_ns"": 1704681449185000000, ""kind"": ""REVERSAL"", ""mfe_net_r"": -0.20698580425735194, ""native_account_pnl"": -3013.558167449999, ""native_equity_after"": 96986.44183255, ""native_equity_before"": 100000.0, ""net_r"": -1.0045193891499997, ""planned_loss"": 3000.0, ""protection_active"": false, ""quantity"": 13.017, ""realized_pnl_event"": ""-3013.55816745 USDT"", ""realized_return_event"": -0.004299120810706248, ""scenario_id"": ""NT-LVCFR-V25-OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL-15cc674da5fdad65"", ""settled_funding_cost_per_unit_estimate"": 0.0, ""structural_protection_active"": false, ""structural_protection_stop"": null, ""structural_protection_trigger"": 43713.55, ""structural_trail_updates"": 0, ""target_mode"": ""STRUCTURAL_LIQUIDITY_OBJECTIVE"", ""target_price"": 43795.1}]",-3013.558167449999,96986.44183255,100000.0,-0.030135581674500034,NT-LVCFR-V25-OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL-15cc674da5fdad65,OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL,1704680580000000000
1704832479048000000,REVERSAL,"[{""break_even_price"": 46811.988491845834, ""direction"": ""LONG"", ""duration_ns"": 458948000000, ""entry_price"": 46765.19989765109, ""entry_time_ns"": 1704832020100000000, ""exit_price"": 46662.90127936134, ""exit_reason"": ""INITIAL_STOP"", ""exit_time_ns"": 1704832479048000000, ""kind"": ""REVERSAL"", ""mfe_net_r"": -0.24627424478522802, ""native_account_pnl"": -2911.856562550005, ""native_equity_after"": 94074.58527, ""native_equity_before"": 96986.44183255, ""net_r"": -1.0007778776533915, ""planned_loss"": 2909.5932549765, ""protection_active"": false, ""quantity"": 19.541, ""realized_pnl_event"": ""-2911.85656255 USDT"", ""realized_return_event"": -0.0021874945154439383, ""scenario_id"": ""NT-LVCFR-V25-OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL-aa84be830c30490c"", ""settled_funding_cost_per_unit_estimate"": 0.0, ""structural_protection_active"": false, ""structural_protection_stop"": null, ""structural_protection_trigger"": 46815.55, ""structural_trail_updates"": 0, ""target_mode"": ""STRUCTURAL_LIQUIDITY_OBJECTIVE"", ""target_price"": 46937.0}]",-2911.856562550005,94074.58527,96986.44183255,-0.030023336329601746,NT-LVCFR-V25-OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL-aa84be830c30490c,OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL,1704832020000000000
1704846287653000000,REVERSAL,"[{""break_even_price"": 46108.26883674843, ""direction"": ""SHORT"", ""duration_ns"": 166729000000, ""entry_price"": 46154.400171252426, ""entry_time_ns"": 1704846120924000000, ""exit_price"": 46122.36634318986, ""exit_reason"": ""STRUCTURAL_PROTECTION"", ""exit_time_ns"": 1704846287653000000, ""kind"": ""REVERSAL"", ""mfe_net_r"": 0.601588593502024, ""native_account_pnl"": -247.08359789999668, ""native_equity_after"": 93827.5016721, ""native_equity_before"": 94074.58527, ""net_r"": -0.08754883060458578, ""planned_loss"": 2822.2375580999997, ""protection_active"": false, ""quantity"": 17.518, ""realized_pnl_event"": ""-247.08359790 USDT"", ""realized_return_event"": 0.0006940579434183195, ""scenario_id"": ""NT-LVCFR-V25-OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL-9ba64c4180ed6ed7"", ""settled_funding_cost_per_unit_estimate"": 0.0, ""structural_protection_active"": true, ""structural_protection_stop"": 46108.26883674843, ""structural_protection_trigger"": 46088.05, ""structural_trail_updates"": 1, ""target_mode"": ""STRUCTURAL_LIQUIDITY_OBJECTIVE"", ""target_price"": 45929.5}]",-247.08359789999668,93827.5016721,94074.58527,-0.002626464918137561,NT-LVCFR-V25-OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL-9ba64c4180ed6ed7,OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL,1704846120000000000
1704876779543000000,REVERSAL,"[{""break_even_price"": 45752.626095150095, ""direction"": ""LONG"", ""duration_ns"": 238871000000, ""entry_price"": 45706.89633393556, ""entry_time_ns"": 1704876540672000000, ""exit_price"": 45522.610019572414, ""exit_reason"": ""INITIAL_STOP"", ""exit_time_ns"": 1704876779543000000, ""kind"": ""REVERSAL"", ""mfe_net_r"": -0.06521661775358928, ""native_account_pnl"": -3054.0057812000014, ""native_equity_after"": 90773.4958909, ""native_equity_before"": 93827.5016721, ""net_r"": -1.084971792837765, ""planned_loss"": 2814.825050163, ""protection_active"": false, ""quantity"": 13.284, ""realized_pnl_event"": ""-3054.00578120 USDT"", ""realized_return_event"": -0.004031914856277875, ""scenario_id"": ""NT-LVCFR-V25-OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL-6926e1ffbb5c8772"", ""settled_funding_cost_per_unit_estimate"": 0.0, ""structural_protection_active"": false, ""structural_protection_stop"": null, ""structural_protection_trigger"": 45754.85, ""structural_trail_updates"": 1, ""target_mode"": ""STRUCTURAL_LIQUIDITY_OBJECTIVE"", ""target_price"": 45876.7}]",-3054.0057812000014,90773.4958909,93827.5016721,-0.0325491537851329,NT-LVCFR-V25-OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL-6926e1ffbb5c8772,OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL,1704876540000000000
1705040302323000000,REVERSAL,"[{""break_even_price"": 46150.92649818312, ""direction"": ""SHORT"", ""duration_ns"": 142136000000, ""entry_price"": 46197.10051168805, ""entry_time_ns"": 1705040160187000000, ""exit_price"": 46291.39955294625, ""exit_reason"": ""INITIAL_STOP"", ""exit_time_ns"": 1705040302323000000, ""kind"": ""REVERSAL"", ""mfe_net_r"": -0.4104458750762181, ""native_account_pnl"": -2609.3267460999923, ""native_equity_after"": 88164.1691448, ""native_equity_before"": 90773.4958909, ""net_r"": -0.9581823124656428, ""planned_loss"": 2723.204876727, ""protection_active"": false, ""quantity"": 18.566, ""realized_pnl_event"": ""-2609.32674610 USDT"", ""realized_return_event"": -0.0020412328958684814, ""scenario_id"": ""NT-LVCFR-V25-OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL-64427cfadab2f2e9"", ""settled_funding_cost_per_unit_estimate"": 0.0, ""structural_protection_active"": false, ""structural_protection_stop"": null, ""structural_protection_trigger"": 46135.6, ""structural_trail_updates"": 1, ""target_mode"": ""STRUCTURAL_LIQUIDITY_OBJECTIVE"", ""target_price"": 46003.2}]",-2609.3267460999923,88164.1691448,90773.4958909,-0.028745469373969268,NT-LVCFR-V25-OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL-64427cfadab2f2e9,OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL,1705040160000000000
1705097030991000000,REVERSAL,"[{""break_even_price"": 43522.24265778645, ""direction"": ""LONG"", ""duration_ns"": 950976000000, ""entry_price"": 43474.39690800356, ""entry_time_ns"": 1705096080015000000, ""exit_price"": 43104.40229036773, ""exit_reason"": ""INITIAL_STOP"", ""exit_time_ns"": 1705097030991000000, ""kind"": ""REVERSAL"", ""mfe_net_r"": -0.04541612514112537, ""native_account_pnl"": -3247.9990914500086, ""native_equity_after"": 84916.17005335, ""native_equity_before"": 88164.1691448, ""net_r"": -1.2280117584259298, ""planned_loss"": 2644.925074344, ""protection_active"": false, ""quantity"": 7.859, ""realized_pnl_event"": ""-3247.99909145 USDT"", ""realized_return_event"": -0.00851063255503638, ""scenario_id"": ""NT-LVCFR-V25-OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL-3751a526ed53b56d"", ""settled_funding_cost_per_unit_estimate"": 0.0, ""structural_protection_active"": false, ""structural_protection_stop"": null, ""structural_protection_trigger"": 43673.85, ""structural_trail_updates"": 1, ""target_mode"": ""STRUCTURAL_LIQUIDITY_OBJECTIVE"", ""target_price"": 43987.7}]",-3247.9990914500086,84916.17005335,88164.1691448,-0.03684035275277786,NT-LVCFR-V25-OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL-3751a526ed53b56d,OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL,1705096080000000000
1705147355339000000,REVERSAL,"[{""break_even_price"": 42678.956773741615, ""direction"": ""LONG"", ""duration_ns"": 335208000000, ""entry_price"": 42636.29914578186, ""entry_time_ns"": 1705147020131000000, ""exit_price"": 42674.30093187434, ""exit_reason"": ""STRUCTURAL_PROTECTION"", ""exit_time_ns"": 1705147355339000000, ""kind"": ""REVERSAL"", ""mfe_net_r"": 0.04247656531262471, ""native_account_pnl"": -65.9170250499883, ""native_equity_after"": 84850.25302830001, ""native_equity_before"": 84916.17005335, ""net_r"": -0.02587533289540136, ""planned_loss"": 2547.4851016005, ""protection_active"": false, ""quantity"": 14.165, ""realized_pnl_event"": ""-65.91702505 USDT"", ""realized_return_event"": 0.0008913012351881168, ""scenario_id"": ""NT-LVCFR-V25-OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL-e96a02793402ebfa"", ""settled_funding_cost_per_unit_estimate"": 0.0, ""structural_protection_active"": true, ""structural_protection_stop"": 42678.956773741615, ""structural_protection_trigger"": 42684.4, ""structural_trail_updates"": 2, ""target_mode"": ""STRUCTURAL_LIQUIDITY_OBJECTIVE"", ""target_price"": 42816.9}]",-65.9170250499883,84850.25302830001,84916.17005335,-0.0007762599868620379,NT-LVCFR-V25-OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL-e96a02793402ebfa,OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL,1705147020000000000
1705148960943000000,REVERSAL,"[{""break_even_price"": 42626.505089296035, ""direction"": ""LONG"", ""duration_ns"": 440687000000, ""entry_price"": 42583.89988680799, ""entry_time_ns"": 1705148520256000000, ""exit_price"": 42622.90210948754, ""exit_reason"": ""STRUCTURAL_PROTECTION"", ""exit_time_ns"": 1705148960943000000, ""kind"": ""REVERSAL"", ""mfe_net_r"": 0.21364659399940045, ""native_account_pnl"": -69.99250180002127, ""native_equity_after"": 84780.26052649999, ""native_equity_before"": 84850.25302830001, ""net_r"": -0.027496481272199527, ""planned_loss"": 2545.5075908490003, ""protection_active"": false, ""quantity"": 19.436, ""realized_pnl_event"": ""-69.99250180 USDT"", ""realized_return_event"": 0.0009158912824618457, ""scenario_id"": ""NT-LVCFR-V25-OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL-df402137ec7e5da1"", ""settled_funding_cost_per_unit_estimate"": 0.0, ""structural_protection_active"": true, ""structural_protection_stop"": 42626.505089296035, ""structural_protection_trigger"": 42643.2, ""structural_trail_updates"": 3, ""target_mode"": ""STRUCTURAL_LIQUIDITY_OBJECTIVE"", ""target_price"": 42773.4}]",-69.99250180002127,84780.26052649999,84850.25302830001,-0.0008248944381660239,NT-LVCFR-V25-OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL-df402137ec7e5da1,OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL,1705148520000000000
1705174361221000000,REVERSAL,"[{""break_even_price"": 42897.08153727753, ""direction"": ""SHORT"", ""duration_ns"": 281008000000, ""entry_price"": 42940.000078085206, ""entry_time_ns"": 1705174080213000000, ""exit_price"": 42984.59772873875, ""exit_reason"": ""INITIAL_STOP"", ""exit_time_ns"": 1705174361221000000, ""kind"": ""REVERSAL"", ""mfe_net_r"": -0.26438949190780703, ""native_account_pnl"": -2579.0783141999855, ""native_equity_after"": 82201.1822123, ""native_equity_before"": 84780.26052649999, ""net_r"": -1.0140246869508955, ""planned_loss"": 2543.4078157949994, ""protection_active"": false, ""quantity"": 29.455, ""realized_pnl_event"": ""-2579.07831420 USDT"", ""realized_return_event"": -0.0010386038791906104, ""scenario_id"": ""NT-LVCFR-V25-OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL-2ec8057c9bfee66d"", ""settled_funding_cost_per_unit_estimate"": 0.0, ""structural_protection_active"": false, ""structural_protection_stop"": null, ""structural_protection_trigger"": 42865.75, ""structural_trail_updates"": 3, ""target_mode"": ""STRUCTURAL_LIQUIDITY_OBJECTIVE"", ""target_price"": 42766.7}]",-2579.0783141999855,82201.1822123,84780.26052649999,-0.03042074060852684,NT-LVCFR-V25-OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL-2ec8057c9bfee66d,OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL,1705174080000000000
1705193299025000000,REVERSAL,"[{""break_even_price"": 42827.388553279874, ""direction"": ""LONG"", ""duration_ns"": 558872000000, ""entry_price"": 42784.58256771938, ""entry_time_ns"": 1705192740153000000, ""exit_price"": 42674.30712769941, ""exit_reason"": ""INITIAL_STOP"", ""exit_time_ns"": 1705193299025000000, ""kind"": ""REVERSAL"", ""mfe_net_r"": -0.33369844659754677, ""native_account_pnl"": -2451.444265350001, ""native_equity_after"": 79749.73794695, ""native_equity_before"": 82201.1822123, ""net_r"": -0.9940831341568322, ""planned_loss"": 2466.035466369, ""protection_active"": false, ""quantity"": 16.022, ""realized_pnl_event"": ""-2451.44426535 USDT"", ""realized_return_event"": -0.002577457425123321, ""scenario_id"": ""NT-LVCFR-V25-OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL-033fb925fa391dea"", ""settled_funding_cost_per_unit_estimate"": 0.0, ""structural_protection_active"": false, ""structural_protection_stop"": null, ""structural_protection_trigger"": 42797.25, ""structural_trail_updates"": 3, ""target_mode"": ""STRUCTURAL_LIQUIDITY_OBJECTIVE"", ""target_price"": 42896.9}]",-2451.444265350001,79749.73794695,82201.1822123,-0.029822494024704937,NT-LVCFR-V25-OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL-033fb925fa391dea,OI_CONTRACTION_EXTERNAL_ABSORPTION_REVERSAL,1705192740000000000
