plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,move_3,flow_3,efficiency_3,location_3,move_15,flow_15,efficiency_15,location_15,move_60,flow_60,efficiency_60,location_60,move_240,flow_240,efficiency_240,location_240,context_scale,context_age,source_strength,body,wick,activity,range_expansion,impact_residual,flow_change,basis,basis_change,basis_dislocation,market_5,market_15,market_60,relative_15,relative_60,context_15,context_60,channel_location,source_age,source_kind,event_age,penetration,event_flow,event_activity,return_depth,return_activity,origin_overlap,entry_distance,risk_range,risk_bps,cost_r,planned_rr,target_range,is_origin_return,acceptance,channel_width,channel_slope,channel_age,response_effort,m_opponent_markout_1,m_own_markout_1,m_trapped_opponent_1,m_trapped_self_1,m_extreme_flow_1,m_extreme_share_1,m_late_flow_1,m_late_progress_1,m_flow_price_alignment_1,m_opponent_markout_5,m_own_markout_5,m_trapped_opponent_5,m_trapped_self_5,m_extreme_flow_5,m_extreme_share_5,m_late_flow_5,m_late_progress_5,m_flow_price_alignment_5,x_spot_move_15,x_relative_move_15,x_spot_flow_15,x_relative_flow_15,x_oi_change_15,x_spot_move_60,x_relative_move_60,x_spot_flow_60,x_relative_flow_60,x_oi_change_60,x_index_basis,x_premium,x_premium_change,x_spot_activity,x_futures_activity,label_closed,label_net_r,label_win,label_hold,label_ambiguous,month,forecast,utility
XRPUSDT:CORRIDOR:5:1723762500000000000:1723764900000000000:1723765800000000000:1723766640000000000:0,XRPUSDT:CORRIDOR:5:1723762500000000000:1723764900000000000:1723765800000000000,XRPUSDT,1,1723766640000000000,1723766460000000000,0.5602,0.5595,0.5611,1.2857142857142403,0.5600545454545454,0.0,CORRIDOR:5:1723762500000000000:1723764900000000000:1723765800000000000,OBSERVED_OPPOSING_STRUCTURE,0.5600545454545454,0.5600545454545454,0.5605,0.5596,CORRIDOR_REJECTION,0.2500000000000694,0.005582109339566776,0.3333333333333333,0.7142857142857597,-0.49999999999995376,-0.13347925233516872,-0.16666666666664612,-0.14285714285712015,0.5000000000000463,-0.14208590303110621,0.04347826086956871,-0.3076923076922814,3.7500000000001155,-0.062204675731268755,0.06072874493927174,0.7017543859649247,0.0,0.0,1.9772727272727884,0.6666666666667284,0.0,0.9723514279583497,0.8967461358012441,0.14046184090493968,0.7079421473152286,0.0,0.6014984359159481,0.6500263657050555,0.17493265604555305,-0.4680327868852339,-0.1169951079023219,-0.03196721311471984,0.6169951079023682,0.0,0.0,-0.8773946360152217,1.1631508098056809,0.0,1.3862943611198906,0.3787878787878185,-0.15905996491103527,2.5097173015235614,0.6734693877548884,0.0,0.0,0.12121212121222776,0.5833333333333719,12.495537308104854,0.9597428571428104,1.2857142857142403,0.7500000000000231,0.0,0.0,1.9772727272727884,0.07575757575757716,0.8,0.6293103755338436,,,,,,,,,,,,,,,,,,,-0.4993760504713861,-0.00035637905134119614,-0.165285032224286,0.03180577988911806,-4.300211326224712,0.4165551568730075,0.08371279598442177,-0.07929596734715576,-0.0627899356839507,-1.707084201356679,-5.430644352311109,-6.8927,-1.3215999999999999,0.21948268361847834,0.33589800004243864,1723767060000000000,-0.9607659366596214,0,7.0,False,2024-08,0.5,0.04025714285718962
BTCUSDT:CORRIDOR:15:1723761900000000000:1723763700000000000:1723765500000000000:1723767480000000000:0,BTCUSDT:CORRIDOR:15:1723761900000000000:1723763700000000000:1723765500000000000,BTCUSDT,1,1723767480000000000,1723767420000000000,57428.0,57346.9,57755.35,4.036374845869352,57383.35,1.584962500721156,CORRIDOR:15:1723761900000000000:1723763700000000000:1723765500000000000,OBSERVED_OPPOSING_STRUCTURE,57383.35,57383.35,57433.0,57347.0,CORRIDOR_REJECTION,-0.25601750547044483,-0.3157903750908885,-0.35276381909548854,0.3846153846153846,-0.32968636032090715,-0.05213172686987849,-0.10386029411764107,-0.20821114369500904,-1.1998541210794849,-0.02075711923072022,-0.10850207769936082,-0.6334841628959276,3.5098468271334022,0.009019189107861942,0.04978892475788389,0.5513024986709196,0.0,0.0,2.714077315827809,0.8617886178862237,-0.13279132791331333,0.5940760359022722,0.5586448132373405,0.23863507319838115,0.04615364599216215,0.2437894634188531,0.3984338150042621,0.35453910550532597,-0.15847630087584913,0.0351449275362115,-1.078187930104962,-0.36483128785711866,-0.12166619097452291,0.0,0.0,-0.7600107497984325,1.1420974006078486,0.0,0.6931471805599453,0.26513493800144394,-0.14873262973987922,1.4912480777884045,0.1007049345417896,0.0,0.0,0.32567469000729937,0.5915390226112126,14.122031064985467,0.8491361282367599,4.036374845869352,2.38767323121804,0.0,0.0,2.714077315827809,-0.11123267687818933,0.2,-0.014570745827909778,,,,,,,,,,,,,,,,,,,-0.34263655216297495,0.013079867339132594,0.13137802143020386,-0.18350974830008315,20.528403341053547,-1.209416229052076,0.011277298247076536,0.027150934837417536,-0.047908054068137855,45.8331910737364,-4.05477843064217,-4.0294,0.7949999999999998,0.5754375543052029,0.4093154962458655,1723768200000000000,-0.9631181086758915,0,12.0,False,2024-08,0.5,0.15086387176324012
ETHUSDT:CORRIDOR:15:1723761900000000000:1723763700000000000:1723765500000000000:1723767660000000000:0,ETHUSDT:CORRIDOR:15:1723761900000000000:1723763700000000000:1723765500000000000,ETHUSDT,-1,1723767660000000000,1723767540000000000,2574.0,2577.3900000000003,2558.9900000000002,4.427728613568824,2575.2999999999997,1.584962500721156,CORRIDOR:15:1723761900000000000:1723763700000000000:1723765500000000000,OBSERVED_OPPOSING_STRUCTURE,2575.2999999999997,2575.2999999999997,2577.38,2571.38,CORRIDOR_REJECTION,-0.40494590417308807,-0.2921658231309363,-0.3808139534883502,0.126666666666703,-0.9319938176198106,-0.13714769475758096,-0.25846549507072875,-0.3893405600722566,-0.4636785162287461,-0.043648995490719926,-0.036346014053792515,-0.17670416942423106,-5.602782071097349,-0.014088229720818272,-0.08343498975763569,-0.6142838036645693,0.0,0.0,2.5440494590417257,0.6584615384614992,0.3415384615385007,0.5947903359117147,0.8497276857143641,0.14417305495563248,0.4458835199512041,2.9195518793578845,4.164363543243121,2.2366358644099575,-0.40652509911968193,-0.3869248355797387,0.15179335933784655,-0.5450689820400718,-0.6154718755665927,-0.0,-0.0,-0.8420413122722086,1.1837700970084164,0.0,1.0986122886681096,0.3214837712519897,-0.29216582313093636,1.4540302669035907,0.6683673469388128,0.0,0.0,0.2009273570324145,0.5239567233385337,13.170163170164443,0.911750442477788,4.427728613568824,2.3199381761977897,0.0,0.0,2.5440494590417257,0.3168469860896537,0.4,0.35860460291799806,,,,,,,,,,,,,,,,,,,-0.9651304526932994,0.032043256051302905,-0.16745962069952508,0.030311925941941903,28.301869524245404,-0.48227255670015357,0.01832362140931242,0.05554731492200688,-0.0991963104127268,17.43031604897638,6.907882858757652,8.0531,5.745400000000001,0.3421309472529677,0.37970276344155834,1723767780000000000,-0.9618001051165785,0,2.0,False,2024-08,0.5,0.08824955752221197
XRPUSDT:CORRIDOR:15:1723753800000000000:1723756500000000000:1723760100000000000:1723769220000000000:0,XRPUSDT:CORRIDOR:15:1723753800000000000:1723756500000000000:1723760100000000000,XRPUSDT,1,1723769220000000000,1723769220000000000,0.5607,0.5603,0.5666780952380952,14.945238095239713,0.5605352380952381,1.584962500721156,CORRIDOR:15:1723753800000000000:1723756500000000000:1723760100000000000,OBSERVED_OPPOSING_STRUCTURE,0.5605352380952381,0.5605352380952381,0.5608,0.5604,CORRIDOR_REJECTION,0.09090909090908174,0.2922072326157125,0.3333333333333333,0.5,0.2727272727272452,-0.08021548775314538,0.08571428571427483,-0.5555555555556104,0.2727272727272452,-0.11440031959858075,0.022556390977440974,0.06666666666662224,5.0,-0.02031730624026106,0.07959479015918854,0.7021276595744561,0.0,0.0,5.675324675324694,0.5,0.0,0.9858309873802771,0.6849166814233757,-0.04891688040493647,1.062166959390185,0.0,0.0,0.3501374493281586,0.3641100152635649,0.8912722560288626,-0.26536050156739566,-0.6185449833016174,0.5380877742946408,1.0,0.0,-0.9472158657513393,2.409943611314545,0.0,0.0,0.12294372294370765,0.5781963092444009,0.9858309873802771,0.3776978417266142,0.0,0.0,0.14978354978353756,0.36363636363632695,7.1339397182085955,1.6815000000001852,14.945238095239713,5.434632034632075,0.0,0.0,5.675324675324694,0.5324675324675364,8.133333333333333,0.5781963092444009,,,,,,,,,,,,,,,,,,,0.3635067172971594,-0.0907064577874818,-0.06620660626434434,-0.014008881488800307,-13.369205328004341,0.18172095476867342,0.09107930474100417,-0.07824811681703507,-0.03615220278154592,-34.88877766674392,-4.603373053284621,-4.6034,-0.8094999999999999,0.8392564815480055,0.42329849187667856,1723769460000000000,-0.9503220781981855,0,4.0,False,2024-08,0.5,-0.6815000000001852
SOLUSDT:CORRIDOR:5:1723767600000000000:1723768500000000000:1723769400000000000:1723770300000000000:0,SOLUSDT:CORRIDOR:5:1723767600000000000:1723768500000000000:1723769400000000000,SOLUSDT,-1,1723770300000000000,1723770240000000000,142.335,142.613,141.773,2.0215827338130534,142.3825,0.0,CORRIDOR:5:1723767600000000000:1723768500000000000:1723769400000000000,OBSERVED_OPPOSING_STRUCTURE,142.3825,142.3825,142.603,142.211,CORRIDOR_REJECTION,-0.6962142197599265,-0.3086670357384511,-0.7320388349514942,-0.1791730474732236,-0.09787626962141452,0.006380328591159051,-0.03068905616676203,-0.3588516746411565,0.09787626962141452,-0.037844285222299684,0.007372374460981596,-0.17247386759582595,-2.6371191135733367,-0.015517727037673897,-0.040506041867589264,-0.025894445542597344,0.0,0.0,1.8568790397044483,0.4563758389260618,-0.5436241610739382,0.5602975832027015,0.5566478431131645,0.2166050650881948,0.12170703663967133,2.670876011394707,3.0570432624021926,1.1792233124877516,-0.7881545970188677,0.04629996042737791,-0.37554357592093485,-0.14417623004879243,0.4734198455423494,1.0,1.0,-0.9055196419691973,1.33500106673234,0.0,0.6931471805599453,0.4072022160665005,-0.23878853939582684,1.2851355710488035,0.7230320699709001,0.0,0.0,0.08771929824558457,0.513388734995355,19.531387220289567,0.614995683453256,2.0215827338130534,1.0378578024007348,0.0,0.0,1.8568790397044483,0.08771929824561081,1.0,-0.14331636753281543,,,,,,,,,,,,,,,,,,,-0.11078386744303786,0.012889370644827943,-0.11557159280121676,0.12195192139237582,4.259761005549478,0.110737195401003,-0.012879143909244436,-0.11764172904521161,0.07979744382291193,-62.275612824027604,5.206995390445446,4.5029,0.7537,0.5377297065895105,0.37375737358360983,1723770720000000000,0.9677229943591192,1,7.0,False,2024-08,0.5,0.38500431654674405
SOLUSDT:CORRIDOR:5:1723773000000000000:1723773900000000000:1723774500000000000:1723776060000000000:0,SOLUSDT:CORRIDOR:5:1723773000000000000:1723773900000000000:1723774500000000000,SOLUSDT,1,1723776060000000000,1723775340000000000,143.234,142.121,144.78900000000002,1.3971248876909321,142.36148000000003,0.0,CORRIDOR:5:1723773000000000000:1723773900000000000:1723774500000000000,OBSERVED_OPPOSING_STRUCTURE,142.36148000000003,142.36148000000003,144.358,142.131,CORRIDOR_ACCEPTANCE,0.0,-0.17768279651961533,0.0,-0.38181818181810667,2.04733727810651,-0.02221088101000002,0.25121006776380056,0.051076403545803784,3.4891518737672347,0.060069431088202487,0.20902753160817966,0.3202298155427943,-1.7495069033530408,-0.013976576658857978,-0.028846466551757828,0.38995929443690924,0.0,0.0,2.214595660749509,-0.7710526315788986,-0.023684210526279573,0.8515648129484004,0.9389405484430601,-0.2926909423136368,-0.3318366135574271,-0.9742268182155733,-0.765334989366595,0.10433174254737135,-0.8012407992560606,2.5795716883104634,4.76731821735729,-0.5322344102039533,-1.2781663435900552,0.0,-1.0,2.5541859636622206,1.33500106673234,0.0,2.5649493574615367,3.937909270216875,-0.019546263672327015,4.0772676597314215,0.5629795844769945,0.0,0.0,1.7209467455620742,2.1952662721893264,77.70501417261262,0.15383018867924536,1.3971248876909321,3.067061143984204,0.0,1.0,2.214595660749509,0.03629191321499489,3.2,-0.455780833831603,,,,,,,,,,,,,,,,,,,2.0576695300838765,-0.0028778092540000574,0.05782928209838014,-0.08004016310838016,-122.58281615682876,3.5908506675723353,-0.07997348586975084,0.08085290857016461,-0.020783477481962125,-59.18168080327746,-5.797997780546682,-8.8228,-8.7201,1.0522999068469272,1.2502001619151282,1723778460000000000,-0.9889696243016396,0,40.0,False,2024-08,0.5,0.8461698113207546
SOLUSDT:CORRIDOR:15:1723749300000000000:1723761900000000000:1723771800000000000:1723779660000000000:0,SOLUSDT:CORRIDOR:15:1723749300000000000:1723761900000000000:1723771800000000000,SOLUSDT,1,1723779660000000000,1723779600000000000,142.012,141.692,142.95700000000002,2.9531250000001306,141.72903466666668,1.584962500721156,CORRIDOR:15:1723749300000000000:1723761900000000000:1723771800000000000,OBSERVED_OPPOSING_STRUCTURE,141.72903466666668,141.72903466666668,142.032,141.702,CORRIDOR_REJECTION,-0.004201680672288978,-0.007693232359658613,-0.004950495049528633,0.8787878787878214,-0.2710084033613255,-0.23092215124446683,-0.09300648882479688,-0.2020592020592119,-2.567226890756325,-0.13224137531030322,-0.15800362037755689,-0.6244700181708052,-2.745798319327711,-0.021757260219626096,-0.04196230776639779,-0.2732700135685222,0.0,0.0,11.462436974789934,0.9181818181818147,-0.08181818181818534,0.7139823047606143,0.7034557571153129,0.1946250788570725,0.4175284505198449,2.6765464099076652,1.341245264359081,2.080434383264658,-0.38262099269167316,-0.18465553235906634,-2.209271460628818,-0.08635287100225914,-0.35795543012750697,1.0,-1.0,-0.8962759861097913,2.268683541318364,0.0,0.6931471805599453,0.056795518207310276,0.05502218636546995,1.2276892929154868,0.06601415343453024,0.0,0.0,0.5944649859943764,0.6722689075630122,22.533307044474633,0.5319450000000113,2.9531250000001306,1.985294117647108,0.0,0.0,11.462436974789934,0.2540336134453783,6.733333333333333,0.27581009796533534,,,,,,,,,,,,,,,,,,,-0.2518561144137791,-0.019029274951372157,-0.052809046612958765,-0.17811310463150806,-28.085721307515854,-2.550683624194123,-0.0055608495298854884,-0.07063687688935026,-0.06160449842095296,-45.86813556171521,-4.438906971107048,-5.8342,1.8851000000000002,0.4324651115050656,0.6177083587903396,1723781520000000000,-0.9718467097891531,0,31.0,False,2024-08,0.5,0.4680549999999887
SOLUSDT:CORRIDOR:5:1723777500000000000:1723779600000000000:1723780500000000000:1723782240000000000:0,SOLUSDT:CORRIDOR:5:1723777500000000000:1723779600000000000:1723780500000000000,SOLUSDT,-1,1723782240000000000,1723782180000000000,141.875,142.045,141.153,4.247058823529773,141.89366,0.0,CORRIDOR:5:1723777500000000000:1723779600000000000:1723780500000000000,OBSERVED_OPPOSING_STRUCTURE,141.89366,141.89366,142.035,141.835,CORRIDOR_REJECTION,-0.19703389830506451,-0.3249564436935748,-0.2634560906515426,0.21673003802276358,0.1567796610169771,-0.04354662811636106,0.04701397712834628,-0.35863377609105784,0.7605932203390112,0.04983856459371727,0.06370896184561238,0.2557172557172608,0.8644067796610001,0.017433128440248958,0.013613613613613337,0.34762550881954,0.0,0.0,1.9404661016949254,0.7182320441989367,0.04972375690616237,0.5903279190846786,0.7334827103532041,0.37482541265781844,0.03470064303024037,0.4165437056802279,0.839388606169722,0.11157309492033411,0.034346620231211544,-0.15617597662075028,0.6254134236509317,0.3129556376377274,0.13517979668807956,-1.0,-0.0,-0.9592531935800603,1.8870696490323797,0.0,0.6931471805599453,0.29944915254234555,-0.43125382679093816,1.0601910344940029,0.6818956699623221,0.0,0.0,0.03953389830510901,0.3601694915254017,11.982378854624669,1.0020705882353675,4.247058823529773,1.529661016949189,0.0,0.0,1.9404661016949254,0.17436440677965875,3.8,-0.19536213468869124,,,,,,,,,,,,,,,,,,,0.14821106839428927,0.008527719803881558,0.09627059023314918,-0.13981721834951025,-1.9011516492462022,0.7614510142218013,-0.0018184748238170042,0.1112390666779571,-0.06140050208423983,-39.72462910805774,4.795473337140255,4.0854,-0.48050000000000004,0.6359763125752264,0.5481444428277711,1723782300000000000,-0.9599833262584174,0,1.0,False,2024-08,0.5,-0.002070588235367543
SOLUSDT:CORRIDOR:5:1723784100000000000:1723785900000000000:1723786500000000000:1723788600000000000:0,SOLUSDT:CORRIDOR:5:1723784100000000000:1723785900000000000:1723786500000000000,SOLUSDT,-1,1723788600000000000,1723788360000000000,143.557,143.81,143.03099999999998,2.079051383399133,143.59737499999997,0.0,CORRIDOR:5:1723784100000000000:1723785900000000000:1723786500000000000,OBSERVED_OPPOSING_STRUCTURE,143.59737499999997,143.59737499999997,143.8,143.378,CORRIDOR_REJECTION,0.45380116959068806,0.18318039828192112,0.6978417266187154,0.5779220779221217,-1.2538011695906615,-0.08453184478291705,-0.2576923076923033,-0.5340364333652503,-3.139181286549709,-0.04108696512971516,-0.22322022621423349,-0.7112299465240399,-5.225730994152063,0.0024385085127386955,-0.08051611043033265,-0.5017107309486686,0.0,0.0,2.104678362573085,0.44102564102565744,-0.10769230769222697,0.7184555631973875,0.7255020214220033,-0.025751946276721727,0.5162995440851035,-0.27864273125510763,-0.27864273125510763,-0.17913990875380698,-0.5158869847151417,-0.6165077730309734,-2.110473313192376,-0.6372933965596881,-1.0287079733573332,-1.0,-0.0,-0.9102528480133727,1.9740810260220096,0.0,1.6094379124341003,0.4739766081872343,-0.0766268954698864,2.4036571873582213,0.8159544159544803,0.0,0.0,0.09444444444440622,0.5918128654971166,17.62366168142371,0.6815027667983803,2.079051383399133,1.2304093567251855,0.0,0.0,2.104678362573085,-0.15526315789474043,5.0,0.34948024948024947,,,,,,,,,,,,,,,,,,,-1.2885439215178842,0.032396245243995515,-0.20226992451965475,0.11773807973673771,48.8552593818703,-3.053655642035334,-0.10029058587128822,-0.06322674368662208,0.022139778556906922,16.627887164872845,3.726729775049842,5.4729,2.0354,0.7297146883888209,0.8986060173952775,1723788780000000000,-0.9673568120717769,0,3.0,False,2024-08,0.5,0.3184972332016197
BTCUSDT:CORRIDOR:5:1723784100000000000:1723784700000000000:1723785900000000000:1723789380000000000:0,BTCUSDT:CORRIDOR:5:1723784100000000000:1723784700000000000:1723785900000000000,BTCUSDT,1,1723789380000000000,1723788120000000000,58200.0,58024.5,58384.659999999996,1.0521937321937107,58141.926666666666,0.0,CORRIDOR:5:1723784100000000000:1723784700000000000:1723785900000000000,OBSERVED_OPPOSING_STRUCTURE,58141.926666666666,58141.926666666666,58380.3,58024.6,CORRIDOR_REJECTION,-0.8392774432607497,-0.26550388441311157,-0.7078125000000288,-0.6010591350397279,-0.42704955998145655,0.1803833450790807,-0.1442879499217449,-0.7772301626417113,-0.5845298749420854,0.03157370662445956,-0.04714232349644991,-0.013775653640712426,7.4571560907827195,0.06890702824738042,0.11018039473323943,0.46376943358486944,0.0,0.0,2.249498224486585,0.288819875776401,-0.7080745341615321,0.7278210450303284,0.9630149653705322,-0.09649783800915371,0.5967202461898854,-0.6528783344050826,-0.5341745401865605,-0.26379242428153743,-0.6833670556496554,-0.2959090909091051,0.7613095238095584,-0.13114046907235144,-1.345839398751644,1.0,1.0,-0.5217021276595617,2.128231705849268,0.0,3.091042453358316,1.0868612011733854,0.1406600685915657,3.8625166067352925,0.7563765521870472,0.0,0.0,0.5379651073027636,1.6257526632700214,30.15463917525773,0.3973487179487179,1.0521937321937107,1.7106067623899488,0.0,0.0,2.249498224486585,0.05033194380113992,9.6,0.556371873153437,,,,,,,,,,,,,,,,,,,-0.3992311369593704,-0.027649380110933926,0.07718450450674184,0.10319884057233812,11.72044203249456,-0.5508318939620539,-0.03338133839156142,0.03908787591594371,-0.007514169291484289,26.407389518521285,-7.27251102015436,-6.7653,0.07730000000000063,0.6072691580213927,0.5842635997194537,1723789920000000000,0.5499206268593917,1,9.0,False,2024-08,0.5,0.6026512820512822
