trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,price,time_in_force,expire_time_ns,filled_qty,liquidity_side,avg_px,slippage,commissions,status,is_post_only,is_reduce_only,is_quote_quantity,display_qty,emulation_trigger,trigger_instrument_id,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last,trigger_price,trigger_type
BACKTESTER-001,PortfolioStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-001,BTCUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-075d575c28629fc6-30857,LIMIT,SELL,4.015,79944.0,GTD,1.777875420000001e+18,4.015,MAKER,79943.90000000001,0.09999999999126885,['128.38990340 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20260504-060500-001-000-1,"['O-20260504-060500-001-000-2', 'O-20260504-060500-001-000-3']",,,,,['ENTRY'],6209fcd2-a5bf-450e-919d-f0098b396ce5,2026-05-04 06:05:00+00:00,2026-05-04 06:13:00+00:00,,
BACKTESTER-001,PortfolioStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-002,BTCUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-6346539cde4ca4a1-33420,STOP_MARKET,BUY,4.015,,GTC,,4.015,TAKER,80594.9,0.09999999999126885,['258.87081880 USDT'],FILLED,,True,False,,NO_TRIGGER,,OUO,OL-20260504-060500-001-000-1,['O-20260504-060500-001-000-3'],O-20260504-060500-001-000-1,,,,['STOP_LOSS'],62cdf4b6-1fe4-45e1-94fa-c5d5ba8ded74,2026-05-04 06:05:00+00:00,2026-05-04 17:54:00+00:00,80594.8,DEFAULT
BACKTESTER-001,PortfolioStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-004,BTCUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-e391da08e3821daa-67054,LIMIT,SELL,12.603,81086.8,GTD,1.778502180000001e+18,12.603,MAKER,81086.7,0.10000000000582077,['408.77427204 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20260511-121100-001-000-3,"['O-20260511-121100-001-000-8', 'O-20260511-121100-001-000-9']",,,,,['ENTRY'],5da390dc-6b33-49a6-8370-e4fa43481669,2026-05-11 12:11:00+00:00,2026-05-11 12:16:00+00:00,,
BACKTESTER-001,PortfolioStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-005,BTCUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-9c34474f4a0ebdf5-67089,STOP_MARKET,BUY,12.603,,GTC,,12.603,TAKER,81220.4,0.09999999999126885,['818.89656096 USDT'],FILLED,,True,False,,NO_TRIGGER,,OUO,OL-20260511-121100-001-000-3,['O-20260511-121100-001-000-9'],O-20260511-121100-001-000-7,,,,['STOP_LOSS'],db6d4e89-8289-4012-9768-3d2e1332ab4a,2026-05-11 12:11:00+00:00,2026-05-11 12:25:00+00:00,81220.3,DEFAULT
BACKTESTER-001,PortfolioStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-007,BTCUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-6314d69d4e8a62d9-81340,LIMIT,SELL,7.073,79662.3,GTD,1.778746500000001e+18,7.073,MAKER,79662.20000000001,0.09999999999126885,['225.38029624 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20260514-080300-001-000-4,"['O-20260514-080300-001-000-11', 'O-20260514-080300-001-000-12']",,,,,['ENTRY'],b64b9a2b-da28-4ad2-b8b1-717290aec030,2026-05-14 08:03:00+00:00,2026-05-14 08:08:00+00:00,,
BACKTESTER-001,PortfolioStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-008,BTCUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-72c1f5af3d190000-82423,STOP_MARKET,BUY,7.073,,GTC,,7.073,TAKER,79965.6,0.10000000000582077,['452.47735104 USDT'],FILLED,,True,False,,NO_TRIGGER,,OUO,OL-20260514-080300-001-000-4,['O-20260514-080300-001-000-12'],O-20260514-080300-001-000-10,,,,['STOP_LOSS'],9118c28e-1fbc-4db7-b6b6-39e3bdea24e4,2026-05-14 08:03:00+00:00,2026-05-14 13:23:00+00:00,79965.5,DEFAULT
BACKTESTER-001,PortfolioStrategy-000,XRPUSDT-PERP.BINANCE,BINANCE-4-001,XRPUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-a5d7cad3ee0d807d-100543,LIMIT,BUY,419105,1.3798,GTD,1.779103920000001e+18,419105,MAKER,1.3798233535748796,2.3353574879703132e-05,['231.31634664 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20260518-112000-001-000-5,"['O-20260518-112000-001-000-14', 'O-20260518-112000-001-000-15']",,,,,['ENTRY'],85060438-0786-4664-ac75-e4b57808d3ce,2026-05-18 11:20:00+00:00,2026-05-18 11:21:00+00:00,,
BACKTESTER-001,PortfolioStrategy-000,XRPUSDT-PERP.BINANCE,BINANCE-4-003,XRPUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-33d68df7f425819e-100608,LIMIT,SELL,419105,1.3914,GTC,,419105,MAKER,1.3913,9.999999999998899e-05,['233.24031460 USDT'],FILLED,True,True,False,,NO_TRIGGER,,OUO,OL-20260518-112000-001-000-5,['O-20260518-112000-001-000-14'],O-20260518-112000-001-000-13,,,,['TAKE_PROFIT'],a689dfb3-47e1-4cec-a89e-353693fc7e91,2026-05-18 11:20:00+00:00,2026-05-18 11:40:00+00:00,,
BACKTESTER-001,PortfolioStrategy-000,XRPUSDT-PERP.BINANCE,BINANCE-4-004,XRPUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-97ebcc125997e844-106539,LIMIT,BUY,258846,1.3690,GTD,1.779204480000001e+18,258846,MAKER,1.3690262070883845,2.6207088384522237e-05,['141.74678304 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20260519-151600-001-000-6,"['O-20260519-151600-001-000-17', 'O-20260519-151600-001-000-18']",,,,,['ENTRY'],04bfa5a7-222f-4108-b554-40ea2393d1d2,2026-05-19 15:16:00+00:00,2026-05-19 15:17:00+00:00,,
BACKTESTER-001,PortfolioStrategy-000,XRPUSDT-PERP.BINANCE,BINANCE-4-005,XRPUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-aab32dc8e34c7182-107406,STOP_MARKET,SELL,258846,,GTC,,258846,TAKER,1.3595,9.999999999998899e-05,['281.52090960 USDT'],FILLED,,True,False,,NO_TRIGGER,,OUO,OL-20260519-151600-001-000-6,['O-20260519-151600-001-000-18'],O-20260519-151600-001-000-16,,,,['STOP_LOSS'],b1d7e0aa-fe17-4840-a116-0ca92873fd1f,2026-05-19 15:16:00+00:00,2026-05-19 19:24:00+00:00,1.3596,DEFAULT
