episode_id,symbol,side,family,source_id,source_kind,source_side,source_price,source_lower,source_upper,source_timeframe_minutes,source_semantic_weight,source_strength_ratio,source_defense_count,source_accumulated,line_slope_atr_per_hour,interaction_index,interaction_time_ns,confirmation_index,confirmation_time_ns,departure_index,departure_time_ns,touch_index,touch_time_ns,response_index,response_time_ns,location_kind,zone_lower,zone_upper,event_extreme,event_strength,event_outside_close_ratio,event_outside_volume_ratio,event_path_efficiency,event_activity_ratio,event_flow_signed,event_volume_clock,response_kind,response_strength,response_flow_signed,response_activity_ratio,response_body_atr,response_delay_minutes,target_level_id,target_kind,target_structure_price,target_timeframe_minutes,target_semantic_weight,route_clarity,route_barrier_count,route_strongest_barrier_ratio,route_volume_congestion,structure_multiscale_trend_vote,arbitration_score,outcome,entry_index,entry_time_ns,resolution_index,resolution_time_ns,entry,stop,stop_fill,target,gross_rr,target_net_r,net_r,holding_minutes,mfe_r,mae_r,account_skip_reason
CLR:ETHUSDT:1755549480000000000:69596cd77f910106,ETHUSDT,SHORT,ACCEPTED_AUCTION_CONTINUATION,ETHUSDT:ACTIVE_POOL:LOW:1755549000000000000:7547205e7ece8143,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,4340.32,4339.515399999999,4342.8271,5,7.639543030406293,1.5254962867452788,3,True,0.0,51637,1755549480000000000,51638,1755549540000000000,51638,1755549540000000000,51651,1755550320000000000,51652,1755550380000000000,DIRECTIONAL_FVG,4339.23,4343.0,4326.02,6.9867549668875295,1.0,1.0,1.0,4.9966839238610605,0.40328745711807706,9.993367847722121,ALIGNED_INITIATIVE,1.5294500175944608,0.3998060521114459,0.4485345454557663,0.9801324503310926,1.0,ETHUSDT:5m:LOW:c10285:s2:1755537600000000000,MINOR_ROUTE_STRUCTURE,4311.16,5,1.6710828483030378,1.0,0,0.0,0.5130285803425193,0.0,12.496162639129507,STOP_FIRST,51653,1755550440000000000,51674,1755551700000000000,4334.87,4345.722750000001,4345.742750000001,4311.17,2.183778305037691,1.358723092222681,-1.0,21.0,0.47459233845109633,-0.8571584616900361,GLOBAL_ACCOUNT_POSITION_OPEN
CLR:SOLUSDT:1755554760000000000:5032d24c4d4c45c5,SOLUSDT,LONG,ACCEPTED_AUCTION_CONTINUATION,SOLUSDT:ACTIVE_POOL:HIGH:1755546300000000000:b8e6abff456d195f,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,184.47,184.4055,184.5345,15,9.65837479921347,1.1134922547515393,3,True,0.0,51725,1755554760000000000,51726,1755554820000000000,51726,1755554820000000000,51729,1755555000000000000,51729,1755555000000000000,DIRECTIONAL_FVG,184.3,184.39,184.78,4.8717948717947746,1.0,1.0,1.0,10.808031145551915,0.4394556311344377,21.61606229110383,ADVERSE_FLOW_ABSORBED,2.400000000000085,-0.1813087433645443,5.654290208338492,1.4000000000000852,0.0,SOLUSDT:ACTIVE_POOL:HIGH:1755547200000000000:de9692f550104a40,ACCUMULATED_EQUAL_HIGH_LOW_POOL,185.6,60,44.09168029732616,1.0,0,0.0,0.6496461610825305,0.0,11.088873192082781,STOP_FIRST,51730,1755555060000000000,51762,1755556980000000000,184.71200000000002,184.23317500000002,184.231175,185.599,1.8524513131101574,1.138626312283558,-1.0,32.0,0.2825807369709157,-0.7695815815379048,GLOBAL_ACCOUNT_POSITION_OPEN
CLR:ETHUSDT:1755556140000000000:15ffaddd88ab3bd3,ETHUSDT,SHORT,FAILED_AUCTION_REVERSAL,ETHUSDT:ACTIVE_POOL:HIGH:1755548100000000000:c9695bd3b96e8a25,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,4383.67,4382.0797,4385.2603,15,20.663070034721365,1.9158576496657829,4,True,0.0,51748,1755556140000000000,51749,1755556200000000000,51749,1755556200000000000,51750,1755556260000000000,51750,1755556260000000000,TRANSFERRED_BOUNDARY,4382.0797,4385.2603,4386.21,3.6847956554952734,0.0,0.0,1.0,2.1650972284785777,-0.3027837166568779,4.330194456957155,ALIGNED_INITIATIVE,1.0954783479422248,0.11475661899542172,0.8647164396877544,0.6924829157175516,0.0,ETHUSDT:15m:LOW:c3446:s2:1755555300000000000,DEFENDED_INTRADAY_SWING,4323.48,15,4.529351772061258,1.0,0,0.0,0.4580716141426873,0.0,10.368775551274261,TARGET_FIRST,51751,1755556320000000000,51802,1755559380000000000,4378.11,4386.36365,4386.383650000001,4323.49,6.617678239323957,4.074483832558885,4.074483832558885,51.0,4.785121184013343,-0.3863811524079757,GLOBAL_ACCOUNT_POSITION_OPEN
CLR:XRPUSDT:1755558060000000000:bcb2191c381bad85,XRPUSDT,SHORT,ACCEPTED_AUCTION_CONTINUATION,XRPUSDT:ACTIVE_POOL:LOW:1755556200000000000:4ce6e6aa9f0b51d8,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,3.0679,3.066775,3.069025,15,15.384940835077277,1.7736951418642701,3,True,0.0,51780,1755558060000000000,51783,1755558240000000000,51783,1755558240000000000,51784,1755558300000000000,51785,1755558360000000000,TRANSFERRED_BOUNDARY_OB_OVERLAP,3.067,3.0676,3.0651,3.239243967269913,0.5,0.6833682499632255,0.028571428571486576,2.01048429477711,-0.14387105154173968,8.04193717910844,ALIGNED_INITIATIVE,1.061324248234354,0.19714966442608658,1.0006870167308688,0.5306122448979776,1.0,XRPUSDT:15m:LOW:c3442:s4:1755553500000000000,DEFENDED_INTRADAY_SWING,3.0504,15,5.005409020437335,1.0,0,0.0,0.585366315414853,0.3333333333333333,9.302214746939669,TARGET_FIRST,51786,1755558420000000000,51862,1755562980000000000,3.065,3.0697,3.0699,3.0505,3.085106382978617,1.5509855725482762,1.5509855725482762,76.0,2.962051848458376,-0.38908308178900797,GLOBAL_ACCOUNT_POSITION_OPEN
CLR:ETHUSDT:1755560580000000000:d39637f8bb32cb73,ETHUSDT,SHORT,ACCEPTED_AUCTION_CONTINUATION,ETHUSDT:ACTIVE_POOL:LOW:1755560100000000000:fc321fc17eafbc63,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,4314.45,4311.1335,4318.1857,60,47.813853595578514,1.678284678841952,6,True,0.0,51822,1755560580000000000,51831,1755561120000000000,51831,1755561120000000000,51832,1755561180000000000,51835,1755561360000000000,DIRECTIONAL_FVG,4315.46,4317.97,4302.36,3.4861217303117815,0.7,0.5308877526992825,0.27322404371585784,2.377133480619911,0.13301550733788547,23.77133480619911,ADVERSE_FLOW_ABSORBED,1.0114293778271555,-0.38537012249594355,0.9607095381641644,0.6911928651057673,3.0,ETHUSDT:ACTIVE_POOL:LOW:1755539100000000000:d22069552f8359e5,ACCUMULATED_EQUAL_HIGH_LOW_POOL,4294.26,15,19.253993408537,0.9288812669382214,2,0.12649470003627653,0.5787163431913361,0.0,9.524301939458676,STOP_FIRST,51836,1755561420000000000,51857,1755562680000000000,4309.98,4321.026975,4321.046975,4294.27,1.4221087673321284,0.8253642452140078,-1.0,21.0,0.37120131795573297,-0.7606051523788109,GLOBAL_ACCOUNT_POSITION_OPEN
CLR:SOLUSDT:1755565560000000000:445740078851ac2c,SOLUSDT,SHORT,FAILED_AUCTION_REVERSAL,SOLUSDT:ACTIVE_POOL:HIGH:1755547200000000000:de9692f550104a40,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,185.6,185.4743,185.7257,60,44.09168029732616,1.747193723515676,5,True,0.0,51905,1755565560000000000,51906,1755565620000000000,51906,1755565620000000000,51907,1755565680000000000,51908,1755565740000000000,TRANSFERRED_BOUNDARY_OB_OVERLAP,185.4743,185.7257,185.79,5.369565217391356,0.5,0.7210603217313497,1.0,4.710430116730391,-0.22775211592800065,9.420860233460782,ADVERSE_FLOW_ABSORBED,2.1819591146766464,0.005570454375742093,1.9639485895985187,1.5217391304347316,1.0,SOLUSDT:ACTIVE_POOL:LOW:1755564900000000000:4f1fdcbc1b56a0ec,ACCUMULATED_EQUAL_HIGH_LOW_POOL,181.09,15,43.56826206186002,1.0,0,0.0,0.48884504991943656,0.3333333333333333,13.710287847670596,TARGET_FIRST,51909,1755565800000000000,52026,1755572820000000000,185.108,185.79805,185.80005,181.091,5.821317295848246,4.431008507339917,4.431008507339917,117.0,4.63587617162216,-0.2757822107995364,GLOBAL_ACCOUNT_POSITION_OPEN
CLR:ETHUSDT:1755572820000000000:271c911e4c7eb3fd,ETHUSDT,LONG,FAILED_AUCTION_REVERSAL,ETHUSDT:ACTIVE_POOL:LOW:1755572400000000000:8369220fd526f641,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,4265.0,4261.8848,4268.1152,60,68.53197761629536,2.7156742574532675,5,True,0.0,52026,1755572820000000000,52029,1755573000000000000,52029,1755573000000000000,52030,1755573060000000000,52031,1755573120000000000,ORDER_BLOCK,4268.37,4268.7,4256.56,6.119761261354047,0.0,0.0,0.8414918414918059,4.332290411873262,-0.1051717342162909,17.32916164749305,ALIGNED_INITIATIVE,0.6861238985363204,0.16624734556444576,1.2152187827828793,0.11480362537758153,1.0,ETHUSDT:ACTIVE_POOL:HIGH:1755572700000000000:4e27502fa0823e74,ACCUMULATED_EQUAL_HIGH_LOW_POOL,4299.16,5,4.400482008619673,1.0,0,0.0,0.5377533199660921,0.0,12.724073467076748,STOP_FIRST,52032,1755573180000000000,52043,1755573840000000000,4270.55,4256.387100000001,4256.3671,4299.15,2.0193604417174984,1.388073148995564,-1.0,11.0,0.43097937072246206,-1.086935394086244,GLOBAL_ACCOUNT_POSITION_OPEN
CLR:XRPUSDT:1755572820000000000:34d30117d1621a9d,XRPUSDT,LONG,FAILED_AUCTION_REVERSAL,XRPUSDT:ACTIVE_POOL:LOW:1755567900000000000:fc4e6117d4e794a8,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,3.0238,3.022936,3.024664,15,48.495835727107405,4.496481776357042,4,True,0.0,52026,1755572820000000000,52031,1755573120000000000,52032,1755573180000000000,52033,1755573240000000000,52034,1755573300000000000,ORDER_BLOCK,3.0261,3.0284,3.0229,3.6443643777170758,0.0,0.0,0.17857142857141442,1.7416411425188045,-0.17594758428471682,10.449846855112828,ALIGNED_INITIATIVE,1.6189681417120048,0.37397773691137215,0.9285196014986579,0.9354838709677465,1.0,XRPUSDT:ACTIVE_POOL:HIGH:1755569700000000000:7e37996d42cff2cc,ACCUMULATED_EQUAL_HIGH_LOW_POOL,3.0796,15,32.77201865523216,0.9113394505912877,4,0.04717476473460509,0.4772217165040791,0.0,11.446872945120045,STOP_FIRST,52035,1755573360000000000,52043,1755573840000000000,3.0314,3.0227,3.0225,3.0795,5.52873563218379,3.8541622124683435,-1.0,8.0,0.2599155693618106,-1.1486591291151464,GLOBAL_ACCOUNT_POSITION_OPEN
CLR:BTCUSDT:1755576540000000000:cc03004c5e2cfa93,BTCUSDT,LONG,FAILED_AUCTION_REVERSAL,BTCUSDT:ACTIVE_POOL:LOW:1755561600000000000:315833b0d61a9bc4,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,114591.4,114500.477,114709.523,1440,415.8678770355944,2.183710819848203,10,True,0.0,52088,1755576540000000000,52091,1755576720000000000,52091,1755576720000000000,52095,1755576960000000000,52096,1755577020000000000,DIRECTIONAL_FVG,114600.0,114616.5,114303.8,10.943396226415377,0.5,0.7664350448968292,1.0,9.393744858833642,-0.15330259229085408,37.57497943533457,ALIGNED_INITIATIVE,4.030224751950306,0.08165281560274297,2.9779663890890204,2.955916473317889,1.0,BTCUSDT:5m:HIGH:c10408:s2:1755574500000000000,MINOR_ROUTE_STRUCTURE,115630.9,5,2.3793104617767225,1.0,0,0.0,0.514812885101267,-0.3333333333333333,22.175776899021212,TARGET_FIRST,52097,1755577080000000000,52643,1755609840000000000,114841.3,114301.47600000001,114301.27600000001,115630.79999999999,1.4625137081715436,1.083040472481977,1.083040472481977,546.0,1.2285453542708802,-0.4297311715448936,GLOBAL_ACCOUNT_POSITION_OPEN
CLR:ETHUSDT:1755593520000000000:528291ded01f9ad2,ETHUSDT,LONG,ACCEPTED_AUCTION_CONTINUATION,ETHUSDT:ACTIVE_POOL:HIGH:1755587700000000000:8d616a330d40c7ca,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,4248.93,4247.6148,4250.2452,15,23.407868143244556,1.4897375831681385,7,True,0.0,52371,1755593520000000000,52372,1755593580000000000,52372,1755593580000000000,52377,1755593880000000000,52380,1755594060000000000,DIRECTIONAL_FVG,4249.67,4255.92,4267.38,8.200527704486053,1.0,1.0,1.0,15.382639667538191,0.2983828252589745,30.765279335076382,ADVERSE_FLOW_ABSORBED,0.9034989989761091,-0.3453755775803661,1.6260642792501727,0.3614775725593848,3.0,ETHUSDT:ACTIVE_POOL:HIGH:1755573300000000000:c32650298a7a3d19,ACCUMULATED_EQUAL_HIGH_LOW_POOL,4299.16,5,6.4514148234100395,1.0,0,0.0,0.5213537460080245,-0.3333333333333333,14.600234962989058,TARGET_FIRST,52381,1755594120000000000,52412,1755595980000000000,4256.02,4247.48285,4247.46285,4299.15,5.052037272391681,3.1339292892786372,3.1339292892786372,31.0,3.837958990272084,-0.27715122895579003,GLOBAL_ACCOUNT_POSITION_OPEN
CLR:SOLUSDT:1755593580000000000:d761ce87bc777f69,SOLUSDT,LONG,ACCEPTED_AUCTION_CONTINUATION,SOLUSDT:ACTIVE_POOL:HIGH:1755584100000000000:d9dfb7e50a81eeeb,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,180.5,180.287,180.5726,15,21.68580794126269,1.5223604239879072,6,True,0.0,52372,1755593580000000000,52374,1755593700000000000,52374,1755593700000000000,52381,1755594120000000000,52383,1755594240000000000,DIRECTIONAL_FVG,180.2,180.34,180.88,4.52764201268112,0.6666666666666666,0.7987841225329728,0.16129032258064221,5.030006634507507,0.24027937765838409,15.09001990352252,ALIGNED_INITIATIVE,1.7067690334546752,0.2329060408233508,1.1057995042100466,1.1052631578946424,2.0,SOLUSDT:ACTIVE_POOL:HIGH:1755574200000000000:d35b2fedb08b072e,ACCUMULATED_EQUAL_HIGH_LOW_POOL,183.05,15,12.309768029419256,1.0,0,0.0,0.5000557696845157,0.0,11.806066919751412,TARGET_FIRST,52384,1755594300000000000,52650,1755610260000000000,180.662,180.2807,180.2787,183.049,6.26016260162585,4.008829481720564,4.008829481720564,266.0,4.80337428174416,-0.07449841943621215,GLOBAL_ACCOUNT_POSITION_OPEN
