source_id,symbol,source_kind,source_side,source_price,source_timeframe_minutes,source_semantic_weight,source_accumulated,source_interaction_index,source_interaction_time_ns,line_slope_atr_per_hour,branch,side,confirmation_index,confirmation_time_ns,event_extreme,zone_lower,zone_upper,location_kind,event_strength,reason,counterfactual_mfe_r,counterfactual_mae_r,response_index,response_time_ns,episode_id
SOLUSDT:ACTIVE_POOL:HIGH:1755509400000000000:f29dd94ecfbf433f,SOLUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,181.57,15,16.480240474064285,True,50987,1755510480000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,50988.0,1.75551054e+18,181.89,181.47,181.62,DIRECTIONAL_FVG,5.22222222222217,NO_FIRST_DEFENDED_RETURN,4.171494785631445,-4.432213209733421,,,
BTCUSDT:ACTIVE_POOL:LOW:1755507600000000000:34d112493c3e322d,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,115008.4,15,13.687083396965043,True,50947,1755508080000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,50949.0,1.7555082e+18,114930.0,114980.9,114996.8,DIRECTIONAL_FVG,4.72843527947117,NO_FIRST_DEFENDED_RETURN,3.9765126493112937,-7.781368753773058,,,
XRPUSDT:ACTIVE_POOL:LOW:1755585900000000000:d8eb7d3980e034f0,XRPUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,3.0024,15,17.221372360979025,True,52277,1755587880000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,52278.0,1.75558794e+18,2.9983,3.0041,3.006,DIRECTIONAL_FVG,3.9810542607048354,NO_FIRST_DEFENDED_RETURN,3.9148351648348583,-7.898351648351022,,,
BTCUSDT:15m:LOW:c3536:s2:1755636300000000000,BTCUSDT,DEFENDED_INTRADAY_SWING,LOW,112858.8,15,3.3680961905251974,False,53237,1755645480000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,53241.0,1.75564572e+18,112815.1,112846.8,112872.1,TRANSFERRED_BOUNDARY_OB_OVERLAP,6.434261710824995,NO_FIRST_DEFENDED_RETURN,3.828157349896614,-3.1746031746033023,,,
XRPUSDT:ACTIVE_POOL:HIGH:1755513900000000000:92813e505af85443,XRPUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,2.9709,15,14.492434111166446,True,51080,1755516060000000000,0.0,FAILED_AUCTION_REVERSAL,SHORT,51081.0,1.75551612e+18,2.9728,2.971,2.971704,TRANSFERRED_BOUNDARY_OB_OVERLAP,3.487023875341683,NO_FIRST_DEFENDED_RETURN,3.7812499999998224,-10.781249999999822,,,
BTCUSDT:DIAGONAL:15:HIGH:1755533700000000000:1755585000000000000:f0f5de753e1e839b,BTCUSDT,DIAGONAL_RESISTANCE,HIGH,115001.6698245614,15,4.212539756161083,True,52367,1755593280000000000,-1.6500790760968087,ACCEPTED_AUCTION_CONTINUATION,LONG,52368.0,1.75559334e+18,115097.0,115000.0,115037.2,DIRECTIONAL_FVG,5.365084834455604,NEAREST_OPPOSING_LIQUIDITY_RR_BELOW_ONE,3.77883015047189,-0.002217189605226987,52370.0,1.75559346e+18,
SOLUSDT:ACTIVE_POOL:LOW:1755010800000000000:333fb7014a6ca43f,SOLUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,175.84,15,27.237816590971775,True,52971,1755629520000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,52973.0,1.75562964e+18,175.71,176.0,176.29,ORDER_BLOCK,6.468085106382977,NO_FIRST_DEFENDED_RETURN,3.759999999999991,-1.1866666666666863,,,
SOLUSDT:ACTIVE_POOL:HIGH:1755518400000000000:f75ffcdca170d46d,SOLUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,181.9,60,44.11210475560367,True,51141,1755519720000000000,0.0,FAILED_AUCTION_REVERSAL,SHORT,51144.0,1.7555199e+18,182.09,181.83,181.95,DIRECTIONAL_FVG,5.061014904303447,NO_FIRST_DEFENDED_RETURN,3.7222222222220904,-7.249999999999763,,,
ETHUSDT:ACTIVE_POOL:LOW:1755604800000000000:0683e045db7dab76,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,4192.01,240,91.80221215909751,True,52721,1755614520000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,52722.0,1.75561458e+18,4181.42,4194.76,4200.66,DIRECTIONAL_FVG,5.0874479476502215,NO_FIRST_DEFENDED_RETURN,3.6648840335171786,-3.43109217261974,,,
ETHUSDT:ACTIVE_POOL:HIGH:1755524100000000000:2e5d7e068f3d4da8,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,4366.91,5,12.374916004268595,True,51215,1755524160000000000,0.0,FAILED_AUCTION_REVERSAL,SHORT,51216.0,1.75552422e+18,4368.01,4364.4842,4367.7458,TRANSFERRED_BOUNDARY,6.807767856138291,NO_FIRST_DEFENDED_RETURN,3.5032649253730357,-1.5592350746268422,,,
BTCUSDT:ACTIVE_POOL:HIGH:1755547800000000000:d7a36e10c3bb71eb,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,116352.9,5,6.590533677610521,True,51610,1755547860000000000,0.0,FAILED_AUCTION_REVERSAL,SHORT,51618.0,1.75554834e+18,116428.5,116385.6,116428.4,ORDER_BLOCK,4.938266337850261,NO_FIRST_DEFENDED_RETURN,3.3394255874676335,-5.4403829416886245,,,
BTCUSDT:DIAGONAL:15:HIGH:1755428400000000000:1755533700000000000:853e1c413569b0a0,BTCUSDT,DIAGONAL_RESISTANCE,HIGH,116232.04085470086,15,2.795393343944691,True,51436,1755537420000000000,-0.9449757449756493,ACCEPTED_AUCTION_CONTINUATION,LONG,51438.0,1.75553754e+18,116332.6,116222.0,116260.2,DIRECTIONAL_FVG,4.59203387854127,NO_FIRST_DEFENDED_RETURN,3.281927492743826,-3.0407659222293995,,,
XRPUSDT:ACTIVE_POOL:LOW:1755642600000000000:827c22c74affd660,XRPUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,2.87,60,72.83686441386381,True,53244,1755645900000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,53246.0,1.75564602e+18,2.864,2.8723,2.875,DIRECTIONAL_FVG,3.6783597465126077,NO_FIRST_DEFENDED_RETURN,3.27033689400186,-4.141331142153039,,,
ETHUSDT:ACTIVE_POOL:LOW:1755571800000000000:21a041e991d3fc10,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,4279.87,15,13.428388877075921,True,52020,1755572460000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,52029.0,1.755573e+18,4256.56,4273.46,4279.0,DIRECTIONAL_FVG,5.388051832520586,NEAREST_OPPOSING_LIQUIDITY_RR_BELOW_ONE,3.2399054381666623,-0.4844356217354473,52036.0,1.75557342e+18,
ETHUSDT:ACTIVE_POOL:LOW:1755636300000000000:25b24dbb371e1c3a,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,4112.36,15,33.28788063956494,True,53244,1755645900000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,53251.0,1.75564632e+18,4101.76,4122.0,4125.02,DIRECTIONAL_FVG,4.866804149644016,NO_FIRST_DEFENDED_RETURN,3.2396408158309242,-3.7208808058113703,,,
XRPUSDT:DIAGONAL:15:LOW:1755630900000000000:1755641700000000000:f78fca48bfb33c1e,XRPUSDT,DIAGONAL_SUPPORT,LOW,2.8820699999999997,15,4.770255138367093,True,53237,1755645480000000000,0.24444444444444444,ACCEPTED_AUCTION_CONTINUATION,SHORT,53239.0,1.7556456e+18,2.8751,2.8825,2.8835,TRANSFERRED_BOUNDARY_OB_OVERLAP,4.94771042659794,NO_FIRST_DEFENDED_RETURN,3.225068618481377,-1.932753888380699,,,
ETHUSDT:ACTIVE_POOL:HIGH:1755592800000000000:a1da78a528b16317,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,4244.0,5,7.981169950594634,True,52370,1755593460000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,52371.0,1.75559352e+18,4263.0,4242.99,4248.05,DIRECTIONAL_FVG,8.287598944591585,NO_FIRST_DEFENDED_RETURN,3.175766598906156,-0.4455006155695829,,,
SOLUSDT:ACTIVE_POOL:HIGH:1755574200000000000:d35b2fedb08b072e,SOLUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,183.05,15,12.309768029419256,True,52650,1755610260000000000,0.0,FAILED_AUCTION_REVERSAL,SHORT,52652.0,1.75561038e+18,183.37,182.9897,183.11030000000002,TRANSFERRED_BOUNDARY_OB_OVERLAP,12.894736842105358,NO_FIRST_DEFENDED_RETURN,3.151162790697686,-0.761627906976746,,,
XRPUSDT:ACTIVE_POOL:LOW:1755604800000000000:d00565fbd0ccd49b,XRPUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,2.9717,240,108.36655637714195,True,52707,1755613680000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,52708.0,1.75561374e+18,2.9536,2.9587,2.9712,DIRECTIONAL_FVG,8.324999999999909,NEAREST_OPPOSING_LIQUIDITY_RR_BELOW_ONE,3.0857848179387664,-0.5502982925324094,52715.0,1.75561416e+18,
ETHUSDT:ACTIVE_POOL:LOW:1755475200000000000:14a7c9c8bdbdbaa8,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,4417.17,240,264.59167481073854,True,50489,1755480600000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,50496.0,1.75548102e+18,4403.0,4409.17,4410.1,DIRECTIONAL_FVG,4.808783805342657,NEAREST_OPPOSING_LIQUIDITY_RR_BELOW_ONE,3.0699772008493573,-0.22455319103713273,50500.0,1.75548126e+18,
SOLUSDT:ACTIVE_POOL:LOW:1755546000000000000:076b8507da227167,SOLUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,182.88,15,23.140527735784833,True,51590,1755546660000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,51594.0,1.7555469e+18,182.65,182.97,183.04,ORDER_BLOCK,5.576818655811854,NO_FIRST_DEFENDED_RETURN,3.0178571428571264,-2.2142857142857215,,,
ETHUSDT:ACTIVE_POOL:LOW:1754721900000000000:3040b2bedb4a7227,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,4141.17,15,20.134237987172696,True,52859,1755622800000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,52870.0,1.75562346e+18,4131.61,4137.94,4138.77,ORDER_BLOCK,4.2323557868454165,NO_FIRST_DEFENDED_RETURN,2.9985984583040404,-2.3489838822704563,,,
XRPUSDT:ACTIVE_POOL:LOW:1755302400000000000:3a7aa717ae2866e3,XRPUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,3.001,1440,272.29820291994673,True,50599,1755487200000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,50601.0,1.75548732e+18,2.9863,2.9938,3.0,DIRECTIONAL_FVG,6.333333333333266,NEAREST_OPPOSING_LIQUIDITY_RR_BELOW_ONE,2.788959171937891,-0.8697527314548797,50605.0,1.75548756e+18,
BTCUSDT:ACTIVE_POOL:LOW:1755549000000000000:138068fa15a4f441,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,116139.7,15,17.807107596497165,True,51638,1755549540000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,51640.0,1.75554966e+18,116000.0,116151.2,116260.3,DIRECTIONAL_FVG,6.727215230951159,NO_FIRST_DEFENDED_RETURN,2.7862650953003905,-4.87778262767341,,,
XRPUSDT:ACTIVE_POOL:LOW:1754487000000000000:3bc3478f91db635a,XRPUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,2.9175,60,81.5320002501935,True,52837,1755621480000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,52857.0,1.75562268e+18,2.907,2.9115,2.9122,DIRECTIONAL_FVG_OB_OVERLAP,4.39525401830946,NO_FIRST_DEFENDED_RETURN,2.74622573687991,-1.6966211358734662,,,
BTCUSDT:ACTIVE_POOL:LOW:1755531000000000000:8f42c512c8dbbe02,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,114862.5,15,18.949487026292232,True,52063,1755575040000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,52065.0,1.75557516e+18,114812.6,114960.5,114967.0,DIRECTIONAL_FVG,3.032827385988932,NEAREST_OPPOSING_LIQUIDITY_RR_BELOW_ONE,2.728704519366941,-3.2839486399189246,52072.0,1.75557558e+18,
SOLUSDT:ACTIVE_POOL:LOW:1755537300000000000:6b48b0b8be273eeb,SOLUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,181.66,15,15.299259976647749,True,51871,1755563520000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,51872.0,1.75556358e+18,181.1,181.5916,181.7402,TRANSFERRED_BOUNDARY_OB_OVERLAP,11.999999999998757,NO_FIRST_DEFENDED_RETURN,2.664062499999995,-4.007812499999993,,,
BTCUSDT:ACTIVE_POOL:LOW:1755487800000000000:04bc109f54bc6e47,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,115241.1,15,11.92523407222138,True,50613,1755488040000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,50615.0,1.75548816e+18,115129.8,115224.951,115242.1,TRANSFERRED_BOUNDARY_OB_OVERLAP,5.613605033130877,NO_FIRST_DEFENDED_RETURN,2.5219047619047434,-2.9974603174603542,,,
XRPUSDT:ACTIVE_POOL:HIGH:1755593100000000000:012cba3eac859245,XRPUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,3.0091,15,12.231449003028988,True,52371,1755593520000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,52374.0,1.7555937e+18,3.0153,3.009,3.0105,DIRECTIONAL_FVG_OB_OVERLAP,4.107755012840617,NO_FIRST_DEFENDED_RETURN,2.3667330236673165,-2.211900022119053,,,
BTCUSDT:ACTIVE_POOL:LOW:1755537300000000000:9a989df5ee54f53e,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,115773.3,15,14.81182502715396,True,51871,1755563520000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,51872.0,1.75556358e+18,115463.8,115755.861,115790.739,TRANSFERRED_BOUNDARY_OB_OVERLAP,12.480836236934454,NO_FIRST_DEFENDED_RETURN,2.3522322651329044,-4.177211722815743,,,
BTCUSDT:ACTIVE_POOL:LOW:1754673300000000000:68d39060c42724a3,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,115949.9,15,13.403397298978833,True,50527,1755482880000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,50532.0,1.75548318e+18,115850.0,115962.5,116077.5,DIRECTIONAL_FVG,3.7572628466451983,NEAREST_OPPOSING_LIQUIDITY_RR_BELOW_ONE,2.2975704660656286,-0.4210885212936514,50536.0,1.75548342e+18,
ETHUSDT:ACTIVE_POOL:LOW:1755539100000000000:d22069552f8359e5,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,4294.26,15,19.253993408537,True,51863,1755563040000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,51871.0,1.75556352e+18,4265.0,4283.53,4284.58,DIRECTIONAL_FVG,10.31339186164593,NO_FIRST_DEFENDED_RETURN,2.2649408815134917,-2.670524733616889,,,
ETHUSDT:ACTIVE_POOL:HIGH:1755504000000000000:1e8021f236f05235,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,4346.0,60,41.435740282500184,True,51184,1755522300000000000,0.0,FAILED_AUCTION_REVERSAL,SHORT,51188.0,1.75552254e+18,4366.91,4347.85,4348.5362,TRANSFERRED_BOUNDARY_OB_OVERLAP,9.691165243167298,NO_FIRST_DEFENDED_RETURN,2.2465986394558164,-1.0374149659864074,,,
SOLUSDT:DIAGONAL:15:HIGH:1755342900000000000:1755533700000000000:55627d2d73f953fd,SOLUSDT,DIAGONAL_RESISTANCE,HIGH,184.27274842767295,15,4.359093381638953,True,51448,1755538140000000000,-0.20195667365477826,ACCEPTED_AUCTION_CONTINUATION,LONG,51450.0,1.75553826e+18,184.75,184.15,184.26,DIRECTIONAL_FVG_OB_OVERLAP,4.05246514459821,NO_FIRST_DEFENDED_RETURN,2.2451849946311677,-5.8241432533997255,,,
SOLUSDT:ACTIVE_POOL:LOW:1755558000000000000:5a9e92190e31b223,SOLUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,181.87,60,47.033414724395755,True,51869,1755563400000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,51872.0,1.75556358e+18,181.1,181.8298,181.94,TRANSFERRED_BOUNDARY_OB_OVERLAP,11.24999999999875,NEAREST_OPPOSING_LIQUIDITY_RR_BELOW_ONE,2.1559864242749303,-3.583453745085438,51874.0,1.7555637e+18,
ETHUSDT:ACTIVE_POOL:HIGH:1755518400000000000:79731edb7897696b,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,4322.0,60,50.23067578302316,True,51157,1755520680000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,51162.0,1.75552098e+18,4339.0,4327.25,4329.37,DIRECTIONAL_FVG,5.1332646417396095,NEAREST_OPPOSING_LIQUIDITY_RR_BELOW_ONE,2.030355383582966,-3.4838728100860843,51170.0,1.75552146e+18,
XRPUSDT:DIAGONAL:15:LOW:1755549900000000000:1755630900000000000:a581e99451a10954,XRPUSDT,DIAGONAL_SUPPORT,LOW,2.87339,15,3.2238985724491847,True,53039,1755633600000000000,-2.003508771929806,FAILED_AUCTION_REVERSAL,LONG,53041.0,1.75563372e+18,2.87,2.8755,2.875682,TRANSFERRED_BOUNDARY_OB_OVERLAP,6.52499999999993,NO_FIRST_DEFENDED_RETURN,1.9914529914530112,-2.9316239316239763,,,
SOLUSDT:ACTIVE_POOL:LOW:1755316800000000000:4d4f39f7dfde1bd2,SOLUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,183.23,1440,216.26112598796612,True,50613,1755488040000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,50617.0,1.75548828e+18,182.1,182.88,182.91,DIRECTIONAL_FVG_OB_OVERLAP,4.275688389894046,NO_FIRST_DEFENDED_RETURN,1.9763437640365131,-0.471627489145076,,,
BTCUSDT:ACTIVE_POOL:LOW:1754786700000000000:a5755ddd45bf465e,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,116250.0,1440,505.13227961384183,True,50505,1755481560000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,50529.0,1.755483e+18,115855.7,116151.0,116214.0,DIRECTIONAL_FVG,8.16664129222625,NO_FIRST_DEFENDED_RETURN,1.9212504675349182,-0.21795451741580257,,,
BTCUSDT:ACTIVE_POOL:LOW:1755586800000000000:12bdfcf7197625ea,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,114860.0,15,13.954192372338062,True,52263,1755587040000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,52276.0,1.75558782e+18,114769.3,114816.1,114829.9,DIRECTIONAL_FVG_OB_OVERLAP,4.439422305948154,NO_FIRST_DEFENDED_RETURN,1.908052473722154,-7.218327514062046,,,
SOLUSDT:ACTIVE_POOL:LOW:1755295200000000000:a60a6c3d6aa67824,SOLUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,183.83,15,17.99240304612395,True,50553,1755484440000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,50555.0,1.75548456e+18,183.75,183.97,184.37,ORDER_BLOCK,4.800000000000057,NO_FIRST_DEFENDED_RETURN,1.8474576271186391,-6.271186440677959,,,
SOLUSDT:ACTIVE_POOL:LOW:1755628200000000000:9d085c8777af44e0,SOLUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,177.45,15,10.114407435361732,True,52963,1755629040000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,52964.0,1.7556291e+18,177.0,177.16,177.43,DIRECTIONAL_FVG,5.749999999999985,NEAREST_OPPOSING_LIQUIDITY_RR_BELOW_ONE,1.8438682356207463,-3.307299802145043,52968.0,1.75562934e+18,
XRPUSDT:ACTIVE_POOL:LOW:1755540900000000000:ba309a670b5bf102,XRPUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,2.9985,15,15.874980783221519,True,52063,1755575040000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,52065.0,1.75557516e+18,2.9882,3.0008,3.0053,DIRECTIONAL_FVG,5.676299967319251,NO_FIRST_DEFENDED_RETURN,1.8103188172584308,-3.7212109021422726,,,
XRPUSDT:ACTIVE_POOL:LOW:1755547200000000000:27c924e49d6fb460,XRPUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,2.9355,240,188.50809434729157,True,52722,1755614580000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,52724.0,1.7556147e+18,2.9321,2.935029,2.941364,TRANSFERRED_BOUNDARY,5.845360824742217,NO_FIRST_DEFENDED_RETURN,1.7768595041322703,-4.066115702479406,,,
SOLUSDT:15m:HIGH:c3533:s2:1755633600000000000,SOLUSDT,DEFENDED_INTRADAY_SWING,HIGH,178.21,15,2.4953274346331686,False,53090,1755636660000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,53093.0,1.75563684e+18,178.42,178.2,178.26,TRANSFERRED_BOUNDARY_OB_OVERLAP,2.7774398350571943,NEAREST_OPPOSING_LIQUIDITY_RR_BELOW_ONE,1.7364341085271116,-5.625406351587888,53104.0,1.7556375e+18,
ETHUSDT:15m:LOW:c3446:s2:1755555300000000000,ETHUSDT,DEFENDED_INTRADAY_SWING,LOW,4323.48,15,4.529351772061258,False,51802,1755559380000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,51805.0,1.75555956e+18,4317.55,4324.31,4324.8156,TRANSFERRED_BOUNDARY_OB_OVERLAP,5.643581262292126,NO_FIRST_DEFENDED_RETURN,1.712278106508976,-5.9593195266274055,,,
ETHUSDT:ACTIVE_POOL:LOW:1754956800000000000:c5dadebca99c7125,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,4185.6,60,67.89296406306028,True,52722,1755614580000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,52724.0,1.7556147e+18,4181.42,4183.1043,4184.51,TRANSFERRED_BOUNDARY_OB_OVERLAP,5.433195997645584,NO_FIRST_DEFENDED_RETURN,1.6609257265877175,-3.6808396124865768,,,
BTCUSDT:ACTIVE_POOL:LOW:1754491500000000000:e5e395608a97594a,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,113520.0,15,45.5338040129637,True,52747,1755616080000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,52757.0,1.75561668e+18,113506.0,113593.1,113656.2,ORDER_BLOCK,4.258688471453778,NO_FIRST_DEFENDED_RETURN,1.6276640200584842,-4.307981613038011,,,
ETHUSDT:ACTIVE_POOL:LOW:1755585900000000000:f23dd182e1df28eb,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,4223.04,15,14.227897425164633,True,52277,1755587880000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,52281.0,1.75558812e+18,4211.02,4228.32,4229.0,DIRECTIONAL_FVG,4.969680509138926,NO_FIRST_DEFENDED_RETURN,1.6192204814674356,-10.667032862056168,,,
SOLUSDT:DIAGONAL:15:HIGH:1755628200000000000:1755631800000000000:46595a2215d2a74c,SOLUSDT,DIAGONAL_RESISTANCE,HIGH,177.6466666666667,15,2.1344737307918504,True,53074,1755635700000000000,-1.9259259259257855,ACCEPTED_AUCTION_CONTINUATION,LONG,53089.0,1.7556366e+18,178.27,177.74,177.79666666666668,TRANSFERRED_BOUNDARY_OB_OVERLAP,4.402357227552217,NO_FIRST_DEFENDED_RETURN,1.6143497757848484,-3.3363228699554095,,,
ETHUSDT:ACTIVE_POOL:LOW:1754716500000000000:e8227c1766475dc5,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,4073.57,5,4.3267629431646695,True,53272,1755647580000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,53276.0,1.75564782e+18,4064.96,4073.56,4074.59,DIRECTIONAL_FVG_OB_OVERLAP,3.6521091595564297,NO_FIRST_DEFENDED_RETURN,1.5649696906537083,-15.159883973390894,,,
ETHUSDT:ACTIVE_POOL:LOW:1755627300000000000:35c21659deb0ddf1,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,4131.61,15,20.766339580338943,True,52971,1755629520000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,52973.0,1.75562964e+18,4120.0,4129.8874,4131.49,TRANSFERRED_BOUNDARY_OB_OVERLAP,7.6242990654203755,NO_FIRST_DEFENDED_RETURN,1.4332129963898657,-1.394017534811769,,,
ETHUSDT:ACTIVE_POOL:HIGH:1755573300000000000:c32650298a7a3d19,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,4299.16,5,6.4514148234100395,True,52412,1755595980000000000,0.0,FAILED_AUCTION_REVERSAL,SHORT,52414.0,1.7555961e+18,4305.18,4298.1778,4299.72,TRANSFERRED_BOUNDARY_OB_OVERLAP,7.344647519582414,NO_FIRST_DEFENDED_RETURN,1.2876008804108614,-3.554658840792328,,,
SOLUSDT:ACTIVE_POOL:HIGH:1755637200000000000:208e672efabfc0e5,SOLUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,178.73,60,33.41685770935777,True,53113,1755638040000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,LONG,53114.0,1.7556381e+18,179.28,178.54,178.67,DIRECTIONAL_FVG,4.646573457057621,NO_FIRST_DEFENDED_RETURN,1.2513312034078112,-8.546325878593818,,,
BTCUSDT:ACTIVE_POOL:LOW:1755464400000000000:565f8ce88a32174b,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,116736.3,1440,626.1327845440795,True,50489,1755480600000000000,0.0,ACCEPTED_AUCTION_CONTINUATION,SHORT,50513.0,1.75548204e+18,116111.1,116523.1,116600.0,DIRECTIONAL_FVG,12.717152115198752,NO_FIRST_DEFENDED_RETURN,1.2350294749020916,-0.17766218367669073,,,
BTCUSDT:ACTIVE_POOL:LOW:1755498900000000000:bed1684994759221,BTCUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,114923.6,15,43.687292896150744,True,50803,1755499440000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,50807.0,1.75549968e+18,114815.2,114904.35800000001,114951.621,TRANSFERRED_BOUNDARY_OB_OVERLAP,7.557238164377551,NO_FIRST_DEFENDED_RETURN,1.2218988723171462,-1.7646416878864692,,,
ETHUSDT:ACTIVE_POOL:LOW:1754823600000000000:c20d49020d4af14e,ETHUSDT,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,4152.57,240,185.93416757550105,True,52850,1755622260000000000,0.0,FAILED_AUCTION_REVERSAL,LONG,52852.0,1.75562238e+18,4144.0,4153.67,4156.98,DIRECTIONAL_FVG,5.98229000504718,NO_FIRST_DEFENDED_RETURN,1.2124814264487844,-2.567112431897026,,,
