episode_id,symbol,side,family,source_id,source_kind,source_side,source_price,source_lower,source_upper,source_timeframe_minutes,source_semantic_weight,source_strength_ratio,source_defense_count,source_accumulated,line_slope_atr_per_hour,interaction_index,interaction_time_ns,confirmation_index,confirmation_time_ns,departure_index,departure_time_ns,touch_index,touch_time_ns,response_index,response_time_ns,location_kind,zone_lower,zone_upper,event_extreme,event_strength,event_outside_close_ratio,event_outside_volume_ratio,event_path_efficiency,event_activity_ratio,event_flow_signed,event_volume_clock,response_kind,response_strength,response_flow_signed,response_activity_ratio,response_body_atr,response_delay_minutes,target_level_id,target_kind,target_structure_price,target_timeframe_minutes,target_semantic_weight,route_clarity,route_barrier_count,route_strongest_barrier_ratio,route_volume_congestion,structure_multiscale_trend_vote,arbitration_score,outcome,entry_index,entry_time_ns,resolution_index,resolution_time_ns,entry,stop,stop_fill,target,gross_rr,target_net_r,net_r,holding_minutes,mfe_r,mae_r,nav_before,nav_after,drawdown
CLR:ETHUSDT:1755574740000000000:a23c91d232ec205f,ETHUSDT,SHORT,ACCEPTED_AUCTION_CONTINUATION,ETHUSDT:15m:LOW:c3397:s4:1755513000000000000,DEFENDED_INTRADAY_SWING,LOW,4224.1,4222.361800000001,4225.8382,15,6.163860737423935,2.101829478771104,2,False,0.0,52058,1755574740000000000,52069,1755575400000000000,52069,1755575400000000000,52070,1755575460000000000,52072,1755575580000000000,DIRECTIONAL_FVG,4225.96,4228.8,4210.71,3.5157683230694285,0.5,0.5193719417715476,0.2782419179077435,5.945220840980395,0.13399302785695147,71.34265009176474,ADVERSE_FLOW_ABSORBED,1.9504084352819921,-0.05831966923868691,2.3418969476373688,1.169776119402869,2.0,ETHUSDT:ACTIVE_POOL:LOW:1755499200000000000:fc1698339847f20b,ACCUMULATED_EQUAL_HIGH_LOW_POOL,4185.6,1440,323.69111052322995,1.0,0,0.0,0.5,0.0,8.466522851363376,STOP_FIRST,52073,1755575640000000000,52140,1755579660000000000,4215.75,4237.669,4237.689,4185.610000000001,1.3750627309639856,1.0393370990619655,-1.0,67.0,0.9072939882275932,-0.8457630985457845,0.9007848080018773,0.873761263761821,-0.17357919400935284
CLR:XRPUSDT:1755531480000000000:d53d75e52c90d810,XRPUSDT,LONG,ACCEPTED_AUCTION_CONTINUATION,XRPUSDT:ACTIVE_POOL:HIGH:1755497700000000000:150667b5ca250667,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,3.0036,3.002421,3.004779,15,13.6837307347706,1.2687408095759551,4,True,0.0,51337,1755531480000000000,51340,1755531660000000000,51340,1755531660000000000,51376,1755533820000000000,51379,1755534000000000000,DIRECTIONAL_FVG,2.9941,3.0037,3.0109,3.3636478049956846,0.75,0.7764635257737514,0.1599999999999858,2.305943081568332,-0.06358883439538181,9.223772326273329,ALIGNED_INITIATIVE,1.7721101261635324,0.0675906127176206,1.0421299689091184,1.3571428571428723,3.0,XRPUSDT:5m:HIGH:c10076:s2:1755474900000000000,MINOR_ROUTE_STRUCTURE,3.0961,5,2.083873452996767,0.29267098298176875,6,1.0763564605998672,0.5124673269291582,-0.3333333333333333,8.558867867105185,STOP_FIRST,51380,1755534060000000000,52063,1755575040000000000,3.0135,2.9926,2.9924,3.0959999999999996,3.947368421052585,3.334614642605954,-1.0,683.0,3.3896265809786645,-0.9251979529476632,0.9286441319606983,0.9007848080018773,-0.14801978763850798
CLR:XRPUSDT:1755630600000000000:07dd9af1beb09787,XRPUSDT,SHORT,ACCEPTED_AUCTION_CONTINUATION,XRPUSDT:ACTIVE_POOL:LOW:1754242200000000000:ffd3c01e05351cdc,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,2.8838,2.883044,2.884556,15,14.31203151148215,1.326996182438316,4,True,0.0,52989,1755630600000000000,52991,1755630720000000000,52991,1755630720000000000,52993,1755630840000000000,52995,1755630960000000000,ORDER_BLOCK,2.8856,2.8859,2.8791,3.9930740190974974,0.6666666666666666,0.5667666449601043,1.0,2.907493550983869,0.25599006441158795,8.722480652951607,ADVERSE_FLOW_ABSORBED,1.2946524348386481,-0.26278917829610027,1.0107178678961204,0.9577464788732747,2.0,XRPUSDT:ACTIVE_POOL:LOW:1754235000000000000:4560a468046843e1,ACCUMULATED_EQUAL_HIGH_LOW_POOL,2.8573,60,67.11075185166898,0.985831628340416,1,0.02196795108992803,0.5,0.3333333333333333,10.317819843703806,STOP_FIRST,52996,1755631020000000000,52998,1755631140000000000,2.8825,2.8878,2.888,2.8574,4.735849056603639,2.753319221251544,-1.0,2.0,0.2504397602933694,-0.6439879550401306,0.8238192161787022,0.7991046396933411,-0.2441909159911505
CLR:XRPUSDT:1755507720000000000:33240d77fd19b3db,XRPUSDT,SHORT,ACCEPTED_AUCTION_CONTINUATION,XRPUSDT:ACTIVE_POOL:LOW:1755504900000000000:ed94ba2cebeb20c1,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,2.9574,2.956464,2.9583359999999996,15,13.571436712145667,1.5646203402725187,3,True,0.0,50941,1755507720000000000,50943,1755507840000000000,50943,1755507840000000000,50945,1755507960000000000,50947,1755508080000000000,DIRECTIONAL_FVG,2.9571,2.9574,2.9546,3.1923325122000508,1.0,1.0,-0.0,1.8527047231060643,0.16964301089834427,5.558114169318193,ALIGNED_INITIATIVE,2.1435772225007885,0.3435772225008596,3.8518676454323497,0.799999999999929,2.0,XRPUSDT:ACTIVE_POOL:LOW:1754491800000000000:721f72093b942e7e,ACCUMULATED_EQUAL_HIGH_LOW_POOL,2.9355,5,12.326912569026582,1.0,0,0.0,0.5,-0.3333333333333333,10.343544386177705,STOP_FIRST,50948,1755508140000000000,50981,1755510120000000000,2.9525,2.9588,2.959,2.9356000000000004,2.6825396825396455,1.5690590381513652,-1.0,33.0,1.4277027205668655,-0.941226238003303,0.9609321110182208,0.9321041476876742,-0.11839733237561756
CLR:ETHUSDT:1755616080000000000:ff40bd55e26429d0,ETHUSDT,LONG,FAILED_AUCTION_REVERSAL,ETHUSDT:ACTIVE_POOL:LOW:1754919000000000000:fbd49219aa44b4f3,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,4168.55,4167.7046,4170.8554,5,3.500300393009195,0.9850956320693663,2,True,0.0,52747,1755616080000000000,52748,1755616140000000000,52748,1755616140000000000,52755,1755616560000000000,52757,1755616680000000000,ORDER_BLOCK,4179.11,4182.2,4167.0,5.166215484569612,0.0,0.0,1.0,8.790265553581037,-0.11724556760304616,17.580531107162074,ALIGNED_INITIATIVE,2.003041703537028,0.2782274440980272,2.59930764318187,0.8583783783783773,2.0,ETHUSDT:5m:HIGH:c10534:s2:1755612300000000000,MINOR_ROUTE_STRUCTURE,4311.0,5,3.7035078604735348,0.7616066945559419,1,0.38953321945440045,0.5161725077678465,0.0,10.568540764132251,STOP_FIRST,52758,1755616740000000000,52836,1755621420000000000,4193.09,4166.676775,4166.6567749999995,4310.99,4.463673027432226,3.754643046746622,-1.0,78.0,1.2337856012451525,-0.884915327978072,0.8755651144422386,0.8492981610089714,-0.196716883825221
CLR:SOLUSDT:1755499440000000000:a529ddbbc38d784c,SOLUSDT,LONG,FAILED_AUCTION_REVERSAL,SOLUSDT:ACTIVE_POOL:LOW:1755498900000000000:3f424b788e097d76,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,180.64,180.60999999999999,180.722,5,9.25279746509768,1.847637760378183,3,True,0.0,50803,1755499440000000000,50807,1755499680000000000,50807,1755499680000000000,50840,1755501660000000000,50843,1755501840000000000,TRANSFERRED_BOUNDARY_OB_OVERLAP,180.60999999999999,180.722,180.2,5.715930707226321,0.4,0.43314884326621267,-0.0309278350515476,2.7192206931072356,-0.22539889197582963,13.596103465536178,ADVERSE_FLOW_ABSORBED,1.219714867331127,-0.0731253532181548,1.8864173292657735,0.5909090909092025,3.0,SOLUSDT:ACTIVE_POOL:HIGH:1755497700000000000:2e52038c3d65c70a,ACCUMULATED_EQUAL_HIGH_LOW_POOL,183.39,15,15.428791581642733,0.853714050954381,3,0.22414803615910825,0.585839247760852,-0.3333333333333333,11.157462856404706,STOP_FIRST,50844,1755501900000000000,50847,1755502080000000000,180.852,180.19195,180.18994999999998,183.38899999999998,3.843648208468949,2.8601699696573517,-1.0,3.0,0.1756528582057936,-0.8331642328410136,0.9906516608435266,0.9609321110182208,-0.09113127049032743
CLR:SOLUSDT:1755611040000000000:f825b2437ae85123,SOLUSDT,SHORT,ACCEPTED_AUCTION_CONTINUATION,SOLUSDT:ACTIVE_POOL:LOW:1755603000000000000:96db7a3923987be0,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,181.1,181.0562,181.1629,15,16.199831670435543,1.1372406634392151,6,True,0.0,52663,1755611040000000000,52664,1755611100000000000,52664,1755611100000000000,52665,1755611160000000000,52666,1755611220000000000,DIRECTIONAL_FVG,181.1,181.64,180.81,5.116279069767334,1.0,1.0,1.0,9.035555482846267,0.3405288191283838,18.071110965692533,ALIGNED_INITIATIVE,2.7808003204175518,0.14443668405384502,8.216242014047332,1.6363636363637069,1.0,SOLUSDT:5m:LOW:c10471:s2:1755593400000000000,MINOR_ROUTE_STRUCTURE,179.38,5,2.8860463304998287,1.0,0,0.0,0.4377254637264989,0.3333333333333333,11.749191445824335,STOP_FIRST,52667,1755611280000000000,52671,1755611520000000000,180.658,181.7377,181.7397,179.381,1.1827359451699395,0.9112327562892117,-1.0,4.0,0.06968095663401153,-0.9359419402432784,0.9107064170609815,0.883385224549152,-0.1644766602160299
CLR:ETHUSDT:1755481140000000000:4fa1074ce70c446c,ETHUSDT,LONG,FAILED_AUCTION_REVERSAL,ETHUSDT:ACTIVE_POOL:LOW:1755403200000000000:d65ee478d1d7856b,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,4391.64,4390.5327,4394.3673,60,53.14058057585558,1.8652548476760273,6,True,0.0,50498,1755481140000000000,50507,1755481680000000000,50507,1755481680000000000,50515,1755482160000000000,50515,1755482160000000000,TRANSFERRED_BOUNDARY_OB_OVERLAP,4393.15,4394.3673,4390.01,5.1019163763069555,0.0,0.0,-0.03791365329825827,4.305820706888835,-0.07688199936675794,43.05820706888836,ADVERSE_FLOW_ABSORBED,1.217767133710658,-0.11183251480788488,1.8340058421733607,0.6064318529862045,0.0,ETHUSDT:ACTIVE_POOL:HIGH:1755481500000000000:e81c3fc6bc9ca821,ACCUMULATED_EQUAL_HIGH_LOW_POOL,4467.26,15,13.874610932866888,1.0,0,0.0,0.5181048812246075,-0.3333333333333333,12.617443529245493,STOP_FIRST,50516,1755482220000000000,50517,1755482280000000000,4402.43,4389.780925,4389.760925,4467.25,5.12448538727127,3.617035946733495,-1.0,1.0,0.2525612040893678,-1.3143730412355596,1.0572837196595333,1.0255652080697473,-0.030000000000000027
CLR:XRPUSDT:1755623220000000000:4aece0b2308afc32,XRPUSDT,LONG,FAILED_AUCTION_REVERSAL,XRPUSDT:ACTIVE_POOL:LOW:1754496000000000000:ef96bf81c9f826ec,ACCUMULATED_EQUAL_HIGH_LOW_POOL,LOW,2.9,2.897051,2.904149,240,106.50271373293728,1.2981919651026042,11,True,0.0,52866,1755623220000000000,52869,1755623400000000000,52869,1755623400000000000,52870,1755623460000000000,52870,1755623460000000000,TRANSFERRED_BOUNDARY,2.897051,2.904149,2.895,5.295359819067141,0.0,0.0,1.0,2.0796278442980394,0.21595624145542133,8.318511377192157,ALIGNED_INITIATIVE,1.7793774165150436,0.3882440513229184,0.8185613858986234,1.118279569892584,0.0,XRPUSDT:15m:HIGH:c3517:s2:1755619200000000000,DEFENDED_INTRADAY_SWING,2.9657,15,4.327088333294927,0.7254256132340969,2,0.3792447749214473,0.6669680325439795,0.0,13.402776625537257,STOP_FIRST,52871,1755623520000000000,52971,1755629520000000000,2.91,2.8948,2.8946,2.9656,3.657894736842058,2.9259644962654647,-1.0,100.0,1.1911071286122359,-1.0326570977418292,0.8492981610089714,0.8238192161787022,-0.2208153773104643
CLR:SOLUSDT:1755533160000000000:626e95415694e6af,SOLUSDT,LONG,ACCEPTED_AUCTION_CONTINUATION,SOLUSDT:ACTIVE_POOL:HIGH:1755532800000000000:306193b88bd81bdf,ACCUMULATED_EQUAL_HIGH_LOW_POOL,HIGH,183.39,183.1043,183.4749,60,47.87056456523373,1.5233035901410525,7,True,0.0,51365,1755533160000000000,51366,1755533220000000000,51366,1755533220000000000,51369,1755533400000000000,51371,1755533520000000000,DIRECTIONAL_FVG,183.35,183.71,184.0,5.789533516703548,1.0,1.0,1.0,3.9273648360450797,0.4100716567583859,7.854729672090159,ALIGNED_INITIATIVE,2.1783953953225144,0.09553276269522615,2.8523614827877264,1.1320754716980463,2.0,SOLUSDT:ACTIVE_POOL:HIGH:1755481500000000000:72dd82c43b586014,ACCUMULATED_EQUAL_HIGH_LOW_POOL,190.37,15,12.591940246488525,0.8384764806543044,2,0.13144697174485734,0.6370232745865715,0.0,13.771340067537626,STOP_FIRST,51372,1755533580000000000,51376,1755533820000000000,184.27200000000002,183.0952,183.0932,190.369,5.180999320190267,4.379351486763849,-1.0,4.0,0.0,-1.102399399449199,0.9573650844955652,0.9286441319606983,-0.12166988416341029
