plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,context_progress,structure_direction,context_location,source_strength,acceptance,event_activity,event_progress,event_flow,approach_efficiency,departure_progress,return_depth,return_activity,return_flow,response_progress,response_flow,source_distance,risk_range,cost_r,planned_rr,elapsed_wave,market_progress
BTCUSDT:CONTROL:1723775700000000000:1:1723779900000000000,BTCUSDT:CONTROL:1723775700000000000:1,BTCUSDT,1,1723779900000000000,1723775700000000000,57895.6,57488.5,58494.799999999996,1.4718742323753358,57850.0,3.584962500721156,BTCUSDT:60m:PIVOT:HIGH:190:s2,OPPOSING_LIQUIDITY,57818.7375,57881.2625,58494.899999999994,57717.2,BOUNDARY_CONTROL_FIRST_RETURN,0.6516310134546538,0.0,0.5254760679361836,0.7462048321573647,1.0,2.8127949971577615,3.512994802079212,0.19915916686037552,0.6566689840103274,5.157137145141927,0.9292913630020174,0.4028073985608433,-0.21938054682214334,0.05997600959616189,0.3859741288077783,0.3646541383446526,3.2554978008796556,0.1700576271186447,1.4718742323753358,0.7731898882334818,-1.3439937597504432
BTCUSDT:CONTROL:1723806900000000000:1:1723809300000000000,BTCUSDT:CONTROL:1723806900000000000:1,BTCUSDT,1,1723809300000000000,1723806900000000000,58302.2,58175.8,58599.9,2.3552215189874848,58227.6,1.584962500721156,BTCUSDT:15m:PIVOT:LOW:804:s2,DEPARTURE_EXTREME,58206.6875,58248.5125,58600.0,58175.9,BOUNDARY_CONTROL_FIRST_RETURN,0.4569007030723293,0.0,0.20440498932463802,1.5126679136201462,0.0,1.3092844907960361,-0.35983263598323995,-0.08080016794737428,0.07889447236179731,4.451882845188225,0.7996777658431841,0.7214354886320994,-0.2449228471339368,0.5271966527196387,0.5402933719666789,0.8918111177525074,1.5110579796771306,0.5529018987342027,2.3552215189874848,1.2992829841302609,-0.6335174953960142
BTCUSDT:CONTROL:1723814400000000000:-1:1723814460000000000,BTCUSDT:CONTROL:1723814400000000000:-1,BTCUSDT,-1,1723814460000000000,1723814400000000000,58530.3,58908.6,58058.1,1.2482157018239752,58656.2,3.584962500721156,BTCUSDT:60m:PIVOT:HIGH:201:s2,DEPARTURE_EXTREME,58631.1375,58681.2625,58908.5,58058.0,BOUNDARY_CONTROL_FIRST_RETURN,0.8377154964846365,1.0,-0.7822176094101461,1.1256626595982935,0.0,2.7264516244188934,-5.442394014962776,-0.19228631362896725,-0.9547483134405828,5.967082294264527,0.7895352724841277,0.2678990513348641,0.26325085947862814,0.8937655860349306,0.26325085947862814,1.2558603491271696,3.7735660847881234,0.18626312450436375,1.2482157018239752,0.016529301951210565,-5.437406483790779
BTCUSDT:CONTROL:1723855800000000000:1:1723864620000000000,BTCUSDT:CONTROL:1723855800000000000:1,BTCUSDT,1,1723864620000000000,1723855800000000000,59068.0,58913.700000000004,59362.90000000001,1.9112119248218864,59025.100000000006,1.584962500721156,BTCUSDT:15m:PIVOT:HIGH:862:s2,OPPOSING_LIQUIDITY,59002.8,59047.40000000001,59363.00000000001,58953.0,BOUNDARY_CONTROL_FIRST_RETURN,-0.7266330479652789,1.0,-0.3327095808383188,1.2328316681421905,1.0,1.5526602709195838,1.6300448430494119,0.22459212384614666,0.42857142857144775,3.7881165919282367,0.8730393607576383,0.8632076452830217,-0.23367332466886312,0.14573991031381858,0.04821086188177126,0.4809417040358053,1.7298206278026276,0.45877524303306555,1.9112119248218864,2.379546134130174,-0.21201413427562382
BTCUSDT:CONTROL:1723877700000000000:1:1723877940000000000,BTCUSDT:CONTROL:1723877700000000000:1,BTCUSDT,1,1723877940000000000,1723877700000000000,59133.9,59118.3,59156.899999999994,1.4743589743586454,59120.0,1.584962500721156,BTCUSDT:15m:PIVOT:LOW:887:s2,DEPARTURE_EXTREME,59107.8125,59132.1875,59156.99999999999,59118.4,BOUNDARY_CONTROL_FIRST_RETURN,0.3336119402985237,0.0,0.29680785758132666,1.0966831333803626,0.0,0.5322541479550238,-0.36717948717919113,-0.2911913077221576,-0.5014124293785107,0.7589743589741531,0.6243243243242111,0.6513781962337432,-0.4737501790574416,0.20307692307693778,-0.28129897812049404,0.2851282051282137,0.31999999999994627,4.548161538461963,1.4743589743586454,0.2363887780642304,-0.10666666666674826
BTCUSDT:CONTROL:1723938300000000000:-1:1723938600000000000,BTCUSDT:CONTROL:1723938300000000000:-1,BTCUSDT,-1,1723938600000000000,1723938300000000000,59392.899999999994,59416.1,59354.3,1.6637931034475864,59406.59999999999,1.584962500721156,BTCUSDT:15m:PIVOT:HIGH:948:s2,DEPARTURE_EXTREME,59394.1375,59419.062499999985,59416.0,59354.200000000004,BOUNDARY_CONTROL_FIRST_RETURN,0.9537016327443426,1.0,0.046646717127291515,0.7988010490819835,0.0,0.8411515823085938,0.5015045135407097,-0.277493645300585,0.06102987921173609,1.0511534603810648,0.7385496183206008,0.7046408600636711,-0.06356250099765352,0.11233701103323573,-0.16402989420557113,0.2748244734202505,0.4653961885658662,3.0726465517235595,1.6637931034475864,0.2876820724517809,-0.9107321965898121
BTCUSDT:CONTROL:1723941600000000000:-1:1723941900000000000,BTCUSDT:CONTROL:1723941600000000000:-1,BTCUSDT,-1,1723941900000000000,1723941600000000000,59664.0,59722.69999999999,59565.200000000004,1.6831345826237272,59690.200000000004,3.584962500721156,BTCUSDT:60m:PIVOT:HIGH:232:s2,DEPARTURE_EXTREME,59676.65,59703.75000000001,59722.59999999999,59565.100000000006,BOUNDARY_CONTROL_FIRST_RETURN,-0.5312574850299471,1.0,-0.9077627178313532,1.5707948243992824,0.0,2.2933105395642404,-1.9501845018449386,-0.46771510378168046,-0.7207933064766319,2.308118081180754,0.7905675459631921,0.4289347022208432,0.14610108086297324,0.5110701107010465,0.8033109378346435,0.48339483394841354,1.0830258302581002,1.2203069846680141,1.6831345826237272,0.08004270767353643,-2.6457564575644326
BTCUSDT:CONTROL:1724008800000000000:1:1724016480000000000,BTCUSDT:CONTROL:1724008800000000000:1,BTCUSDT,1,1724016480000000000,1724008800000000000,59629.799999999996,59466.700000000004,59847.4,1.3341508277131666,59594.8,1.584962500721156,BTCUSDT:15m:PIVOT:HIGH:1034:s2,DEPARTURE_EXTREME,59579.4625,59610.137500000004,59847.5,59466.8,BOUNDARY_CONTROL_FIRST_RETURN,-0.5523185657645329,1.0,-0.25980392156866317,1.246023329798602,1.0,1.8237549340518904,2.5427872860634793,0.5974186506031405,0.27132636213537203,4.118989405052781,0.8614958448753735,1.099815342591867,-0.33774923437805443,0.06193969030147513,-0.24401045248246447,0.5704971475141235,2.658516707416226,0.43812323727776725,1.3341508277131666,2.2547944291576973,-1.4131847725162041
BTCUSDT:CONTROL:1724018400000000000:-1:1724018700000000000,BTCUSDT:CONTROL:1724018400000000000:-1,BTCUSDT,-1,1724018700000000000,1724018400000000000,59461.100000000006,59597.899999999994,59300.1,1.176900584795475,59466.8,1.584962500721156,BTCUSDT:15m:PIVOT:LOW:1037:s2,DEPARTURE_EXTREME,59453.3375,59480.262500000004,59479.100000000006,59300.0,BOUNDARY_CONTROL_FIRST_RETURN,1.305612594113609,-1.0,0.4981308411214772,1.2162386081191636,1.0,1.8703545133358812,1.199628597956997,0.2714405537912401,0.48949232585597713,3.0974930362114184,0.9658273381295145,0.41885718949663114,-0.267444945608915,0.8077994428968486,0.25323255065937605,0.10584958217263646,2.540389972144356,0.5221885964912725,1.176900584795475,0.2876820724517809,1.4484679665736595
BTCUSDT:CONTROL:1724018400000000000:1:1724020740000000000,BTCUSDT:CONTROL:1724018400000000000:1,BTCUSDT,1,1724020740000000000,1724018400000000000,59362.4,59299.9,59555.9,3.096,59327.80000000001,3.584962500721156,BTCUSDT:60m:PIVOT:LOW:257:s2,DEPARTURE_EXTREME,59314.33750000001,59341.26250000001,59556.0,59300.0,BOUNDARY_CONTROL_FIRST_RETURN,-1.305612594113609,0.0,-0.7974025974025927,1.9264844486333377,0.0,1.8703545133358812,-1.199628597956997,-0.2714405537912401,-0.48949232585597713,4.237697307334543,0.8483786152498124,0.6514101429126806,-0.0713821459858139,0.37140204271119476,0.14208050677192888,0.6425255338902048,1.1606313834724837,1.13915808,3.096,0.5007752879124893,-2.0552486187842556
BTCUSDT:CONTROL:1724061000000000000:-1:1724069760000000000,BTCUSDT:CONTROL:1724061000000000000:-1,BTCUSDT,-1,1724069760000000000,1724061000000000000,58322.4,58584.299999999996,57943.6,1.4463535700649535,58339.8,3.584962500721156,BTCUSDT:60m:PIVOT:LOW:269:s2,OPPOSING_LIQUIDITY,58323.8125,58355.787500000006,58531.9,57750.0,BOUNDARY_CONTROL_FIRST_RETURN,1.1246231155778903,-0.0,-0.1743947476405412,1.4884979702300323,1.0,2.8365608588866595,5.727912431587158,0.4353071470470164,0.8597656249999841,9.222830336200097,0.9704984740590007,0.6989243324064107,0.06807999832437027,0.41438623924929513,-0.043261347381641786,0.27208756841284215,4.095387021110104,0.26782749140894063,1.4463535700649535,1.2335316065674804,1.1501028101439428
BTCUSDT:CONTROL:1724110200000000000:1:1724110920000000000,BTCUSDT:CONTROL:1724110200000000000:1,BTCUSDT,1,1724110920000000000,1724110200000000000,59324.899999999994,59164.200000000004,59499.9,1.0889856876167914,59319.00000000001,3.584962500721156,BTCUSDT:60m:PIVOT:HIGH:284:s2,DEPARTURE_EXTREME,59295.200000000004,59342.80000000001,59500.0,59208.3,BOUNDARY_CONTROL_FIRST_RETURN,1.8021077283372613,-1.0,0.7001712328767025,1.1450050599971284,1.0,2.1594140665982606,0.848739495798311,0.18388717500332777,0.44279151170421277,1.9012605042015172,0.9674033149171981,0.2394472566227711,-0.12446007340763611,0.1565126050419485,-0.16569395017793592,0.06197478991582597,1.6880252100838493,0.44239863098944937,1.0889856876167914,0.18232155679395462,0.542016806722649
