scenario_id,family,source_family,source_direction,direction,signal_ts_ns,signal_day_utc,signal_hour_utc,submission_ts_ns,reference_entry_price,expected_entry_price,entry_execution_mode,entry_order_type,entry_expiry_ts_ns,entry_client_order_id,stop_price,target_price,target_reason,liquidity_level,atr_at_signal,quantity,equity_before_entry,planned_loss_budget,loss_per_unit,net_rr_at_submission,fee_rate_per_fill,sac_entry_confirmation,failed_acceptance_trap,favorable_drift_guard_enabled,causal_exit_reason_codes,causal_exit_open_position,actual_entry_price,opened_ts_ns,opened_bar_index,partial_entry_abort_requested,partial_entry_abort_opened_quantity,partial_entry_open_parent_count,partial_entry_flatten_attempts,partial_entry_cancel_retry_count,forced_exit_reason,path_observations,mfe_price,mae_price,mfe_price_distance,mae_price_distance,mfe_stop_units,mae_stop_units,mfe_atr,mae_atr,mfe_close_net_r_after_cost,mfe_intrabar_net_r_after_cost,first_close_half_r_ts_ns,first_close_one_r_ts_ns,actual_exit_price,closed_ts_ns,closed_day_utc,closed_hour_utc,duration_minutes,realized_pnl_after_cost,realized_return,realized_r_multiple,outcome
AFIB-1708927680000000000-000001,AFIB_CONTINUATION,AFIB_CONTINUATION,SHORT,SHORT,1708927740000000000,2024-02-26,6,1708927740000000000,51596.9,51596.9,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-060900-001-000-1,51608.2,51461.299999999996,EFFICIENT_FLOW_SHOCK_LIQUIDITY_OR_MEASURED_EXTENSION,51607.7,9.510000000001309,35.834,100000.0,3000.0,83.71905284999609,0.7556136607678009,0.0007,,False,True,(),False,51596.76149466987,1708927740000000000,368,True,13.798,1,3,0,PARTIAL_ENTRY_SINGLE_SLOT_ABORT,1,51594.4,51616.7,2.400000000001455,19.89999999999418,0.21052631578970882,1.7456140350881,0.25236593059948736,2.0925341745522017,-0.8664167537820149,-0.8365340697951033,,,51597.0,1708927740000000000,2024-02-26,6,0.0,-2597.03827458,-4.622486435661899e-06,-0.8656794248599999,PARTIAL_ENTRY_SINGLE_SLOT_ABORT
