plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,move_3,flow_3,efficiency_3,location_3,move_15,flow_15,efficiency_15,location_15,move_60,flow_60,efficiency_60,location_60,move_240,flow_240,efficiency_240,location_240,context_scale,context_age,source_strength,body,wick,activity,range_expansion,impact_residual,flow_change,basis,basis_change,basis_dislocation,market_5,market_15,market_60,relative_15,relative_60,context_15,context_60,channel_location,source_age,source_kind,event_age,penetration,event_flow,event_activity,return_depth,return_activity,origin_overlap,entry_distance,risk_range,risk_bps,cost_r,planned_rr,target_range,is_origin_return,auction_rejection,higher_strength,lower_strength,trigger_strength,setup_age,trigger_age,overlap_width,peer_progress,peer_flow,m_opponent_markout_1,m_own_markout_1,m_trapped_opponent_1,m_trapped_self_1,m_extreme_flow_1,m_extreme_share_1,m_late_flow_1,m_late_progress_1,m_flow_price_alignment_1,m_opponent_markout_5,m_own_markout_5,m_trapped_opponent_5,m_trapped_self_5,m_extreme_flow_5,m_extreme_share_5,m_late_flow_5,m_late_progress_5,m_flow_price_alignment_5,x_spot_move_15,x_relative_move_15,x_spot_flow_15,x_relative_flow_15,x_oi_change_15,x_spot_move_60,x_relative_move_60,x_spot_flow_60,x_relative_flow_60,x_oi_change_60,x_index_basis,x_premium,x_premium_change,x_spot_activity,x_futures_activity,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
REJECTION:h4-liquidity-SOLUSDT-00000116,SOLUSDT:H4_SWEEP:SOLUSDT:1768896000000000000:PREVIOUS_H4_LOW:115,SOLUSDT,1,1768896660000000000,1768896600000000000,130.55,130.24,131.29,2.3870967741934686,130.51,5.584962500721156,PREVIOUS_H4:1768896000000000000:PREVIOUS_H4_LOW:SNAP:1768896600000000000,ObjectKind.HORIZONTAL_RESISTANCE,130.505,130.515,130.73,130.49,AUCTION_REJECTION,-0.3448275862068864,0.07452669593313664,-1.0,-0.4999999999999408,-2.413793103448303,-0.15706806127550912,-0.47945205479451947,-0.357798165137575,-3.4482758620690603,-0.1204802032212366,-0.2659574468085153,-0.4999999999999696,-11.206896551724446,-0.05755179634468093,-0.1835121400338776,-0.808743169398896,0.0,0.0,1.0,-0.33333333333338594,1.5789838572448566e-13,0.7870824729717747,0.8508408224634803,-0.12681072457489337,-0.3674046039326968,0.7660487206995192,-0.5858612794407136,0.8786168588826258,0.030211794019919226,-1.3598348824766306,-0.4124100221484195,-1.0539582209716722,-3.035865839920641,-1.0,-1.0,-0.42393162393158434,0.040821994520255124,0.0,0.6931471805599453,0.06896551724131848,-0.02510080721587972,1.0573427472714922,0.8181818181817242,0.0,0.0,0.13793103448283298,1.0689655172414165,23.745691306013192,0.5047548387096737,2.3870967741934686,2.551724137931038,0.0,1.0,1.0,1.0,2.3045929519128094,2.4849066497880004,0.0,0.03448275862065924,-1.232958801498062,-0.15898077301594812,,,,,,,,,,,,,,,,,,,-2.4751810193755457,0.0678361713170718,-0.19478483111546724,0.0377167698399582,-20.119075005169407,-3.5709081322853997,0.13577193870284696,-0.09289745988057799,-0.027582743340658522,9.64873065900207,-3.557149385169378,-4.0952,-0.7569,1.3620351769806505,1.251981354551544,100000.0,0.004453051140032763,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1768896660000000000,1768896840000000000,130.57,130.22,6022.29,-2893.0780045499996,3.0,False,0.0,-2893.0780045499996,-0.9643593348499999,0.5027593978348863
REJECTION:h4-liquidity-XRPUSDT-00000163,XRPUSDT:H4_SWEEP:XRPUSDT:1769342400000000000:PREVIOUS_H4_LOW:162,XRPUSDT,1,1769351460000000000,1769351400000000000,1.8873,1.8838,1.8986,3.2285714285714,1.8857,5.584962500721156,PREVIOUS_H4:1769342400000000000:PREVIOUS_H4_LOW:SNAP:1769351400000000000,H4LiquidityKind.PREVIOUS_H4_MIDPOINT,1.8856499999999998,1.88575,1.8878,1.8847,AUCTION_REJECTION,0.08888888888887574,-0.2996426393889674,0.04166666666666281,0.7000000000000333,-3.9999999999999014,-0.24940821550128786,-0.4368932038834972,-0.5072463768115854,-2.933333333333195,-0.1743985398832949,-0.14601769911504248,-0.6284153005464401,-9.599999999999664,-0.12875351268885193,-0.144772117962468,-0.7536231884057927,0.0,0.0,1.0,0.23076923076923078,0.0,0.8039947256344445,0.7015860492057515,0.18379340211399153,0.0708899157146553,-1.6013966670991309,-2.3192828305251822,-1.2949805065191113,0.4359437751003549,-3.2530120481926845,-2.2543172690762,-0.7469879518072169,-0.6790160642569951,0.0,-1.0,-2.700392156862714,0.48550781578170077,0.0,0.6931471805599453,0.44444444444437864,-0.051608811444562426,1.5613177749307587,0.2380952380952129,0.0,0.0,0.7111111111111045,1.5555555555555227,18.54501139193588,0.6464742857142748,3.2285714285714,5.022222222222071,0.0,1.0,1.0,1.0,1.0,5.0238805208462765,0.0,0.04444444444453655,-2.506024096385468,-0.1614526337116424,,,,,,,,,,,,,,,,,,,-3.855336052547403,-0.1351567258757877,-0.29156824570409146,0.04216003020280348,-11.450863861171001,-2.9263588197079553,-0.001857419715440108,-0.11063897586209527,-0.06375956402119985,12.467692168129929,-6.877320718478019,-5.6564,-0.18859999999999993,1.305910711288824,1.469869518343529,97106.92199545,0.003459034431097907,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1769351460000000000,1769351580000000000,1.8878,1.8833,441660.2,-2820.24329011,2.0,False,0.0,-2820.24329011,-0.9680886566947117,0.431423226807425
