ts,nav
1768780800000000000,100000.0
1768780860000000000,100000.0
1768780920000000000,100000.0
1768780980000000000,100000.0
1768781040000000000,100000.0
1768781100000000000,100000.0
1768781160000000000,100000.0
1768781220000000000,100000.0
1768781280000000000,100000.0
1768781340000000000,100000.0
1768781400000000000,100000.0
1768781460000000000,100000.0
1768781520000000000,100000.0
1768781580000000000,100000.0
1768781640000000000,100000.0
1768781700000000000,100000.0
1768781760000000000,100000.0
1768781820000000000,100000.0
1768781880000000000,100000.0
1768781940000000000,100000.0
1768782000000000000,100000.0
1768782060000000000,100000.0
1768782120000000000,100000.0
1768782180000000000,100000.0
1768782240000000000,100000.0
1768782300000000000,100000.0
1768782360000000000,100000.0
1768782420000000000,100000.0
1768782480000000000,100000.0
1768782540000000000,100000.0
1768782600000000000,100000.0
1768782660000000000,100000.0
1768782720000000000,100000.0
1768782780000000000,100000.0
1768782840000000000,100000.0
1768782900000000000,100000.0
1768782960000000000,100000.0
1768783020000000000,100000.0
1768783080000000000,100000.0
1768783140000000000,100000.0
1768783200000000000,100000.0
1768783260000000000,100000.0
1768783320000000000,100000.0
1768783380000000000,100000.0
1768783440000000000,100000.0
1768783500000000000,100000.0
1768783560000000000,100000.0
1768783620000000000,100000.0
1768783680000000000,100000.0
1768783740000000000,100000.0
1768783800000000000,100000.0
1768783860000000000,100000.0
1768783920000000000,100000.0
1768783980000000000,100000.0
1768784040000000000,100000.0
1768784100000000000,100000.0
1768784160000000000,100000.0
1768784220000000000,100000.0
1768784280000000000,100000.0
1768784340000000000,100000.0
1768784400000000000,100000.0
1768784460000000000,100000.0
1768784520000000000,100000.0
1768784580000000000,100000.0
1768784640000000000,100000.0
1768784700000000000,100000.0
1768784760000000000,100000.0
1768784820000000000,100000.0
1768784880000000000,100000.0
1768784940000000000,100000.0
1768785000000000000,100000.0
1768785060000000000,100000.0
1768785120000000000,100000.0
1768785180000000000,100000.0
1768785240000000000,100000.0
1768785300000000000,100000.0
1768785360000000000,100000.0
1768785420000000000,100000.0
1768785480000000000,100000.0
1768785540000000000,100000.0
1768785600000000000,100000.0
1768785660000000000,100000.0
1768785720000000000,100000.0
1768785780000000000,100000.0
1768785840000000000,100000.0
1768785900000000000,100000.0
1768785960000000000,100000.0
1768786020000000000,100000.0
1768786080000000000,100000.0
1768786140000000000,100000.0
1768786200000000000,100000.0
1768786260000000000,100000.0
1768786320000000000,100000.0
1768786380000000000,100000.0
1768786440000000000,100000.0
1768786500000000000,100000.0
1768786560000000000,100000.0
1768786620000000000,100000.0
1768786680000000000,100000.0
1768786740000000000,100000.0
1768786800000000000,100000.0
1768786860000000000,100000.0
1768786920000000000,100000.0
1768786980000000000,100000.0
1768787040000000000,100000.0
1768787100000000000,100000.0
1768787160000000000,100000.0
1768787220000000000,100000.0
1768787280000000000,100000.0
1768787340000000000,100000.0
1768787400000000000,100000.0
1768787460000000000,100000.0
1768787520000000000,100000.0
1768787580000000000,100000.0
1768787640000000000,100000.0
1768787700000000000,100000.0
1768787760000000000,100000.0
1768787820000000000,100000.0
1768787880000000000,100000.0
1768787940000000000,100000.0
1768788000000000000,100000.0
1768788060000000000,100000.0
1768788120000000000,100000.0
1768788180000000000,100000.0
1768788240000000000,100000.0
1768788300000000000,100000.0
1768788360000000000,100000.0
1768788420000000000,100000.0
1768788480000000000,100000.0
1768788540000000000,100000.0
1768788600000000000,100000.0
1768788660000000000,100000.0
1768788720000000000,100000.0
1768788780000000000,100000.0
1768788840000000000,100000.0
1768788900000000000,100000.0
1768788960000000000,100000.0
1768789020000000000,100000.0
1768789080000000000,100000.0
1768789140000000000,100000.0
1768789200000000000,100000.0
1768789260000000000,100000.0
1768789320000000000,100000.0
1768789380000000000,100000.0
1768789440000000000,100000.0
1768789500000000000,100000.0
1768789560000000000,100000.0
1768789620000000000,100000.0
1768789680000000000,100000.0
1768789740000000000,100000.0
1768789800000000000,100000.0
1768789860000000000,100000.0
1768789920000000000,100000.0
1768789980000000000,100000.0
1768790040000000000,100000.0
1768790100000000000,100000.0
1768790160000000000,100000.0
1768790220000000000,100000.0
1768790280000000000,100000.0
1768790340000000000,100000.0
1768790400000000000,100000.0
1768790460000000000,100000.0
1768790520000000000,100000.0
1768790580000000000,100000.0
1768790640000000000,100000.0
1768790700000000000,100000.0
1768790760000000000,100000.0
1768790820000000000,100000.0
1768790880000000000,100000.0
1768790940000000000,100000.0
1768791000000000000,100000.0
1768791060000000000,100000.0
1768791120000000000,100000.0
1768791180000000000,100000.0
1768791240000000000,100000.0
1768791300000000000,100000.0
1768791360000000000,100000.0
1768791420000000000,100000.0
1768791480000000000,100000.0
1768791540000000000,100000.0
1768791600000000000,100000.0
1768791660000000000,100000.0
1768791720000000000,100000.0
1768791780000000000,100000.0
1768791840000000000,100000.0
1768791900000000000,100000.0
1768791960000000000,100000.0
1768792020000000000,100000.0
1768792080000000000,100000.0
1768792140000000000,100000.0
1768792200000000000,100000.0
1768792260000000000,100000.0
1768792320000000000,100000.0
1768792380000000000,100000.0
1768792440000000000,100000.0
1768792500000000000,100000.0
1768792560000000000,100000.0
1768792620000000000,100000.0
1768792680000000000,100000.0
1768792740000000000,100000.0
1768792800000000000,100000.0
1768792860000000000,100000.0
1768792920000000000,100000.0
1768792980000000000,100000.0
1768793040000000000,100000.0
1768793100000000000,100000.0
1768793160000000000,100000.0
1768793220000000000,100000.0
1768793280000000000,100000.0
1768793340000000000,100000.0
1768793400000000000,100000.0
1768793460000000000,100000.0
1768793520000000000,100000.0
1768793580000000000,100000.0
1768793640000000000,100000.0
1768793700000000000,100000.0
1768793760000000000,100000.0
1768793820000000000,100000.0
1768793880000000000,100000.0
1768793940000000000,100000.0
1768794000000000000,100000.0
1768794060000000000,100000.0
1768794120000000000,100000.0
1768794180000000000,100000.0
1768794240000000000,100000.0
1768794300000000000,100000.0
1768794360000000000,100000.0
1768794420000000000,100000.0
1768794480000000000,100000.0
1768794540000000000,100000.0
1768794600000000000,100000.0
1768794660000000000,100000.0
1768794720000000000,100000.0
1768794780000000000,100000.0
1768794840000000000,100000.0
1768794900000000000,100000.0
1768794960000000000,100000.0
1768795020000000000,100000.0
1768795080000000000,100000.0
1768795140000000000,100000.0
1768795200000000000,100000.0
1768795260000000000,100000.0
1768795320000000000,100000.0
1768795380000000000,100000.0
1768795440000000000,100000.0
1768795500000000000,100000.0
1768795560000000000,100000.0
1768795620000000000,100000.0
1768795680000000000,100000.0
1768795740000000000,100000.0
1768795800000000000,100000.0
1768795860000000000,100000.0
1768795920000000000,100000.0
1768795980000000000,100000.0
1768796040000000000,100000.0
1768796100000000000,100000.0
1768796160000000000,100000.0
1768796220000000000,100000.0
1768796280000000000,100000.0
1768796340000000000,100000.0
1768796400000000000,100000.0
1768796460000000000,100000.0
1768796520000000000,100000.0
1768796580000000000,100000.0
1768796640000000000,100000.0
1768796700000000000,100000.0
1768796760000000000,100000.0
1768796820000000000,100000.0
1768796880000000000,100000.0
1768796940000000000,100000.0
1768797000000000000,100000.0
1768797060000000000,100000.0
1768797120000000000,100000.0
1768797180000000000,100000.0
1768797240000000000,100000.0
1768797300000000000,100000.0
1768797360000000000,100000.0
1768797420000000000,100000.0
1768797480000000000,100000.0
1768797540000000000,100000.0
1768797600000000000,100000.0
1768797660000000000,100000.0
1768797720000000000,100000.0
1768797780000000000,100000.0
1768797840000000000,100000.0
1768797900000000000,100000.0
1768797960000000000,100000.0
1768798020000000000,100000.0
1768798080000000000,100000.0
1768798140000000000,100000.0
1768798200000000000,100000.0
1768798260000000000,100000.0
1768798320000000000,100000.0
1768798380000000000,100000.0
1768798440000000000,100000.0
1768798500000000000,100000.0
1768798560000000000,100000.0
1768798620000000000,100000.0
1768798680000000000,100000.0
1768798740000000000,100000.0
1768798800000000000,100000.0
1768798860000000000,100000.0
1768798920000000000,100000.0
1768798980000000000,100000.0
1768799040000000000,100000.0
1768799100000000000,100000.0
1768799160000000000,100000.0
1768799220000000000,100000.0
1768799280000000000,100000.0
1768799340000000000,100000.0
1768799400000000000,100000.0
1768799460000000000,100000.0
1768799520000000000,100000.0
1768799580000000000,100000.0
1768799640000000000,100000.0
1768799700000000000,100000.0
1768799760000000000,100000.0
1768799820000000000,100000.0
1768799880000000000,100000.0
1768799940000000000,100000.0
1768800000000000000,100000.0
1768800060000000000,100000.0
1768800120000000000,100000.0
1768800180000000000,100000.0
1768800240000000000,100000.0
1768800300000000000,100000.0
1768800360000000000,100000.0
1768800420000000000,100000.0
1768800480000000000,100000.0
1768800540000000000,100000.0
1768800600000000000,100000.0
1768800660000000000,100000.0
1768800720000000000,100000.0
1768800780000000000,100000.0
1768800840000000000,100000.0
1768800900000000000,100000.0
1768800960000000000,100000.0
1768801020000000000,100000.0
1768801080000000000,100000.0
1768801140000000000,100000.0
1768801200000000000,100000.0
1768801260000000000,100000.0
1768801320000000000,100000.0
1768801380000000000,100000.0
1768801440000000000,100000.0
1768801500000000000,100000.0
1768801560000000000,100000.0
1768801620000000000,100000.0
1768801680000000000,100000.0
1768801740000000000,100000.0
1768801800000000000,100000.0
1768801860000000000,100000.0
1768801920000000000,100000.0
1768801980000000000,100000.0
1768802040000000000,100000.0
1768802100000000000,100000.0
1768802160000000000,100000.0
1768802220000000000,100000.0
1768802280000000000,100000.0
1768802340000000000,100000.0
1768802400000000000,100000.0
1768802460000000000,100000.0
1768802520000000000,100000.0
1768802580000000000,100000.0
1768802640000000000,100000.0
1768802700000000000,100000.0
1768802760000000000,100000.0
1768802820000000000,100000.0
1768802880000000000,100000.0
1768802940000000000,100000.0
1768803000000000000,100000.0
1768803060000000000,100000.0
1768803120000000000,100000.0
1768803180000000000,100000.0
1768803240000000000,100000.0
1768803300000000000,100000.0
1768803360000000000,100000.0
1768803420000000000,100000.0
1768803480000000000,100000.0
1768803540000000000,100000.0
1768803600000000000,100000.0
1768803660000000000,100000.0
1768803720000000000,100000.0
1768803780000000000,100000.0
1768803840000000000,100000.0
1768803900000000000,100000.0
1768803960000000000,100000.0
1768804020000000000,100000.0
1768804080000000000,100000.0
1768804140000000000,100000.0
1768804200000000000,100000.0
1768804260000000000,100000.0
1768804320000000000,100000.0
1768804380000000000,100000.0
1768804440000000000,100000.0
1768804500000000000,100000.0
1768804560000000000,100000.0
1768804620000000000,100000.0
1768804680000000000,100000.0
1768804740000000000,100000.0
1768804800000000000,100000.0
1768804860000000000,100000.0
1768804920000000000,100000.0
1768804980000000000,100000.0
1768805040000000000,100000.0
1768805100000000000,100000.0
1768805160000000000,100000.0
1768805220000000000,100000.0
1768805280000000000,100000.0
1768805340000000000,100000.0
1768805400000000000,100000.0
1768805460000000000,100000.0
1768805520000000000,100000.0
1768805580000000000,100000.0
1768805640000000000,100000.0
1768805700000000000,100000.0
1768805760000000000,100000.0
1768805820000000000,100000.0
1768805880000000000,100000.0
1768805940000000000,100000.0
1768806000000000000,100000.0
1768806060000000000,100000.0
1768806120000000000,100000.0
1768806180000000000,100000.0
1768806240000000000,100000.0
1768806300000000000,100000.0
1768806360000000000,100000.0
1768806420000000000,100000.0
1768806480000000000,100000.0
1768806540000000000,100000.0
1768806600000000000,100000.0
1768806660000000000,100000.0
1768806720000000000,100000.0
1768806780000000000,100000.0
1768806840000000000,100000.0
1768806900000000000,100000.0
1768806960000000000,100000.0
1768807020000000000,100000.0
1768807080000000000,100000.0
1768807140000000000,100000.0
1768807200000000000,100000.0
1768807260000000000,100000.0
1768807320000000000,100000.0
1768807380000000000,100000.0
1768807440000000000,100000.0
1768807500000000000,100000.0
1768807560000000000,100000.0
1768807620000000000,100000.0
1768807680000000000,100000.0
1768807740000000000,100000.0
1768807800000000000,100000.0
1768807860000000000,100000.0
1768807920000000000,100000.0
1768807980000000000,100000.0
1768808040000000000,100000.0
1768808100000000000,100000.0
1768808160000000000,100000.0
1768808220000000000,100000.0
1768808280000000000,100000.0
1768808340000000000,100000.0
1768808400000000000,100000.0
1768808460000000000,100000.0
1768808520000000000,100000.0
1768808580000000000,100000.0
1768808640000000000,100000.0
1768808700000000000,100000.0
1768808760000000000,100000.0
1768808820000000000,100000.0
1768808880000000000,100000.0
1768808940000000000,100000.0
1768809000000000000,100000.0
1768809060000000000,100000.0
1768809120000000000,100000.0
1768809180000000000,100000.0
1768809240000000000,100000.0
1768809300000000000,100000.0
1768809360000000000,100000.0
1768809420000000000,100000.0
1768809480000000000,100000.0
1768809540000000000,100000.0
1768809600000000000,100000.0
1768809660000000000,100000.0
1768809720000000000,100000.0
1768809780000000000,100000.0
1768809840000000000,100000.0
1768809900000000000,100000.0
1768809960000000000,100000.0
1768810020000000000,100000.0
1768810080000000000,100000.0
1768810140000000000,100000.0
1768810200000000000,100000.0
1768810260000000000,100000.0
1768810320000000000,100000.0
1768810380000000000,100000.0
1768810440000000000,100000.0
1768810500000000000,100000.0
1768810560000000000,100000.0
1768810620000000000,100000.0
1768810680000000000,100000.0
1768810740000000000,100000.0
1768810800000000000,100000.0
1768810860000000000,100000.0
1768810920000000000,100000.0
1768810980000000000,100000.0
1768811040000000000,100000.0
1768811100000000000,100000.0
1768811160000000000,100000.0
1768811220000000000,100000.0
1768811280000000000,100000.0
1768811340000000000,100000.0
1768811400000000000,100000.0
1768811460000000000,100000.0
1768811520000000000,100000.0
1768811580000000000,100000.0
1768811640000000000,100000.0
1768811700000000000,100000.0
1768811760000000000,100000.0
1768811820000000000,100000.0
1768811880000000000,100000.0
1768811940000000000,100000.0
1768812000000000000,100000.0
1768812060000000000,100000.0
1768812120000000000,100000.0
1768812180000000000,100000.0
1768812240000000000,100000.0
1768812300000000000,100000.0
1768812360000000000,100000.0
1768812420000000000,100000.0
1768812480000000000,100000.0
1768812540000000000,100000.0
1768812600000000000,100000.0
1768812660000000000,100000.0
1768812720000000000,100000.0
1768812780000000000,100000.0
1768812840000000000,100000.0
1768812900000000000,100000.0
1768812960000000000,100000.0
1768813020000000000,100000.0
1768813080000000000,100000.0
1768813140000000000,100000.0
1768813200000000000,100000.0
1768813260000000000,100000.0
1768813320000000000,100000.0
1768813380000000000,100000.0
1768813440000000000,100000.0
1768813500000000000,100000.0
1768813560000000000,100000.0
1768813620000000000,100000.0
1768813680000000000,100000.0
1768813740000000000,100000.0
1768813800000000000,100000.0
1768813860000000000,100000.0
1768813920000000000,100000.0
1768813980000000000,100000.0
1768814040000000000,100000.0
1768814100000000000,100000.0
1768814160000000000,100000.0
1768814220000000000,100000.0
1768814280000000000,100000.0
1768814340000000000,100000.0
1768814400000000000,100000.0
1768814460000000000,100000.0
1768814520000000000,100000.0
1768814580000000000,100000.0
1768814640000000000,100000.0
1768814700000000000,100000.0
1768814760000000000,100000.0
1768814820000000000,100000.0
1768814880000000000,100000.0
1768814940000000000,100000.0
1768815000000000000,100000.0
1768815060000000000,100000.0
1768815120000000000,100000.0
1768815180000000000,100000.0
