run_id,scenario_id,ts_event_ns,client_order_id,order_side,last_price,last_quantity,native_commission,extra_cost_to_composite_model,composite_cost_rate
baseline:development-2023,ORB-NYSE_OPEN-1674743400000000000-52,1674744600000000000,O-20230126-145000-09-000-1,2,22982.5,18.179,75.20379615,238.14535447499998,0.00075
baseline:development-2023,ORB-NYSE_OPEN-1674743400000000000-52,1674746160000000000,O-20230126-145000-09-000-2,1,23113.0,18.179,75.63082086,239.49759938999998,0.00075
baseline:development-2023,ORB-NYSE_OPEN-1677594600000000000-118,1677595620000000000,O-20230228-144700-09-000-4,1,23551.0,18.02,76.3900236,241.9017414,0.00075
baseline:development-2023,ORB-NYSE_OPEN-1677594600000000000-118,1677595860000000000,O-20230228-144700-09-000-5,2,23424.8,18.02,75.98068128,240.60549071999995,0.00075
baseline:development-2023,ORB-SETTLEMENT-1678521600000000000-139,1678522620000000000,O-20230311-081700-09-000-7,1,19953.0,21.367,76.74043518,243.01137806999998,0.00075
baseline:development-2023,ORB-SETTLEMENT-1678521600000000000-139,1678524300000000000,O-20230311-081700-09-000-9,2,20145.5,21.367,86.0897797,236.74689417500002,0.00075
baseline:development-2023,ORB-NYSE_OPEN-1679319000000000000-158,1679321040000000000,O-20230320-140400-09-000-10,1,28088.9,12.753,64.47919351,204.18411276499998,0.00075
baseline:development-2023,ORB-NYSE_OPEN-1679319000000000000-158,1679321340000000000,O-20230320-140400-09-000-11,2,27901.4,12.753,64.04877976,202.82113589,0.00075
baseline:development-2023,ORB-NYSE_OPEN-1679837400000000000-170,1679841060000000000,O-20230326-143100-09-000-13,2,27874.8,14.401,72.25649906,228.81224704000002,0.00075
baseline:development-2023,ORB-NYSE_OPEN-1679837400000000000-170,1679855460000000000,O-20230326-183100-09-000-16,1,27814.8,14.401,72.10096826,228.31973284,0.00075
baseline:development-2023,ORB-SETTLEMENT-1680076800000000000-175,1680078300000000000,O-20230329-082500-09-000-17,1,28457.8,10.78,55.21951512,174.86179787999998,0.00075
baseline:development-2023,ORB-SETTLEMENT-1680076800000000000-175,1680085020000000000,O-20230329-082500-09-000-18,2,28236.2,10.78,54.78952248,173.50015451999997,0.00075
baseline:development-2023,ORB-SETTLEMENT-1681891200000000000-217,1681892580000000000,O-20230419-082300-09-000-20,2,29124.5,4.992,26.17011072,82.87201728,0.00075
baseline:development-2023,ORB-SETTLEMENT-1681891200000000000-217,1681906980000000000,O-20230419-122300-09-000-23,1,29240.6,4.992,26.27443354,83.20237286,0.00075
baseline:development-2023,ORB-NYSE_OPEN-1682343000000000000-228,1682344380000000000,O-20230424-135300-09-000-24,1,27683.5,13.687,68.20273161,215.97531676499997,0.00075
baseline:development-2023,ORB-NYSE_OPEN-1682343000000000000-228,1682346960000000000,O-20230424-135300-09-000-25,2,27524.9,13.687,67.81199513,214.737984595,0.00075
baseline:development-2023,ORB-NYSE_OPEN-1697463000000000000-578,1697464200000000000,O-20231016-135000-09-000-27,2,27850.6,1.738,8.7127817,27.5904754,0.00075
baseline:development-2023,ORB-NYSE_OPEN-1697463000000000000-578,1697478600000000000,O-20231016-175000-09-000-30,1,28178.9,1.738,8.81548708,27.91570907,0.00075
