trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_init,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl,is_snapshot
BACKTESTER-001,PortfolioStrategy-000,SOLUSDT-PERP.BINANCE,BINANCE-001,O-20230320-132400-001-000-1,O-20230320-132400-001-000-3,SELL,FLAT,0.0,6511.6,1679318700000000000,2023-03-20 13:25:00+00:00,1679340240000000000,2023-03-20 19:24:00+00:00,21540000000000,23.483,22.088,['118.69604944 USDT'],0.0594,8964.98595056 USDT,True
BACKTESTER-001,PortfolioStrategy-000,ETHUSDT-PERP.BINANCE,BINANCE-001,O-20230321-194200-001-000-4,O-20230321-194200-001-000-5,BUY,FLAT,0.000,129.756,1679427780000000000,2023-03-21 19:43:00+00:00,1679508120000000000,2023-03-22 18:02:00+00:00,80340000000000,1795.01,1771.94,['277.10120433 USDT'],-0.01285,-3270.57212433 USDT,False
BACKTESTER-001,PortfolioStrategy-000,SOLUSDT-PERP.BINANCE,BINANCE-001,O-20230323-065800-001-000-7,O-20230323-065800-001-000-8,SELL,FLAT,0.0,18408.6,1679554740000000000,2023-03-23 06:59:00+00:00,1679557260000000000,2023-03-23 07:41:00+00:00,2520000000000,21.510864655650078,21.658818753191447,['477.36078596 USDT'],-0.00688,-3200.98858596 USDT,False
BACKTESTER-001,PortfolioStrategy-000,XRPUSDT-PERP.BINANCE,BINANCE-001,O-20230324-012300-001-000-10,O-20230324-012300-001-000-11,BUY,FLAT,0,909544,1679621040000000000,2023-03-24 01:24:00+00:00,1679624280000000000,2023-03-24 02:18:00+00:00,3240000000000,0.43848172150000436,0.4353635731751295,['476.31322820 USDT'],-0.00711,-3312.40632820 USDT,False
