client_order_id,trader_id,strategy_id,instrument_id,side,type,quantity,status,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,init_id,ts_init,ts_last,commissions,venue_order_id,emulation_trigger,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,account_id,slippage,position_id,liquidity_side,last_trade_id,avg_px,trigger_price,trigger_type,expire_time_ns,display_qty,trigger_instrument_id,price,is_post_only
O-20240410-020240-001-140721478229192-1,TRADER-001,DataActor-140721478229192,BTCUSDT-PERP.BINANCE,BUY,MARKET,8.860,FILLED,GTC,False,False,8.860,95e690ab-1977-4316-a4c4-e92a600e2def,1712714560000000000,1712714560000000000,['370.19826600 USDT'],BINANCE-1-1,NO_TRIGGER,OTO,OL-20240410-020240-001-140721478229192-1,"['O-20240410-020240-001-140721478229192-2', 'O-20240410-020240-001-140721478229192-3']",,,,,"['flow-response-btcusdt-000020', 'BREAKOUT_ACCEPTANCE_CONTINUATION', 'LONG', 'TEN_SECOND_MARKET_ENTRY']",BINANCE-001,,P-20240410-020240-001-140721478229192-1,TAKER,T-17b6b4d9a69f6a7a-51280,69638.5,,,,,,,
O-20240410-020240-001-140721478229192-2,TRADER-001,DataActor-140721478229192,BTCUSDT-PERP.BINANCE,SELL,STOP_MARKET,8.860,FILLED,GTC,True,False,8.860,10098ee4-f288-462e-9eaf-9788407af94c,1712714560000000000,1712714740000000000,['369.21640080 USDT'],BINANCE-1-2,NO_TRIGGER,OUO,OL-20240410-020240-001-140721478229192-1,['O-20240410-020240-001-140721478229192-3'],O-20240410-020240-001-140721478229192-1,,,,"['flow-response-btcusdt-000020', 'OBSERVED_RETEST_INVALIDATION']",BINANCE-001,17.300000000017462,P-20240410-020240-001-140721478229192-1,TAKER,T-33e51273e2e77349-51344,69453.79999999999,69471.1,DEFAULT,,,,,
O-20240410-020240-001-140721478229192-3,TRADER-001,DataActor-140721478229192,BTCUSDT-PERP.BINANCE,SELL,LIMIT,8.860,CANCELED,GTC,True,False,0.000,76d8138c-682c-4013-8b55-b39109bbfeb3,1712714560000000000,1712714740000000000,,BINANCE-1-3,NO_TRIGGER,OUO,OL-20240410-020240-001-140721478229192-1,['O-20240410-020240-001-140721478229192-2'],O-20240410-020240-001-140721478229192-1,,,,"['flow-response-btcusdt-000020', 'ACTIVE_COMPLETED_EXTERNAL_TARGET']",BINANCE-001,,P-20240410-020240-001-140721478229192-1,MAKER,,,,,,,,71048.3,False
O-20240411-114040-001-140721478229192-4,TRADER-001,DataActor-140721478229192,BTCUSDT-PERP.BINANCE,SELL,MARKET,10.213,FILLED,GTC,False,False,10.213,906e146a-2425-4cab-80d4-5895119f5272,1712835640000000000,1712835640000000000,['430.22425908 USDT'],BINANCE-1-4,NO_TRIGGER,OTO,OL-20240411-114040-001-140721478229192-2,"['O-20240411-114040-001-140721478229192-5', 'O-20240411-114040-001-140721478229192-6']",,,,,"['flow-response-btcusdt-000033', 'BREAKOUT_ACCEPTANCE_CONTINUATION', 'SHORT', 'TEN_SECOND_MARKET_ENTRY']",BINANCE-001,,P-20240411-114040-001-140721478229192-2,TAKER,T-4229ed69cbaecd96-85076,70208.6,,,,,,,
O-20240411-114040-001-140721478229192-5,TRADER-001,DataActor-140721478229192,BTCUSDT-PERP.BINANCE,BUY,STOP_MARKET,10.213,FILLED,GTC,True,False,10.213,41dbab0f-2c80-4999-8732-bd320dc34738,1712835640000000000,1712835880000000000,['431.17284252 USDT'],BINANCE-1-5,NO_TRIGGER,OUO,OL-20240411-114040-001-140721478229192-2,['O-20240411-114040-001-140721478229192-6'],O-20240411-114040-001-140721478229192-4,,,,"['flow-response-btcusdt-000033', 'OBSERVED_RETEST_INVALIDATION']",BINANCE-001,8.299999999988358,P-20240411-114040-001-140721478229192-2,TAKER,T-85a2011e54dc1d4f-85156,70363.4,70355.1,DEFAULT,,,,,
O-20240411-114040-001-140721478229192-6,TRADER-001,DataActor-140721478229192,BTCUSDT-PERP.BINANCE,BUY,LIMIT,10.213,CANCELED,GTC,True,False,0.000,2dc559eb-40a0-4cde-aa93-cc21b4c83f05,1712835640000000000,1712835880000000000,,BINANCE-1-6,NO_TRIGGER,OUO,OL-20240411-114040-001-140721478229192-2,['O-20240411-114040-001-140721478229192-5'],O-20240411-114040-001-140721478229192-4,,,,"['flow-response-btcusdt-000033', 'ACTIVE_COMPLETED_EXTERNAL_TARGET']",BINANCE-001,,P-20240411-114040-001-140721478229192-2,MAKER,,,,,,,,69613.4,False
O-20240412-143940-001-140721478229192-7,TRADER-001,DataActor-140721478229192,BTCUSDT-PERP.BINANCE,SELL,MARKET,7.696,FILLED,GTC,False,False,7.696,13e8d71b-080c-4167-a331-1a2bff321590,1712932780000000000,1712932780000000000,['321.01555200 USDT'],BINANCE-1-7,NO_TRIGGER,OTO,OL-20240412-143940-001-140721478229192-3,"['O-20240412-143940-001-140721478229192-8', 'O-20240412-143940-001-140721478229192-9']",,,,,"['flow-response-btcusdt-000043', 'BREAKOUT_ACCEPTANCE_CONTINUATION', 'SHORT', 'TEN_SECOND_MARKET_ENTRY']",BINANCE-001,,P-20240412-143940-001-140721478229192-3,TAKER,T-468ca05c376d23c1-111322,69520,,,,,,,
O-20240412-143940-001-140721478229192-8,TRADER-001,DataActor-140721478229192,BTCUSDT-PERP.BINANCE,BUY,STOP_MARKET,7.696,FILLED,GTC,True,False,7.696,b0fff53b-f677-4414-a0cf-b25406f6c6d7,1712932780000000000,1712935660000000000,['321.88319904 USDT'],BINANCE-1-8,NO_TRIGGER,OUO,OL-20240412-143940-001-140721478229192-3,['O-20240412-143940-001-140721478229192-9'],O-20240412-143940-001-140721478229192-7,,,,"['flow-response-btcusdt-000043', 'OBSERVED_RETEST_INVALIDATION']",BINANCE-001,9.200000000011642,P-20240412-143940-001-140721478229192-3,TAKER,T-917f90d4d339cbd6-112213,69707.90000000001,69698.7,DEFAULT,,,,,
O-20240412-143940-001-140721478229192-9,TRADER-001,DataActor-140721478229192,BTCUSDT-PERP.BINANCE,BUY,LIMIT,7.696,CANCELED,GTC,True,False,0.000,d549ce1b-49b4-4b78-ac86-33603535cf0c,1712932780000000000,1712935660000000000,,BINANCE-1-9,NO_TRIGGER,OUO,OL-20240412-143940-001-140721478229192-3,['O-20240412-143940-001-140721478229192-8'],O-20240412-143940-001-140721478229192-7,,,,"['flow-response-btcusdt-000043', 'ACTIVE_COMPLETED_EXTERNAL_TARGET']",BINANCE-001,,P-20240412-143940-001-140721478229192-3,MAKER,,,,,,,,68585.0,False
O-20240412-173010-001-140721478229192-10,TRADER-001,DataActor-140721478229192,BTCUSDT-PERP.BINANCE,BUY,MARKET,2.537,FILLED,GTC,False,False,2.537,2509f978-20eb-43c3-9f78-2eb098d7f7db,1712943010000000000,1712943010000000000,['103.44901644 USDT'],BINANCE-1-10,NO_TRIGGER,OTO,OL-20240412-173010-001-140721478229192-4,"['O-20240412-173010-001-140721478229192-11', 'O-20240412-173010-001-140721478229192-12']",,,,,"['flow-response-btcusdt-000046', 'BREAKOUT_ACCEPTANCE_CONTINUATION', 'LONG', 'TEN_SECOND_MARKET_ENTRY']",BINANCE-001,,P-20240412-173010-001-140721478229192-4,TAKER,T-7c46091f126418a7-114555,67960.2,,,,,,,
