client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,account_id,trade_id,order_side,order_type,last_qty,last_px,currency,liquidity_side,event_id,ts_event,ts_init,reconciliation,info,position_id,commission,causation_id
O-20240410-020240-001-140721478229192-1,TRADER-001,DataActor-140721478229192,BTCUSDT-PERP.BINANCE,BINANCE-1-1,BINANCE-001,T-17b6b4d9a69f6a7a-51280,BUY,MARKET,8.860,69638.5,USDT,TAKER,b89011ae-aa7d-4f57-af89-3875c19a78d2,2024-04-10 02:02:40+00:00,2024-04-10 02:02:40+00:00,False,{},P-20240410-020240-001-140721478229192-1,370.19826600 USDT,
O-20240410-020240-001-140721478229192-2,TRADER-001,DataActor-140721478229192,BTCUSDT-PERP.BINANCE,BINANCE-1-2,BINANCE-001,T-33e51273e2e77349-51344,SELL,STOP_MARKET,8.860,69453.8,USDT,TAKER,8251f2ea-8c17-44a5-b9ca-7cd2b7f53a66,2024-04-10 02:05:40+00:00,2024-04-10 02:05:40+00:00,False,{},P-20240410-020240-001-140721478229192-1,369.21640080 USDT,
O-20240411-114040-001-140721478229192-4,TRADER-001,DataActor-140721478229192,BTCUSDT-PERP.BINANCE,BINANCE-1-4,BINANCE-001,T-4229ed69cbaecd96-85076,SELL,MARKET,10.213,70208.6,USDT,TAKER,fe2b843e-b83d-4a70-997b-74656a912838,2024-04-11 11:40:40+00:00,2024-04-11 11:40:40+00:00,False,{},P-20240411-114040-001-140721478229192-2,430.22425908 USDT,
O-20240411-114040-001-140721478229192-5,TRADER-001,DataActor-140721478229192,BTCUSDT-PERP.BINANCE,BINANCE-1-5,BINANCE-001,T-85a2011e54dc1d4f-85156,BUY,STOP_MARKET,10.213,70363.4,USDT,TAKER,d27d1246-29c6-4fbd-9718-963209c792c7,2024-04-11 11:44:40+00:00,2024-04-11 11:44:40+00:00,False,{},P-20240411-114040-001-140721478229192-2,431.17284252 USDT,
O-20240412-143940-001-140721478229192-7,TRADER-001,DataActor-140721478229192,BTCUSDT-PERP.BINANCE,BINANCE-1-7,BINANCE-001,T-468ca05c376d23c1-111322,SELL,MARKET,7.696,69520.0,USDT,TAKER,819f832c-b6f8-4e70-8179-b18b3ea8fff9,2024-04-12 14:39:40+00:00,2024-04-12 14:39:40+00:00,False,{},P-20240412-143940-001-140721478229192-3,321.01555200 USDT,
O-20240412-143940-001-140721478229192-8,TRADER-001,DataActor-140721478229192,BTCUSDT-PERP.BINANCE,BINANCE-1-8,BINANCE-001,T-917f90d4d339cbd6-112213,BUY,STOP_MARKET,7.696,69707.9,USDT,TAKER,2102f7fb-800b-4d5d-8bab-1c6846d07278,2024-04-12 15:27:40+00:00,2024-04-12 15:27:40+00:00,False,{},P-20240412-143940-001-140721478229192-3,321.88319904 USDT,
O-20240412-173010-001-140721478229192-10,TRADER-001,DataActor-140721478229192,BTCUSDT-PERP.BINANCE,BINANCE-1-10,BINANCE-001,T-7c46091f126418a7-114555,BUY,MARKET,2.537,67960.2,USDT,TAKER,b110e403-d2c0-4228-9e1d-cc8e9def8b6e,2024-04-12 17:30:10+00:00,2024-04-12 17:30:10+00:00,False,{},P-20240412-173010-001-140721478229192-4,103.44901644 USDT,
O-20240412-173010-001-140721478229192-11,TRADER-001,DataActor-140721478229192,BTCUSDT-PERP.BINANCE,BINANCE-1-11,BINANCE-001,T-ef327319b021c1c0-115822,SELL,STOP_MARKET,2.537,67099.8,USDT,TAKER,d0dcbcb0-1198-4462-a410-95153fc72be1,2024-04-12 18:32:20+00:00,2024-04-12 18:32:20+00:00,False,{},P-20240412-173010-001-140721478229192-4,102.13931556 USDT,
O-20240414-232200-001-140721478229192-13,TRADER-001,DataActor-140721478229192,BTCUSDT-PERP.BINANCE,BINANCE-1-13,BINANCE-001,T-5ac9a9e963a315c0-172929,BUY,MARKET,6.163,65800.2,USDT,TAKER,be3c6c4b-5617-4867-933d-8a923c482353,2024-04-14 23:22:00+00:00,2024-04-14 23:22:00+00:00,False,{},P-20240414-232200-001-140721478229192-5,243.31597956 USDT,
O-20240414-232200-001-140721478229192-14,TRADER-001,DataActor-140721478229192,BTCUSDT-PERP.BINANCE,BINANCE-1-14,BINANCE-001,T-fa493a7b376bb04d-172949,SELL,STOP_MARKET,6.163,65549.2,USDT,TAKER,691d9ee0-d5e7-43c5-ab2e-dd5d29c1330e,2024-04-14 23:23:00+00:00,2024-04-14 23:23:00+00:00,False,{},P-20240414-232200-001-140721478229192-5,242.38783176 USDT,
