symbol,side,ts,entry,stop,target,episode,scale,source,root_ts,entry_kind,predicted_value,rr,nav_before,quantity,planned_risk_pct,entry_ts,exit_ts,nav_after,net_r,hold_minutes
XRPUSDT,1,1723120800000000000,0.6066,0.6055,0.6195,157,15.0,1723113900000000000,1723119900000000000,limit,0.001033152395847045,11.727272727272856,10000.0,161979.2,2.9999996144884573,1723124820000000000,1723124880000000000,9684.33907881,-1.0522030706333323,1.0
