scenario_id,direction,ignition_time_ns,confirmation_time_ns,entry_time_ns,exit_time_ns,entry_trade_id,exit_trade_id,entry_raw_price,entry_fill_price,exit_raw_price,exit_fill_price,initial_stop_price,final_stop_price,target_trigger_price,quantity,nav_before,nav_after,planned_loss,expected_loss_per_unit,net_pnl,net_r,holding_minutes,funding_cost,mfe_r,mae_r,exit_reason,signal_direction,signal_ignition_return_bps,signal_ignition_oi_drop_bps,signal_continuation_return_bps,signal_continuation_oi_drop_bps,signal_ignition_futures_flow,signal_ignition_spot_flow,signal_continuation_futures_flow,signal_continuation_spot_flow,signal_extension_through_ignition_bps,signal_cascade_high,signal_cascade_low,signal_signal_atr,signal_stop_trigger_price
LCPT-381eb70ab3b88124,LONG,1658120700000000000,1658121000000000000,1658121060049000000,1658126280094000000,1359891694,1360200654,21397.8,21401.009670000003,22321.84384040515,22318.49556382909,21277.516333333333,21816.08625,22321.84384040515,20.121711971507466,100000.0,118013.72610307514,3000.0,149.0926817881117,18013.72610307514,6.0045753676917135,87.00075,7.805144548834074,6.177300716267849,0.2643300095440834,TARGET,LONG,17.992878014863045,12.68420471171594,31.700626040469526,43.030980587793756,0.17944032561776768,0.030030259171364218,0.2616492485152874,0.00425654379587456,40.25613258628047,21446.8,21282.0,22.41833333333349,21277.516333333333
LCPT-97506c1e921d72ef,LONG,1658156100000000000,1658156400000000000,1658156460113000000,1658160556203000000,1361217704,1361433432,22225.7,22229.033855,22348.1,22344.747785,22069.287,22348.145995791816,23374.348626994008,19.002167758792158,118013.72610307514,119783.03477852578,3540.411783092254,186.31620497372637,1769.3086754506398,0.4997465786042821,68.26816666666667,6.007596254931264,3.0645007238125856,0.4188248414087521,TRAIL,LONG,22.05256389356869,6.6458182956874445,33.028650433981625,56.2241957518883,0.08764978443432127,0.12114981154056483,0.1958194369323425,0.12712982867663486,-12.590139078167972,22239.0,22076.0,33.56499999999996,22069.287
LCPT-168fbe5184fdfd75,SHORT,1658160300000000000,1658160600000000000,1658160660065000000,1658174357090000000,1361446114,1361967717,22380.4,22377.042940000003,21634.5,21637.745175000004,22717.771666666667,21634.44725,20144.813792357694,9.770115518392723,119783.03477852578,126780.64688987448,3593.491043355773,367.80435569987367,6997.6121113487,1.947301948696106,228.28375,10.397672990286255,2.69529961958616,0.19428008095234622,TRAIL,SHORT,-65.66935106861571,41.236793733159246,-90.2984643933702,84.44477467771216,0.054150499869391105,0.05810448194695502,0.17424680426585445,0.0553234175933576,-142.00874384846296,22706.7,22317.6,55.358333333333334,22717.771666666667
LCPT-dba38a76f25d1ced,SHORT,1658182800000000000,1658183100000000000,1658183160564000000,1658184686677000000,1362173578,1362207289,21588.1,21584.861784999997,21795.1,21798.369265,21795.042,21795.042,20142.57412168666,16.10115384683577,126780.64688987448,122991.82844626828,3803.419406696234,236.22030090990583,-3788.8184436061933,-0.9961610957065806,25.435216666666665,1.8416219214835936,0.13911499085140347,0.8895857561376538,STOP,SHORT,-42.93796726611454,17.49387971882177,-37.40412598410625,43.59324568817602,0.14322007181155658,-0.034770031848128866,0.19097386353437912,0.13535733176363748,-33.457042638060926,21788.2,21575.3,34.20999999999997,21795.042
LCPT-a3a64231df961378,SHORT,1658202300000000000,1658202600000000000,1658202660046000000,1658217060116000000,1363002232,1363419156,21888.4,21885.11674,21794.9,21798.169235000005,22162.467333333334,22162.467333333334,20037.286146049293,12.145554795201432,122991.82844626828,123769.28485199579,3689.754853388048,303.7946734920522,777.4564057275065,0.21070679126924158,240.00116666666668,13.290408834092508,1.0208103270385829,0.7883063163918921,TIME,SHORT,-37.42663656884915,9.54448160632837,-100.69288669557696,34.460482446939665,0.2830913102216319,0.10721484974785936,0.23816729350426039,0.11202382033934405,14.07354445158493,22155.4,21844.8,35.33666666666656,22162.467333333334
LCPT-1bedef6044a6fdb1,LONG,1658251800000000000,1658252100000000000,1658252160018000000,1658254037086000000,1365143984,1365243966,23214.7,23218.182205000005,23314.8,23311.302779999998,23106.524666666668,23314.81665091832,24083.274807132188,26.62753992599931,123769.28485199579,125625.34436181338,3713.0785455598734,139.44504659006813,1856.059509817577,0.4998707910547884,31.284466666666667,4.029459339627738,2.379559569264964,0.23365623804328603,TRAIL,LONG,28.582547781716983,3.2470700794784424,32.899133756754125,31.844682924810908,0.16946726021215686,-0.008425676970633292,0.23170751141632911,0.10869149608987676,-36.002904291564384,23347.8,23116.7,50.87666666666658,23106.524666666668
LCPT-d6ab9debb404ac82,SHORT,1658258400000000000,1658258700000000000,1658258760022000000,1658264294586000000,1365457470,1365642095,23608.3,23604.758755,23289.9,23293.393485000004,23709.245666666666,23289.884166666667,22779.673740126065,28.361639230466746,125625.34436181338,133778.25422487652,3768.760330854401,132.88231685867822,8152.909863063138,2.1632869026762505,92.24273333333333,12.865356370391227,3.448605998399035,0.3314304419213181,TRAIL,SHORT,-27.707968152731468,13.638270877124326,-11.986497189739875,29.43284100236032,0.13126792820899866,0.0349690114531977,0.0611877190617678,0.21700455889718703,-85.6062709583716,23698.1,23492.9,55.728333333333346,23709.245666666666
LCPT-4e5dd183a0a12c41,SHORT,1658277600000000000,1658277900000000000,1658277960032000000,1658281694657000000,1366074224,1366187978,23064.6,23061.14031,23321.0,23324.498150000003,23320.863333333335,23320.863333333335,21309.20233870763,13.956219506180071,133778.25422487652,129774.91679941976,4013.3476267462956,287.5669607352558,-4003.3374254567657,-0.9975057726814347,62.24375,4.173525602221848,0.4838536028069521,0.9029538349471663,STOP,SHORT,-36.49447001442652,10.239093760493478,-75.15232998078214,96.02623099916995,0.1377154549462722,0.13186178186178046,0.22792418437213346,0.13772421598768045,26.260030171098016,23311.7,22968.0,45.816666666666606,23320.863333333335
LCPT-3627cb5fe4df19b8,LONG,1658349900000000000,1658350200000000000,1658350260091000000,1658364660365000000,1368678791,1369108767,23340.1,23343.601015,23154.4,23150.92684,23024.772666666664,23024.772666666664,25452.772614401474,11.231654392998317,129774.91679941976,127336.65220896072,3893.2475039825927,346.6317042669687,-2438.2645904590454,-0.6262803964979945,240.00456666666668,13.109612386471152,1.3137834173681378,0.6739170483380984,TIME,LONG,60.199391495696645,4.494324550849971,30.976582049113688,52.251681968188414,0.15939545230382549,0.12672897055884236,0.17388392580640397,0.07084470617896017,-184.75466968168598,23342.4,23040.1,76.63666666666668,23024.772666666664
LCPT-dd2e940e0fe10e44,LONG,1658426700000000000,1658427000000000000,1658427060053000000,1658428506057000000,1370987597,1371013195,22953.9,22957.343085000004,22824.5,22821.076325,22824.528,22824.528,23947.188630610442,23.834529317635017,127336.65220896072,123540.49728848589,3820.0995662688215,160.2758550571567,-3796.1549204748244,-0.9937319314906276,24.100066666666667,2.747294464317864,0.008466122358310088,0.8282163583071662,STOP,LONG,11.157881840218042,3.6257817986151686,37.89451600354931,35.01386158849762,0.2822050015137445,0.00541204713985548,0.44643898230199947,0.048409740150748615,-102.01123940627555,23007.0,22831.6,35.360000000000035,22824.528
