event_ts,entry_ts,exit_ts,symbol,route,direction,horizon_minutes,route_priority,ten_second_imbalance,imbalance_threshold,confirmation_return,confirmation_pressure,confirmation_body_fraction,recent_flow_direction_agreement,public_state_direction,entry_price,event_minute_high,event_minute_low,outcome_origin,rank_value,gross_return,net_return
2024-12-24 03:45:00+00:00,2024-12-24 03:46:00+00:00,2024-12-24 07:46:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.9599810455153569,0.6161747919359373,-0.00046995073473565796,-0.06945633424258202,0.4966367713004162,0.25,0.0,94220.9,94310.1,94220.9,EVENT_MINUTE_FINAL_TRADE,2.739396359073823,0.0013065041832543978,-0.0006934958167456023
2024-12-24 11:00:00+00:00,2024-12-24 11:01:00+00:00,2024-12-24 15:01:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.9640356623733872,0.6391364507507423,0.0002787311138394699,0.49396784775984015,0.5325203252033627,0.5833333333333334,0.0,94023.6,94023.6,93943.5,EVENT_MINUTE_FINAL_TRADE,3.295454992985984,0.03500823197580183,0.03300823197580183
2024-12-24 20:45:00+00:00,2024-12-24 20:46:00+00:00,2024-12-25 00:46:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.6930169180310302,0.6160405207820044,0.00048311156601843486,0.3684290454792234,0.7239263803680859,0.5833333333333334,0.0,97747.2,97750.3,97647.2,EVENT_MINUTE_FINAL_TRADE,2.593766798408889,0.010686751129444172,0.008686751129444172
2025-02-08 04:00:00+00:00,2025-02-08 04:01:00+00:00,2025-02-08 08:01:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.8233645965385213,0.6221678650930964,-0.0005247882215578814,-0.738941028971662,0.9201451905624634,0.5833333333333334,0.0,96559.7,96660.1,96555.4,EVENT_MINUTE_FINAL_TRADE,3.3707294537527175,0.003729299076115522,0.001729299076115522
2025-02-08 14:00:00+00:00,2025-02-08 14:01:00+00:00,2025-02-08 18:01:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.7068810333744013,0.635313401152763,-0.0006800393882140376,-0.540378605776519,0.8593955321943387,0.4166666666666667,1.0,96105.5,96200.0,96105.5,EVENT_MINUTE_FINAL_TRADE,2.7895657688375275,-0.0026273210170073558,-0.004627321017007356
2025-02-08 19:45:00+00:00,2025-02-08 19:46:00+00:00,2025-02-08 23:46:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.800518298971292,0.6391364507507423,-0.000414507772020678,-0.7093977333477666,0.9975062344138202,0.5833333333333334,0.0,96460.0,96520.1,96460.0,EVENT_MINUTE_FINAL_TRADE,3.19293747019974,-0.0013363052042296708,-0.003336305204229671
2025-04-22 07:30:00+00:00,2025-04-22 07:31:00+00:00,2025-04-22 11:31:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.7021197556316316,0.6634833910123947,0.0004112764525536772,0.5552607601612016,0.997252747252588,0.4166666666666667,0.0,88298.1,88298.1,88245.2,EVENT_MINUTE_FINAL_TRADE,2.689350256973219,0.0033500154589960474,0.0013500154589960473
2025-04-22 12:30:00+00:00,2025-04-22 12:31:00+00:00,2025-04-22 16:31:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.6948963312452736,0.6700294864513474,-0.00046877729134631174,-0.6420109571834686,0.9976019184650889,0.75,1.0,88699.9,88748.4,88699.9,EVENT_MINUTE_FINAL_TRADE,2.7515685141258563,-0.02173395911382081,-0.023733959113820813
2025-04-22 20:00:00+00:00,2025-04-22 20:01:00+00:00,2025-04-23 00:01:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,LONG,240,1,0.7061399673135174,0.6642439822523023,0.0006609414257074953,0.43159334362857527,0.8616262482168574,0.5,0.0,91445.2,91454.9,91356.3,EVENT_MINUTE_FINAL_TRADE,2.592151409433397,0.023773801139917783,0.02177380113991778
2025-07-08 03:45:00+00:00,2025-07-08 03:46:00+00:00,2025-07-08 07:46:00+00:00,BTCUSDT,QH_10S_IMMEDIATE_CONFIRMATION_4H,SHORT,240,1,-0.93145731686171,0.6768085192241209,-0.000369856423404924,-0.883377285553646,0.9974999999998545,0.5833333333333334,0.0,107839.8,107904.8,107839.8,EVENT_MINUTE_FINAL_TRADE,3.6428983226563716,-0.004657835047913617,-0.006657835047913617
