plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,move_3,flow_3,efficiency_3,location_3,move_15,flow_15,efficiency_15,location_15,move_60,flow_60,efficiency_60,location_60,move_240,flow_240,efficiency_240,location_240,context_scale,context_age,source_strength,body,wick,activity,range_expansion,impact_residual,flow_change,basis,basis_change,basis_dislocation,market_5,market_15,market_60,relative_15,relative_60,context_15,context_60,channel_location,source_age,source_kind,event_age,penetration,event_flow,event_activity,return_depth,return_activity,origin_overlap,entry_distance,risk_range,risk_bps,cost_r,planned_rr,target_range,is_origin_return,auction_rejection,higher_strength,lower_strength,trigger_strength,setup_age,trigger_age,overlap_width,peer_progress,peer_flow,m_opponent_markout_1,m_own_markout_1,m_trapped_opponent_1,m_trapped_self_1,m_extreme_flow_1,m_extreme_share_1,m_late_flow_1,m_late_progress_1,m_flow_price_alignment_1,m_opponent_markout_5,m_own_markout_5,m_trapped_opponent_5,m_trapped_self_5,m_extreme_flow_5,m_extreme_share_5,m_late_flow_5,m_late_progress_5,m_flow_price_alignment_5,x_spot_move_15,x_relative_move_15,x_spot_flow_15,x_relative_flow_15,x_oi_change_15,x_spot_move_60,x_relative_move_60,x_spot_flow_60,x_relative_flow_60,x_oi_change_60,x_index_basis,x_premium,x_premium_change,x_spot_activity,x_futures_activity,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
REJECTION:h4-liquidity-SOLUSDT-00000098,SOLUSDT:H4_SWEEP:SOLUSDT:1723780800000000000:PREVIOUS_H4_HIGH:97,SOLUSDT,-1,1723791660000000000,1723791600000000000,144.208,144.541,143.273,2.807807807807828,144.358,5.584962500721156,PREVIOUS_H4:1723780800000000000:PREVIOUS_H4_HIGH:SNAP:1723791600000000000,ObjectKind.HORIZONTAL_SUPPORT,144.353,144.363,144.364,144.135,AUCTION_REJECTION,0.2900378310214478,0.23018588735781004,1.0,0.36244541484713344,0.9609079445144603,0.07542417599155728,0.3645933014354113,0.7725856697819067,-2.451450189155021,-0.026428848854232023,-0.15093167701863558,-0.436633663366343,-3.331651954602623,0.005833635319033476,-0.05649403412735819,-0.6509202453987792,0.0,0.0,1.0,0.07368421052636932,0.5684210526316072,0.5562923347374479,0.6540819712718872,0.18131789611627763,-0.35231421666097273,-0.0,-0.06922954440047313,-0.025087526554695868,0.3556816589603303,-0.8376784605834837,-2.756517690875315,1.7985864050979439,0.30506750172029395,-1.0,-0.0,-0.11583275964936335,0.5596157879354227,0.0,0.6931471805599453,0.015132408575031436,0.09624863799097183,0.8682941453572399,0.32735426008970037,0.0,0.0,0.3783102143757859,0.8398486759142089,23.09164540108721,0.520268468468471,2.807807807807828,2.3581336696089816,0.0,1.0,1.0,1.0,1.0,5.204006687076795,0.0,0.025220680958361833,-1.4444444444444786,0.01843612409501612,,,,,,,,,,,,,,,,,,,0.8810929284930888,0.07854787979032381,0.2473061497228422,-0.17188197373128494,17.458731018855644,-2.529234086802846,0.06948487407934519,-0.026645090625409016,0.00021624177117699275,132.83541977722635,6.387092451149989,7.4749,4.5279,0.8844531710843929,0.8661618553962815,100000.0,0.00012789678673411423,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1723791660000000000,1723794060000000000,144.18,144.58,5368.17,-2922.3243846,40.0,False,0.0,-2922.3243846,-0.9741081282,0.3992346245397348
REJECTION:h4-liquidity-SOLUSDT-00000102,SOLUSDT:H4_SWEEP:SOLUSDT:1723824000000000000:PREVIOUS_H4_LOW:101,SOLUSDT,1,1723829160000000000,1723829100000000000,136.56,136.04000000000002,139.3845,5.43173076923096,136.2,5.584962500721156,PREVIOUS_H4:1723824000000000000:PREVIOUS_H4_LOW:SNAP:1723829100000000000,H4LiquidityKind.PREVIOUS_H4_MIDPOINT,136.195,136.20499999999998,136.815,136.121,AUCTION_REJECTION,0.059763724808903025,0.15547361952418576,0.07131011608624503,0.26512968299711903,-1.3676164002779627,0.0023291069161716143,-0.45179063360881416,-0.40490081680281065,-2.52814454482274,-0.017308614518752482,-0.1859347848308259,-0.726980728051396,-6.187630298818529,-0.04562232416928755,-0.105312958319534,-0.84353428439945,0.0,0.0,1.0,0.5588235294117748,-0.4411764705882252,0.8364101625713699,1.0028258761047435,0.09626469485084799,0.5771611995687518,-2.928257686676261,-1.6498529572850362,-0.9776288288009212,0.06483114807316298,-1.304982309521832,-0.5511038635223395,-0.06263409075613069,-1.9770406813004004,-1.0,1.0,-0.05015726889144312,0.3031862589877462,0.0,0.6931471805599453,0.10979847116049776,0.2803421324288453,1.1074265976388407,0.4146341463414499,0.0,0.0,0.5003474635163423,0.7227241139679973,38.078500292910206,0.31453846153847254,5.43173076923096,3.925642807505154,0.0,1.0,1.0,1.0,6.7210589041325015,4.465908118654584,0.0,0.013898540653218563,-1.2423482187657011,-0.03114104789767341,,,,,,,,,,,,,,,,,,,-1.3152140421766738,-0.04749863555316675,-0.20883894843388617,0.21116805535005778,78.23384962241775,-2.5528551762616383,0.041400224711346634,-0.2329201789464474,0.2156115644276949,50.73657179863744,-5.763275846767391,-3.0324,-0.4969999999999996,1.0869821389739658,0.7384477666541709,97077.67561539999,0.019640062299669362,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1723829160000000000,1723831140000000000,136.58,139.38,4061.86,10982.59517124,33.0,False,0.0,10982.59517124,3.7710678936973396,0.3554808042907027
REJECTION:h4-liquidity-SOLUSDT-00000111,SOLUSDT:H4_SWEEP:SOLUSDT:1723924800000000000:PREVIOUS_H4_HIGH:110,SOLUSDT,-1,1723932660000000000,1723932600000000000,141.46,141.834,140.8065,1.7473262032086003,141.583,5.584962500721156,PREVIOUS_H4:1723924800000000000:PREVIOUS_H4_HIGH:SNAP:1723932600000000000,H4LiquidityKind.PREVIOUS_H4_MIDPOINT,141.578,141.588,141.765,141.46,AUCTION_REJECTION,0.6885245901639361,0.5281687300883171,0.49347258485636586,1.0,-1.2204007285975274,0.03515024305631473,-0.2539802880970624,-0.025435073627851468,-1.0856102003643484,0.09417124471105115,-0.0782563025210102,-0.3938384679433844,-4.091074681238847,0.023998286736484954,-0.07224187841749966,-0.5930687534935706,0.0,0.0,1.0,0.6646341463413958,0.3353658536586042,0.7207974628313994,0.9921908192028033,0.2875726747168039,0.16470469943320837,5.365745798355803,5.121932398541862,4.739651780013016,0.8133301865669764,-0.5982834994463001,1.5503875968992906,-0.6221172291512272,-2.635997797263639,1.0,-1.0,-2.3850660066007587,0.4328640822962788,0.0,0.6931471805599453,0.6630236794171045,0.6293418219267859,1.7288744437439603,-0.0,0.0,0.0,0.4480874316939721,1.362477231329727,26.438569206842583,0.4544823529411822,1.7473262032086003,2.380692167577538,0.0,1.0,1.0,1.0,3.4241773279090277,4.882801922586371,0.0,0.03642987249541458,-0.16666666666663582,-0.08699440746721283,,,,,,,,,,,,,,,,,,,-1.3489072908978594,0.12705922436228873,-0.23038279186356864,0.26553303491988334,25.342898888638388,-1.1664160618508566,0.07966077842655372,-0.01061991733916125,0.1047911620502124,-24.586634718808398,9.265593964188357,6.1383,3.5315,0.9926083974852766,1.189916719935796,108060.27078664,0.010564772918753438,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1723932660000000000,1723936140000000000,141.42,141.88,5388.68,-3242.0993219999996,58.0,False,0.0,-3242.0993219999996,-1.0000898259211208,0.6941878935396879
ACCEPTANCE:ec-re1-efficient-pullback-ETHUSDT-00000018,ETHUSDT:EFFICIENT_PULLBACK:ETHUSDT:ETHUSDT:5m:PIVOT:LOW:5240:s2:1724044500000000000,ETHUSDT,-1,1724050140000000000,1724044500000000000,2627.7,2632.1600000000003,2617.09,2.378923766815808,2630.995,1.584962500721156,ETHUSDT:15m:PIVOT:LOW:1304:s2:SNAP:1724050140000000000,ObjectKind.HORIZONTAL_SUPPORT,2629.99,2630.0,2632.15,2617.09,AUCTION_ACCEPTANCE,0.11564625850345467,-0.2574181647289399,0.13315926892956345,0.8697478991596928,-0.6122448979591626,-0.22529124836522385,-0.1839237057220662,0.03368176538913059,-1.0068027210883779,-0.041553318168665136,-0.07238343658297341,-0.4090305444886735,1.045351473922966,0.002064745998463029,0.017868909647661364,0.2973509933775009,0.0,0.0,0.9338323753508853,0.9600000000001374,-0.03999999999986256,1.0618336282557523,0.8106216980267371,0.23026049459004244,0.9422613903726798,1.706582209547447,1.7446397525533452,2.066842288160696,-0.5522176645911745,-1.2570250447755753,-3.007511389663935,0.6447801468164127,2.000708668575557,-1.0,1.0,0.48740961987303233,0.8472978603872036,0.0,4.553876891600541,3.1530612244898424,-0.012567581875882954,4.660083334308733,0.7630348795397244,0.0,0.0,0.7471655328798598,1.0113378684808703,16.973018228871222,0.7076044843048548,2.378923766815808,2.4058956916099823,0.0,0.0,0.9338323753508853,1.183294663573111,13.258415626856047,4.74493212836325,0.0,0.002267573696194696,-1.5057283142390032,-0.24655459916804337,,,,,,,,,,,,,,,,,,,-0.6803239636921496,0.06776430482780854,-0.2775036084188889,0.05221236005366342,13.114032739434123,-1.0162367977572562,0.008582524745422305,-0.03811416498600917,-0.003439153182656071,11.491251230122401,6.6648855607776,7.3976,5.1237,0.5674291596023305,0.7935362993522432,104818.17146463999,0.0018789057429173753,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724050140000000000,1724052120000000000,2627.14,2617.09,370.938,3046.51824526,33.0,False,0.0,3046.51824526,0.9688263662335596,0.518658745828682
REJECTION:h4-liquidity-SOLUSDT-00000119,SOLUSDT:H4_SWEEP:SOLUSDT:1724068800000000000:PREVIOUS_H4_HIGH:118,SOLUSDT,-1,1724075760000000000,1724075700000000000,142.896,143.85299999999998,141.86,1.082549634273751,143.276,5.584962500721156,PREVIOUS_H4:1724068800000000000:PREVIOUS_H4_HIGH:SNAP:1724075700000000000,ObjectKind.HORIZONTAL_SUPPORT,143.27100000000002,143.281,143.068,142.76,AUCTION_REJECTION,0.166871165644196,-0.06778153908553422,0.5151515151514761,8.260059303211165e-14,1.7521472392638138,0.1559739163480197,0.39666666666667294,0.6462686567164266,0.5251533742331784,0.038634771125574376,0.027821112844517375,0.7529963522668125,-4.071165644171629,-0.006511940602464919,-0.06460531952178841,-0.222376329172437,0.0,0.0,1.0,0.1421052631579766,-0.5736842105263693,0.582753319146871,0.563620545973017,0.028856441288517033,-0.0941526415248225,0.9386386537968416,-0.17467589235264924,0.23548740991454895,2.0175973272924943,2.274702414930648,2.1053394593629804,-0.5225551756668343,-1.580186085129802,-0.0,1.0,-2.0431292238377874,0.39147886613342453,0.0,0.6931471805599453,-0.5104294478527405,-0.12464885346573464,0.9361431485990368,0.26356589147284987,0.0,0.0,0.9325153374233416,2.348466257668621,66.97178367484,0.1797799373040764,1.082549634273751,2.5423312883434104,0.0,1.0,1.0,1.0,1.0,4.762173934797756,0.0,0.02453987730059039,2.7972575905974826,0.10613121416749201,,,,,,,,,,,,,,,,,,,1.8103299778997037,-0.06254563673903137,0.269952053480562,-0.11397813713254232,-26.48539151760332,0.4902007238134342,0.034559809663218595,0.06466078659087005,-0.02602601546529567,-63.06208201973362,5.049424605675368,6.2876,-1.8466,1.0040049897833834,0.8801591917845166,107864.6897099,0.01172723880854401,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724075760000000000,1724076240000000000,142.88,141.86,2778.16,2556.42949408,8.0,False,0.0,2556.42949408,0.7900112325777379,0.7760441473065167
REJECTION:h4-liquidity-XRPUSDT-00000100,XRPUSDT:H4_SWEEP:XRPUSDT:1724083200000000000:PREVIOUS_H4_HIGH:99,XRPUSDT,-1,1724084460000000000,1724084400000000000,0.585,0.5875,0.5802499999999999,1.8999999999999688,0.5865,5.584962500721156,PREVIOUS_H4:1724083200000000000:PREVIOUS_H4_HIGH:SNAP:1724084400000000000,H4LiquidityKind.PREVIOUS_H4_MIDPOINT,0.58645,0.58655,0.5874,0.5794,AUCTION_REJECTION,-3.312499999999887,-0.3105642762374748,-0.8153846153846033,-0.39999999999998326,-3.1874999999999045,-0.26323093028678474,-0.4594594594594497,-0.47826086956520175,-1.3124999999999567,-0.04498431117006236,-0.08433734939759026,-0.5151515151515023,-1.5624999999999218,0.008005395947614641,-0.027322404371583876,-0.6417910447761113,0.0,0.0,1.0,0.5000000000000555,-0.4999999999999445,1.1904056823813038,0.8017810215627468,0.23412638150970505,0.1399497119520674,0.18256076966038925,0.18256076966038925,-0.19300955671410144,-0.20451365654841425,1.0031889583675389,0.5026172635894033,-4.190688958367444,-1.81511726358936,-0.0,-1.0,0.0,0.08004270767353643,0.0,0.6931471805599453,0.5624999999999913,-0.3165143384152078,2.783000407339902,0.788732394366189,0.0,0.0,0.9375000000000087,1.5624999999999913,42.73504273504372,0.2813999999999935,1.8999999999999688,2.968749999999935,0.0,1.0,1.0,1.0,7.517260949246909,3.091042453358316,0.0,0.062499999999991326,1.152016546018599,0.16269969922240213,,,,,,,,,,,,,,,,,,,-3.0113416622016707,-0.19013385307012748,-0.200705911606313,-0.0625250186804718,-67.21504166893766,-1.1890254381441683,-0.125835984047097,-0.06043461433172786,0.015450303161665534,-163.63720616435984,2.322537379779721,2.3226999999999998,-1.5090000000000001,1.2967662897426258,1.0893025417830442,110421.11920398001,0.021651946020384567,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1724084460000000000,1724086260000000000,0.5848,0.5877,960945.2999999999,-3350.09555213,30.0,False,0.0,-3350.09555213,-1.0113088197501412,0.7542178449953516
ACCEPTANCE:ec-re1-efficient-pullback-ETHUSDT-00000021,ETHUSDT:EFFICIENT_PULLBACK:ETHUSDT:ETHUSDT:5m:PIVOT:LOW:5501:s2:1724159100000000000,ETHUSDT,-1,1724161440000000000,1724159100000000000,2637.13,2647.1600000000003,2617.05,2.001994017946114,2643.185,1.584962500721156,ETHUSDT:15m:PIVOT:LOW:1833:s2:SNAP:1724161440000000000,ObjectKind.HORIZONTAL_SUPPORT,2643.18,2643.19,2647.15,2623.01,AUCTION_ACCEPTANCE,-1.1877934272300368,-0.29421935601172555,-0.3004750593824251,0.3289124668435053,-0.579812206572831,-0.007721083753333785,-0.05403631590462159,-0.16984258492128967,2.356807511737086,0.0048110906895871865,0.10346248969497081,-0.16790736145574736,5.394366197183114,0.039568663132994585,0.07988597650003575,0.28361237950278906,0.0,0.0,1.5936420179681718,0.9438202247191159,-0.052969502407765816,0.8825191908524352,1.2248642333296262,1.0900836269628367,0.5688236024397343,4.554588576108909,4.554588576108909,2.4759508629579656,-1.2789258917994082,-0.4431771313237877,1.9970953446535729,-0.13663507524904323,0.35971216708351306,1.0,-0.0,0.11062948514182025,3.7534179752515073,0.0,3.6888794541139363,4.735915492957693,-0.005276647171879356,4.007407019091058,0.6998760842627054,0.0,0.0,1.4213615023473825,2.3544600938967655,38.03377156226731,0.31610907278164874,2.001994017946114,4.713615023474172,0.0,0.0,1.5936420179681718,1.3953488372092777,7.809303405058274,6.499787040655854,0.0,0.002347417840426831,-0.3065420560747445,0.014085579412212577,,,,,,,,,,,,,,,,,,,-0.5164202052365009,-0.06366370410151877,0.0007424020719675328,-0.00846348582530169,-46.84945554675579,2.381686804695902,-0.02935432086364759,0.050877463616792386,-0.04606637292720525,-107.94115524575432,5.975723294213697,3.7168,0.29429999999999995,1.4170334495561967,1.5428617188390987,107071.02365185,0.005461073721939946,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724161440000000000,1724161620000000000,2636.74,2647.55,234.291,-3151.71650419,3.0,False,0.0,-3151.71650419,-0.981191859600925,0.5151546244065225
REJECTION:h4-liquidity-ETHUSDT-00000125,ETHUSDT:H4_SWEEP:ETHUSDT:1724184000000000000:PREVIOUS_H4_HIGH:124,ETHUSDT,-1,1724184660000000000,1724184600000000000,2604.15,2608.7900000000004,2593.17,2.3663793103446644,2605.67,5.584962500721156,PREVIOUS_H4:1724184000000000000:PREVIOUS_H4_HIGH:SNAP:1724184600000000000,ObjectKind.HORIZONTAL_SUPPORT,2605.665,2605.675,2606.63,2603.16,AUCTION_REJECTION,-0.008171603677214253,-0.20290970381868892,-0.009708737864069098,0.647686832740151,-0.10623084780387819,-0.10258116778671869,-0.024163568773232353,-0.11809523809521738,-1.9897854954035286,-0.04685202131406027,-0.13527777777778022,-0.46194073213246956,-7.305413687436231,-0.08960295448760502,-0.11186886066445609,-0.7783097917165376,0.0,0.0,1.0,0.3208722741432192,0.06230529595009839,0.9782160152633923,0.9143325980021874,0.034928342490254144,0.7042800651202996,0.26879449508743214,0.26879449508743214,-0.15884912642338064,-0.38871864714563886,-0.15457109218601628,-2.036495213033112,0.04834024438213809,0.046709717629583425,-1.0,-0.0,0.7947176272124363,0.040821994520255124,0.0,0.6931471805599453,0.19611848825332787,0.21920960488012936,1.4520336533528946,0.39442231075703205,0.0,0.0,0.3105209397344203,0.9479060265577823,17.81771403337107,0.6740870689654697,2.3663793103446644,2.2431052093973562,0.0,1.0,1.0,1.0,9.229197594903832,2.4849066497880004,0.0,0.0020429009193500135,-0.20291133656815435,0.06776656231482936,,,,,,,,,,,,,,,,,,,-0.20216451571558286,0.09592306034414752,0.09859336411067907,-0.20117453189739942,-4.62203202708622,-1.9923201557222532,-0.001195726014211006,0.06227891252302489,-0.1091309338370853,-19.96848349932634,6.320697357746763,5.7023,0.8007000000000001,0.6241923043155285,0.5223703232813668,103919.30714766,0.0033433598916972236,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724184660000000000,1724187180000000000,2603.58,2593.17,360.15,3093.5357964,42.0,False,0.0,3093.5357964,0.9922877924260868,0.5350845240116913
REJECTION:h4-liquidity-ETHUSDT-00000128,ETHUSDT:H4_SWEEP:ETHUSDT:1724198400000000000:PREVIOUS_H4_LOW:127,ETHUSDT,1,1724203560000000000,1724203500000000000,2565.94,2554.3199999999997,2580.2,1.2271944922546765,2562.04,5.584962500721156,PREVIOUS_H4:1724198400000000000:PREVIOUS_H4_LOW:SNAP:1724203500000000000,ObjectKind.HORIZONTAL_RESISTANCE,2562.035,2562.045,2566.42,2561.71,AUCTION_REJECTION,0.41951219512202265,-0.07978703680814775,0.3282442748092226,0.7336065573770179,-2.319512195121945,-0.3952858323068126,-0.3112929623567779,-0.03771239121424996,-3.9829268292683633,-0.25217752240566066,-0.175648058513496,-0.22959522229594054,-2.4390243902439566,-0.04014854739043497,-0.034628436872359065,-0.3932584269662852,0.0,0.0,1.0,0.31860465116275183,0.5139534883720798,0.9830815075136865,0.9965188773802144,0.28449540508822735,0.3138721294705993,-1.2859130177256262,3.0900016062329616,-0.6474103481480915,0.4739130434782884,-0.22194293478258315,-1.9495697463768746,-2.0975692603393616,-2.033357082891489,0.0,0.0,-1.668252705986315,0.3031862589877462,0.0,0.6931471805599453,0.08048780487803282,-0.11651455212097823,1.6152983801653051,0.10958904109589183,0.0,0.0,0.9512195121951652,2.834146341463562,45.28554837603508,0.26438519793458765,1.2271944922546765,3.4780487804878244,0.0,1.0,1.0,1.0,3.827020662901917,4.465908118654584,0.0,0.0024390243902971953,0.10507246376821258,-0.1885203962975022,,,,,,,,,,,,,,,,,,,-2.377301306766122,0.06207685981597309,-0.37460348104953467,-0.02068235125727752,-74.00111734668258,-4.002385627841251,0.03207923230289366,-0.20517743998988475,-0.0470000824157758,-51.40555931543389,-4.170043593326733,-0.5127,6.4168,1.5105058020919133,1.6141118223932538,107012.84294406,0.0005414092538369268,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724203560000000000,1724204940000000000,2566.33,2580.2,211.055,2547.60163872,23.0,False,0.0,2547.60163872,0.7935501224688629,0.567192017520701
REJECTION:h4-liquidity-SOLUSDT-00000128,SOLUSDT:H4_SWEEP:SOLUSDT:1724212800000000000:PREVIOUS_H4_HIGH:127,SOLUSDT,-1,1724226060000000000,1724226000000000000,143.002,143.358,142.468,1.50000000000008,143.032,5.584962500721156,PREVIOUS_H4:1724212800000000000:PREVIOUS_H4_HIGH:SNAP:1724226000000000000,ObjectKind.HORIZONTAL_SUPPORT,143.02700000000002,143.037,143.083,142.892,AUCTION_REJECTION,0.1834451901565842,0.027037592025539122,0.19248826291076304,-0.01851851851860631,1.8389261744966392,0.3309262074611157,0.48870392390011574,0.6656716417909835,1.37360178970911,0.23218178321080526,0.08272702775531784,0.7454545454544996,-2.6040268456376667,0.09551022758352647,-0.040733482642777936,-0.08571428571428852,0.0,0.0,1.0,-0.42857142857152947,0.43478260869560614,0.593981697977992,0.91452419336445,-0.1192709958521847,-0.7012578958350346,-0.0,-1.0870144626307088,-0.5495655611020202,0.5005592841163006,-0.061345734961720966,0.8911061588329876,1.9002719094583602,0.48249563087612235,-1.0,-0.0,1.0443070409982065,0.6505875661411493,0.0,0.6931471805599453,0.2281879194630309,0.017196904557179708,1.052503104667687,0.7857142857143002,0.0,0.0,0.13422818791946736,1.5928411633109278,24.894756716688892,0.48262921348315346,1.50000000000008,2.389261744966519,0.0,1.0,1.0,1.0,2.043683047455399,5.402677381872279,0.0,0.04474272930644673,-0.9363057324841336,0.2079648242609798,,,,,,,,,,,,,,,,,,,1.9202728800824296,-0.0839842687625081,0.256960326513183,0.07396588094793266,35.997421965650034,1.5634489028291523,-0.19131944631156797,0.14659898947272684,0.08558279373807842,22.766928200486092,5.375168949438569,5.108899999999999,-0.7970000000000004,0.8523697952992537,1.0978997711854261,109560.44458278,0.009952333059202213,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724226060000000000,1724226480000000000,142.96,142.47,5599.68,2184.02079168,7.0,False,0.0,2184.02079168,0.664479715587448,0.7564883289348794
