plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,source_prominence,effort_ratio,extension_noise,value_reclaim,event_minutes,first_effort,response_flow,risk_bps,risk_range,cost_r,planned_rr,market_move,relative_move,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:2913:s2:1739246880000000000:1739247420000000000,SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:2913:s2:1739246880000000000,SOLUSDT,-1,1739247420000000000,1739246880000000000,201.36,201.97,200.45,1.4918032786886017,201.66,0.0,SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:2913:s2:1739246880000000000,5M_OPPOSING_LIQUIDITY,201.46,201.85999999999999,201.96,201.05,DEFENDED_AUCTION_PROBE,1.489878542510119,1.1580082135523615,-2.100000000000199,0.6815600319800094,9.0,1.7738439964304578,0.5029880478087649,30.294000794596005,2.93034427542027,0.39611803278689484,1.4918032786886017,-0.06809273500041038,-0.17601536214718974,10202.40746387,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1739247420000000000,1739248140000000000,201.33,202.0,344.25,-300.07067624999996,12.0,False,0.0,-300.07067624999996,-0.9803917271900336,
SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:2937:s2:1739250180000000000:1739251020000000000,SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:2937:s2:1739250180000000000,SOLUSDT,-1,1739251020000000000,1739250180000000000,204.09,204.7,201.06,4.9672131147542204,203.86,0.0,SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:2937:s2:1739250180000000000,5M_OPPOSING_LIQUIDITY,203.59,204.13000000000002,204.69,203.45,DEFENDED_AUCTION_PROBE,1.095652173913066,2.3615001409906946,0.0,1.0110591252685814,14.0,1.287387632065096,0.5420234142932029,29.888774560242304,2.1631205673758283,0.40148852459017365,4.9672131147542204,-1.073029822464001,-0.08588268597209536,9902.33678762,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1739251020000000000,1739252700000000000,204.06,204.73,335.33,-293.21087535000004,28.0,False,0.0,-293.21087535000004,-0.9870090317690641,
ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:2956:s2:1739255880000000000:1739256420000000000,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:2956:s2:1739255880000000000,ETHUSDT,-1,1739256420000000000,1739255880000000000,2714.87,2719.63,2701.01,2.9117647058821507,2716.97,0.0,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:2956:s2:1739255880000000000,5M_OPPOSING_LIQUIDITY,2714.6549999999997,2719.285,2719.62,2711.24,DEFENDED_AUCTION_PROBE,1.9368246051536895,1.912834963669166,0.5140388768899108,0.336985121737383,9.0,0.9997387421291044,0.13197914762503596,17.533067881704163,1.6068414538090101,0.6844210084033299,2.9117647058821507,-0.3994640548642382,-0.20238621792834788,9609.12591227,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1739256420000000000,1739256600000000000,2714.52,2719.98,34.117,-278.98323825,3.0,False,0.0,-278.98323825,-0.9677718202365775,
XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:HIGH:2979:s2:1739262900000000000:1739264580000000000,XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:HIGH:2979:s2:1739262900000000000,XRPUSDT,-1,1739264580000000000,1739262900000000000,2.5033,2.5121,2.4924000000000004,1.2386363636362518,2.5066,0.0,XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:HIGH:2979:s2:1739262900000000000,5M_OPPOSING_LIQUIDITY,2.50335,2.50985,2.512,2.4989,DEFENDED_AUCTION_PROBE,1.4222222222222793,1.0565693265113578,-0.9538461538461244,0.5100630119246716,28.0,1.221538784681235,0.6121538048205722,35.1535972516293,2.514285714285813,0.3413590909090768,1.2386363636362518,-0.09213435740179518,0.05042209734571533,9330.14267402,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1739264580000000000,1739267100000000000,2.5029,2.4924,22650.1,198.1899605,42.0,False,0.0,198.1899605,0.7080633434537023,
ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:LOW:3001:s2:1739269740000000000:1739270700000000000,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:LOW:3001:s2:1739269740000000000,ETHUSDT,1,1739270700000000000,1739269740000000000,2696.15,2689.99,2716.8199999999997,3.35551948051925,2692.27,0.0,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:LOW:3001:s2:1739269740000000000,5M_OPPOSING_LIQUIDITY,2689.63,2694.91,2698.0,2690.0,DEFENDED_AUCTION_PROBE,2.4088080421254197,1.7243993301452176,-0.6325757575755889,0.5731805263120182,16.0,1.0912306236138711,0.48883527454242925,22.84739350555536,2.0204449789537913,0.5252240259739995,3.35551948051925,-0.2609242342090403,-0.1515854895432791,9528.332634519998,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1739270700000000000,1739276160000000000,2696.5,2689.66,29.128,-277.67955424,91.0,False,0.0,-277.67955424,-0.9714170880013171,
ETHUSDT:PROBE:ETHUSDT:15m:PIVOT:LOW:1010:s2:1739280060000000000:1739280360000000000,ETHUSDT:PROBE:ETHUSDT:15m:PIVOT:LOW:1010:s2:1739280060000000000,ETHUSDT,1,1739280360000000000,1739280060000000000,2681.8,2675.0,2692.68,1.5999999999999064,2678.13,1.0986122886681098,ETHUSDT:PROBE:ETHUSDT:15m:PIVOT:LOW:1010:s2:1739280060000000000,5M_OPPOSING_LIQUIDITY,2676.0600000000004,2680.2,2685.57,2675.01,DEFENDED_AUCTION_PROBE,1.209302325581383,1.642631119244857,0.8164251207727786,1.513115134894839,5.0,3.3973912974846634,0.3676780265937213,25.35610410918108,2.970945896745187,0.47325882352939913,1.5999999999999064,-0.2023446654252194,0.06557885583433842,9250.65308028,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1739280360000000000,1739280480000000000,2682.13,2674.67,26.672,-270.4114048,2.0,False,0.0,-270.4114048,-0.974386717900841,
ETHUSDT:PROBE:ETHUSDT:15m:PIVOT:LOW:974:s2:1739280900000000000:1739281260000000000,ETHUSDT:PROBE:ETHUSDT:15m:PIVOT:LOW:974:s2:1739280900000000000,ETHUSDT,1,1739281260000000000,1739280900000000000,2671.54,2666.31,2692.68,4.042065009560191,2666.68,1.0986122886681098,ETHUSDT:PROBE:ETHUSDT:15m:PIVOT:LOW:974:s2:1739280900000000000,5M_OPPOSING_LIQUIDITY,2664.4399999999996,2668.92,2672.8,2666.32,DEFENDED_AUCTION_PROBE,1.6565413533834792,1.7940419808660673,0.6785714285713488,0.6070515804895192,6.0,0.46003193215357224,0.4720931302256032,19.57672353773486,2.0420381336630746,0.6129728489483726,4.042065009560191,-0.7200418028483557,-0.013501581407431518,8980.24167548,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1739281260000000000,1739281500000000000,2671.86,2665.99,30.625,-261.50457812999997,4.0,False,0.0,-261.50457812999997,-0.9706664459599947,
ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:LOW:3085:s2:1739295720000000000:1739297100000000000,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:LOW:3085:s2:1739295720000000000,ETHUSDT,1,1739297100000000000,1739295720000000000,2633.93,2627.99,2652.9399999999996,3.200336700336631,2633.08,0.0,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:LOW:3085:s2:1739295720000000000,5M_OPPOSING_LIQUIDITY,2629.96,2636.2,2640.7,2628.0,DEFENDED_AUCTION_PROBE,1.4919236417034014,2.56170729831491,0.7435897435897679,0.23138678291451517,23.0,1.6849965269327714,0.2674217742111824,22.551852175266827,1.6609964114275166,0.5321070707070658,3.200336700336631,-0.33651400235745876,0.05090965414846205,8718.73709735,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1739297100000000000,1739297280000000000,2634.26,2627.66,27.566,-254.46064336,3.0,False,0.0,-254.46064336,-0.9728497775109408,
ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:LOW:3100:s2:1739299680000000000:1739299980000000000,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:LOW:3100:s2:1739299680000000000,ETHUSDT,1,1739299980000000000,1739299680000000000,2612.82,2606.99,2640.6899999999996,4.780445969124805,2612.56,0.0,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:LOW:3100:s2:1739299680000000000,5M_OPPOSING_LIQUIDITY,2608.865,2616.255,2618.15,2607.0,DEFENDED_AUCTION_PROBE,1.8243746673762318,1.390952424594877,0.8985115020297745,0.27114974815543963,5.0,1.7610396823488625,0.2965659658243012,22.31305639118034,1.4495275982099398,0.5378017152658309,4.780445969124805,-0.7363697990000765,0.058582038396192804,8464.27645399,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1739299980000000000,1739300160000000000,2613.13,2606.68,27.267,-247.03642964,3.0,False,0.0,-247.03642964,-0.9728590151122675,
SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:3132:s2:1739308800000000000:1739309100000000000,SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:3132:s2:1739308800000000000,SOLUSDT,-1,1739309100000000000,1739308800000000000,197.24,197.54,195.51,5.766666666667055,197.31,0.0,SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:3132:s2:1739308800000000000,5M_OPPOSING_LIQUIDITY,197.04000000000002,197.57999999999998,197.53,197.0,DEFENDED_AUCTION_PROBE,2.418079096045207,2.016116035455278,0.1111111111111228,0.45225722171722943,5.0,1.180272519947612,0.13169734151329243,15.20989657270244,1.024473534433636,0.7889600000000447,5.766666666667055,-0.6810330471031276,0.11941806103846586,8217.240024350001,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1739309100000000000,1739309220000000000,197.21,197.57,426.93,-237.9665127,2.0,False,0.0,-237.9665127,-0.9653140308053072,
SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:LOW:3164:s2:1739318460000000000:1739318760000000000,SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:LOW:3164:s2:1739318460000000000,SOLUSDT,1,1739318760000000000,1739318460000000000,198.0,197.4,198.74,1.2333333333333603,197.61,0.0,SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:LOW:3164:s2:1739318460000000000,5M_OPPOSING_LIQUIDITY,197.405,197.81500000000003,198.04,197.41,DEFENDED_AUCTION_PROBE,1.299492385786775,1.9492395812759233,0.24390243902443082,1.8942267650488516,5.0,0.8148342864500069,0.39402133092984826,30.303030303030017,2.484472049689411,0.39600000000000374,1.2333333333333603,0.6037130030606843,-0.10819895729591011,7979.273511649999,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1739318760000000000,1739319660000000000,198.03,197.37,272.98,-234.134946,15.0,False,0.0,-234.134946,-0.9780963377938079,
XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:HIGH:3174:s2:1739321400000000000:1739322420000000000,XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:HIGH:3174:s2:1739321400000000000,XRPUSDT,-1,1739322420000000000,1739321400000000000,2.4187,2.4256,2.3961,3.2753623188403744,2.4177,0.0,XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:HIGH:3174:s2:1739321400000000000,5M_OPPOSING_LIQUIDITY,2.4142,2.4212,2.4255,2.4152,DEFENDED_AUCTION_PROBE,1.6919917864476282,1.6648858364264927,0.885714285714293,0.6272958357076113,17.0,0.9264371037020402,0.23590731276745674,28.52772150328834,1.7235636969193104,0.42064347826084814,3.2753623188403744,-0.0261904889687995,0.04186423784054649,7745.13856565,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1739322420000000000,1739329020000000000,2.4183,2.3961,22558.5,462.71160535,110.0,False,0.0,462.71160535,1.991406615594736,
XRPUSDT:PROBE:XRPUSDT:15m:PIVOT:LOW:1068:s2:1739335080000000000:1739335500000000000,XRPUSDT:PROBE:XRPUSDT:15m:PIVOT:LOW:1068:s2:1739335080000000000,XRPUSDT,1,1739335500000000000,1739335080000000000,2.3888,2.3787999999999996,2.4002,1.1399999999999813,2.3794,1.0986122886681098,XRPUSDT:PROBE:XRPUSDT:15m:PIVOT:LOW:1068:s2:1739335080000000000,5M_OPPOSING_LIQUIDITY,2.3758,2.383,2.39,2.3789,DEFENDED_AUCTION_PROBE,1.5197132616487474,1.418940176420203,-1.5000000000000617,1.0984467598451773,7.0,1.5218998767550558,0.5780203101079169,41.86202277294136,2.695417789757476,0.2866559999999933,1.1399999999999813,-0.4033426906712491,0.1400140216575808,8207.850171,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1739335500000000000,1739335860000000000,2.3891,2.4002,18497.9,174.35029163,6.0,False,0.0,174.35029163,0.7080631671616642,
XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:LOW:3246:s2:1739343420000000000:1739343720000000000,XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:LOW:3246:s2:1739343420000000000,XRPUSDT,1,1739343720000000000,1739343420000000000,2.398,2.3918999999999997,2.4118999999999997,2.2786885245899313,2.3931,0.0,XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:LOW:3246:s2:1739343420000000000,5M_OPPOSING_LIQUIDITY,2.39095,2.39525,2.3996,2.392,DEFENDED_AUCTION_PROBE,1.7435897435897927,1.1661680209921652,-0.09302325581394869,1.2363726949953437,5.0,0.5784208916603446,0.3629137480251109,25.437864887407997,2.5000000000001594,0.4717377049179988,2.2786885245899313,-0.381949929047403,-0.09448849846224189,8382.200462629999,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1739343720000000000,1739345580000000000,2.3984,2.4119,26277.1,310.55380418,31.0,False,0.0,310.55380418,1.2349732649341445,
XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:LOW:3286:s2:1739355360000000000:1739356020000000000,XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:LOW:3286:s2:1739355360000000000,XRPUSDT,1,1739356020000000000,1739355360000000000,2.4105,2.4069,2.4227,3.388888888888841,2.4106,0.0,XRPUSDT:PROBE:XRPUSDT:5m:PIVOT:LOW:3286:s2:1739355360000000000,5M_OPPOSING_LIQUIDITY,2.4085,2.4127,2.413,2.407,DEFENDED_AUCTION_PROBE,1.0275229357797724,1.229139901506717,0.571428571428511,0.7058972591056131,11.0,0.9090779634643212,0.2734255100853107,14.934660858743197,1.582417582417605,0.8034999999999892,3.388888888888841,0.31369735959134215,-0.07360097502940655,8692.75426681,1.0,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1739356020000000000,1739357160000000000,2.4109,2.4065,36525.0,-248.6877675,19.0,False,0.0,-248.6877675,-0.9536209118036016,
SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:3312:s2:1739362680000000000:1739363100000000000,SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:3312:s2:1739362680000000000,SOLUSDT,-1,1739363100000000000,1739362680000000000,197.48,198.06,196.67,1.3965517241379048,197.83,0.0,SOLUSDT:PROBE:SOLUSDT:5m:PIVOT:HIGH:3312:s2:1739362680000000000,5M_OPPOSING_LIQUIDITY,197.60000000000002,198.06,198.05,197.42,DEFENDED_AUCTION_PROBE,1.3031674208144728,2.3500204610557907,0.652173913043532,1.24482195891063,7.0,0.5229891207419297,0.17601380500431407,29.37006279116936,2.4928366762178125,0.4085793103448187,1.3965517241379048,-0.32820719925958786,0.03376986884616956,8444.06649931,1.0,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1739363100000000000,1739363940000000000,197.45,196.67,296.45,190.30340945,14.0,False,0.0,190.30340945,0.7512312914855676,
ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:3344:s2:1739372460000000000:1739372940000000000,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:3344:s2:1739372460000000000,ETHUSDT,-1,1739372940000000000,1739372460000000000,2583.52,2606.1800000000003,2542.2200000000003,1.8225948808472712,2599.99,0.0,ETHUSDT:PROBE:ETHUSDT:5m:PIVOT:HIGH:3344:s2:1739372460000000000,5M_OPPOSING_LIQUIDITY,2593.795,2606.1849999999995,2606.17,2577.25,DEFENDED_AUCTION_PROBE,1.015835499881821,1.6808673800684797,-2.400322841000814,1.0156181841514942,8.0,1.5190121178572906,0.09589135011119747,87.70979129250135,3.1846716012368153,0.13681482789055419,1.8225948808472712,0.005884618686263141,0.09250356906799305,8634.36990876,1.0,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1739372940000000000,1739373900000000000,2583.24,2606.46,9.933,-256.41890505,16.0,False,0.0,-256.41890505,-0.989915526589652,
