position_id,trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_init,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl,is_snapshot
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-8004908d-351c-4f37-80e9-54dc821b2b98,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250303-024500-001-000-1,O-20250303-024500-001-000-2,SELL,FLAT,0.000,8.953,1740969900000000000,2025-03-03 02:45:00+00:00,1740970020000000000,2025-03-03 02:47:00+00:00,120000000000,93031.4,93217.5,['1417.36344145 USDT'],-0.002,-3083.51674145 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-b8247d97-0eb2-42c4-be5d-4d37e7c7f20c,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250303-030500-001-000-4,O-20250303-030500-001-000-6,SELL,FLAT,0.000,7.529,1740971100000000000,2025-03-03 03:05:00+00:00,1740971700000000000,2025-03-03 03:15:00+00:00,600000000000,93171.4,92909.1,['806.11813418 USDT'],0.00282,1168.73856582 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-d85afc40-572d-471e-82c6-2a43b7ece6f1,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250303-164500-001-000-7,O-20250303-164500-001-000-9,BUY,FLAT,0.000,7.873,1741020300000000000,2025-03-03 16:45:00+00:00,1741021620000000000,2025-03-03 17:07:00+00:00,1320000000000,90019.3,90398.7,['815.92634610 USDT'],0.00421,2171.08985390 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-aea25da5-5e3a-4744-a5f6-0b4b8c93fe4b,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250303-204500-001-000-10,O-20250303-204500-001-000-12,BUY,FLAT,0.000,7.558,1741034700000000000,2025-03-03 20:45:00+00:00,1741034880000000000,2025-03-03 20:48:00+00:00,180000000000,85371.6,85775.4,['742.93991184 USDT'],0.00473,2308.98048816 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-06d673b9-7be1-4dbb-81ef-0c6455004941,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250304-033000-001-000-13,O-20250304-033000-001-000-15,SELL,FLAT,0.000,7.673,1741059000000000000,2025-03-04 03:30:00+00:00,1741060020000000000,2025-03-04 03:47:00+00:00,1020000000000,83981.1,83557.2,['740.06925194 USDT'],0.00505,2512.51544806 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-e45185b6-53ae-4c98-a1d7-36e1f396b9f4,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250304-054500-001-000-16,O-20250304-054500-001-000-17,SELL,FLAT,0.000,8.096,1741067100000000000,2025-03-04 05:45:00+00:00,1741068240000000000,2025-03-04 06:04:00+00:00,1140000000000,84100.0,84354.59999999999,['1159.23717536 USDT'],-0.00303,-3220.47877536 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-d54336a3-eaf4-4226-bb17-0ed8fdbd54ad,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250304-081500-001-000-19,O-20250304-081500-001-000-21,BUY,FLAT,0.000,7.756,1741076100000000000,2025-03-04 08:15:00+00:00,1741076280000000000,2025-03-04 08:18:00+00:00,180000000000,83244.09999999999,83345.5,['742.72336306 USDT'],0.00122,43.73503694 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-1c0c0c88-3d77-4351-94a1-a796e2e687e5,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250304-102500-001-000-22,O-20250304-102500-001-000-24,BUY,FLAT,0.000,13.376,1741083900000000000,2025-03-04 10:25:00+00:00,1741084380000000000,2025-03-04 10:33:00+00:00,480000000000,83527.90000000001,83759.8,['1285.79013728 USDT'],0.00278,1816.10426272 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-f07f3b90-c694-4347-9131-c43ba9adfee1,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250304-233000-001-000-25,O-20250304-233000-001-000-26,BUY,FLAT,0.000,6.798,1741131000000000000,2025-03-04 23:30:00+00:00,1741133100000000000,2025-03-05 00:05:00+00:00,2100000000000,87367.5,87049.3,['1007.83259544 USDT'],-0.00364,-3170.95619544 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-03d4dabc-d091-4acd-8943-b3deb2984c3d,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250305-114500-001-000-28,O-20250305-114500-001-000-30,BUY,FLAT,0.000,6.762,1741175100000000000,2025-03-05 11:45:00+00:00,1741175280000000000,2025-03-05 11:48:00+00:00,180000000000,89802.20000000001,89974.59999999999,['698.67857850 USDT'],0.00192,467.09022150 USDT,True
