scenario_id,family,source_family,source_direction,direction,signal_ts_ns,signal_day_utc,signal_hour_utc,submission_ts_ns,reference_entry_price,expected_entry_price,entry_execution_mode,entry_order_type,entry_expiry_ts_ns,entry_client_order_id,stop_price,target_price,target_reason,liquidity_level,atr_at_signal,quantity,equity_before_entry,planned_loss_budget,loss_per_unit,net_rr_at_submission,fee_rate_per_fill,sac_entry_confirmation,failed_acceptance_trap,favorable_drift_guard_enabled,causal_exit_reason_codes,causal_exit_open_position,actual_entry_price,opened_ts_ns,opened_bar_index,forced_exit_reason,path_observations,mfe_price,mae_price,mfe_price_distance,mae_price_distance,mfe_stop_units,mae_stop_units,mfe_atr,mae_atr,mfe_close_net_r_after_cost,mfe_intrabar_net_r_after_cost,first_close_half_r_ts_ns,first_close_one_r_ts_ns,actual_exit_price,closed_ts_ns,closed_day_utc,closed_hour_utc,duration_minutes,realized_pnl_after_cost,realized_return,realized_r_multiple,outcome
OIDB-1713882900000000000-000018:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1713883200000000000,2024-04-23,14,1713883200000000000,66786.8,66786.8,MARKET_AFTER_DEFENSE,MARKET,,O-20240423-144000-001-000-1,67107.7,66424.9,PRE_SHOCK_DEALING_RANGE_EQUILIBRIUM,67099.7,100.25499999999957,7.231,100000.0,3000.0,414.8465642799882,0.6472316950871019,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,66786.7,1713883200000000000,2319,TIMEOUT,46,66501.0,66964.9,285.6999999999971,178.1999999999971,0.8900311526479661,0.5551401869158787,2.849733180389989,1.7774674579821241,0.44834472794251895,0.4633004743177249,,,66626.5,1713885900000000000,2024-04-23,15,45.0,483.10860556,0.002398681174545188,0.16103620185333334,TIMEOUT
OIDB-1713970800000000000-000027:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1713970860000000000,2024-04-24,15,1713970860000000000,65136.0,65136.0,MARKET_AFTER_DEFENSE,MARKET,,O-20240424-150100-001-000-5,65248.1,64706.0,PRE_SHOCK_FAST_RANGE_LIQUIDITY,65237.0,138.20000000000036,14.811,100483.10860556,3014.4932581668,203.52483919999685,1.6652050989558296,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,65135.9,1713970860000000000,3780,,22,64705.4,65221.1,430.5,85.19999999999709,3.8368983957220246,0.7593582887700472,3.115050651230093,0.616497829232973,1.1976138684501427,1.6676642091163743,1.71397176e+18,1.71397212e+18,64706.1,1713972120000000000,2024-04-24,15,21.0,5019.6048966,0.006598511727020013,1.6651571148819109,TARGET
OIDB-1713976200000000000-000029:ENTRY,OIDB_R,OIDB_R,LONG,LONG,1713976440000000000,2024-04-24,16,1713976440000000000,64524.1,64524.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240424-163400-001-000-8,64306.59999999999,64882.899999999994,PRE_SHOCK_DEALING_RANGE_EQUILIBRIUM,64315.9,115.975,10.28,105502.71350216,3165.0814050647996,307.8595053999955,0.8707383085401477,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,64524.19999999999,1713976440000000000,3873,,41,65006.2,64455.0,482.0000000000073,69.19999999998981,2.215073529411813,0.31801470588230824,4.15606811812897,0.5966803190341868,1.007555117055716,1.2704779717352621,1.713978e+18,1.71397884e+18,64882.8,1713978840000000000,2024-04-24,17,40.0,2755.195228,0.005557604743646773,0.8704974297315402,TARGET
OIDB-1713985500000000000-000031:ENTRY,OIDB_R,OIDB_R,LONG,LONG,1713985560000000000,2024-04-24,19,1713985560000000000,64104.6,64104.6,MARKET_AFTER_DEFENSE,MARKET,,O-20240424-190600-001-000-11,63684.3,64663.00000000001,PRE_SHOCK_FAST_RANGE_LIQUIDITY,63695.0,133.18999999999943,6.369,108257.90873016,3247.7372619047997,509.9074613599996,0.917936518817764,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,64104.700000000004,1713985560000000000,4025,TIMEOUT,46,64464.6,63980.5,359.8999999999942,124.20000000000437,0.8560894386298595,0.29543292102760216,2.7021548164276274,0.9325024401231692,0.5259827720203542,0.5289224230621373,1.7139873e+18,,64320.600000000006,1713988260000000000,2024-04-24,19,45.0,802.50858501,0.0033679277806463715,0.2470977546192663,TIMEOUT
OIDB-1714036200000000000-000037:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1714036260000000000,2024-04-25,9,1714036260000000000,64025.2,64025.2,MARKET_AFTER_DEFENSE,MARKET,,O-20240425-091100-001-000-15,64184.700000000004,63712.8,PRE_SHOCK_FAST_RANGE_LIQUIDITY,64180.0,58.505000000000656,13.117,109060.41731517,3271.8125194551,249.42731628000035,0.8931796377502759,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,64025.100000000006,1714036260000000000,4870,TIMEOUT,46,63793.3,64147.2,231.8000000000029,122.09999999999127,1.4523809523809839,0.7650375939849147,3.962054525254257,2.08700111101598,0.49679554688750643,0.5698137722832844,,,63912.1,1714038960000000000,2024-04-25,9,45.0,307.51442332,0.0017649328154115693,0.09398901113417545,TIMEOUT
OIDB-1714049700000000000-000039:ENTRY,OIDB_R,OIDB_R,LONG,LONG,1714049760000000000,2024-04-25,12,1714049760000000000,63448.5,63448.5,MARKET_AFTER_DEFENSE,MARKET,,O-20240425-125600-001-000-19,63178.8,63784.3,PRE_SHOCK_DEALING_RANGE_EQUILIBRIUM,63188.0,114.90499999999956,9.151,109367.93173849,3281.0379521547,358.53151531999987,0.6877693995182332,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,63448.600000000006,1714049760000000000,5095,,10,63549.0,63088.3,100.39999999999418,360.3000000000029,0.37212750185319904,1.335433654558929,0.873765284365298,3.135633784430654,-0.08414677290803535,0.031522138269789474,,,63178.700000000004,1714050300000000000,2024-04-25,13,9.0,-3280.99139561,-0.004253836964093793,-0.9999858104217693,STOP
OIDB-1714052700000000000-000040:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1714052940000000000,2024-04-25,13,1714052940000000000,63295.1,63295.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240425-134900-001-000-22,63534.1,62901.7,PRE_SHOCK_FAST_RANGE_LIQUIDITY,63525.7,105.5200000000008,9.702,106086.94034288,3182.6082102863998,328.02206911999684,0.9293955154233142,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,63295.00000000001,1714052940000000000,5148,,19,63203.7,63566.0,91.30000000001019,270.9999999999927,0.38184859891264544,1.1334169803429637,0.8652388172859126,2.568233510234938,-0.0694063056826344,0.007776641391396761,,,63534.200000000004,1714054020000000000,2024-04-25,14,18.0,-3182.06622888,-0.0037791294731020944,-0.9998297052698324,STOP
OIDB-1714056900000000000-000042:ENTRY,OIDB_R,OIDB_R,LONG,LONG,1714057140000000000,2024-04-25,14,1714057140000000000,63321.6,63321.6,MARKET_AFTER_DEFENSE,MARKET,,O-20240425-145900-001-000-25,63175.5,63642.700000000004,PRE_SHOCK_FAST_RANGE_LIQUIDITY,63182.4,85.62999999999957,13.148,102904.874114,3087.14622342,234.79840472000006,0.9881881023710156,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,63321.7,1714057140000000000,5218,,29,63677.4,63203.5,355.70000000000437,118.19999999999709,2.432968536251788,0.808481532147739,4.153918019385801,1.3803573513955119,0.8843413150426634,1.1354448098483838,1.71405864e+18,,63642.59999999999,1714058820000000000,2024-04-25,15,28.0,3050.66456852,0.005067772975141132,0.9881827253198312,OTHER_EXIT
OIDB-1714154100000000000-000056:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1714154160000000000,2024-04-26,17,1714154160000000000,63970.0,63970.0,MARKET_AFTER_DEFENSE,MARKET,,O-20240426-175600-001-000-28,64105.9,63731.100000000006,PRE_SHOCK_FAST_RANGE_LIQUIDITY,64100.0,73.43499999999877,14.081,105955.53868252,3178.6661604756,225.72791235999776,0.66145665566551,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,63969.9,1714154160000000000,6835,,42,63912.0,64156.0,57.900000000001455,186.09999999999854,0.42573529411765776,1.3683823529411658,0.7884523728467683,2.534213930687025,-0.17331680247681466,-0.14095434484529012,,,64106.0,1714156620000000000,2024-04-26,18,41.0,-3178.82982353,-0.002127563119529631,-1.0000514879657496,STOP
OIDB-1714344300000000000-000084:ENTRY,OIDB_R,OIDB_R,SHORT,SHORT,1714344360000000000,2024-04-28,22,1714344360000000000,63115.0,63115.0,MARKET_AFTER_DEFENSE,MARKET,,O-20240428-224600-001-000-31,63246.3,62745.799999999996,PRE_SHOCK_FAST_RANGE_LIQUIDITY,63238.6,96.17499999999927,14.018,102776.70885899,3083.3012657696995,219.94690580000167,1.2771147608478655,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,63114.899999999994,1714344360000000000,10005,,24,62700.0,63212.0,414.8999999999942,97.10000000000582,3.1575342465750884,0.7389649923896451,4.3140109175981,1.0096178840655738,0.8694591965475598,1.485038258719581,1.71434544e+18,,62745.9,1714345740000000000,2024-04-28,23,23.0,3937.62031392,0.005846479991253931,1.2770793297543803,OTHER_EXIT
