client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last,trigger_price,trigger_type,expire_time_ns,trigger_instrument_id
O-20250102-154000-001-000-1,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-001,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BINANCE-001,T-50f6b695c3aead4a-28978,MARKET,BUY,6.523,GTC,False,False,6.523,TAKER,96392.9,0.0,['534.45525370 USDT'],NO_TRIGGER,FILLED,OTO,OL-20250102-154000-001-000-1,"['O-20250102-154000-001-000-2', 'O-20250102-154000-001-000-3']",,,,,"['v107-regime-rotation-12-1735832400000000000', 'candidate-02-v53']",a6215de2-4bc7-4eac-a401-bd16c7f40885,2025-01-02 15:40:00+00:00,2025-01-02 15:40:00+00:00,,,,
O-20250102-154000-001-000-2,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-002,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BINANCE-001,T-ae05bf9b7ad18ff5-29075,STOP_MARKET,SELL,6.523,GTC,True,False,6.523,TAKER,96087.0,0.0,['532.75917585 USDT'],NO_TRIGGER,FILLED,OUO,OL-20250102-154000-001-000-1,['O-20250102-154000-001-000-3'],O-20250102-154000-001-000-1,,,,"['v107-regime-rotation-12-1735832400000000000', 'auction-rotation-invalidation']",e513a54a-6fe6-4114-8899-80f1ce913b30,2025-01-02 15:40:00+00:00,2025-01-02 16:05:00+00:00,96087.0,DEFAULT,,
