plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,rejection,scale,higher_direction,context_location,impulse_progress,impulse_efficiency,impulse_pressure,return_depth,return_pressure,return_effort,response_progress,response_pressure,peer_progress,source_penetration,source_distance,risk_range,cost_r,planned_rr,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
XRPUSDT:CONTROL:60:1739134800000000000:1:1739149200000000000,XRPUSDT:CONTROL:60:1739134800000000000:1,XRPUSDT,1,1739149200000000000,1739146020000000000,2.4077,2.3901999999999997,2.4354,1.5828571428570868,2.4217,60,60:1739134800000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2.3982,2.4097,2.4355,2.4041,ACCEPTED_CONTROL_RETURN,0.0,0.0,-1.0,-0.23008849557521371,2.302222222222229,0.699999999999994,0.0390312234840749,0.613686534216329,-0.20179386736214303,0.4713814259680619,0.31111111111113654,0.17887718789926224,-0.3476107947511541,0.2399999999999937,-1.2444444444444278,1.5555555555556038,0.16449942857142372,1.5828571428570868,100000.0,0.011765494132073982,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1739149200000000000,1739149860000000000,2.4083,2.3897,140974.2,-2960.3172258,11.0,False,0.0,-2960.3172258,-0.9867724086,0.6277414881024767
SOLUSDT:CONTROL:15:1739159100000000000:1:1739171160000000000,SOLUSDT:CONTROL:15:1739159100000000000:1,SOLUSDT,-1,1739171160000000000,1739166840000000000,203.51,204.57999999999998,201.42,1.9532710280373988,204.43,15,15:1739159100000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,203.56,204.21,203.9,201.41,REJECTED_CONTROL_RETURN,1.0,0.0,-1.0,-0.6867469879517965,1.2736842105263204,0.4840000000000032,0.0446952890512854,0.6624605678233446,-0.07384093587422035,0.4729299882552525,0.31578947368422156,0.2325344212136665,-1.0424657534246815,0.14736842105261677,0.9684210526315928,1.1263157894736737,0.228835514018693,1.9532710280373988,97039.6827742,0.006945126408854342,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1739171160000000000,1739174940000000000,203.47,204.62,2104.68,-2849.8314305999997,63.0,False,-11.703303812927999,-2861.5347344129277,-0.982943146764465,0.5133854517629055
SOLUSDT:CONTROL:60:1739228400000000000:-1:1739285220000000000,SOLUSDT:CONTROL:60:1739228400000000000:-1,SOLUSDT,-1,1739285220000000000,1739281800000000000,199.41,201.01999999999998,197.70999999999998,1.0559006211180326,199.14,60,60:1739228400000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,199.55,200.0,199.66,197.7,ACCEPTED_CONTROL_RETURN,0.0,1.584962500721156,-1.0,-0.4793388429752077,1.695238095238078,0.577922077922076,0.03597974699993598,0.5150602409638588,-0.010463865662838705,0.4426180468355745,0.11428571428571738,0.23498888065233506,-2.1749781277340356,1.4476190476190147,-0.2571428571428641,1.5333333333333026,0.14922857142857276,1.0559006211180326,94178.14803979,0.01078608437652565,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1739285220000000000,1739293320000000000,199.38,197.71,1487.49,2277.00209232,135.0,False,-82.16224648684403,2194.839845833156,0.7768397416726445,0.7516207580503053
XRPUSDT:CONTROL:15:1739306700000000000:1:1739313480000000000,XRPUSDT:CONTROL:15:1739306700000000000:1,XRPUSDT,1,1739313480000000000,1739308740000000000,2.4247,2.4093,2.4448999999999996,1.3116883116882758,2.4206,15,15:1739306700000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2.4157,2.42,2.445,2.4188,ACCEPTED_CONTROL_RETURN,0.0,0.0,0.0,-0.3139158576051657,1.360406091370525,1.0151515151515136,0.1571674723087938,0.568627450980388,-0.25602956044391123,1.2727114547172116,0.5989847715735974,-0.22328165103828443,-1.6453089244851367,0.944162436548219,0.41624365482235104,1.5634517766497327,0.18833766233766133,1.3116883116882758,96372.98788562,0.0006774860636103389,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1739313480000000000,1739314680000000000,2.4252,2.4087,151418.7,-2864.37997697,20.0,False,0.0,-2864.37997697,-0.9907271182562695,0.522713386879987
XRPUSDT:CONTROL:15:1739415600000000000:-1:1739423880000000000,XRPUSDT:CONTROL:15:1739415600000000000:-1,XRPUSDT,-1,1739423880000000000,1739423040000000000,2.4663,2.4733,2.4575,1.2571428571428245,2.4645,15,15:1739415600000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2.4648,2.4651,2.4675,2.4574,ACCEPTED_CONTROL_RETURN,0.0,0.0,-1.0,0.2936507936507927,1.7029702970296168,0.8514851485148458,0.07389299203802206,0.5597484276729554,0.005090869192921418,0.5630078566929095,0.23762376237620106,0.18487894533093727,-0.18707482993195385,1.4059405940594094,-0.3564356435643016,1.3861386138613487,0.4233942857142787,1.2571428571428245,93508.60790865,0.0034476557125897936,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1739423880000000000,1739428080000000000,2.4657,2.4575,256206.10000000003,1659.10103146,70.0,False,0.0,1659.10103146,0.591425420099934,0.67375830291382
SOLUSDT:CONTROL:60:1739509200000000000:1:1739523060000000000,SOLUSDT:CONTROL:60:1739509200000000000:1,SOLUSDT,1,1739523060000000000,1739521620000000000,197.1,196.27,198.09,1.1927710843373833,197.3,60,60:1739509200000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,196.82,197.23,198.1,196.96,ACCEPTED_CONTROL_RETURN,0.0,1.584962500721156,1.0,-0.09890109890110299,1.6296296296295938,0.7857142857142785,0.05229148407418005,0.5464480874316987,-0.16883116883116883,0.903646930531116,0.2074074074073837,-0.07237354085603113,-1.50561797752819,1.18518518518514,-0.2962962962963166,1.2296296296295854,0.2843638554216922,1.1927710843373833,95167.70894011001,0.0007912463370184156,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1739523060000000000,1739524020000000000,197.14,198.09,2540.62,2062.5058034400004,16.0,False,0.0,2062.5058034400004,0.7224109334318977,0.5875131953438713
SOLUSDT:CONTROL:60:1739422800000000000:1:1739525400000000000,SOLUSDT:CONTROL:60:1739422800000000000:1,SOLUSDT,-1,1739525400000000000,1739524560000000000,198.01,198.48,197.53,1.0212765957446615,198.4,60,60:1739422800000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,198.12,198.36,198.25,197.52,REJECTED_CONTROL_RETURN,1.0,0.0,-1.0,-0.39473684210525684,1.3246753246753324,0.5204081632653023,-0.07175114364135407,0.5104166666666574,0.12690665039658328,0.5598292162244587,0.5714285714285819,0.028091634705089664,0.8838862559241693,0.1818181818181684,1.0129870129870753,1.2207792207792467,0.5061574468085118,1.0212765957446615,97230.21474355001,0.0016912016182623005,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1739525400000000000,1739525940000000000,197.96,198.53,3746.62,-2878.3220819,9.0,False,0.0,-2878.3220819,-0.9867721638764696,0.7368138625497821
XRPUSDT:CONTROL:60:1739534400000000000:1:1739565960000000000,XRPUSDT:CONTROL:60:1739534400000000000:1,XRPUSDT,1,1739565960000000000,1739559840000000000,2.7568,2.7516,2.8350999999999997,15.057692307691315,2.7899,60,60:1739534400000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2.7531,2.7573,2.8352,2.755,ACCEPTED_CONTROL_RETURN,0.0,0.0,0.0,-0.8521126760563386,2.929460580912916,0.8077803203661349,0.20148825925719263,0.9377990430621973,-0.02486536668224226,0.6797792001487051,0.12448132780083569,0.12426742555379881,-0.02010050251260157,0.8381742738589284,-2.746887966804977,0.43153526970957357,0.6355846153845768,15.057692307691315,94351.89266165,0.003520055776048983,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1739565960000000000,1739566080000000000,2.7574,2.751,300569.80000000005,-2751.47606316,2.0,False,0.0,-2751.47606316,-0.9720617804763824,0.1299326186085758
XRPUSDT:CONTROL:15:1739565000000000000:1:1739593500000000000,XRPUSDT:CONTROL:15:1739565000000000000:1,XRPUSDT,1,1739593500000000000,1739585340000000000,2.7941,2.7790999999999997,2.8327,2.573333333333325,2.8094,15,15:1739565000000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2.7899,2.7951,2.8328,2.7931,ACCEPTED_CONTROL_RETURN,0.0,0.0,1.0,-0.8765432098765568,3.080000000000082,1.0032573289902205,0.03396120253841991,0.7206703910614529,-0.34072836347577096,0.4497831997030571,0.06999999999997158,-0.26348991646742037,-0.02770083102492907,0.9600000000000035,-1.530000000000064,1.5000000000000444,0.22292799999999813,2.573333333333325,91600.41659849,0.014198238344459267,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1739593500000000000,1739597220000000000,2.7947,2.7785,143170.2,-2718.31531932,62.0,False,0.0,-2718.31531932,-0.9891932155851536,0.5111011214154664
XRPUSDT:CONTROL:60:1739631600000000000:-1:1739643720000000000,XRPUSDT:CONTROL:60:1739631600000000000:-1,XRPUSDT,-1,1739643720000000000,1739639880000000000,2.7616,2.7686,2.7371000000000003,3.499999999999905,2.7564,60,60:1739631600000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2.7636,2.768,2.7654,2.737,ACCEPTED_CONTROL_RETURN,0.0,0.0,-1.0,-0.732394366197181,1.0517241379310285,0.580952380952383,0.24281791874573191,0.7784810126582247,-0.06659122457788975,0.6100730621284843,0.14655172413793335,-0.2261474190595909,0.11363636363632547,0.6379310344827619,-0.4482758620689523,0.6034482758620763,0.4740171428571349,3.499999999999905,88882.10127916999,0.009066899085013812,XRPUSDT-PERP.BINANCE-AccountStrategy-000,1739643720000000000,1739644320000000000,2.7608,2.7694,230689.5,-2621.8092364500003,10.0,False,0.0,-2621.8092364500003,-0.9832535455086185,0.43112387661134455
