plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,rejection,scale,higher_direction,context_location,impulse_progress,impulse_efficiency,impulse_pressure,return_depth,return_pressure,return_effort,response_progress,response_pressure,peer_progress,source_penetration,source_distance,risk_range,cost_r,planned_rr,label_closed,label_net_r,label_win,label_target,label_hold,label_ambiguous,month,forecast,utility
XRPUSDT:CONTROL:60:1739134800000000000:1:1739149200000000000,XRPUSDT:CONTROL:60:1739134800000000000:1,XRPUSDT,1,1739149200000000000,1739146020000000000,2.4077,2.3901999999999997,2.4354,1.5828571428570868,2.4217,60,60:1739134800000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2.3982,2.4097,2.4355,2.4041,ACCEPTED_CONTROL_RETURN,0.0,0.0,-1.0,-0.23008849557521371,2.302222222222229,0.699999999999994,0.0390312234840749,0.613686534216329,-0.20179386736214303,0.4713814259680619,0.31111111111113654,0.17887718789926224,-0.3476107947511541,0.2399999999999937,-1.2444444444444278,1.5555555555556038,0.16449942857142372,1.5828571428570868,1739149860000000000,-0.9883232373126221,0,0,11.0,False,2025-02,0.6277414881024767,0.011765494132073982
SOLUSDT:CONTROL:15:1739162700000000000:1:1739167260000000000,SOLUSDT:CONTROL:15:1739162700000000000:1,SOLUSDT,1,1739167260000000000,1739166180000000000,202.78,202.10000000000002,204.56,2.6176470588236143,202.85,15,15:1739162700000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,202.31,202.54,204.57,202.29,ACCEPTED_CONTROL_RETURN,0.0,0.0,1.0,0.2494758909853254,0.7411167512690544,0.613445378151277,0.2107653117731753,0.724696356275309,-0.22604129144785484,1.622764917980335,0.436548223350261,0.2870349988994057,-0.8503130335799352,0.5888324873096578,-0.07106598984770886,0.690355329949217,0.35724705882354074,2.6176470588236143,1739167980000000000,-0.978501020985852,0,0,12.0,False,2025-02,0.3289588775900968,-0.003937335035528053
SOLUSDT:CONTROL:15:1739159100000000000:1:1739171160000000000,SOLUSDT:CONTROL:15:1739159100000000000:1,SOLUSDT,-1,1739171160000000000,1739166840000000000,203.51,204.57999999999998,201.42,1.9532710280373988,204.43,15,15:1739159100000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,203.56,204.21,203.9,201.41,REJECTED_CONTROL_RETURN,1.0,0.0,-1.0,-0.6867469879517965,1.2736842105263204,0.4840000000000032,0.0446952890512854,0.6624605678233446,-0.07384093587422035,0.4729299882552525,0.31578947368422156,0.2325344212136665,-1.0424657534246815,0.14736842105261677,0.9684210526315928,1.1263157894736737,0.228835514018693,1.9532710280373988,1739174940000000000,-0.9889227969487802,0,0,63.0,False,2025-02,0.5133854517629055,0.006945126408854342
ETHUSDT:CONTROL:60:1739149200000000000:1:1739174940000000000,ETHUSDT:CONTROL:60:1739149200000000000:1,ETHUSDT,-1,1739174940000000000,1739166840000000000,2644.7,2659.9300000000003,2625.09,1.2875902823374303,2657.73,60,60:1739149200000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2644.99,2650.2,2645.18,2625.08,REJECTED_CONTROL_RETURN,1.0,0.0,-1.0,-0.6573088092933215,0.8639726807057052,0.4216666666666495,-0.05931649048649435,0.5629842180774659,-0.061967351336848296,1.2673330660648339,0.0546385885031319,0.150574276929457,-2.276315789473681,0.24928856004553604,1.483210017074568,1.7336368810472773,0.20898082731450435,1.2875902823374303,1739182500000000000,-0.9858400317595002,0,0,126.0,False,2025-02,0.18961796572447343,-0.019427651504258577
ETHUSDT:CONTROL:60:1739167200000000000:1:1739183100000000000,ETHUSDT:CONTROL:60:1739167200000000000:1,ETHUSDT,-1,1739183100000000000,1739182500000000000,2656.43,2661.13,2651.01,1.1531914893615538,2659.92,60,60:1739167200000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2655.15,2656.74,2657.37,2651.0,REJECTED_CONTROL_RETURN,1.0,0.0,-1.0,-0.5974248927038532,0.3505903723887979,0.3769531250000649,0.0019734295914562846,0.5360315893385763,-0.16147135789036854,0.45008924516197146,0.012715712988222563,-0.13168734808750174,0.22784810126584698,0.21798365122612967,0.6339691189827995,0.8537693006358535,0.6788374468084711,1.1531914893615538,1739183700000000000,0.4041197258543891,1,1,10.0,False,2025-02,0.5003140158803653,-0.009190910125087954
ETHUSDT:CONTROL:15:1739187000000000000:-1:1739192100000000000,ETHUSDT:CONTROL:15:1739187000000000000:-1,ETHUSDT,-1,1739192100000000000,1739191740000000000,2639.52,2644.0,2630.01,2.122767857142796,2638.09,15,15:1739187000000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2640.64,2642.4,2641.08,2630.0,ACCEPTED_CONTROL_RETURN,0.0,0.0,-1.0,0.39974779319041354,0.8862068965516744,0.5928489042675698,0.21618155143751802,0.6799999999999987,0.1230840994524855,0.39613595354313946,0.2689655172413615,0.4530407052643168,-0.2627737226277463,1.394827586206878,-0.24655172413789508,0.7724137931034272,0.7076142857142829,2.122767857142796,1739192820000000000,-0.9666477582187628,0,0,12.0,False,2025-02,0.3600810949122152,-0.009529190004913079
XRPUSDT:CONTROL:15:1739187000000000000:-1:1739192100000000000,XRPUSDT:CONTROL:15:1739187000000000000:-1,XRPUSDT,-1,1739192100000000000,1739191740000000000,2.4128,2.4186,2.4041,1.4999999999998852,2.4084,15,15:1739187000000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,2.4126,2.4175,2.4144,2.404,ACCEPTED_CONTROL_RETURN,0.0,0.0,-1.0,0.44303797468355066,0.6459627329192297,0.34666666666665524,0.08916949170429125,0.6027397260273848,0.1242043314628682,0.7446228181403403,0.18633540372671253,0.6664712910064317,-0.2627737226277463,0.5465838509316644,-0.5465838509316644,0.7204968944099588,0.4997999999999785,1.4999999999998852,1739192820000000000,-0.9730115803814775,0,0,12.0,False,2025-02,0.4689158720890484,-0.005640365331148435
BTCUSDT:CONTROL:15:1739181600000000000:-1:1739192520000000000,BTCUSDT:CONTROL:15:1739181600000000000:-1,BTCUSDT,-1,1739192520000000000,1739190660000000000,97392.0,97612.5,97113.5,1.2630385487528344,97431.9,15,15:1739181600000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,97372.8,97444.5,97431.9,97113.4,ACCEPTED_CONTROL_RETURN,0.0,1.584962500721156,-1.0,0.13999073931161576,0.8240972470504198,0.8309300648881782,0.11140535141498649,0.5582047685834554,-0.37172107922799885,0.892931089408204,0.017876296031462468,-0.2491114827784456,0.5192143467122816,1.1387200572041591,0.1426528423310497,0.7883446549874948,0.5306244897959184,1.2630385487528344,1739193420000000000,-0.9719527252471326,0,0,15.0,False,2025-02,0.4809017895218873,-0.0075463590912784075
BTCUSDT:CONTROL:15:1739204100000000000:1:1739211360000000000,BTCUSDT:CONTROL:15:1739204100000000000:1,BTCUSDT,1,1739211360000000000,1739210100000000000,97260.0,97133.79999999999,97520.7,2.0657686212359194,97382.3,15,15:1739204100000000000:1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,97204.3,97259.8,97520.8,97228.7,ACCEPTED_CONTROL_RETURN,0.0,1.584962500721156,1.0,0.1842352205192388,0.754199652442555,0.639489194499009,0.049284532332682714,0.6739018087855119,0.21290595694946768,0.8195459763208585,0.03861749372465662,0.2397420946099919,-0.5000000000000129,0.42247538134772095,-0.4722919482525617,0.4873527708052115,0.9242177496037182,2.0657686212359194,1739214120000000000,0.7239204405344835,1,1,46.0,False,2025-02,0.21303498526978323,-0.019393242991816734
SOLUSDT:CONTROL:15:1739164500000000000:-1:1739225760000000000,SOLUSDT:CONTROL:15:1739164500000000000:-1,SOLUSDT,-1,1739225760000000000,1739224920000000000,200.01,200.42,199.23,1.9024390243902625,199.8,15,15:1739164500000000000:-1,FIRST_RETURN_WAVE_OR_OPPOSING_SWING,199.7,199.92,200.15,199.22,ACCEPTED_CONTROL_RETURN,0.0,0.0,-0.0,0.11675126903554056,1.4141414141413782,0.6363636363636129,0.15413113075768486,0.658333333333333,-0.12377307241187728,0.7027216963534302,0.2424242424242494,0.2400659219923091,0.07355021216409897,1.3333333333333717,-0.424242424242379,0.8282828282828137,0.5859951219512243,1.9024390243902625,1739226420000000000,-0.9701593272152959,0,0,11.0,False,2025-02,0.48321966721100545,-0.002510511965018088
