client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,account_id,trade_id,position_id,order_side,order_type,last_qty,last_px,currency,commission,liquidity_side,event_id,ts_event,ts_init,info,reconciliation
O-20241230-022500-001-000-1,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-001,BINANCE-001,T-fec87189f247aa58-10562,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,7.006,93482.6,USDT,556.69823126 USDT,TAKER,27451b62-7b5f-4fcb-a326-9542ecfeb2d1,2024-12-30 02:25:00+00:00,2024-12-30 02:25:00+00:00,{},False
O-20241230-022500-001-000-1,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-001,BINANCE-001,T-fec87189f247aa58-10563,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,4.672,93482.7,USDT,371.23849824 USDT,TAKER,b083a2de-d296-4a73-a077-20593ce5f677,2024-12-30 02:25:00+00:00,2024-12-30 02:25:00+00:00,{},False
O-20241230-022500-001-000-2,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-002,BINANCE-001,T-0d08416507400149-10601,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,STOP_MARKET,11.678,93375.2,USDT,926.87024776 USDT,TAKER,504ebd3d-4421-4752-a4ee-4ec82535301d,2024-12-30 02:35:00+00:00,2024-12-30 02:35:00+00:00,{},False
O-20241230-024000-001-000-4,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-004,BINANCE-001,T-6facfd9e415fd96b-10622,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,8.650,93537.9,USDT,687.73740975 USDT,TAKER,d7dd7188-86d5-41a4-9bb9-1a34ac995596,2024-12-30 02:40:00+00:00,2024-12-30 02:40:00+00:00,{},False
O-20241230-024000-001-000-6,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-006,BINANCE-001,T-d934488cba8a4b6b-10679,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,LIMIT,8.650,93729.5,USDT,243.22805250 USDT,MAKER,aeb279c7-7b67-4ea6-bad7-c3fdf6ba7a88,2024-12-30 02:55:00+00:00,2024-12-30 02:55:00+00:00,{},False
O-20241230-031500-001-000-7,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-007,BINANCE-001,T-ec5a2185add54732-10754,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,MARKET,12.255,93972.5,USDT,978.88803938 USDT,TAKER,6a24661a-43df-45cc-8c04-55bdab2fe152,2024-12-30 03:15:00+00:00,2024-12-30 03:15:00+00:00,{},False
O-20241230-031500-001-000-9,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-009,BINANCE-001,T-0c2fb7e214f4a874-10849,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,LIMIT,4.994,93698.9,USDT,140.37969198 USDT,MAKER,048da40e-dcc9-4093-b789-80fe47db3a28,2024-12-30 03:42:00+00:00,2024-12-30 03:42:00+00:00,{},False
O-20241230-031500-001-000-9,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-009,BINANCE-001,T-0c2fb7e214f4a874-10850,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,LIMIT,7.261,93698.9,USDT,204.10431387 USDT,MAKER,522728d9-ace1-408c-8a27-5da13121e441,2024-12-30 03:42:00+00:00,2024-12-30 03:42:00+00:00,{},False
O-20241230-231500-001-000-10,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-010,BINANCE-001,T-6091f84104a245b9-15185,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,5.915,92489.9,USDT,465.01609473 USDT,TAKER,d24dd3e6-3e76-4916-9b1d-75bc57f63094,2024-12-30 23:15:00+00:00,2024-12-30 23:15:00+00:00,{},False
O-20241230-231500-001-000-10,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-010,BINANCE-001,T-6091f84104a245b9-15186,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,6.020,92490.0,USDT,473.27133000 USDT,TAKER,40c9e9cb-5567-433e-bec7-4c0d5c4ed199,2024-12-30 23:15:00+00:00,2024-12-30 23:15:00+00:00,{},False
