position_id,trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_init,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl,is_snapshot
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-a6fa9374-3967-46ff-974a-6a168815f8bf,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20241230-022500-001-000-1,O-20241230-022500-001-000-2,BUY,FLAT,0.000,11.678,1735525500000000000,2024-12-30 02:25:00+00:00,1735526100000000000,2024-12-30 02:35:00+00:00,600000000000,93482.64000685049,93375.2,['1854.80697726 USDT'],-0.00115,-3109.49137726 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-e607121b-e521-4ff2-8880-b3523cd0ee71,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20241230-024000-001-000-4,O-20241230-024000-001-000-6,BUY,FLAT,0.000,8.650,1735526400000000000,2024-12-30 02:40:00+00:00,1735527300000000000,2024-12-30 02:55:00+00:00,900000000000,93537.90000000001,93729.5,['930.96546225 USDT'],0.00205,726.37453775 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-ebd70fa4-a9dc-4d7d-b06e-40d228256196,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20241230-031500-001-000-7,O-20241230-031500-001-000-9,SELL,FLAT,0.000,12.255,1735528500000000000,2024-12-30 03:15:00+00:00,1735530120000000000,2024-12-30 03:42:00+00:00,1620000000000,93972.5,93698.90000000001,['1323.37204523 USDT'],0.00291,2029.59595477 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-03a2d256-2671-419e-9b6d-be2109b0f8b5,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20241230-231500-001-000-10,O-20241230-231500-001-000-11,BUY,FLAT,0.000,11.935,1735600500000000000,2024-12-30 23:15:00+00:00,1735600680000000000,2024-12-30 23:18:00+00:00,180000000000,92489.95043988271,92387.3,['1875.53348641 USDT'],-0.00111,-3100.66648641 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-fd2e82a0-581f-481a-860d-df146da3fd3d,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20241231-105000-001-000-13,O-20241231-105000-001-000-14,SELL,FLAT,0.000,10.252,1735642200000000000,2024-12-31 10:50:00+00:00,1735643280000000000,2024-12-31 11:08:00+00:00,1080000000000,94120.0,94251.8,['1641.50953956 USDT'],-0.0014,-2992.72313956 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-c255179a-a375-4368-ae7a-61a0e95e4c11,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20241231-153500-001-000-16,O-20241231-153500-001-000-17,SELL,FLAT,0.000,9.496,1735659300000000000,2024-12-31 15:35:00+00:00,1735659420000000000,2024-12-31 15:37:00+00:00,120000000000,95527.5,95670.09999999999,['1543.27054816 USDT'],-0.00149,-2897.40014816 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-98a54a44-de1d-41ba-811e-9b4d5898a8cc,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20241231-154500-001-000-19,O-20241231-154500-001-000-21,SELL,FLAT,0.000,6.218,1735659900000000000,2024-12-31 15:45:00+00:00,1735660200000000000,2024-12-31 15:50:00+00:00,300000000000,95698.59999999999,95403.8,['683.76205910 USDT'],0.00308,1149.30434090 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-90d14a60-4bde-43d1-a0f8-6be0e2117de9,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20241231-155500-001-000-22,O-20241231-155500-001-000-23,BUY,FLAT,0.000,8.089,1735660500000000000,2024-12-31 15:55:00+00:00,1735660920000000000,2024-12-31 16:02:00+00:00,420000000000,95471.2,95283.3,['1311.56117793 USDT'],-0.00197,-2831.48427793 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000-44e5cd50-3b54-44f0-84a7-403cd2e312b0,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250101-021500-001-000-25,O-20250101-021500-001-000-27,BUY,FLAT,0.000,7.381,1735697700000000000,2025-01-01 02:15:00+00:00,1735699980000000000,2025-01-01 02:53:00+00:00,2280000000000,93768.047107438,94005.3,['796.44259814 USDT'],0.00253,954.72100186 USDT,True
BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-001,O-20250102-154000-001-000-28,O-20250102-154000-001-000-29,BUY,FLAT,0.000,5.866,1735832400000000000,2025-01-02 15:40:00+00:00,1735833900000000000,2025-01-02 16:05:00+00:00,1500000000000,96392.9,96087.0,['959.72402939 USDT'],-0.00317,-2754.13342939 USDT,False
