index,total,locked,free,currency,account_id,account_type,base_currency,margins,reported,info
2024-06-24 00:00:00+00:00,100000.00000000,0.00000000,100000.00000000,USDT,BINANCE-001,MARGIN,USDT,[],True,{}
2024-07-12 02:13:59.999000+00:00,99151.92748720,36.18442721,99115.74305999,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '36.18442721', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2024-07-12 02:13:59.999000+00:00,99151.92748720,36.18442721,99115.74305999,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '36.18442721', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2024-07-12 02:13:59.999000+00:00,99151.92748720,36.18442721,99115.74305999,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '36.18442721', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2024-07-12 02:24:59.999000+00:00,105659.82625510,0.00000000,105659.82625510,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2024-07-12 02:24:59.999000+00:00,105659.82625510,0.00000000,105659.82625510,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
2024-07-21 01:21:59.999000+00:00,104711.94845290,40.44278623,104671.50566667,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '40.44278623', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2024-07-21 01:21:59.999000+00:00,104711.94845290,40.44278623,104671.50566667,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '40.44278623', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2024-07-21 01:21:59.999000+00:00,104711.94845290,40.44278623,104671.50566667,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '44.06549038', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2024-07-21 01:21:59.999000+00:00,104627.04119785,44.06549038,104582.97570747,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '44.06549038', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2024-07-21 04:22:59.999000+00:00,104627.04119785,44.06549038,104582.97570747,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '44.06549038', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2024-07-21 04:22:59.999000+00:00,104627.04119785,44.06549038,104582.97570747,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '36.72768808', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2024-07-21 04:22:59.999000+00:00,104476.19050126,36.72768808,104439.46281318,USDT,BINANCE-001,MARGIN,USDT,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '36.72768808', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{}
2024-07-21 04:22:59.999000+00:00,103719.43388682,0.00000000,103719.43388682,USDT,BINANCE-001,MARGIN,USDT,[],False,{}
