symbol,symbol_priority,provisional_index,provisional_time,event_label,offset_minute,bar_index,bar_time,parent_direction,side,fresh_parent_extreme,dynamic_parent_extreme,extreme_updates,bars_since_extreme,close,directional_return_bps,efficiency_60s,flow_60s,flow_3m,parent_flow_consensus,opposite_flow_consensus,parent_flow_run,opposite_flow_run,return_z_vs_parent,efficiency_z_vs_parent,impact_per_abs_flow,impact_per_abs_flow_z_vs_parent,opposite_depth_change,same_depth_change,resilience_1m,resilience_3m,retrace_fraction_from_dynamic_extreme,premium_change_directional,oi_change_5m,parent_run_vwap,pre_value_15m,pre_value_30m,pre_value_60m,source_run_start_open,source_target_touched,parent_vwap_touched,pre_value_15m_touched,pre_value_30m_touched,pre_value_60m_touched,absorption_under_load_observation,deep_absorption_under_load_observation,counterflow_resilience_observation,next_open,updated_stop,pre_value_15m_cost_rr,pre_value_15m_geometry_eligible,pre_value_15m_net_reward_bps,pre_value_30m_cost_rr,pre_value_30m_geometry_eligible,pre_value_30m_net_reward_bps,pre_value_60m_cost_rr,pre_value_60m_geometry_eligible,pre_value_60m_net_reward_bps
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,0,1375,2026-04-13T22:55:59.999000+00:00,1,-1,False,74750.0,0,0,74622.7,1.7690552085172242,0.0054270735414012,0.310159030923785,0.241796588217471,True,False,1,0,-0.5507472124977176,-0.4307565280148283,5.703703687887226,-0.49037812960392685,0.0205021674534284,-0.1752142399971412,0.1957164074505696,0.1957164074505696,0.22623067353830384,-6.459000000000003e-05,0.0050051973402409,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,False,False,False,False,False,False,False,74622.7,74766.7335,1.0526993771645128,True,41.37273448501679,1.0403262907309165,True,40.8864528068076,1.5227141636008419,True,59.845051829442454
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,1,1376,2026-04-13T22:56:59.999000+00:00,1,-1,False,74750.0,0,1,74632.7,1.3399850209727155,0.0125432930009244,0.0117998389759409,0.15363090203371,True,False,2,0,-0.5921821882366122,-0.37383053787142906,113.55960226163236,2.6360203704316785,-0.0496801702833442,-0.0231289823976342,-0.02655118788571,0.16916521956485958,0.20845921450151683,-0.0002410399999999,0.0050051973402409,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,False,False,False,False,False,False,False,74632.8,74766.7255,1.1257921430634885,True,42.717721345776354,1.1129783040027124,True,42.231505475697226,1.6125497408474274,True,61.18753884556074
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,2,1377,2026-04-13T22:57:59.999000+00:00,1,-1,False,74750.0,0,2,74632.3,-0.0669948969992854,0.0004858580263577,-0.0665838786302827,0.1246660272751155,False,False,0,0,-0.7280531493488527,-0.4702836375012219,-1.006172941205164,-0.6848760523510554,0.0338152668465987,0.0743185112101145,-0.0405032443635158,0.1286619752013438,0.20917007286297795,-2.862999999999997e-05,0.0050051973402409,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,False,False,False,False,False,False,False,74632.3,74766.8745,1.1214639398360047,True,42.65114640249703,1.1086793545591993,True,42.164927275009106,1.6071102780247635,True,61.12108764104842
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,3,1378,2026-04-13T22:58:59.999000+00:00,1,-1,False,74750.0,0,3,74577.0,-7.41240693870883,0.1463621564586052,0.1113779314641927,-0.0089871227614892,False,False,0,0,-1.437393901924087,0.696649559815614,-66.55184596443434,-2.584836059485344,0.0,0.0,0.0,-0.0670544322492258,0.3074462413364153,-7.432e-05,0.0050051973402409,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,False,False,False,False,False,False,False,74577.0,74767.1205,0.7755546478309155,False,35.28244839099305,0.7648589864156073,False,34.79586872449427,1.1818493135066066,True,53.766085376898445
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,5,1380,2026-04-13T23:00:59.999000+00:00,1,-1,False,74750.0,0,5,74472.5,-17.105774853114596,0.2678287085321219,-0.2092083639560647,-0.0693579000304007,False,True,0,1,-2.3734749348667865,1.6683177026293263,-81.76429722773976,-3.0257965024503073,-0.042467354194326,0.4236908362589733,-0.4661581904532993,-1.1062853182339225,0.49315798827083956,-0.00048591,0.0019427320246523,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,True,False,False,False,False,False,False,74472.5,74766.9905,0.3581916995042288,False,21.327995617913558,0.35000840074071726,False,20.84073318159853,0.6690495797366263,False,39.83756888989888
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,10,1385,2026-04-13T23:05:59.999000+00:00,1,-1,False,74750.0,0,10,74587.2,-3.324414638738941,0.0598374205213408,-0.1861181743250922,0.0527362183876045,False,False,0,0,-1.0426196512603327,0.0044974567022908465,-17.86184853132253,-1.173468327589469,-0.0301544671360484,-0.021300656047524,-0.0088538110885244,0.1897251948119007,0.2893193531188977,-0.00018072,0.005351820508481,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,False,False,False,False,False,False,False,74587.1,74766.4715,0.8315607702840692,False,36.62908403269662,0.8205158374821989,False,36.142570255000024,1.2511231616037173,True,55.110218109472044
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,15,1390,2026-04-13T23:10:59.999000+00:00,1,-1,True,74870.0,2,0,74686.4,-3.94906910849202,0.0172572142209475,0.0730171759359723,0.1843602611636511,True,False,3,0,-1.1029420496714923,-0.3361216624728932,-54.08411182460435,-2.2234362118269826,0.0,0.0,0.0,0.3542347735453497,0.26893218104585703,-8.618999999999999e-05,0.0035251997540093,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,False,False,False,False,False,False,False,74686.5,74887.003,1.0643968587885781,True,49.86268139027918,1.0540252837767254,True,49.37681511205662,1.4583804974199537,True,68.31921899075445
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,20,1395,2026-04-13T23:15:59.999000+00:00,1,-1,False,74870.0,2,5,74688.6,8.853997367665801,0.2074689603178519,0.2175993385772164,0.0011572012130162,True,False,1,0,0.13344016522667873,1.1854716561509036,40.68944981872369,0.5237470658881563,0.0861806408692318,0.1497344917479031,-0.0635538508786713,-0.2866983808441058,0.26570968214441915,0.0003090099999999,-0.0009586896738695,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,False,False,False,False,False,False,False,74688.7,74886.349,1.0794640274212224,True,50.15517948036343,1.0690072864388473,True,49.669327513620644,1.4766828544320425,True,68.61117343256674
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,30,1405,2026-04-13T23:25:59.999000+00:00,1,-1,False,74870.0,2,15,74667.9,13.401612075243804,0.208630029528988,0.0531752337160744,0.0523548842187118,True,False,1,0,0.5725997958612077,1.194759595462624,252.0273281082089,6.649758108605401,-0.0138366909072339,-0.0109049448527616,-0.002931746054472299,0.2757741489185292,0.2960304672623505,0.00052211,-0.0005514434643619,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,False,False,False,False,False,False,False,74667.8,74885.607,0.9635065921674695,False,47.375751711649116,0.9536227890379896,False,46.88976375179956,1.3389613052674818,True,65.8369116158908
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,45,1420,2026-04-13T23:40:59.999000+00:00,1,-1,False,74870.0,2,30,74609.2,-6.712736026864167,0.2573512054021851,-0.3030939217718209,-0.5049998867464913,False,True,0,3,-1.3698272237929328,1.58450322173891,-22.14737922687737,-1.2976921940224977,-0.0211482625314919,0.0452308304653776,-0.0663790929968695,-0.013554252414288606,0.38201259704116597,6.415000000000001e-05,0.0067322684964059,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,74187.3,False,False,False,False,False,False,False,False,74609.2,74885.26,0.6942781842800048,False,39.57441111357653,0.6857455026793284,False,39.088041446183624,1.018408023815215,True,58.05007089143112
