symbol,symbol_priority,provisional_index,provisional_time,event_label,parent_direction,side,run_start_index,run_age,run_start_open,parent_run_vwap,pre_value_15m,pre_value_30m,pre_value_60m,source_entry_time,source_exit_reason,source_exit_offset,source_bracket_net_bps,source_bracket_net_r,source_net_60m_bps,source_net_120m_bps,trace_extreme_updates,first_source_target_offset,first_parent_vwap_offset,first_absorption_under_load_offset,first_deep_absorption_under_load_offset,first_counterflow_resilience_offset,first_pre_value_15m_offset,first_pre_value_15m_geometry_eligible_offset,first_absorption_pre_value_15m_geometry_eligible_offset,first_pre_value_30m_offset,first_pre_value_30m_geometry_eligible_offset,first_absorption_pre_value_30m_geometry_eligible_offset,first_pre_value_60m_offset,first_pre_value_60m_geometry_eligible_offset,first_absorption_pre_value_60m_geometry_eligible_offset
BTCUSDT,0,1375,2026-04-13T22:55:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,1,-1,1368,8,74187.3,74501.20795334717,74164.7200846345,74168.34884981334,74026.8746650847,2026-04-13T22:56:00+00:00,STOP,15,-39.28296282485178,-0.9995266451115116,-5.959564733178137,46.39280705453331,2,91.0,5,68.0,,11,98.0,0.0,,98.0,0.0,,,0.0,
BTCUSDT,0,2756,2026-04-14T21:56:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,1,-1,2750,7,73964.8,74123.0106887811,73975.86423769458,73997.25548411859,74047.31201457587,2026-04-14T21:57:00+00:00,STOP,1,-22.31083822343269,-0.9999880320033729,9.253240671939935,-2.4826214275069276,4,32.0,7,14.0,,28,24.0,15.0,,24.0,15.0,,24.0,,
ETHUSDT,1,7116,2026-04-17T22:36:59.999000+00:00,FAST_TARGET,1,-1,7110,7,2430.05,2435.7038528373528,2426.1623730196275,2426.7664314663416,2425.5339033918794,2026-04-17T22:37:00+00:00,TARGET,24,22.460293258025274,0.845969321178753,65.2669536439587,101.12115751254649,0,24.0,3,6.0,,22,41.0,0.0,,37.0,0.0,,41.0,0.0,
SOLUSDT,2,412,2026-04-13T06:52:59.999000+00:00,FAST_TARGET,1,-1,406,7,82.32,82.45106748006515,82.27825202391494,82.26299537072622,82.15303915973661,2026-04-13T06:53:00+00:00,TARGET,5,3.0540659045783087,0.10174465126449088,31.03291756077062,73.76019980120661,0,5.0,1,34.0,,6,8.0,,,8.0,,,15.0,,
SOLUSDT,2,2312,2026-04-14T14:32:59.999000+00:00,FAST_TARGET,1,-1,2306,7,86.79,87.31651162358911,86.79068464004244,86.93000825444982,86.88246302646826,2026-04-14T14:33:00+00:00,TARGET,6,58.04469775610063,1.3728016744338165,185.5974475073611,191.43413710281425,0,6.0,1,,,5,6.0,0.0,,2.0,,,5.0,0.0,
SOLUSDT,2,9427,2026-04-19T13:07:59.999000+00:00,STOP_NO_LATER_POSITIVE,1,-1,9421,7,85.78,86.01865413643264,85.73645045355175,85.66056823528815,85.64505079668233,2026-04-19T13:08:00+00:00,STOP,1,-25.89837625982839,-0.9999328233054366,-7.2159898912002145,-50.15194212921595,11,,58,101.0,,6,,1.0,101.0,,0.0,101.0,,0.0,101.0
XRPUSDT,3,1374,2026-04-13T22:54:59.999000+00:00,EARLY_STOP_LATER_POSITIVE,1,-1,1368,7,1.369,1.3727126175701525,1.3698494167321902,1.3711525753842146,1.3672675747797667,2026-04-13T22:55:00+00:00,STOP,26,-29.384225853404914,-0.9998501269928678,-26.540460245508424,85.23335931360482,2,75.0,3,105.0,,5,74.0,26.0,,6.0,32.0,,77.0,0.0,
